FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Renter occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc."
ACSSF,2010e5,wv,000,0103,0001390,080,54,025,08000US540259044946636950400,"Census Tract 9504 (part), Lewisburg city, Central district, Greenbrier County, West Virginia",179,103,0,0,0,0,0,0,0,25,25,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,33,33,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001391,080,54,025,08000US540259044946636950600,"Census Tract 9506 (part), Lewisburg city, Central district, Greenbrier County, West Virginia",1652,1010,120,120,0,0,0,0,0,264,264,0,0,0,0,0,212,212,0,0,0,0,0,242,242,0,0,0,0,0,172,172,0,0,0,0,0,642,65,65,0,0,0,0,0,109,12,13,24,21,17,22,215,40,130,10,18,17,0,124,52,54,18,0,0,0,129,76,19,34,0,0,0
ACSSF,2010e5,wv,000,0103,0001392,080,54,025,08000US540259044970156950700,"Census Tract 9507 (part), Ronceverte city (part), Central district, Greenbrier County, West Virginia",354,277,24,0,0,0,0,0,24,45,28,0,0,0,0,17,58,58,0,0,0,0,0,54,54,0,0,0,0,0,96,96,0,0,0,0,0,77,0,0,0,0,0,0,0,8,0,4,4,0,0,0,22,0,16,6,0,0,0,22,13,9,0,0,0,0,25,19,6,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001393,080,54,025,08000US540259044999999950100,"Census Tract 9501 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001394,080,54,025,08000US540259044999999950400,"Census Tract 9504 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",1874,1348,66,49,0,0,0,0,17,493,373,0,0,0,0,120,490,432,0,0,0,0,58,136,136,0,0,0,0,0,163,163,0,0,0,0,0,526,0,0,0,0,0,0,0,48,0,48,0,0,0,0,297,251,0,0,0,0,46,99,65,34,0,0,0,0,82,82,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001395,080,54,025,08000US540259044999999950500,"Census Tract 9505 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",181,141,0,0,0,0,0,0,0,41,41,0,0,0,0,0,70,66,0,0,0,0,4,18,18,0,0,0,0,0,12,12,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001396,080,54,025,08000US540259044999999950600,"Census Tract 9506 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",210,210,26,26,0,0,0,0,0,45,45,0,0,0,0,0,81,81,0,0,0,0,0,50,26,0,0,0,0,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001397,080,54,025,08000US540259044999999950700,"Census Tract 9507 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",229,166,0,0,0,0,0,0,0,78,40,0,0,0,0,38,74,74,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001398,080,54,025,08000US540259097200772950500,"Census Tract 9505 (part), Alderson town (part), Eastern district, Greenbrier County, West Virginia",450,307,23,20,0,0,0,0,3,23,20,0,0,0,0,3,64,59,0,0,0,0,5,79,79,0,0,0,0,0,118,118,0,0,0,0,0,143,0,0,0,0,0,0,0,62,10,0,23,0,11,18,49,4,0,35,0,0,10,19,0,9,0,0,0,10,13,0,4,9,0,0,0
ACSSF,2010e5,wv,000,0103,0001399,080,54,025,08000US540259097200772950700,"Census Tract 9507 (part), Alderson town (part), Eastern district, Greenbrier County, West Virginia",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001400,080,54,025,08000US540259097226692950100,"Census Tract 9501 (part), Falling Spring town, Eastern district, Greenbrier County, West Virginia",8,8,0,0,0,0,0,0,0,6,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001401,080,54,025,08000US540259097226692950200,"Census Tract 9502 (part), Falling Spring town, Eastern district, Greenbrier County, West Virginia",58,55,1,1,0,0,0,0,0,7,4,0,0,0,0,3,11,6,0,0,0,0,5,17,17,0,0,0,0,0,19,19,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001402,080,54,025,08000US540259097226692950400,"Census Tract 9504 (part), Falling Spring town, Eastern district, Greenbrier County, West Virginia",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001403,080,54,025,08000US540259097270156950700,"Census Tract 9507 (part), Ronceverte city (part), Eastern district, Greenbrier County, West Virginia",483,352,7,4,0,0,0,0,3,48,45,0,3,0,0,0,113,97,0,0,0,0,16,77,77,0,0,0,0,0,107,107,0,0,0,0,0,131,0,0,0,0,0,0,0,30,6,10,14,0,0,0,49,5,41,3,0,0,0,27,21,6,0,0,0,0,25,20,5,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001404,080,54,025,08000US540259097286812950100,"Census Tract 9501 (part), White Sulphur Springs city, Eastern district, Greenbrier County, West Virginia",1197,765,3,3,0,0,0,0,0,148,126,0,0,0,0,22,207,204,0,0,0,0,3,227,227,0,0,0,0,0,180,180,0,0,0,0,0,432,0,0,0,0,0,0,0,54,12,11,0,0,31,0,196,80,24,92,0,0,0,138,83,30,25,0,0,0,44,37,7,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001405,080,54,025,08000US540259097286812950700,"Census Tract 9507 (part), White Sulphur Springs city, Eastern district, Greenbrier County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001406,080,54,025,08000US540259097299999950100,"Census Tract 9501 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",1117,1034,79,58,0,0,0,0,21,321,202,0,0,0,0,119,340,277,0,0,0,0,63,126,126,0,0,0,0,0,168,168,0,0,0,0,0,83,0,0,0,0,0,0,0,44,0,0,16,0,0,28,10,10,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001407,080,54,025,08000US540259097299999950200,"Census Tract 9502 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",212,208,0,0,0,0,0,0,0,72,43,0,0,0,0,29,61,52,0,0,0,0,9,10,10,0,0,0,0,0,65,65,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001408,080,54,025,08000US540259097299999950400,"Census Tract 9504 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001409,080,54,025,08000US540259097299999950500,"Census Tract 9505 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",243,174,0,0,0,0,0,0,0,71,30,0,0,0,0,41,54,44,0,0,0,0,10,9,9,0,0,0,0,0,40,40,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,34,12,0,0,0,0,22,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001410,080,54,025,08000US540259097299999950700,"Census Tract 9507 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",1272,1037,40,40,0,0,0,0,0,303,231,0,0,0,0,72,367,307,0,0,0,0,60,155,155,0,0,0,0,0,172,172,0,0,0,0,0,235,18,18,0,0,0,0,0,16,0,0,0,0,0,16,34,12,0,0,0,0,22,41,41,0,0,0,0,0,126,110,0,0,0,0,16
ACSSF,2010e5,wv,000,0103,0001411,080,54,025,08000US540259360166412950200,"Census Tract 9502 (part), Quinwood town, Western district, Greenbrier County, West Virginia",120,110,0,0,0,0,0,0,0,10,10,0,0,0,0,0,19,13,0,0,0,0,6,34,34,0,0,0,0,0,47,47,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001412,080,54,025,08000US540259360166412950300,"Census Tract 9503 (part), Quinwood town, Western district, Greenbrier County, West Virginia",16,16,0,0,0,0,0,0,0,7,4,0,0,0,0,3,6,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001413,080,54,025,08000US540259360166652950300,"Census Tract 9503 (part), Rainelle town, Western district, Greenbrier County, West Virginia",662,465,10,0,0,0,0,0,10,36,11,0,0,0,0,25,123,108,0,0,0,0,15,160,160,0,0,0,0,0,136,136,0,0,0,0,0,197,0,0,0,0,0,0,0,35,0,0,23,0,0,12,40,14,20,6,0,0,0,80,52,28,0,0,0,0,42,42,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001414,080,54,025,08000US540259360170828950200,"Census Tract 9502 (part), Rupert town, Western district, Greenbrier County, West Virginia",406,248,10,6,0,0,0,0,4,13,3,0,0,0,0,10,115,105,0,0,0,0,10,85,85,0,0,0,0,0,25,25,0,0,0,0,0,158,5,0,0,0,0,0,5,39,0,22,0,0,0,17,75,52,0,0,0,0,23,39,13,9,12,0,0,5,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001415,080,54,025,08000US540259360199999950200,"Census Tract 9502 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",895,785,47,47,0,0,0,0,0,187,135,0,0,0,0,52,164,88,0,0,0,0,76,183,169,0,0,0,0,14,204,204,0,0,0,0,0,110,0,0,0,0,0,0,0,18,0,0,15,0,0,3,75,29,0,0,0,0,46,17,17,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001416,080,54,025,08000US540259360199999950300,"Census Tract 9503 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",1097,865,78,65,0,0,0,0,13,220,109,0,0,0,0,111,119,119,0,0,0,0,0,259,259,0,0,0,0,0,189,189,0,0,0,0,0,232,0,0,0,0,0,0,0,108,68,0,0,0,0,40,0,0,0,0,0,0,0,93,69,24,0,0,0,0,31,18,0,0,0,0,13
ACSSF,2010e5,wv,000,0103,0001417,080,54,025,08000US540259360199999950400,"Census Tract 9504 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",757,686,19,19,0,0,0,0,0,170,110,0,0,0,0,60,113,84,0,0,0,0,29,276,250,0,0,0,0,26,108,108,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,39,39,0,0,0,0,0,21,21,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001418,080,54,025,08000US540259360199999950500,"Census Tract 9505 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",650,466,152,120,0,0,0,0,32,175,137,0,0,0,0,38,87,74,0,0,0,0,13,28,28,0,0,0,0,0,24,24,0,0,0,0,0,184,0,0,0,0,0,0,0,68,0,0,42,0,0,26,17,0,0,0,0,0,17,50,34,0,0,0,0,16,49,49,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001419,080,54,027,08000US540279020413108968200,"Census Tract 9682 (part), Capon Bridge town (part), Bloomery district, Hampshire County, West Virginia",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001420,080,54,027,08000US540279020413108968600,"Census Tract 9686 (part), Capon Bridge town (part), Bloomery district, Hampshire County, West Virginia",28,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001421,080,54,027,08000US540279020499999968200,"Census Tract 9682 (part), Remainder of Bloomery district, Bloomery district, Hampshire County, West Virginia",1169,695,149,136,0,0,0,0,13,332,313,0,0,0,0,19,163,163,0,0,0,0,0,11,11,0,0,0,0,0,40,40,0,0,0,0,0,474,13,13,0,0,0,0,0,154,84,0,19,0,0,51,270,139,9,0,0,0,122,16,16,0,0,0,0,0,21,21,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001422,080,54,027,08000US540279020499999968600,"Census Tract 9686 (part), Remainder of Bloomery district, Bloomery district, Hampshire County, West Virginia",36,36,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001423,080,54,027,08000US540279036013108968600,"Census Tract 9686 (part), Capon Bridge town (part), Capon district, Hampshire County, West Virginia",117,53,3,0,0,0,0,0,3,16,0,0,0,0,0,16,6,6,0,0,0,0,0,22,22,0,0,0,0,0,6,6,0,0,0,0,0,64,14,5,0,0,0,0,9,22,0,0,0,0,0,22,4,0,0,0,0,0,4,13,13,0,0,0,0,0,11,11,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001424,080,54,027,08000US540279036099999968600,"Census Tract 9686 (part), Remainder of Capon district, Capon district, Hampshire County, West Virginia",1001,681,21,21,0,0,0,0,0,296,223,0,0,0,0,73,200,161,0,0,0,0,39,83,83,0,0,0,0,0,81,81,0,0,0,0,0,320,7,0,0,0,0,0,7,52,52,0,0,0,0,0,212,141,42,0,0,0,29,35,35,0,0,0,0,0,14,14,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001425,080,54,027,08000US540279124899999968200,"Census Tract 9682 (part), Gore district, Gore district, Hampshire County, West Virginia",919,704,31,16,0,0,0,0,15,376,298,0,0,0,0,78,190,151,0,0,0,0,39,31,31,0,0,0,0,0,76,76,0,0,0,0,0,215,0,0,0,0,0,0,0,31,21,0,0,0,0,10,115,115,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001426,080,54,027,08000US540279124899999968300,"Census Tract 9683 (part), Gore district, Gore district, Hampshire County, West Virginia",976,745,16,16,0,0,0,0,0,355,313,0,0,0,0,42,289,207,0,0,0,0,82,57,57,0,0,0,0,0,28,28,0,0,0,0,0,231,0,0,0,0,0,0,0,84,47,24,0,0,0,13,147,39,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001427,080,54,027,08000US540279218499999968400,"Census Tract 9684 (part), Mill Creek district, Mill Creek district, Hampshire County, West Virginia",553,463,20,0,0,0,0,0,20,201,186,0,0,0,0,15,178,165,0,0,0,0,13,33,24,0,0,0,0,9,31,31,0,0,0,0,0,90,0,0,0,0,0,0,0,66,55,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001428,080,54,027,08000US540279267670084968400,"Census Tract 9684 (part), Romney city, Romney district, Hampshire County, West Virginia",700,363,0,0,0,0,0,0,0,38,38,0,0,0,0,0,101,63,17,0,0,0,21,146,146,0,0,0,0,0,78,78,0,0,0,0,0,337,0,0,0,0,0,0,0,187,0,12,122,53,0,0,95,14,24,5,0,0,52,39,23,16,0,0,0,0,16,8,8,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001429,080,54,027,08000US540279267670084968500,"Census Tract 9685 (part), Romney city, Romney district, Hampshire County, West Virginia",241,110,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,53,53,0,0,0,0,0,42,37,5,0,0,0,0,131,0,0,0,0,0,0,0,9,0,9,0,0,0,0,27,0,9,6,0,0,12,63,34,29,0,0,0,0,32,5,11,16,0,0,0
ACSSF,2010e5,wv,000,0103,0001430,080,54,027,08000US540279267699999968300,"Census Tract 9683 (part), Remainder of Romney district, Romney district, Hampshire County, West Virginia",45,45,0,0,0,0,0,0,0,34,34,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001431,080,54,027,08000US540279267699999968400,"Census Tract 9684 (part), Remainder of Romney district, Romney district, Hampshire County, West Virginia",496,196,20,20,0,0,0,0,0,64,44,0,0,0,0,20,34,34,0,0,0,0,0,63,63,0,0,0,0,0,15,15,0,0,0,0,0,300,0,0,0,0,0,0,0,52,0,0,0,0,0,52,213,79,10,0,0,0,124,35,35,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001432,080,54,027,08000US540279267699999968500,"Census Tract 9685 (part), Remainder of Romney district, Romney district, Hampshire County, West Virginia",340,215,36,36,0,0,0,0,0,100,93,0,0,0,0,7,58,58,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,125,0,0,0,0,0,0,0,26,20,0,0,0,0,6,89,89,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001433,080,54,027,08000US540279282099999968500,"Census Tract 9685 (part), Sherman district, Sherman district, Hampshire County, West Virginia",1036,784,85,51,0,0,0,0,34,343,286,0,0,0,0,57,174,134,0,0,0,0,40,40,40,0,0,0,0,0,142,142,0,0,0,0,0,252,17,17,0,0,0,0,0,46,22,0,0,0,0,24,118,75,0,0,0,0,43,35,35,0,0,0,0,0,36,36,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001434,080,54,027,08000US540279282099999968600,"Census Tract 9686 (part), Sherman district, Sherman district, Hampshire County, West Virginia",899,642,31,17,0,0,0,0,14,329,221,0,0,0,0,108,213,171,0,0,0,0,42,34,34,0,0,0,0,0,35,35,0,0,0,0,0,257,0,0,0,0,0,0,0,169,69,49,0,0,0,51,74,28,0,0,0,0,46,0,0,0,0,0,0,0,14,14,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001435,080,54,027,08000US540279298833436968300,"Census Tract 9683 (part), Green Spring CDP, Springfield district, Hampshire County, West Virginia",58,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001436,080,54,027,08000US540279298833436968400,"Census Tract 9684 (part), Green Spring CDP, Springfield district, Hampshire County, West Virginia",13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001437,080,54,027,08000US540279298876084968300,"Census Tract 9683 (part), Springfield CDP, Springfield district, Hampshire County, West Virginia",88,83,0,0,0,0,0,0,0,31,31,0,0,0,0,0,13,0,0,0,0,0,13,19,19,0,0,0,0,0,20,20,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001438,080,54,027,08000US540279298876084968400,"Census Tract 9684 (part), Springfield CDP, Springfield district, Hampshire County, West Virginia",84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,54,54,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001439,080,54,027,08000US540279298899999968200,"Census Tract 9682 (part), Remainder of Springfield district, Springfield district, Hampshire County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001440,080,54,027,08000US540279298899999968300,"Census Tract 9683 (part), Remainder of Springfield district, Springfield district, Hampshire County, West Virginia",725,465,35,35,0,0,0,0,0,243,189,0,0,0,0,54,136,91,0,0,0,0,45,44,44,0,0,0,0,0,7,7,0,0,0,0,0,260,0,0,0,0,0,0,0,39,19,0,0,0,0,20,150,110,0,0,40,0,0,52,52,0,0,0,0,0,19,0,19,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001441,080,54,027,08000US540279298899999968400,"Census Tract 9684 (part), Remainder of Springfield district, Springfield district, Hampshire County, West Virginia",230,189,12,12,0,0,0,0,0,139,123,0,0,0,0,16,27,27,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,32,32,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001442,080,54,029,08000US540299031285156020600,"Census Tract 206, Weirton city (part), Butler district, Hancock County, West Virginia",1929,1483,48,32,0,16,0,0,0,111,62,0,0,0,0,49,531,531,0,0,0,0,0,635,635,0,0,0,0,0,158,158,0,0,0,0,0,446,56,0,7,17,32,0,0,48,0,0,48,0,0,0,209,50,107,52,0,0,0,121,19,90,12,0,0,0,12,12,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001443,080,54,029,08000US540299031285156020700,"Census Tract 207, Weirton city (part), Butler district, Hancock County, West Virginia",1982,1470,18,18,0,0,0,0,0,131,119,12,0,0,0,0,473,473,0,0,0,0,0,694,694,0,0,0,0,0,154,140,14,0,0,0,0,512,45,0,17,28,0,0,0,116,24,39,53,0,0,0,156,48,73,35,0,0,0,131,116,0,15,0,0,0,64,43,21,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001444,080,54,029,08000US540299031285156021300,"Census Tract 213 (part), Weirton city (part), Butler district, Hancock County, West Virginia",65,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001445,080,54,029,08000US540299031285156021400,"Census Tract 214 (part), Weirton city (part), Butler district, Hancock County, West Virginia",618,522,0,0,0,0,0,0,0,31,31,0,0,0,0,0,274,254,0,0,0,0,20,164,164,0,0,0,0,0,53,53,0,0,0,0,0,96,9,0,9,0,0,0,0,17,17,0,0,0,0,0,17,8,9,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001446,080,54,029,08000US540299054058372021200,"Census Tract 212 (part), New Cumberland city, Clay district, Hancock County, West Virginia",571,354,3,0,0,0,0,0,3,4,0,0,0,0,0,4,44,33,0,0,0,0,11,89,89,0,0,0,0,0,214,214,0,0,0,0,0,217,10,10,0,0,0,0,0,116,0,12,0,0,93,11,53,0,3,4,0,38,8,22,12,0,0,0,0,10,16,16,0,0,0,0,0
ACSSF,2010e5,wv,000,0103,0001447,080,54,029,08000US540299054085156021300,"Census Tract 213 (part), Weirton city (part), Clay district, Hancock County, West Virginia",1426,863,17,12,0,0,0,5,0,22,9,0,0,0,0,13,23,23,0,0,0,0,0,451,446,5,0,0,0,0,350,350,0,0,0,0,0,563,0,0,0,0,0,0,0,22,0,22,0,0,0,0,243,54,138,18,0,33,0,245,162,70,13,0,0,0,53,35,18,0,0,0,0
