FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"1, detached","1, attached",2,3 or 4,5 to 9,10 to 19,20 to 49,50 or more,Mobile home,"Boat, RV, van, etc."
ACSSF,2012e5,wv,000,0103,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",43091,21251,1644,2314,2683,3040,3232,2014,1217,5630,66
ACSSF,2012e5,wv,000,0103,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",7603,5703,54,41,53,42,39,12,0,1653,6
ACSSF,2012e5,wv,000,0103,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",9743,7688,89,203,203,185,66,40,10,1239,20
ACSSF,2012e5,wv,000,0103,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",13058,8860,22,81,211,183,41,74,135,3437,14
ACSSF,2012e5,wv,000,0103,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",21243,14382,958,1351,1312,598,402,314,1086,840,0
ACSSF,2012e5,wv,000,0103,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",5153,3760,79,78,85,53,4,0,0,1094,0
ACSSF,2012e5,wv,000,0103,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",3386,2528,14,111,37,124,40,28,0,504,0
ACSSF,2012e5,wv,000,0103,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",8788,5243,149,100,99,298,23,248,1220,1408,0
ACSSF,2012e5,wv,000,0103,0000051,050,54,077,05000US54077,"Preston County, West Virginia",15028,11441,57,178,318,222,36,66,12,2684,14
ACSSF,2012e5,wv,000,0103,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",23426,17596,565,267,317,463,358,150,64,3634,12
ACSSF,2012e5,wv,000,0103,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",35968,26579,503,683,669,737,447,159,646,5545,0
ACSSF,2012e5,wv,000,0103,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",14189,10483,106,260,410,292,189,153,179,2105,12
ACSSF,2012e5,wv,000,0103,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",5835,4440,9,65,46,139,13,11,3,1109,0
ACSSF,2012e5,wv,000,0103,0000056,050,54,087,05000US54087,"Roane County, West Virginia",7379,5420,31,52,118,86,9,117,0,1546,0
ACSSF,2012e5,wv,000,0103,0000057,050,54,089,05000US54089,"Summers County, West Virginia",7669,5883,66,66,183,47,29,15,81,1299,0
ACSSF,2012e5,wv,000,0103,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",7518,5820,18,129,194,108,43,127,106,973,0
ACSSF,2012e5,wv,000,0103,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",5327,4337,42,77,79,105,0,58,8,621,0
ACSSF,2012e5,wv,000,0103,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",4990,4049,23,43,23,63,2,28,9,746,4
ACSSF,2012e5,wv,000,0103,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",11112,8224,15,156,167,117,69,48,97,2219,0
ACSSF,2012e5,wv,000,0103,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",19267,13950,78,148,357,362,207,168,109,3877,11
ACSSF,2012e5,wv,000,0103,0000063,050,54,101,05000US54101,"Webster County, West Virginia",5442,3914,13,19,18,184,23,85,4,1182,0
ACSSF,2012e5,wv,000,0103,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",8186,6210,43,277,182,108,96,62,31,1167,10
ACSSF,2012e5,wv,000,0103,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",3232,2134,0,17,10,29,10,0,0,1032,0
ACSSF,2012e5,wv,000,0103,0000066,050,54,107,05000US54107,"Wood County, West Virginia",40236,30322,397,1229,1452,1247,666,498,683,3724,18
ACSSF,2012e5,wv,000,0103,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",10990,7441,46,122,89,134,52,33,0,3043,30
ACSSF,2012e5,wv,000,0103,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",3182,2203,39,38,23,81,37,0,148,613,0
ACSSF,2012e5,wv,000,0103,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2784,2168,8,9,41,46,27,3,0,479,3
ACSSF,2012e5,wv,000,0103,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1864,1472,34,20,23,18,0,0,0,297,0
ACSSF,2012e5,wv,000,0103,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",7312,4175,638,507,551,575,184,119,437,126,0
ACSSF,2012e5,wv,000,0103,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",4163,3398,263,0,36,60,209,24,24,149,0
ACSSF,2012e5,wv,000,0103,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6963,4046,596,58,28,272,542,39,25,1357,0
ACSSF,2012e5,wv,000,0103,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",8445,6596,530,20,12,45,109,6,0,1127,0
ACSSF,2012e5,wv,000,0103,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",8183,5098,814,0,225,213,148,51,65,1569,0
ACSSF,2012e5,wv,000,0103,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",9700,7539,372,59,73,54,13,0,0,1590,0
ACSSF,2012e5,wv,000,0103,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3847,2426,4,23,27,69,5,14,4,1275,0
ACSSF,2012e5,wv,000,0103,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",3162,2237,27,32,0,13,0,0,0,853,0
ACSSF,2012e5,wv,000,0103,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",4116,2438,39,67,76,60,0,14,128,1294,0
ACSSF,2012e5,wv,000,0103,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1695,1018,9,11,55,57,32,25,4,484,0
ACSSF,2012e5,wv,000,0103,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1945,1269,0,3,17,21,0,0,0,635,0
ACSSF,2012e5,wv,000,0103,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1884,1337,30,0,10,0,0,0,0,507,0
ACSSF,2012e5,wv,000,0103,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1902,1371,3,31,25,23,13,16,6,414,0
ACSSF,2012e5,wv,000,0103,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3894,3224,42,69,108,103,0,11,0,337,0
ACSSF,2012e5,wv,000,0103,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3592,2741,8,80,119,129,138,101,81,195,0
ACSSF,2012e5,wv,000,0103,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3481,2811,73,144,110,61,0,44,0,238,0
ACSSF,2012e5,wv,000,0103,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",8717,6722,98,486,235,277,180,153,308,258,0
ACSSF,2012e5,wv,000,0103,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",9157,4289,137,978,979,856,630,489,729,70,0
ACSSF,2012e5,wv,000,0103,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",8573,5920,145,493,333,732,465,128,54,303,0
ACSSF,2012e5,wv,000,0103,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",10691,6864,295,314,617,965,420,142,83,974,17
ACSSF,2012e5,wv,000,0103,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",9036,6516,11,95,121,217,116,50,5,1905,0
ACSSF,2012e5,wv,000,0103,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",794,659,0,12,0,0,0,0,0,123,0
ACSSF,2012e5,wv,000,0103,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",882,602,9,0,35,0,0,9,0,227,0
ACSSF,2012e5,wv,000,0103,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",582,424,2,0,5,10,8,0,0,131,2
ACSSF,2012e5,wv,000,0103,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",903,640,0,20,0,0,0,0,0,243,0
ACSSF,2012e5,wv,000,0103,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",804,532,0,0,0,0,0,0,0,272,0
ACSSF,2012e5,wv,000,0103,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1613,1127,0,0,30,0,0,53,0,403,0
ACSSF,2012e5,wv,000,0103,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1450,970,0,0,16,15,20,2,17,410,0
ACSSF,2012e5,wv,000,0103,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1536,1064,8,0,0,0,0,0,0,464,0
ACSSF,2012e5,wv,000,0103,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",936,722,11,0,0,0,0,0,0,203,0
ACSSF,2012e5,wv,000,0103,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",881,643,8,0,0,0,0,0,0,230,0
ACSSF,2012e5,wv,000,0103,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",1058,821,11,0,10,0,9,0,0,207,0
ACSSF,2012e5,wv,000,0103,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",1069,821,0,14,4,33,36,0,0,161,0
ACSSF,2012e5,wv,000,0103,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",7536,5816,61,17,35,81,5,0,8,1513,0
ACSSF,2012e5,wv,000,0103,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",7422,5535,63,129,145,288,35,81,115,1031,0
ACSSF,2012e5,wv,000,0103,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",6689,5142,47,90,156,102,74,43,132,903,0
ACSSF,2012e5,wv,000,0103,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",939,705,0,0,0,0,0,0,0,234,0
ACSSF,2012e5,wv,000,0103,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",753,467,32,45,46,48,25,0,0,90,0
ACSSF,2012e5,wv,000,0103,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1035,786,0,0,0,0,0,0,0,249,0
ACSSF,2012e5,wv,000,0103,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",734,597,0,4,0,0,0,0,0,133,0
ACSSF,2012e5,wv,000,0103,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",2112,1866,27,0,0,15,0,0,0,204,0
ACSSF,2012e5,wv,000,0103,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",2162,1396,11,67,56,117,19,12,4,480,0
ACSSF,2012e5,wv,000,0103,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",2115,1586,0,2,0,2,0,0,0,512,13
ACSSF,2012e5,wv,000,0103,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",6544,4644,157,131,243,306,50,94,31,888,0
ACSSF,2012e5,wv,000,0103,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",6731,5200,37,100,169,173,27,0,25,1000,0
ACSSF,2012e5,wv,000,0103,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",5709,4383,7,40,138,86,12,46,0,997,0
ACSSF,2012e5,wv,000,0103,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",2165,1786,0,16,72,32,28,0,0,231,0
ACSSF,2012e5,wv,000,0103,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1698,1295,0,57,11,0,0,0,0,335,0
ACSSF,2012e5,wv,000,0103,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",2344,1810,6,0,69,0,0,0,0,459,0
ACSSF,2012e5,wv,000,0103,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",679,558,0,17,0,0,0,0,0,104,0
ACSSF,2012e5,wv,000,0103,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",2130,1407,8,86,107,117,35,45,22,303,0
ACSSF,2012e5,wv,000,0103,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2780,2150,7,51,0,0,0,0,0,572,0
ACSSF,2012e5,wv,000,0103,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1851,1527,0,0,18,0,0,35,0,271,0
ACSSF,2012e5,wv,000,0103,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4839,3918,107,214,205,218,114,34,0,29,0
ACSSF,2012e5,wv,000,0103,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4865,3914,32,159,117,102,3,4,194,340,0
ACSSF,2012e5,wv,000,0103,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4845,3511,49,166,80,72,33,18,0,916,0
ACSSF,2012e5,wv,000,0103,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1964,1570,8,5,53,0,13,26,0,289,0
ACSSF,2012e5,wv,000,0103,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",1975,1545,20,0,5,0,0,0,0,405,0
ACSSF,2012e5,wv,000,0103,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",1101,590,3,16,48,73,4,0,0,356,11
ACSSF,2012e5,wv,000,0103,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1615,1059,15,0,54,156,36,0,0,295,0
ACSSF,2012e5,wv,000,0103,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1423,971,0,19,0,0,0,0,0,433,0
ACSSF,2012e5,wv,000,0103,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5452,4005,117,137,326,250,99,47,102,369,0
ACSSF,2012e5,wv,000,0103,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",5164,3930,90,126,118,62,22,37,0,779,0
ACSSF,2012e5,wv,000,0103,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",5145,3640,64,357,218,137,119,0,231,379,0
ACSSF,2012e5,wv,000,0103,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5845,4739,109,96,65,139,19,0,0,678,0
ACSSF,2012e5,wv,000,0103,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",5237,4086,85,279,177,125,188,59,98,140,0
ACSSF,2012e5,wv,000,0103,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4646,3729,47,25,27,89,52,26,0,651,0
ACSSF,2012e5,wv,000,0103,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",4618,3281,0,156,102,106,74,0,24,875,0
ACSSF,2012e5,wv,000,0103,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",4016,2676,14,103,180,104,43,29,81,786,0
ACSSF,2012e5,wv,000,0103,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4635,3381,14,8,44,64,0,0,0,1124,0
ACSSF,2012e5,wv,000,0103,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",5142,3373,408,206,242,282,237,108,140,146,0
ACSSF,2012e5,wv,000,0103,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",4189,3096,450,39,12,76,58,10,0,448,0
ACSSF,2012e5,wv,000,0103,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4843,4341,282,86,27,12,15,0,32,48,0
ACSSF,2012e5,wv,000,0103,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3958,3103,18,0,68,65,0,8,0,696,0
ACSSF,2012e5,wv,000,0103,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3954,3236,161,106,138,100,58,19,0,136,0
ACSSF,2012e5,wv,000,0103,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",22129,13867,451,849,1083,733,451,504,1626,2565,0
ACSSF,2012e5,wv,000,0103,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",24410,17965,642,725,1700,1041,748,338,195,1056,0
ACSSF,2012e5,wv,000,0103,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",22728,16361,867,512,886,938,441,377,119,2227,0
ACSSF,2012e5,wv,000,0103,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",23412,16874,399,635,680,625,257,138,321,3483,0
ACSSF,2012e5,wv,000,0103,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2612,1905,6,30,110,82,15,8,62,384,10
ACSSF,2012e5,wv,000,0103,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2485,1884,7,14,0,0,0,27,10,543,0
ACSSF,2012e5,wv,000,0103,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2879,2185,33,4,18,81,5,30,98,425,0
ACSSF,2012e5,wv,000,0103,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1674,1176,0,48,9,34,51,6,0,350,0
ACSSF,2012e5,wv,000,0103,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1877,1094,16,18,15,0,0,0,0,734,0
ACSSF,2012e5,wv,000,0103,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1675,1007,0,40,18,0,0,0,0,610,0
ACSSF,2012e5,wv,000,0103,0000156,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",980,739,7,0,0,0,0,0,0,234,0
ACSSF,2012e5,wv,000,0103,0000157,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",2324,1445,8,18,22,31,0,42,15,743,0
ACSSF,2012e5,wv,000,0103,0000158,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",1360,1059,0,0,0,0,13,0,0,288,0
ACSSF,2012e5,wv,000,0103,0000159,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",5328,3991,103,96,71,210,118,0,9,730,0
ACSSF,2012e5,wv,000,0103,0000160,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",6182,4010,37,46,23,355,60,12,49,1590,0
ACSSF,2012e5,wv,000,0103,0000161,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",5273,3607,41,47,27,111,59,0,0,1381,0
ACSSF,2012e5,wv,000,0103,0000162,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",3081,2314,42,19,43,5,0,0,5,653,0
ACSSF,2012e5,wv,000,0103,0000163,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2686,1885,16,48,74,49,18,19,118,459,0
ACSSF,2012e5,wv,000,0103,0000164,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",2766,2182,109,57,23,22,2,5,2,364,0
ACSSF,2012e5,wv,000,0103,0000165,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2888,1724,0,9,4,6,2,0,0,1143,0
ACSSF,2012e5,wv,000,0103,0000166,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",8511,6292,64,573,471,303,143,105,227,333,0
ACSSF,2012e5,wv,000,0103,0000167,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",10033,7735,119,109,299,454,111,128,25,1053,0
ACSSF,2012e5,wv,000,0103,0000168,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",7939,6422,52,103,162,84,24,10,0,1082,0
ACSSF,2012e5,wv,000,0103,0000169,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",5084,4018,145,141,247,123,0,22,3,385,0
ACSSF,2012e5,wv,000,0103,0000170,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",5223,4127,35,262,126,17,19,16,97,524,0
ACSSF,2012e5,wv,000,0103,0000171,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",5631,4374,51,74,95,274,22,22,37,682,0
ACSSF,2012e5,wv,000,0103,0000172,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",606,419,0,0,0,0,0,0,0,187,0
ACSSF,2012e5,wv,000,0103,0000173,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1881,1105,16,20,6,0,0,0,0,734,0
ACSSF,2012e5,wv,000,0103,0000174,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",816,567,0,0,0,0,0,0,0,249,0
