FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Married-couple family:,With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,Other family:,"Male householder, no wife present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years,"Female householder, no husband present:",With own children under 18 years:,Under 6 years only,Under 6 years and 6 to 17 years,6 to 17 years only,No own children under 18 years
ACSSF,2010e5,wv,000,0034,0002344,080,54,067,08000US540679307277980950200,"Census Tract 9502 (part), Summersville town (part), Summersville district, Nicholas County, West Virginia",1093,942,319,29,0,290,623,151,39,0,0,0,0,39,112,16,0,0,16,96
ACSSF,2010e5,wv,000,0034,0002345,080,54,067,08000US540679307299999950100,"Census Tract 9501 (part), Remainder of Summersville district, Summersville district, Nicholas County, West Virginia",60,60,23,0,0,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002346,080,54,067,08000US540679307299999950200,"Census Tract 9502 (part), Remainder of Summersville district, Summersville district, Nicholas County, West Virginia",370,300,116,0,0,116,184,70,0,0,0,0,0,0,70,52,0,0,52,18
ACSSF,2010e5,wv,000,0034,0002347,080,54,067,08000US540679366077980950700,"Census Tract 9507 (part), Summersville town (part), Wilderness district, Nicholas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002348,080,54,067,08000US540679366099999950600,"Census Tract 9506 (part), Remainder of Wilderness district, Wilderness district, Nicholas County, West Virginia",33,33,20,0,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002349,080,54,067,08000US540679366099999950700,"Census Tract 9507 (part), Remainder of Wilderness district, Wilderness district, Nicholas County, West Virginia",867,768,223,49,56,118,545,99,18,11,11,0,0,7,81,15,0,0,15,66
ACSSF,2010e5,wv,000,0034,0002350,080,54,069,08000US540699078815916002000,"Census Tract 20 (part), Clearview village, District 1, Ohio County, West Virginia",204,178,47,3,6,38,131,26,0,0,0,0,0,0,26,13,9,4,0,13
ACSSF,2010e5,wv,000,0034,0002351,080,54,069,08000US540699078880932001800,"Census Tract 18 (part), Triadelphia town, District 1, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002352,080,54,069,08000US540699078880932002100,"Census Tract 21 (part), Triadelphia town, District 1, Ohio County, West Virginia",65,47,13,4,9,0,34,18,0,0,0,0,0,0,18,18,18,0,0,0
ACSSF,2010e5,wv,000,0034,0002353,080,54,069,08000US540699078880932002200,"Census Tract 22 (part), Triadelphia town, District 1, Ohio County, West Virginia",184,155,36,15,0,21,119,29,29,19,19,0,0,10,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002354,080,54,069,08000US540699078882732002100,"Census Tract 21 (part), Valley Grove village, District 1, Ohio County, West Virginia",85,64,23,5,0,18,41,21,2,0,0,0,0,2,19,19,3,0,16,0
ACSSF,2010e5,wv,000,0034,0002355,080,54,069,08000US540699078882732002200,"Census Tract 22 (part), Valley Grove village, District 1, Ohio County, West Virginia",30,30,12,0,8,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002356,080,54,069,08000US540699078885876002000,"Census Tract 20 (part), West Liberty town, District 1, Ohio County, West Virginia",3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002357,080,54,069,08000US540699078885876002100,"Census Tract 21 (part), West Liberty town, District 1, Ohio County, West Virginia",68,54,8,0,3,5,46,14,4,0,0,0,0,4,10,0,0,0,0,10
ACSSF,2010e5,wv,000,0034,0002358,080,54,069,08000US540699078886452000200,"Census Tract 2 (part), Wheeling city (part), District 1, Ohio County, West Virginia",928,697,199,29,24,146,498,231,32,19,0,0,19,13,199,121,18,0,103,78
ACSSF,2010e5,wv,000,0034,0002359,080,54,069,08000US540699078886452000400,"Census Tract 4 (part), Wheeling city (part), District 1, Ohio County, West Virginia",11,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002360,080,54,069,08000US540699078886452001500,"Census Tract 15 (part), Wheeling city (part), District 1, Ohio County, West Virginia",10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002361,080,54,069,08000US540699078886452001700,"Census Tract 17 (part), Wheeling city (part), District 1, Ohio County, West Virginia",160,87,40,18,0,22,47,73,0,0,0,0,0,0,73,43,0,33,10,30
ACSSF,2010e5,wv,000,0034,0002362,080,54,069,08000US540699078886452002000,"Census Tract 20 (part), Wheeling city (part), District 1, Ohio County, West Virginia",215,215,104,0,13,91,111,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002363,080,54,069,08000US540699078899999000200,"Census Tract 2 (part), District Remainder of 1, District 1, Ohio County, West Virginia",8,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,8,0
ACSSF,2010e5,wv,000,0034,0002364,080,54,069,08000US540699078899999000300,"Census Tract 3 (part), District Remainder of 1, District 1, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002365,080,54,069,08000US540699078899999001500,"Census Tract 15 (part), District Remainder of 1, District 1, Ohio County, West Virginia",52,52,38,0,38,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002366,080,54,069,08000US540699078899999001600,"Census Tract 16 (part), District Remainder of 1, District 1, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002367,080,54,069,08000US540699078899999001700,"Census Tract 17 (part), District Remainder of 1, District 1, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002368,080,54,069,08000US540699078899999001800,"Census Tract 18 (part), District Remainder of 1, District 1, Ohio County, West Virginia",73,46,0,0,0,0,46,27,13,13,0,0,13,0,14,14,14,0,0,0
ACSSF,2010e5,wv,000,0034,0002369,080,54,069,08000US540699078899999002000,"Census Tract 20 (part), District Remainder of 1, District 1, Ohio County, West Virginia",1138,1015,537,74,104,359,478,123,12,0,0,0,0,12,111,56,10,0,46,55
ACSSF,2010e5,wv,000,0034,0002370,080,54,069,08000US540699078899999002100,"Census Tract 21 (part), District Remainder of 1, District 1, Ohio County, West Virginia",643,625,166,22,67,77,459,18,0,0,0,0,0,0,18,18,18,0,0,0
ACSSF,2010e5,wv,000,0034,0002371,080,54,069,08000US540699078899999002200,"Census Tract 22 (part), District Remainder of 1, District 1, Ohio County, West Virginia",585,523,140,12,40,88,383,62,11,0,0,0,0,11,51,20,0,0,20,31
ACSSF,2010e5,wv,000,0034,0002372,080,54,069,08000US540699082486452000300,"Census Tract 3 (part), Wheeling city (part), District 2, Ohio County, West Virginia",437,277,85,44,0,41,192,160,44,44,15,0,29,0,116,85,51,26,8,31
ACSSF,2010e5,wv,000,0034,0002373,080,54,069,08000US540699082486452000400,"Census Tract 4 (part), Wheeling city (part), District 2, Ohio County, West Virginia",261,193,43,0,0,43,150,68,24,0,0,0,0,24,44,20,0,0,20,24
ACSSF,2010e5,wv,000,0034,0002374,080,54,069,08000US540699082486452000500,"Census Tract 5, Wheeling city (part), District 2, Ohio County, West Virginia",379,286,84,0,15,69,202,93,33,23,11,0,12,10,60,30,11,0,19,30
ACSSF,2010e5,wv,000,0034,0002375,080,54,069,08000US540699082486452000600,"Census Tract 6, Wheeling city (part), District 2, Ohio County, West Virginia",302,87,30,0,6,24,57,215,20,2,0,0,2,18,195,138,64,39,35,57
ACSSF,2010e5,wv,000,0034,0002376,080,54,069,08000US540699082486452000700,"Census Tract 7, Wheeling city (part), District 2, Ohio County, West Virginia",174,83,17,17,0,0,66,91,9,9,0,0,9,0,82,46,0,46,0,36
ACSSF,2010e5,wv,000,0034,0002377,080,54,069,08000US540699082486452001300,"Census Tract 13 (part), Wheeling city (part), District 2, Ohio County, West Virginia",87,25,19,9,0,10,6,62,10,0,0,0,0,10,52,13,6,0,7,39
ACSSF,2010e5,wv,000,0034,0002378,080,54,069,08000US540699082486452001400,"Census Tract 14 (part), Wheeling city (part), District 2, Ohio County, West Virginia",125,60,27,0,0,27,33,65,16,0,0,0,0,16,49,44,0,0,44,5
ACSSF,2010e5,wv,000,0034,0002379,080,54,069,08000US540699082486452001500,"Census Tract 15 (part), Wheeling city (part), District 2, Ohio County, West Virginia",642,465,210,51,25,134,255,177,44,29,15,0,14,15,133,68,19,28,21,65
ACSSF,2010e5,wv,000,0034,0002380,080,54,069,08000US540699082486452001600,"Census Tract 16 (part), Wheeling city (part), District 2, Ohio County, West Virginia",163,131,34,34,0,0,97,32,0,0,0,0,0,0,32,11,0,0,11,21
ACSSF,2010e5,wv,000,0034,0002381,080,54,069,08000US540699082486452002600,"Census Tract 26 (part), Wheeling city (part), District 2, Ohio County, West Virginia",190,45,18,0,18,0,27,145,46,26,26,0,0,20,99,58,31,0,27,41
ACSSF,2010e5,wv,000,0034,0002382,080,54,069,08000US540699082486452002700,"Census Tract 27, Wheeling city (part), District 2, Ohio County, West Virginia",173,131,0,0,0,0,131,42,9,0,0,0,0,9,33,9,0,0,9,24
ACSSF,2010e5,wv,000,0034,0002383,080,54,069,08000US540699082499999001300,"Census Tract 13 (part), District Remainder of 2, District 2, Ohio County, West Virginia",166,145,49,0,20,29,96,21,0,0,0,0,0,0,21,21,0,0,21,0
ACSSF,2010e5,wv,000,0034,0002384,080,54,069,08000US540699082499999001500,"Census Tract 15 (part), District Remainder of 2, District 2, Ohio County, West Virginia",6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002385,080,54,069,08000US540699082499999002000,"Census Tract 20 (part), District Remainder of 2, District 2, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002386,080,54,069,08000US540699086206940001800,"Census Tract 18 (part), Bethlehem village, District 3, Ohio County, West Virginia",26,26,16,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002387,080,54,069,08000US540699086206940001901,"Census Tract 19.01, Bethlehem village, District 3, Ohio County, West Virginia",749,675,227,31,27,169,448,74,15,10,10,0,0,5,59,21,0,15,6,38
ACSSF,2010e5,wv,000,0034,0002388,080,54,069,08000US540699086286452001300,"Census Tract 13 (part), Wheeling city (part), District 3, Ohio County, West Virginia",174,115,31,18,0,13,84,59,0,0,0,0,0,0,59,36,0,14,22,23
ACSSF,2010e5,wv,000,0034,0002389,080,54,069,08000US540699086286452001400,"Census Tract 14 (part), Wheeling city (part), District 3, Ohio County, West Virginia",543,423,188,8,38,142,235,120,15,0,0,0,0,15,105,55,0,9,46,50
ACSSF,2010e5,wv,000,0034,0002390,080,54,069,08000US540699086286452001600,"Census Tract 16 (part), Wheeling city (part), District 3, Ohio County, West Virginia",425,374,115,18,0,97,259,51,0,0,0,0,0,0,51,28,0,0,28,23
ACSSF,2010e5,wv,000,0034,0002391,080,54,069,08000US540699086286452001700,"Census Tract 17 (part), Wheeling city (part), District 3, Ohio County, West Virginia",296,260,55,31,11,13,205,36,8,8,0,0,8,0,28,12,0,12,0,16
ACSSF,2010e5,wv,000,0034,0002392,080,54,069,08000US540699086286452001800,"Census Tract 18 (part), Wheeling city (part), District 3, Ohio County, West Virginia",1105,811,241,29,34,178,570,294,41,15,0,0,15,26,253,86,27,0,59,167
ACSSF,2010e5,wv,000,0034,0002393,080,54,069,08000US540699086286452002200,"Census Tract 22 (part), Wheeling city (part), District 3, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002394,080,54,069,08000US540699086286452002600,"Census Tract 26 (part), Wheeling city (part), District 3, Ohio County, West Virginia",316,208,66,0,23,43,142,108,13,0,0,0,0,13,95,26,0,26,0,69
ACSSF,2010e5,wv,000,0034,0002395,080,54,069,08000US540699086299999001300,"Census Tract 13 (part), District Remainder of 3, District 3, Ohio County, West Virginia",36,22,9,0,0,9,13,14,0,0,0,0,0,0,14,0,0,0,0,14
ACSSF,2010e5,wv,000,0034,0002396,080,54,069,08000US540699086299999001600,"Census Tract 16 (part), District Remainder of 3, District 3, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002397,080,54,069,08000US540699086299999001800,"Census Tract 18 (part), District Remainder of 3, District 3, Ohio County, West Virginia",249,228,101,16,28,57,127,21,0,0,0,0,0,0,21,9,0,0,9,12
ACSSF,2010e5,wv,000,0034,0002398,080,54,069,08000US540699086299999002000,"Census Tract 20 (part), District Remainder of 3, District 3, Ohio County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002399,080,54,071,08000US540719046229044970500,"Census Tract 9705 (part), Franklin town, Central district, Pendleton County, West Virginia",212,133,57,16,9,32,76,79,3,0,0,0,0,3,76,25,9,0,16,51
ACSSF,2010e5,wv,000,0034,0002400,080,54,071,08000US540719046299999970400,"Census Tract 9704 (part), Remainder of Central district, Central district, Pendleton County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002401,080,54,071,08000US540719046299999970500,"Census Tract 9705 (part), Remainder of Central district, Central district, Pendleton County, West Virginia",542,505,152,0,40,112,353,37,14,0,0,0,0,14,23,0,0,0,0,23
ACSSF,2010e5,wv,000,0034,0002402,080,54,071,08000US540719046299999970600,"Census Tract 9706 (part), Remainder of Central district, Central district, Pendleton County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002403,080,54,071,08000US540719098709868970600,"Census Tract 9706 (part), Brandywine CDP, Eastern district, Pendleton County, West Virginia",113,99,42,0,31,11,57,14,0,0,0,0,0,0,14,0,0,0,0,14
ACSSF,2010e5,wv,000,0034,0002404,080,54,071,08000US540719098799999970500,"Census Tract 9705 (part), Remainder of Eastern district, Eastern district, Pendleton County, West Virginia",118,91,16,0,0,16,75,27,27,27,0,0,27,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002405,080,54,071,08000US540719098799999970600,"Census Tract 9706 (part), Remainder of Eastern district, Eastern district, Pendleton County, West Virginia",489,397,112,40,55,17,285,92,21,21,21,0,0,0,71,47,0,34,13,24
ACSSF,2010e5,wv,000,0034,0002406,080,54,071,08000US540719361599999970400,"Census Tract 9704 (part), Western district, Western district, Pendleton County, West Virginia",536,436,91,14,6,71,345,100,25,0,0,0,0,25,75,65,31,0,34,10
ACSSF,2010e5,wv,000,0034,0002407,080,54,071,08000US540719361599999970500,"Census Tract 9705 (part), Western district, Western district, Pendleton County, West Virginia",201,180,58,0,14,44,122,21,9,0,0,0,0,9,12,0,0,0,0,12
ACSSF,2010e5,wv,000,0034,0002408,080,54,073,08000US540739089206004962200,"Census Tract 9622 (part), Belmont city, District A, Pleasants County, West Virginia",213,168,57,3,19,35,111,45,10,0,0,0,0,10,35,15,0,0,15,20
ACSSF,2010e5,wv,000,0034,0002409,080,54,073,08000US540739089299999962200,"Census Tract 9622 (part), District Remainder of A, District A, Pleasants County, West Virginia",214,210,112,22,25,65,98,4,4,4,0,0,4,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002410,080,54,073,08000US540739089499999962100,"Census Tract 9621 (part), District B, District B, Pleasants County, West Virginia",151,121,25,0,0,25,96,30,0,0,0,0,0,0,30,30,0,0,30,0
ACSSF,2010e5,wv,000,0034,0002411,080,54,073,08000US540739089499999962200,"Census Tract 9622 (part), District B, District B, Pleasants County, West Virginia",194,155,15,0,0,15,140,39,26,26,0,0,26,0,13,0,0,0,0,13
ACSSF,2010e5,wv,000,0034,0002412,080,54,073,08000US540739089671356962100,"Census Tract 9621 (part), St. Marys city (part), District C, Pleasants County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002413,080,54,073,08000US540739089671356962200,"Census Tract 9622 (part), St. Marys city (part), District C, Pleasants County, West Virginia",404,290,101,14,8,79,189,114,23,7,0,7,0,16,91,64,19,7,38,27
ACSSF,2010e5,wv,000,0034,0002414,080,54,073,08000US540739089699999962100,"Census Tract 9621 (part), District Remainder of C, District C, Pleasants County, West Virginia",40,40,17,0,0,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002415,080,54,073,08000US540739089699999962200,"Census Tract 9622 (part), District Remainder of C, District C, Pleasants County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002416,080,54,073,08000US540739089871356962100,"Census Tract 9621 (part), St. Marys city (part), District D, Pleasants County, West Virginia",106,83,17,4,0,13,66,23,0,0,0,0,0,0,23,0,0,0,0,23
ACSSF,2010e5,wv,000,0034,0002417,080,54,073,08000US540739089899999962100,"Census Tract 9621 (part), District Remainder of D, District D, Pleasants County, West Virginia",352,327,144,28,0,116,183,25,18,8,0,0,8,10,7,0,0,0,0,7
ACSSF,2010e5,wv,000,0034,0002418,080,54,073,08000US540739089899999962200,"Census Tract 9622 (part), District Remainder of D, District D, Pleasants County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002419,080,54,075,08000US540759099651676960200,"Census Tract 9602 (part), Marlinton town (part), Edray district, Pocahontas County, West Virginia",278,147,14,4,0,10,133,131,36,36,0,0,36,0,95,78,56,3,19,17
ACSSF,2010e5,wv,000,0034,0002420,080,54,075,08000US540759099651676960300,"Census Tract 9603 (part), Marlinton town (part), Edray district, Pocahontas County, West Virginia",73,18,4,0,0,4,14,55,43,0,0,0,0,43,12,0,0,0,0,12
ACSSF,2010e5,wv,000,0034,0002421,080,54,075,08000US540759099699999960102,"Census Tract 9601.02 (part), Remainder of Edray district, Edray district, Pocahontas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002422,080,54,075,08000US540759099699999960200,"Census Tract 9602 (part), Remainder of Edray district, Edray district, Pocahontas County, West Virginia",545,453,109,17,0,92,344,92,35,14,0,0,14,21,57,57,0,15,42,0
ACSSF,2010e5,wv,000,0034,0002423,080,54,075,08000US540759099699999960300,"Census Tract 9603 (part), Remainder of Edray district, Edray district, Pocahontas County, West Virginia",168,153,10,0,10,0,143,15,11,0,0,0,0,11,4,0,0,0,0,4
ACSSF,2010e5,wv,000,0034,0002424,080,54,075,08000US540759141604780960101,"Census Tract 9601.01 (part), Bartow CDP, Greenbank district, Pocahontas County, West Virginia",30,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002425,080,54,075,08000US540759141613684960102,"Census Tract 9601.02 (part), Cass CDP, Greenbank district, Pocahontas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002426,080,54,075,08000US540759141613684960200,"Census Tract 9602 (part), Cass CDP, Greenbank district, Pocahontas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002427,080,54,075,08000US540759141622852960102,"Census Tract 9601.02 (part), Durbin town, Greenbank district, Pocahontas County, West Virginia",88,63,5,0,0,5,58,25,8,6,0,0,6,2,17,11,11,0,0,6
ACSSF,2010e5,wv,000,0034,0002428,080,54,075,08000US540759141628948960102,"Census Tract 9601.02 (part), Frank CDP, Greenbank district, Pocahontas County, West Virginia",56,56,56,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002429,080,54,075,08000US540759141633124960101,"Census Tract 9601.01 (part), Green Bank CDP, Greenbank district, Pocahontas County, West Virginia",32,32,24,24,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002430,080,54,075,08000US540759141633124960102,"Census Tract 9601.02 (part), Green Bank CDP, Greenbank district, Pocahontas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002431,080,54,075,08000US540759141699999960101,"Census Tract 9601.01 (part), Remainder of Greenbank district, Greenbank district, Pocahontas County, West Virginia",322,313,117,17,19,81,196,9,0,0,0,0,0,0,9,0,0,0,0,9
ACSSF,2010e5,wv,000,0034,0002432,080,54,075,08000US540759141699999960102,"Census Tract 9601.02 (part), Remainder of Greenbank district, Greenbank district, Pocahontas County, West Virginia",195,195,89,0,16,73,106,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002433,080,54,075,08000US540759141699999960200,"Census Tract 9602 (part), Remainder of Greenbank district, Greenbank district, Pocahontas County, West Virginia",80,80,51,0,29,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0034,0002434,080,54,075,08000US540759165639412960200,"Census Tract 9602 (part), Huntersville CDP, Huntersville district, Pocahontas County, West Virginia",43,43,8,0,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0
