FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Family households:,Married-couple family,Other family:,"Male householder, no wife present","Female householder, no husband present",Nonfamily households:,Householder living alone,Householder not living alone
ACSSF,2014e5,wv,000,0035,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",672,441,335,106,48,58,231,192,39
ACSSF,2014e5,wv,000,0035,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1615,1150,1014,136,90,46,465,372,93
ACSSF,2014e5,wv,000,0035,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",1465,925,692,233,66,167,540,437,103
ACSSF,2014e5,wv,000,0035,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",1176,844,715,129,36,93,332,276,56
ACSSF,2014e5,wv,000,0035,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",5937,3504,2813,691,191,500,2433,2012,421
ACSSF,2014e5,wv,000,0035,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",4822,3008,1965,1043,299,744,1814,1597,217
ACSSF,2014e5,wv,000,0035,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",4487,3229,2592,637,269,368,1258,1145,113
ACSSF,2014e5,wv,000,0035,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1430,678,612,66,45,21,752,697,55
ACSSF,2014e5,wv,000,0035,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1504,560,385,175,10,165,944,923,21
ACSSF,2014e5,wv,000,0035,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",1993,847,588,259,101,158,1146,1093,53
ACSSF,2014e5,wv,000,0035,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",464,194,171,23,8,15,270,253,17
ACSSF,2014e5,wv,000,0035,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",1640,775,563,212,61,151,865,827,38
ACSSF,2014e5,wv,000,0035,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2134,867,611,256,7,249,1267,1220,47
ACSSF,2014e5,wv,000,0035,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1463,674,541,133,45,88,789,763,26
ACSSF,2014e5,wv,000,0035,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4468,2759,2202,557,191,366,1709,1493,216
ACSSF,2014e5,wv,000,0035,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4242,2621,1869,752,193,559,1621,1413,208
ACSSF,2014e5,wv,000,0035,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4260,3121,2414,707,204,503,1139,1031,108
ACSSF,2014e5,wv,000,0035,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1318,863,754,109,20,89,455,415,40
ACSSF,2014e5,wv,000,0035,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",884,569,431,138,89,49,315,291,24
ACSSF,2014e5,wv,000,0035,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",795,486,349,137,28,109,309,291,18
ACSSF,2014e5,wv,000,0035,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1168,597,407,190,74,116,571,521,50
ACSSF,2014e5,wv,000,0035,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1004,782,585,197,141,56,222,156,66
ACSSF,2014e5,wv,000,0035,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5282,3736,2833,903,213,690,1546,1424,122
ACSSF,2014e5,wv,000,0035,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4347,2775,2110,665,150,515,1572,1401,171
ACSSF,2014e5,wv,000,0035,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",4428,2543,1933,610,168,442,1885,1678,207
ACSSF,2014e5,wv,000,0035,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5116,3369,2710,659,183,476,1747,1532,215
ACSSF,2014e5,wv,000,0035,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",4511,2661,1858,803,102,701,1850,1549,301
ACSSF,2014e5,wv,000,0035,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4071,2958,2381,577,155,422,1113,1007,106
ACSSF,2014e5,wv,000,0035,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",3886,2557,1953,604,145,459,1329,1176,153
ACSSF,2014e5,wv,000,0035,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",3329,2221,1747,474,138,336,1108,964,144
ACSSF,2014e5,wv,000,0035,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4027,2982,2346,636,143,493,1045,886,159
ACSSF,2014e5,wv,000,0035,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",4358,2827,1961,866,276,590,1531,1297,234
ACSSF,2014e5,wv,000,0035,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",4466,2946,2431,515,198,317,1520,1238,282
ACSSF,2014e5,wv,000,0035,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",3736,2930,2572,358,105,253,806,592,214
ACSSF,2014e5,wv,000,0035,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",4105,3287,2283,1004,247,757,818,586,232
ACSSF,2014e5,wv,000,0035,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3461,2279,1848,431,156,275,1182,842,340
ACSSF,2014e5,wv,000,0035,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",18481,10537,7265,3272,838,2434,7944,6815,1129
ACSSF,2014e5,wv,000,0035,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",22580,13792,9825,3967,858,3109,8788,7487,1301
ACSSF,2014e5,wv,000,0035,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",21047,13584,9860,3724,1048,2676,7463,6367,1096
ACSSF,2014e5,wv,000,0035,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",20423,13024,9789,3235,959,2276,7399,6369,1030
ACSSF,2014e5,wv,000,0035,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",1972,1229,918,311,42,269,743,606,137
ACSSF,2014e5,wv,000,0035,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2036,1426,1115,311,102,209,610,494,116
ACSSF,2014e5,wv,000,0035,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2468,1747,1391,356,102,254,721,641,80
ACSSF,2014e5,wv,000,0035,0000153,060,54,043,06000US5404390770,"District 1, Lincoln County, West Virginia",2803,2060,1616,444,75,369,743,681,62
ACSSF,2014e5,wv,000,0035,0000154,060,54,043,06000US5404390806,"District 2, Lincoln County, West Virginia",2641,1698,1351,347,141,206,943,873,70
ACSSF,2014e5,wv,000,0035,0000155,060,54,043,06000US5404390842,"District 3, Lincoln County, West Virginia",2684,1867,1356,511,176,335,817,731,86
ACSSF,2014e5,wv,000,0035,0000156,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",4465,3015,2149,866,256,610,1450,1195,255
ACSSF,2014e5,wv,000,0035,0000157,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",5498,3935,3063,872,264,608,1563,1341,222
ACSSF,2014e5,wv,000,0035,0000158,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",4481,3194,2371,823,235,588,1287,1064,223
ACSSF,2014e5,wv,000,0035,0000159,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",2361,1562,1095,467,185,282,799,672,127
ACSSF,2014e5,wv,000,0035,0000160,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2129,1211,791,420,130,290,918,798,120
ACSSF,2014e5,wv,000,0035,0000161,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",1566,1073,714,359,76,283,493,436,57
ACSSF,2014e5,wv,000,0035,0000162,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2330,1595,1165,430,104,326,735,630,105
ACSSF,2014e5,wv,000,0035,0000163,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",7177,4089,2858,1231,335,896,3088,2494,594
ACSSF,2014e5,wv,000,0035,0000164,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",8795,5989,4568,1421,360,1061,2806,2390,416
ACSSF,2014e5,wv,000,0035,0000165,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",6624,4633,3597,1036,361,675,1991,1693,298
ACSSF,2014e5,wv,000,0035,0000166,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",4493,3222,2619,603,166,437,1271,1158,113
ACSSF,2014e5,wv,000,0035,0000167,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",4490,2478,1874,604,180,424,2012,1535,477
ACSSF,2014e5,wv,000,0035,0000168,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",4864,3523,2889,634,218,416,1341,1119,222
ACSSF,2014e5,wv,000,0035,0000169,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",442,411,344,67,43,24,31,23,8
ACSSF,2014e5,wv,000,0035,0000170,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1536,1187,970,217,84,133,349,248,101
ACSSF,2014e5,wv,000,0035,0000171,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",568,399,223,176,39,137,169,151,18
ACSSF,2014e5,wv,000,0035,0000172,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",715,533,417,116,31,85,182,133,49
ACSSF,2014e5,wv,000,0035,0000173,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",1106,785,604,181,53,128,321,288,33
ACSSF,2014e5,wv,000,0035,0000174,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",950,631,503,128,15,113,319,319,0
ACSSF,2014e5,wv,000,0035,0000175,060,54,053,06000US5405391860,"Lewis district, Mason County, West Virginia",2529,1610,1108,502,107,395,919,801,118
ACSSF,2014e5,wv,000,0035,0000176,060,54,053,06000US5405392652,"Robinson district, Mason County, West Virginia",1030,774,498,276,0,276,256,232,24
ACSSF,2014e5,wv,000,0035,0000177,060,54,053,06000US5405393264,"Union district, Mason County, West Virginia",568,420,384,36,0,36,148,129,19
ACSSF,2014e5,wv,000,0035,0000178,060,54,053,06000US5405393432,"Waggener district, Mason County, West Virginia",1285,726,532,194,22,172,559,483,76
ACSSF,2014e5,wv,000,0035,0000179,060,54,055,06000US5405590900,"District I, Mercer County, West Virginia",7672,4864,3496,1368,273,1095,2808,2435,373
ACSSF,2014e5,wv,000,0035,0000180,060,54,055,06000US5405590912,"District II, Mercer County, West Virginia",9900,6124,4377,1747,509,1238,3776,3395,381
