FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Male:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Female:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
ACSSF,2010e5,wv,000,0040,0001772,080,54,039,08000US540399084099999010702,"Census Tract 107.02 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",1847,995,0,0,26,26,100,93,50,0,362,77,64,18,133,0,0,46,852,0,0,0,35,0,80,93,18,356,59,70,13,80,33,15,0
ACSSF,2010e5,wv,000,0040,0001773,080,54,039,08000US540399084099999010801,"Census Tract 108.01 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",1520,785,0,0,0,100,38,42,9,26,343,32,122,36,0,37,0,0,735,0,0,0,22,0,10,0,13,295,59,78,103,91,51,0,13
ACSSF,2010e5,wv,000,0040,0001774,080,54,039,08000US540399084099999010802,"Census Tract 108.02 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",272,153,0,0,0,0,0,0,40,8,60,0,20,25,0,0,0,0,119,0,0,0,0,0,0,0,0,75,14,30,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001775,080,54,039,08000US540399084099999013100,"Census Tract 131 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",148,42,0,0,0,11,0,0,0,0,31,0,0,0,0,0,0,0,106,11,0,0,22,0,11,0,0,62,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001776,080,54,039,08000US540399084099999013200,"Census Tract 132 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",459,218,0,9,12,41,0,0,0,0,63,0,37,17,22,17,0,0,241,0,0,0,0,0,0,0,11,169,18,43,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001777,080,54,039,08000US540399084099999013300,"Census Tract 133 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",11,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001778,080,54,039,08000US540399084099999013400,"Census Tract 134 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001779,080,54,039,08000US540399084099999013500,"Census Tract 135 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001780,080,54,039,08000US540399084099999013600,"Census Tract 136 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",752,347,0,0,0,0,108,0,0,0,60,31,36,12,60,40,0,0,405,0,0,0,13,0,0,0,0,156,82,24,17,88,25,0,0
ACSSF,2010e5,wv,000,0040,0001781,080,54,039,08000US540399084099999013701,"Census Tract 137.01 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001782,080,54,039,08000US540399084099999013702,"Census Tract 137.02 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",3231,1533,9,17,14,36,0,27,119,12,682,148,94,63,169,116,27,0,1698,42,14,19,56,28,61,64,65,723,76,166,123,109,139,13,0
ACSSF,2010e5,wv,000,0040,0001783,080,54,039,08000US540399084099999013800,"Census Tract 138 (part), District Remainder of 3, District 3, Kanawha County, West Virginia",1934,851,27,15,0,30,33,58,19,8,320,36,118,74,106,7,0,0,1083,25,0,23,27,78,6,31,27,426,97,156,73,101,13,0,0
ACSSF,2010e5,wv,000,0040,0001784,080,54,039,08000US540399087607204011000,"Census Tract 110 (part), Big Chimney CDP, District 4, Kanawha County, West Virginia",467,204,0,0,12,24,0,0,28,12,70,0,11,12,12,11,12,0,263,0,0,0,62,0,0,12,0,126,0,12,0,23,28,0,0
ACSSF,2010e5,wv,000,0040,0001785,080,54,039,08000US540399087614600000100,"Census Tract 1 (part), Charleston city (part), District 4, Kanawha County, West Virginia",158,102,0,0,11,0,0,0,0,13,78,0,0,0,0,0,0,0,56,0,0,0,0,0,12,12,0,10,0,16,6,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001786,080,54,039,08000US540399087614600000200,"Census Tract 2 (part), Charleston city (part), District 4, Kanawha County, West Virginia",169,66,0,0,0,17,0,0,0,0,49,0,0,0,0,0,0,0,103,0,0,0,41,0,42,0,0,5,0,0,0,0,15,0,0
ACSSF,2010e5,wv,000,0040,0001787,080,54,039,08000US540399087614600000300,"Census Tract 3 (part), Charleston city (part), District 4, Kanawha County, West Virginia",2118,963,12,9,0,19,0,41,28,15,511,35,92,22,93,27,20,39,1155,12,0,0,31,8,11,9,42,526,112,195,34,112,56,7,0
ACSSF,2010e5,wv,000,0040,0001788,080,54,039,08000US540399087614600000500,"Census Tract 5, Charleston city (part), District 4, Kanawha County, West Virginia",1691,809,0,0,0,15,13,0,8,9,206,59,155,46,230,26,42,0,882,0,0,0,0,18,41,0,8,280,78,242,32,109,74,0,0
ACSSF,2010e5,wv,000,0040,0001789,080,54,039,08000US540399087614600000600,"Census Tract 6, Charleston city (part), District 4, Kanawha County, West Virginia",3287,1532,29,0,17,50,0,29,72,11,402,17,239,37,277,187,130,35,1755,0,14,15,0,21,92,8,0,635,181,280,95,179,133,85,17
ACSSF,2010e5,wv,000,0040,0001790,080,54,039,08000US540399087614600000700,"Census Tract 7, Charleston city (part), District 4, Kanawha County, West Virginia",1740,917,0,17,0,0,127,12,72,0,515,13,75,54,23,9,0,0,823,0,0,17,63,24,43,35,31,337,46,108,17,79,23,0,0
ACSSF,2010e5,wv,000,0040,0001791,080,54,039,08000US540399087614600000800,"Census Tract 8, Charleston city (part), District 4, Kanawha County, West Virginia",1639,722,0,0,17,62,7,23,22,11,244,48,133,9,134,12,0,0,917,10,24,0,9,21,26,121,0,363,51,72,79,95,46,0,0
ACSSF,2010e5,wv,000,0040,0001792,080,54,039,08000US540399087614600000900,"Census Tract 9 (part), Charleston city (part), District 4, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001793,080,54,039,08000US540399087614600001100,"Census Tract 11 (part), Charleston city (part), District 4, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001794,080,54,039,08000US540399087614600011000,"Census Tract 110 (part), Charleston city (part), District 4, Kanawha County, West Virginia",133,37,0,0,0,0,0,0,0,15,0,22,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,24,12,51,0,0,0,9,0
ACSSF,2010e5,wv,000,0040,0001795,080,54,039,08000US540399087614600011301,"Census Tract 113.01 (part), Charleston city (part), District 4, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001796,080,54,039,08000US540399087614600011401,"Census Tract 114.01 (part), Charleston city (part), District 4, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001797,080,54,039,08000US540399087616012011200,"Census Tract 112 (part), Clendenin town, District 4, Kanawha County, West Virginia",806,304,0,0,4,24,40,12,18,0,112,5,44,18,15,6,6,0,502,0,26,14,24,44,32,28,3,184,17,43,36,44,7,0,0
ACSSF,2010e5,wv,000,0040,0001798,080,54,039,08000US540399087616612011401,"Census Tract 114.01 (part), Coal Fork CDP (part), District 4, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001799,080,54,039,08000US540399087624748011100,"Census Tract 111 (part), Elkview CDP, District 4, Kanawha County, West Virginia",352,100,0,0,0,0,0,7,0,0,44,11,0,0,38,0,0,0,252,0,0,0,0,0,8,50,0,129,0,0,20,45,0,0,0
ACSSF,2010e5,wv,000,0040,0001800,080,54,039,08000US540399087624748011302,"Census Tract 113.02 (part), Elkview CDP, District 4, Kanawha County, West Virginia",597,340,0,0,0,0,0,0,22,0,135,20,71,20,72,0,0,0,257,0,0,0,0,0,0,0,0,121,30,51,3,52,0,0,0
ACSSF,2010e5,wv,000,0040,0001801,080,54,039,08000US540399087663772011302,"Census Tract 113.02 (part), Pinch CDP, District 4, Kanawha County, West Virginia",1999,997,0,0,0,14,0,27,10,0,323,15,200,65,218,69,56,0,1002,0,0,0,11,22,0,32,0,423,46,126,24,186,90,28,14
ACSSF,2010e5,wv,000,0040,0001802,080,54,039,08000US540399087674356010801,"Census Tract 108.01 (part), Sissonville CDP (part), District 4, Kanawha County, West Virginia",2667,1286,28,0,0,24,0,49,77,0,370,73,306,105,198,27,29,0,1381,0,0,60,23,26,12,62,0,421,60,247,107,212,101,13,37
ACSSF,2010e5,wv,000,0040,0001803,080,54,039,08000US540399087674356010802,"Census Tract 108.02 (part), Sissonville CDP (part), District 4, Kanawha County, West Virginia",635,289,0,0,0,0,0,13,0,0,249,0,17,0,0,0,10,0,346,9,0,0,12,35,9,10,0,199,41,20,0,11,0,0,0
ACSSF,2010e5,wv,000,0040,0001804,080,54,039,08000US540399087699999000200,"Census Tract 2 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",141,49,0,0,0,0,10,0,0,0,17,22,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,19,0,52,0,21,0,0,0
ACSSF,2010e5,wv,000,0040,0001805,080,54,039,08000US540399087699999000300,"Census Tract 3 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",153,70,0,0,22,0,0,0,0,6,10,0,0,0,0,32,0,0,83,0,0,0,16,0,0,0,0,36,0,0,31,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001806,080,54,039,08000US540399087699999001100,"Census Tract 11 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",54,32,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001807,080,54,039,08000US540399087699999010702,"Census Tract 107.02 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",326,173,9,0,38,0,0,0,5,0,61,21,0,0,39,0,0,0,153,9,0,0,0,0,0,0,0,95,6,0,0,43,0,0,0
ACSSF,2010e5,wv,000,0040,0001808,080,54,039,08000US540399087699999010801,"Census Tract 108.01 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",937,466,0,0,0,23,0,0,37,0,236,53,13,0,79,13,0,12,471,0,0,0,13,11,0,14,0,294,13,0,29,60,37,0,0
ACSSF,2010e5,wv,000,0040,0001809,080,54,039,08000US540399087699999010802,"Census Tract 108.02 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",1383,694,0,0,8,42,0,57,31,17,362,53,56,9,34,20,5,0,689,0,0,8,0,51,18,34,0,466,13,47,31,21,0,0,0
ACSSF,2010e5,wv,000,0040,0001810,080,54,039,08000US540399087699999010900,"Census Tract 109, District Remainder of 4, District 4, Kanawha County, West Virginia",2050,950,11,26,0,44,0,70,87,9,347,22,109,98,99,12,16,0,1100,13,11,37,42,52,0,66,36,496,19,136,69,100,23,0,0
ACSSF,2010e5,wv,000,0040,0001811,080,54,039,08000US540399087699999011000,"Census Tract 110 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",2874,1406,0,0,0,0,0,0,17,0,582,85,241,100,286,51,30,14,1468,0,0,13,67,48,0,8,0,490,18,97,120,381,206,6,14
ACSSF,2010e5,wv,000,0040,0001812,080,54,039,08000US540399087699999011100,"Census Tract 111 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",3179,1518,0,0,16,104,18,39,27,14,665,81,272,58,158,66,0,0,1661,0,0,64,26,58,54,44,52,786,118,76,192,120,33,38,0
ACSSF,2010e5,wv,000,0040,0001813,080,54,039,08000US540399087699999011200,"Census Tract 112 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",2452,1201,0,19,35,122,34,116,45,9,355,47,181,59,135,44,0,0,1251,0,11,0,8,63,18,0,22,829,40,69,59,33,73,0,26
ACSSF,2010e5,wv,000,0040,0001814,080,54,039,08000US540399087699999011301,"Census Tract 113.01 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",1760,875,0,0,9,0,19,30,53,35,499,29,11,51,73,58,8,0,885,24,0,18,40,33,34,46,10,482,13,52,15,68,50,0,0
ACSSF,2010e5,wv,000,0040,0001815,080,54,039,08000US540399087699999011302,"Census Tract 113.02 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",1072,521,0,0,0,0,0,0,0,14,337,61,41,32,26,10,0,0,551,16,0,0,17,0,18,0,0,341,53,24,29,20,33,0,0
ACSSF,2010e5,wv,000,0040,0001816,080,54,039,08000US540399087699999011401,"Census Tract 114.01 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",548,268,11,0,6,0,25,11,0,0,152,0,34,0,29,0,0,0,280,0,0,0,0,33,0,7,0,155,0,54,0,9,22,0,0
ACSSF,2010e5,wv,000,0040,0001817,080,54,039,08000US540399087699999011800,"Census Tract 118 (part), District Remainder of 4, District 4, Kanawha County, West Virginia",20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001818,080,54,041,08000US540419067685972967400,"Census Tract 9674 (part), Weston city (part), Courthouse-Collins Settlement district, Lewis County, West Virginia",882,419,0,0,8,0,0,0,40,7,192,12,43,29,69,19,0,0,463,0,0,0,11,34,20,0,12,180,56,37,40,53,20,0,0
ACSSF,2010e5,wv,000,0040,0001819,080,54,041,08000US540419067685972967500,"Census Tract 9675 (part), Weston city (part), Courthouse-Collins Settlement district, Lewis County, West Virginia",564,248,0,0,0,10,25,0,0,0,147,14,17,0,17,6,12,0,316,0,0,0,0,0,0,0,9,154,6,68,47,32,0,0,0
ACSSF,2010e5,wv,000,0040,0001820,080,54,041,08000US540419067699999967200,"Census Tract 9672 (part), Remainder of Courthouse-Collins Settlement district, Courthouse-Collins Settlement district, Lewis County, West Virginia",71,36,0,0,0,0,0,0,0,0,15,0,10,0,11,0,0,0,35,0,0,0,11,0,0,0,0,0,10,7,0,0,7,0,0
ACSSF,2010e5,wv,000,0040,0001821,080,54,041,08000US540419067699999967400,"Census Tract 9674 (part), Remainder of Courthouse-Collins Settlement district, Courthouse-Collins Settlement district, Lewis County, West Virginia",153,85,0,0,0,26,0,0,0,0,59,0,0,0,0,0,0,0,68,0,0,0,0,0,0,9,0,36,23,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001822,080,54,041,08000US540419067699999967500,"Census Tract 9675 (part), Remainder of Courthouse-Collins Settlement district, Courthouse-Collins Settlement district, Lewis County, West Virginia",592,497,0,46,11,46,48,49,13,23,141,0,86,11,23,0,0,0,95,0,0,0,23,0,0,0,0,47,0,13,12,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001823,080,54,041,08000US540419067699999967600,"Census Tract 9676 (part), Remainder of Courthouse-Collins Settlement district, Courthouse-Collins Settlement district, Lewis County, West Virginia",1671,830,0,0,0,71,55,111,45,12,364,32,49,6,65,6,14,0,841,0,26,20,13,0,66,10,31,392,31,81,53,85,33,0,0
ACSSF,2010e5,wv,000,0040,0001824,080,54,041,08000US540419117685972967200,"Census Tract 9672 (part), Weston city (part), Freemans Creek district, Lewis County, West Virginia",162,59,0,0,0,0,0,0,0,0,18,22,10,0,9,0,0,0,103,0,0,0,0,42,0,0,0,24,11,11,0,0,15,0,0
ACSSF,2010e5,wv,000,0040,0001825,080,54,041,08000US540419117685972967500,"Census Tract 9675 (part), Weston city (part), Freemans Creek district, Lewis County, West Virginia",755,360,0,0,0,31,34,34,0,0,182,27,7,13,11,7,14,0,395,0,9,0,24,31,19,0,0,211,11,33,21,28,8,0,0
ACSSF,2010e5,wv,000,0040,0001826,080,54,041,08000US540419117699999967200,"Census Tract 9672 (part), Remainder of Freemans Creek district, Freemans Creek district, Lewis County, West Virginia",2321,1179,20,9,35,126,53,43,15,18,483,41,90,70,111,34,17,14,1142,9,0,0,44,11,10,11,12,605,114,77,98,120,16,0,15
ACSSF,2010e5,wv,000,0040,0001827,080,54,041,08000US540419117699999967500,"Census Tract 9675 (part), Remainder of Freemans Creek district, Freemans Creek district, Lewis County, West Virginia",558,199,0,0,0,22,10,0,0,0,132,0,22,0,13,0,0,0,359,0,0,0,0,0,0,38,0,263,9,0,36,13,0,0,0
ACSSF,2010e5,wv,000,0040,0001828,080,54,041,08000US540419117699999967600,"Census Tract 9676 (part), Remainder of Freemans Creek district, Freemans Creek district, Lewis County, West Virginia",186,92,0,0,15,0,0,0,0,19,58,0,0,0,0,0,0,0,94,0,15,12,0,0,0,0,0,52,0,0,0,15,0,0,0
ACSSF,2010e5,wv,000,0040,0001829,080,54,041,08000US540419148040828967300,"Census Tract 9673 (part), Jane Lew town, Hackers Creek-Skin Creek district, Lewis County, West Virginia",311,130,0,0,0,3,12,6,0,6,83,4,0,5,8,3,0,0,181,0,0,12,22,12,5,19,0,58,15,7,5,20,6,0,0
ACSSF,2010e5,wv,000,0040,0001830,080,54,041,08000US540419148040828967400,"Census Tract 9674 (part), Jane Lew town, Hackers Creek-Skin Creek district, Lewis County, West Virginia",58,26,0,0,0,5,0,0,0,0,21,0,0,0,0,0,0,0,32,0,0,0,7,0,0,0,4,14,0,0,0,7,0,0,0
ACSSF,2010e5,wv,000,0040,0001831,080,54,041,08000US540419148085972967300,"Census Tract 9673 (part), Weston city (part), Hackers Creek-Skin Creek district, Lewis County, West Virginia",39,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001832,080,54,041,08000US540419148085972967400,"Census Tract 9674 (part), Weston city (part), Hackers Creek-Skin Creek district, Lewis County, West Virginia",449,152,0,0,0,24,0,0,22,0,68,0,8,7,8,15,0,0,297,0,0,0,11,0,0,34,0,152,21,25,0,27,27,0,0
ACSSF,2010e5,wv,000,0040,0001833,080,54,041,08000US540419148085972967600,"Census Tract 9676 (part), Weston city (part), Hackers Creek-Skin Creek district, Lewis County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001834,080,54,041,08000US540419148099999967300,"Census Tract 9673 (part), Remainder of Hackers Creek-Skin Creek district, Hackers Creek-Skin Creek district, Lewis County, West Virginia",2262,1033,5,0,0,65,48,40,13,34,575,38,53,73,80,0,0,9,1229,0,0,13,52,0,83,10,30,551,115,135,96,89,55,0,0
ACSSF,2010e5,wv,000,0040,0001835,080,54,041,08000US540419148099999967400,"Census Tract 9674 (part), Remainder of Hackers Creek-Skin Creek district, Hackers Creek-Skin Creek district, Lewis County, West Virginia",449,190,0,0,0,24,0,0,21,0,97,0,31,5,12,0,0,0,259,0,0,16,0,0,4,15,0,170,7,7,16,24,0,0,0
ACSSF,2010e5,wv,000,0040,0001836,080,54,041,08000US540419148099999967600,"Census Tract 9676 (part), Remainder of Hackers Creek-Skin Creek district, Hackers Creek-Skin Creek district, Lewis County, West Virginia",350,186,10,0,0,0,11,0,0,10,30,0,45,39,13,11,0,17,164,0,13,0,0,0,0,0,7,67,15,0,0,44,18,0,0
ACSSF,2010e5,wv,000,0040,0001837,080,54,043,08000US540439038434516955500,"Census Tract 9555 (part), Hamlin town, Carroll district, Lincoln County, West Virginia",923,401,16,9,9,19,4,36,15,9,188,11,52,7,13,10,3,0,522,16,0,13,17,16,43,22,2,242,61,45,9,13,15,5,3
ACSSF,2010e5,wv,000,0040,0001838,080,54,043,08000US540439038499999955500,"Census Tract 9555 (part), Remainder of Carroll district, Carroll district, Lincoln County, West Virginia",1754,799,21,23,7,96,27,54,49,0,354,59,39,0,70,0,0,0,955,11,0,0,34,36,65,40,0,540,56,93,37,34,9,0,0
ACSSF,2010e5,wv,000,0040,0001839,080,54,043,08000US540439096099999955400,"Census Tract 9554 (part), Duval district, Duval district, Lincoln County, West Virginia",2472,1295,0,56,20,80,75,156,47,47,463,75,152,0,124,0,0,0,1177,13,0,0,162,44,93,111,0,465,54,49,56,35,95,0,0
ACSSF,2010e5,wv,000,0040,0001840,080,54,043,08000US540439157235596955700,"Census Tract 9557 (part), Harts CDP, Harts Creek district, Lincoln County, West Virginia",654,350,0,0,20,32,18,21,0,0,183,0,0,38,22,16,0,0,304,0,0,0,18,0,46,0,0,83,46,29,16,23,43,0,0
ACSSF,2010e5,wv,000,0040,0001841,080,54,043,08000US540439157299999955700,"Census Tract 9557 (part), Remainder of Harts Creek district, Harts Creek district, Lincoln County, West Virginia",1548,785,32,49,10,84,44,49,11,13,352,15,27,65,21,0,13,0,763,27,0,18,100,25,60,11,29,254,41,43,50,45,60,0,0
ACSSF,2010e5,wv,000,0040,0001842,080,54,043,08000US540439157299999955800,"Census Tract 9558 (part), Remainder of Harts Creek district, Harts Creek district, Lincoln County, West Virginia",432,190,0,0,0,36,8,0,21,0,81,0,23,11,0,10,0,0,242,0,0,0,40,9,8,0,0,82,49,46,0,8,0,0,0
ACSSF,2010e5,wv,000,0040,0001843,080,54,043,08000US540439170499999955800,"Census Tract 9558 (part), Jefferson district, Jefferson district, Lincoln County, West Virginia",809,420,74,24,32,57,37,35,0,0,137,0,24,0,0,0,0,0,389,0,0,0,24,55,68,0,9,189,23,12,0,0,0,9,0
ACSSF,2010e5,wv,000,0040,0001844,080,54,043,08000US540439181299999955600,"Census Tract 9556 (part), Laurel Hill district, Laurel Hill district, Lincoln County, West Virginia",951,430,10,0,0,112,0,19,57,14,131,0,65,0,0,22,0,0,521,25,0,13,69,19,17,26,0,188,22,123,9,10,0,0,0
ACSSF,2010e5,wv,000,0040,0001845,080,54,043,08000US540439181299999955700,"Census Tract 9557 (part), Laurel Hill district, Laurel Hill district, Lincoln County, West Virginia",111,53,0,8,0,0,0,12,0,0,33,0,0,0,0,0,0,0,58,0,0,0,0,0,0,19,10,29,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001846,080,54,043,08000US540439181299999955800,"Census Tract 9558 (part), Laurel Hill district, Laurel Hill district, Lincoln County, West Virginia",433,237,0,0,7,24,17,62,0,0,33,0,69,0,0,0,25,0,196,0,0,0,10,18,25,0,4,50,8,66,0,15,0,0,0
ACSSF,2010e5,wv,000,0040,0001847,080,54,043,08000US540439278485804955600,"Census Tract 9556 (part), West Hamlin town, Sheridan district, Lincoln County, West Virginia",515,237,0,3,0,18,72,21,6,0,71,2,29,5,10,0,0,0,278,0,0,4,44,29,31,12,10,75,11,24,9,24,5,0,0
ACSSF,2010e5,wv,000,0040,0001848,080,54,043,08000US540439278499999955600,"Census Tract 9556 (part), Remainder of Sheridan district, Sheridan district, Lincoln County, West Virginia",2017,1015,24,0,0,116,81,22,110,24,484,13,65,43,25,0,8,0,1002,11,9,39,29,67,97,12,0,395,40,141,73,32,57,0,0
ACSSF,2010e5,wv,000,0040,0001849,080,54,043,08000US540439278499999955800,"Census Tract 9558 (part), Remainder of Sheridan district, Sheridan district, Lincoln County, West Virginia",514,267,1,0,4,15,7,36,0,0,131,22,12,29,0,10,0,0,247,0,0,0,29,0,13,25,0,149,11,9,11,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001850,080,54,043,08000US540439324099999955800,"Census Tract 9558 (part), Union district, Union district, Lincoln County, West Virginia",220,150,0,0,15,47,18,0,13,14,22,21,0,0,0,0,0,0,70,0,0,0,16,0,0,0,0,54,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001851,080,54,043,08000US540439351601396955400,"Census Tract 9554 (part), Alum Creek CDP (part), Washington district, Lincoln County, West Virginia",690,332,5,0,0,23,14,0,24,0,113,12,63,29,49,0,0,0,358,0,0,0,20,0,17,0,0,141,27,68,13,72,0,0,0
ACSSF,2010e5,wv,000,0040,0001852,080,54,043,08000US540439351699999955400,"Census Tract 9554 (part), Remainder of Washington district, Washington district, Lincoln County, West Virginia",1194,516,0,0,0,85,0,9,30,0,227,33,79,0,53,0,0,0,678,0,0,59,82,71,0,63,16,192,37,88,12,38,20,0,0
ACSSF,2010e5,wv,000,0040,0001853,080,54,045,08000US540459045336484956800,"Census Tract 9568 (part), Henlawson CDP, Central district, Logan County, West Virginia",360,177,0,0,0,0,0,0,20,0,121,0,17,0,0,19,0,0,183,0,0,0,53,58,0,0,0,72,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001854,080,54,045,08000US540459045348148956200,"Census Tract 9562 (part), Logan city, Central district, Logan County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001855,080,54,045,08000US540459045348148956600,"Census Tract 9566 (part), Logan city, Central district, Logan County, West Virginia",171,79,0,0,0,0,0,0,0,0,19,2,28,9,21,0,0,0,92,0,0,0,0,0,0,0,0,35,3,15,5,18,11,3,2
ACSSF,2010e5,wv,000,0040,0001856,080,54,045,08000US540459045348148956900,"Census Tract 9569 (part), Logan city, Central district, Logan County, West Virginia",849,422,8,0,0,11,29,17,23,0,180,20,84,9,24,11,4,2,427,0,4,13,20,25,45,45,11,134,28,34,30,26,10,2,0
ACSSF,2010e5,wv,000,0040,0001857,080,54,045,08000US540459045349732956400,"Census Tract 9564 (part), McConnell CDP, Central district, Logan County, West Virginia",483,240,0,0,0,13,0,0,0,0,128,14,27,0,26,0,32,0,243,8,0,15,0,15,0,0,0,85,0,28,45,24,23,0,0
ACSSF,2010e5,wv,000,0040,0001858,080,54,045,08000US540459045354892956101,"Census Tract 9561.01 (part), Mitchell Heights town, Central district, Logan County, West Virginia",287,111,0,0,0,3,3,0,0,0,24,3,20,6,41,2,7,2,176,0,0,8,3,6,2,8,0,40,4,30,10,41,21,3,0
ACSSF,2010e5,wv,000,0040,0001859,080,54,045,08000US540459045356342956101,"Census Tract 9561.01 (part), Mount Gay-Shamrock CDP (part), Central district, Logan County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0001860,080,54,045,08000US540459045356342956200,"Census Tract 9562 (part), Mount Gay-Shamrock CDP (part), Central district, Logan County, West Virginia",1070,575,0,0,43,81,94,26,45,14,195,0,0,15,50,12,0,0,495,15,0,0,17,40,23,25,0,180,25,76,66,28,0,0,0
