FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Male:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Female:,No schooling completed,Nursery to 4th grade,5th and 6th grade,7th and 8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma","High school graduate, GED, or alternative","Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
ACSSF,2010e5,wv,000,0040,0000767,070,54,063,07000US540639045781940,"Union town, Central district, Monroe County, West Virginia",359,170,3,0,0,0,3,4,5,0,63,5,40,4,34,4,5,0,189,0,0,3,4,5,9,17,0,80,13,14,12,14,9,5,4
ACSSF,2010e5,wv,000,0040,0000768,070,54,063,07000US540639045799999,"Remainder of Central district, Central district, Monroe County, West Virginia",3174,1639,1,21,45,73,106,106,106,14,619,68,164,60,183,39,19,15,1535,0,0,17,59,1,58,83,41,741,119,100,22,175,99,20,0
ACSSF,2010e5,wv,000,0040,0000769,070,54,063,07000US540639098400772,"Alderson town (part), Eastern district, Monroe County, West Virginia",151,67,9,0,5,3,4,0,0,0,25,3,6,0,12,0,0,0,84,9,0,0,0,0,0,22,0,25,0,5,0,11,0,0,12
ACSSF,2010e5,wv,000,0040,0000770,070,54,063,07000US540639098499999,"Remainder of Eastern district, Eastern district, Monroe County, West Virginia",2914,1520,13,24,40,153,35,54,105,75,664,99,91,48,83,4,32,0,1394,10,5,19,114,21,66,102,18,500,78,214,23,154,49,21,0
ACSSF,2010e5,wv,000,0040,0000771,070,54,063,07000US540639361363052,"Peterstown town, Western district, Monroe County, West Virginia",364,155,0,10,0,0,0,0,10,4,76,8,5,18,13,6,3,2,209,0,16,0,5,3,7,39,0,72,9,29,0,15,14,0,0
ACSSF,2010e5,wv,000,0040,0000772,070,54,063,07000US540639361399999,"Remainder of Western district, Western district, Monroe County, West Virginia",2767,1187,17,0,0,120,10,44,18,0,631,65,169,27,86,0,0,0,1580,0,0,0,214,61,28,40,28,613,168,162,112,114,40,0,0
ACSSF,2010e5,wv,000,0040,0000773,070,54,065,07000US540659078604876,"Bath (Berkeley Springs) town (part), District 1, Morgan County, West Virginia",22,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000774,070,54,065,07000US540659078633100,"Great Cacapon CDP, District 1, Morgan County, West Virginia",242,157,0,0,0,10,6,40,0,0,101,0,0,0,0,0,0,0,85,0,0,0,0,0,0,6,0,63,0,16,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000775,070,54,065,07000US540659078662332,"Paw Paw town, District 1, Morgan County, West Virginia",279,152,2,3,0,11,5,16,18,7,81,0,9,0,0,0,0,0,127,0,3,0,0,6,7,0,2,72,21,6,10,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000776,070,54,065,07000US540659078699999,"District Remainder of 1, District 1, Morgan County, West Virginia",3257,1600,38,0,0,40,87,85,26,45,822,16,210,79,137,15,0,0,1657,9,0,0,62,21,112,12,15,809,150,280,55,116,16,0,0
ACSSF,2010e5,wv,000,0040,0000777,070,54,065,07000US540659082204876,"Bath (Berkeley Springs) town (part), District 2, Morgan County, West Virginia",669,346,0,0,3,4,3,2,31,0,142,26,39,15,59,14,8,0,323,0,0,0,13,9,16,19,0,108,18,25,8,64,43,0,0
ACSSF,2010e5,wv,000,0040,0000778,070,54,065,07000US540659082299999,"District Remainder of 2, District 2, Morgan County, West Virginia",3465,1801,17,5,14,47,83,62,8,8,954,154,114,79,214,16,26,0,1664,11,0,17,44,112,52,59,6,752,161,120,72,137,101,0,20
ACSSF,2010e5,wv,000,0040,0000779,070,54,065,07000US540659085899999,"District 3, District 3, Morgan County, West Virginia",4620,2133,0,6,5,38,30,87,0,63,1388,110,109,36,235,26,0,0,2487,67,0,0,65,95,49,93,42,1101,121,377,138,205,134,0,0
ACSSF,2010e5,wv,000,0040,0000780,070,54,067,07000US540679013218604,"Craigsville CDP, Beaver district, Nicholas County, West Virginia",1952,923,7,0,24,121,0,16,47,29,545,38,70,0,0,26,0,0,1029,0,0,74,97,14,11,15,16,429,85,134,82,43,29,0,0
ACSSF,2010e5,wv,000,0040,0000781,070,54,067,07000US540679013227196,"Fenwick CDP, Beaver district, Nicholas County, West Virginia",77,25,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,36,16,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000782,070,54,067,07000US540679013268116,"Richwood city, Beaver district, Nicholas County, West Virginia",1739,721,34,0,9,55,50,7,46,23,294,31,81,8,50,33,0,0,1018,13,16,0,52,42,70,41,43,496,46,82,22,50,45,0,0
ACSSF,2010e5,wv,000,0040,0000783,070,54,067,07000US540679013280476,"Tioga CDP, Beaver district, Nicholas County, West Virginia",78,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000784,070,54,067,07000US540679013299999,"Remainder of Beaver district, Beaver district, Nicholas County, West Virginia",1817,916,10,23,37,74,42,45,10,13,501,0,103,10,48,0,0,0,901,0,0,51,32,21,73,24,58,377,65,80,42,18,60,0,0
ACSSF,2010e5,wv,000,0040,0000785,070,54,067,07000US540679134499999,"Grant district, Grant district, Nicholas County, West Virginia",920,468,0,0,0,32,46,65,0,0,258,0,0,35,8,24,0,0,452,0,0,0,30,0,71,29,0,205,36,47,24,0,0,10,0
ACSSF,2010e5,wv,000,0040,0000786,070,54,067,07000US540679150007756,"Birch River CDP, Hamilton district, Nicholas County, West Virginia",149,78,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,21,0,33,0,17,0,0,0
ACSSF,2010e5,wv,000,0040,0000787,070,54,067,07000US540679150099999,"Remainder of Hamilton district, Hamilton district, Nicholas County, West Virginia",1860,893,19,15,0,108,32,27,48,0,435,29,90,28,29,0,0,33,967,21,18,0,152,58,6,5,27,391,25,102,34,59,52,17,0
ACSSF,2010e5,wv,000,0040,0000788,070,54,067,07000US540679171606052,"Belva CDP, Jefferson district, Nicholas County, West Virginia",21,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000789,070,54,067,07000US540679171621628,"Dixie CDP (part), Jefferson district, Nicholas County, West Virginia",161,88,0,0,22,0,0,0,0,0,44,0,0,0,0,22,0,0,73,0,0,0,0,0,0,0,0,51,0,0,0,22,0,0,0
ACSSF,2010e5,wv,000,0040,0000790,070,54,067,07000US540679171699999,"Remainder of Jefferson district, Jefferson district, Nicholas County, West Virginia",1000,493,0,0,0,69,8,16,19,0,311,8,46,16,0,0,0,0,507,0,0,0,18,7,22,27,0,299,23,31,39,41,0,0,0
ACSSF,2010e5,wv,000,0040,0000791,070,54,067,07000US540679175258180,"Nettie CDP, Kentucky district, Nicholas County, West Virginia",631,316,0,0,0,26,0,0,0,0,259,0,31,0,0,0,0,0,315,0,0,0,0,0,0,0,0,241,31,43,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000792,070,54,067,07000US540679175299999,"Remainder of Kentucky district, Kentucky district, Nicholas County, West Virginia",2349,1171,0,0,0,48,20,38,18,27,523,29,250,68,62,76,12,0,1178,11,0,0,53,60,17,0,0,500,85,125,44,114,140,29,0
ACSSF,2010e5,wv,000,0040,0000793,070,54,067,07000US540679307277980,"Summersville town (part), Summersville district, Nicholas County, West Virginia",2697,1362,72,0,0,57,20,39,34,19,514,33,149,64,244,71,37,9,1335,0,0,0,52,32,73,47,0,342,66,140,199,167,172,22,23
ACSSF,2010e5,wv,000,0040,0000794,070,54,067,07000US540679307299999,"Remainder of Summersville district, Summersville district, Nicholas County, West Virginia",1053,496,0,0,7,37,0,0,16,47,260,63,36,0,15,0,15,0,557,0,18,0,41,0,0,9,0,239,35,121,12,59,23,0,0
ACSSF,2010e5,wv,000,0040,0000795,070,54,067,07000US540679366077980,"Summersville town (part), Wilderness district, Nicholas County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000796,070,54,067,07000US540679366099999,"Remainder of Wilderness district, Wilderness district, Nicholas County, West Virginia",2187,1023,0,0,13,56,8,39,26,9,510,0,166,43,82,36,35,0,1164,9,0,31,5,56,46,0,0,631,54,46,36,191,59,0,0
ACSSF,2010e5,wv,000,0040,0000797,070,54,069,07000US540699078815916,"Clearview village, District 1, Ohio County, West Virginia",469,221,0,0,5,0,0,0,7,0,89,19,24,12,32,29,4,0,248,0,0,5,0,0,0,0,5,100,28,45,12,34,19,0,0
ACSSF,2010e5,wv,000,0040,0000798,070,54,069,07000US540699078880932,"Triadelphia town, District 1, Ohio County, West Virginia",690,357,0,0,0,6,4,20,0,0,167,27,57,36,36,4,0,0,333,28,0,0,0,3,3,3,11,152,9,37,31,52,4,0,0
ACSSF,2010e5,wv,000,0040,0000799,070,54,069,07000US540699078882732,"Valley Grove village, District 1, Ohio County, West Virginia",266,125,0,0,9,2,2,2,2,0,66,9,15,6,9,3,0,0,141,0,0,0,2,5,10,2,0,65,8,11,8,19,2,0,9
ACSSF,2010e5,wv,000,0040,0000800,070,54,069,07000US540699078885876,"West Liberty town, District 1, Ohio County, West Virginia",232,125,0,0,0,2,13,4,0,0,38,6,32,7,14,9,0,0,107,0,0,0,0,5,3,4,0,54,0,17,4,15,5,0,0
ACSSF,2010e5,wv,000,0040,0000801,070,54,069,07000US540699078886452,"Wheeling city (part), District 1, Ohio County, West Virginia",3361,1477,48,0,8,47,19,31,0,23,474,41,196,157,313,83,26,11,1884,0,0,12,15,33,58,17,36,768,129,168,129,260,207,31,21
ACSSF,2010e5,wv,000,0040,0000802,070,54,069,07000US540699078899999,"District Remainder of 1, District 1, Ohio County, West Virginia",5952,2899,15,0,0,75,37,126,114,11,1052,262,236,103,437,191,202,38,3053,0,0,23,11,16,91,23,29,1186,193,357,119,797,140,23,45
ACSSF,2010e5,wv,000,0040,0000803,070,54,069,07000US540699082486452,"Wheeling city (part), District 2, Ohio County, West Virginia",8868,4236,27,0,41,138,61,109,138,116,1521,330,562,176,540,232,106,139,4632,16,5,48,148,132,144,121,27,1736,378,604,308,488,392,50,35
ACSSF,2010e5,wv,000,0040,0000804,070,54,069,07000US540699082499999,"District Remainder of 2, District 2, Ohio County, West Virginia",351,159,0,0,0,11,13,31,0,0,62,29,0,0,13,0,0,0,192,0,0,0,0,0,29,0,11,83,30,21,0,18,0,0,0
ACSSF,2010e5,wv,000,0040,0000805,070,54,069,07000US540699086206940,"Bethlehem village, District 3, Ohio County, West Virginia",2006,957,0,0,0,0,0,0,0,8,295,67,166,78,250,49,37,7,1049,0,0,0,17,7,0,0,0,370,93,157,79,166,138,22,0
ACSSF,2010e5,wv,000,0040,0000806,070,54,069,07000US540699086286452,"Wheeling city (part), District 3, Ohio County, West Virginia",8242,3604,49,0,15,0,73,92,46,20,1332,133,584,255,544,342,82,37,4638,24,0,0,136,119,64,97,76,1640,238,785,276,782,334,48,19
ACSSF,2010e5,wv,000,0040,0000807,070,54,069,07000US540699086299999,"District Remainder of 3, District 3, Ohio County, West Virginia",679,278,0,0,0,0,0,0,12,0,163,10,36,11,46,0,0,0,401,0,0,0,29,17,19,17,14,81,24,97,76,12,15,0,0
ACSSF,2010e5,wv,000,0040,0000808,070,54,071,07000US540719046229044,"Franklin town, Central district, Pendleton County, West Virginia",649,233,0,1,0,7,12,5,2,25,99,8,22,23,23,0,0,6,416,0,1,5,7,3,19,24,24,204,13,19,30,41,16,6,4
ACSSF,2010e5,wv,000,0040,0000809,070,54,071,07000US540719046299999,"Remainder of Central district, Central district, Pendleton County, West Virginia",1412,759,0,0,11,59,57,0,34,6,320,32,99,51,49,10,0,31,653,13,0,7,23,18,8,11,7,283,61,50,68,56,48,0,0
ACSSF,2010e5,wv,000,0040,0000810,070,54,071,07000US540719098709868,"Brandywine CDP, Eastern district, Pendleton County, West Virginia",210,96,0,0,0,13,19,0,0,0,41,0,0,0,23,0,0,0,114,0,14,0,0,11,17,0,0,46,0,11,15,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000811,070,54,071,07000US540719098799999,"Remainder of Eastern district, Eastern district, Pendleton County, West Virginia",1590,763,18,0,0,91,0,31,16,0,304,75,69,24,87,20,8,20,827,0,0,0,24,24,37,22,0,366,132,52,50,101,19,0,0
ACSSF,2010e5,wv,000,0040,0000812,070,54,071,07000US540719361599999,"Western district, Western district, Pendleton County, West Virginia",1916,991,17,10,32,75,27,64,29,0,480,95,30,34,73,13,0,12,925,22,0,0,94,26,7,18,13,432,63,107,54,32,57,0,0
ACSSF,2010e5,wv,000,0040,0000813,070,54,073,07000US540739089206004,"Belmont city, District A, Pleasants County, West Virginia",849,371,0,0,0,12,3,0,3,3,211,28,69,11,13,18,0,0,478,0,0,0,15,21,27,18,8,206,28,105,7,30,13,0,0
ACSSF,2010e5,wv,000,0040,0000814,070,54,073,07000US540739089299999,"District Remainder of A, District A, Pleasants County, West Virginia",627,348,0,0,0,0,0,0,0,0,226,66,15,0,29,0,0,12,279,0,0,0,0,0,37,7,0,94,36,23,52,18,12,0,0
ACSSF,2010e5,wv,000,0040,0000815,070,54,073,07000US540739089499999,"District B, District B, Pleasants County, West Virginia",1173,627,0,0,9,59,47,28,100,8,293,0,32,39,0,12,0,0,546,0,0,0,21,0,13,19,6,258,0,96,36,97,0,0,0
ACSSF,2010e5,wv,000,0040,0000816,070,54,073,07000US540739089671356,"St. Marys city (part), District C, Pleasants County, West Virginia",1267,617,0,0,0,41,0,21,0,0,298,29,88,58,45,23,14,0,650,0,0,0,0,6,5,17,0,253,119,99,32,61,58,0,0
ACSSF,2010e5,wv,000,0040,0000817,070,54,073,07000US540739089699999,"District Remainder of C, District C, Pleasants County, West Virginia",146,106,0,0,0,13,0,0,0,0,83,0,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,23,0,17,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000818,070,54,073,07000US540739089871356,"St. Marys city (part), District D, Pleasants County, West Virginia",543,358,0,0,7,0,0,9,19,0,156,63,51,35,5,13,0,0,185,0,0,0,0,0,24,6,7,76,6,9,15,31,11,0,0
ACSSF,2010e5,wv,000,0040,0000819,070,54,073,07000US540739089899999,"District Remainder of D, District D, Pleasants County, West Virginia",874,458,0,0,0,0,0,17,0,15,272,0,145,0,0,9,0,0,416,0,0,0,7,20,7,0,0,189,22,83,40,37,11,0,0
ACSSF,2010e5,wv,000,0040,0000820,070,54,075,07000US540759099651676,"Marlinton town (part), Edray district, Pocahontas County, West Virginia",1007,403,3,0,10,64,24,28,15,38,139,12,18,18,33,1,0,0,604,26,25,0,76,33,38,36,19,218,26,38,14,54,1,0,0
ACSSF,2010e5,wv,000,0040,0000821,070,54,075,07000US540759099699999,"Remainder of Edray district, Edray district, Pocahontas County, West Virginia",1537,746,0,5,9,49,9,40,62,8,285,52,61,77,76,13,0,0,791,5,0,0,15,0,22,20,15,427,53,91,3,76,64,0,0
ACSSF,2010e5,wv,000,0040,0000822,070,54,075,07000US540759141604780,"Bartow CDP, Greenbank district, Pocahontas County, West Virginia",86,57,0,0,0,9,0,17,0,0,31,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000823,070,54,075,07000US540759141613684,"Cass CDP, Greenbank district, Pocahontas County, West Virginia",14,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000824,070,54,075,07000US540759141622852,"Durbin town, Greenbank district, Pocahontas County, West Virginia",194,100,0,1,0,11,6,4,12,0,34,0,2,3,24,3,0,0,94,0,0,1,16,6,3,3,2,24,0,8,6,19,6,0,0
ACSSF,2010e5,wv,000,0040,0000825,070,54,075,07000US540759141628948,"Frank CDP, Greenbank district, Pocahontas County, West Virginia",111,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000826,070,54,075,07000US540759141633124,"Green Bank CDP, Greenbank district, Pocahontas County, West Virginia",58,32,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,0,26,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000827,070,54,075,07000US540759141699999,"Remainder of Greenbank district, Greenbank district, Pocahontas County, West Virginia",1343,674,0,19,8,44,35,0,49,0,352,6,52,15,51,27,0,16,669,0,14,0,9,25,23,6,0,349,47,41,34,96,25,0,0
ACSSF,2010e5,wv,000,0040,0000828,070,54,075,07000US540759165639412,"Huntersville CDP, Huntersville district, Pocahontas County, West Virginia",186,120,0,0,0,0,0,0,0,0,66,0,0,0,26,28,0,0,66,0,0,0,0,0,0,0,0,26,0,40,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000829,070,54,075,07000US540759165651676,"Marlinton town (part), Huntersville district, Pocahontas County, West Virginia",29,12,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000830,070,54,075,07000US540759165699999,"Remainder of Huntersville district, Huntersville district, Pocahontas County, West Virginia",670,411,8,0,0,15,28,0,10,0,224,14,67,0,45,0,0,0,259,0,0,0,7,18,21,6,6,94,35,58,0,0,14,0,0
ACSSF,2010e5,wv,000,0040,0000831,070,54,075,07000US540759194437372,"Hillsboro town, Little Levels district, Pocahontas County, West Virginia",175,91,0,0,0,1,0,0,0,0,74,0,9,7,0,0,0,0,84,0,0,0,0,9,0,8,3,37,5,13,5,4,0,0,0
ACSSF,2010e5,wv,000,0040,0000832,070,54,075,07000US540759194499999,"Remainder of Little Levels district, Little Levels district, Pocahontas County, West Virginia",1185,662,5,0,26,36,10,60,42,5,292,22,71,0,81,12,0,0,523,0,0,0,11,9,12,0,11,181,40,109,55,95,0,0,0
ACSSF,2010e5,wv,000,0040,0000833,070,54,077,07000US540779109603460,"Aurora CDP, Fifth district, Preston County, West Virginia",180,122,0,0,0,0,0,0,0,0,57,12,29,24,0,0,0,0,58,0,0,0,0,12,0,0,0,35,0,0,0,11,0,0,0
ACSSF,2010e5,wv,000,0040,0000834,070,54,077,07000US540779109658300,"Newburg town (part), Fifth district, Preston County, West Virginia",222,106,0,0,15,8,4,2,0,0,68,5,4,0,0,0,0,0,116,0,0,0,0,6,7,0,0,36,0,6,0,61,0,0,0
ACSSF,2010e5,wv,000,0040,0000835,070,54,077,07000US540779109670588,"Rowlesburg town (part), Fifth district, Preston County, West Virginia",372,165,0,0,9,8,11,0,0,0,76,14,5,6,36,0,0,0,207,0,0,0,4,10,0,6,0,121,5,17,18,11,15,0,0
ACSSF,2010e5,wv,000,0040,0000836,070,54,077,07000US540779109681268,"Tunnelton town, Fifth district, Preston County, West Virginia",227,101,0,0,0,8,3,8,10,0,59,4,9,0,0,0,0,0,126,0,0,0,9,0,4,0,2,95,4,8,4,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000837,070,54,077,07000US540779109699999,"Remainder of Fifth district, Fifth district, Preston County, West Virginia",3007,1481,26,8,33,91,21,58,54,38,755,127,118,7,112,22,11,0,1526,24,0,0,57,15,32,61,22,885,112,129,28,117,44,0,0
ACSSF,2010e5,wv,000,0040,0000838,070,54,077,07000US540779110010852,"Bruceton Mills town, First district, Preston County, West Virginia",69,35,0,0,0,3,3,0,0,0,9,3,17,0,0,0,0,0,34,0,0,0,3,0,0,0,0,8,3,3,8,4,5,0,0
ACSSF,2010e5,wv,000,0040,0000839,070,54,077,07000US540779110052228,"Masontown town, First district, Preston County, West Virginia",595,286,0,0,9,5,5,13,16,0,156,0,35,12,30,5,0,0,309,0,0,0,10,12,6,24,3,113,7,45,29,40,20,0,0
ACSSF,2010e5,wv,000,0040,0000840,070,54,077,07000US540779110067636,"Reedsville town, First district, Preston County, West Virginia",378,182,0,0,0,15,0,0,9,0,64,11,29,23,25,6,0,0,196,0,0,0,0,0,5,0,6,95,28,31,0,26,5,0,0
ACSSF,2010e5,wv,000,0040,0000841,070,54,077,07000US540779110099999,"Remainder of First district, First district, Preston County, West Virginia",3580,1620,0,13,19,70,10,101,47,11,712,153,224,174,71,10,5,0,1960,9,10,12,113,41,60,32,0,917,61,246,100,279,38,32,10
ACSSF,2010e5,wv,000,0040,0000842,070,54,077,07000US540779113400748,"Albright town, Fourth district, Preston County, West Virginia",205,102,0,0,0,4,3,10,2,3,61,2,11,0,6,0,0,0,103,3,0,0,3,8,0,0,0,38,15,20,14,0,2,0,0
ACSSF,2010e5,wv,000,0040,0000843,070,54,077,07000US540779113444044,"Kingwood city (part), Fourth district, Preston County, West Virginia",1198,540,0,9,0,27,47,29,0,0,212,37,74,18,31,45,11,0,658,0,11,0,90,0,0,12,10,258,38,68,78,51,42,0,0
ACSSF,2010e5,wv,000,0040,0000844,070,54,077,07000US540779113470588,"Rowlesburg town (part), Fourth district, Preston County, West Virginia",127,63,0,0,5,5,0,0,0,0,45,0,0,0,8,0,0,0,64,0,0,0,11,0,0,0,0,35,4,14,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000845,070,54,077,07000US540779113479708,"Terra Alta town (part), Fourth district, Preston County, West Virginia",782,384,0,4,0,12,22,30,18,4,194,18,25,12,29,8,8,0,398,4,0,0,25,8,11,15,0,194,35,50,37,15,4,0,0
ACSSF,2010e5,wv,000,0040,0000846,070,54,077,07000US540779113499999,"Remainder of Fourth district, Fourth district, Preston County, West Virginia",2155,1026,5,9,10,110,28,64,51,8,481,10,107,53,60,19,11,0,1129,0,0,0,55,11,81,22,0,651,64,80,23,114,20,8,0
ACSSF,2010e5,wv,000,0040,0000847,070,54,077,07000US540779274209844,"Brandonville town, Second district, Preston County, West Virginia",55,15,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,26,0,2,3,2,2,0,0
ACSSF,2010e5,wv,000,0040,0000848,070,54,077,07000US540779274279708,"Terra Alta town (part), Second district, Preston County, West Virginia",382,189,5,0,0,5,20,23,0,0,67,15,23,13,15,3,0,0,193,0,0,0,22,0,0,0,6,96,0,14,24,24,7,0,0
ACSSF,2010e5,wv,000,0040,0000849,070,54,077,07000US540779274299999,"Remainder of Second district, Second district, Preston County, West Virginia",5661,3467,77,12,29,98,102,174,155,48,1876,200,253,153,160,83,47,0,2194,39,0,12,54,73,83,71,14,1209,170,92,135,159,83,0,0
ACSSF,2010e5,wv,000,0040,0000850,070,54,077,07000US540779310244044,"Kingwood city (part), Third district, Preston County, West Virginia",961,467,0,26,0,53,22,14,0,0,177,0,22,24,83,27,0,19,494,0,0,24,54,0,0,17,0,201,27,28,17,109,17,0,0
ACSSF,2010e5,wv,000,0040,0000851,070,54,077,07000US540779310258300,"Newburg town (part), Third district, Preston County, West Virginia",109,57,0,0,2,0,0,0,0,0,37,4,0,9,5,0,0,0,52,0,0,0,6,0,8,0,0,21,0,0,7,10,0,0,0
ACSSF,2010e5,wv,000,0040,0000852,070,54,077,07000US540779310299999,"Remainder of Third district, Third district, Preston County, West Virginia",3515,1747,30,0,22,62,14,46,37,32,1019,54,241,70,78,0,36,6,1768,0,0,9,26,43,33,129,37,792,136,145,172,126,58,32,30
ACSSF,2010e5,wv,000,0040,0000853,070,54,079,07000US540799029211284,"Buffalo town, Buffalo-Union district, Putnam County, West Virginia",880,475,5,0,10,34,28,27,19,5,215,23,29,35,11,34,0,0,405,4,5,8,19,5,6,41,0,213,12,49,13,14,16,0,0
ACSSF,2010e5,wv,000,0040,0000854,070,54,079,07000US540799029219516,"Culloden CDP (part), Buffalo-Union district, Putnam County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2010e5,wv,000,0040,0000855,070,54,079,07000US540799029224292,"Eleanor town, Buffalo-Union district, Putnam County, West Virginia",1219,486,0,0,0,28,4,5,7,15,242,4,88,18,44,31,0,0,733,0,4,6,41,7,14,35,0,330,71,86,68,64,7,0,0
ACSSF,2010e5,wv,000,0040,0000856,070,54,079,07000US540799029238260,"Hometown CDP, Buffalo-Union district, Putnam County, West Virginia",445,178,0,0,0,0,20,0,0,0,127,0,0,15,0,16,0,0,267,0,0,0,28,0,37,16,0,69,0,0,83,0,34,0,0
ACSSF,2010e5,wv,000,0040,0000857,070,54,079,07000US540799029239532,"Hurricane city (part), Buffalo-Union district, Putnam County, West Virginia",57,30,0,0,0,0,0,0,0,7,16,0,0,0,0,0,7,0,27,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0
ACSSF,2010e5,wv,000,0040,0000858,070,54,079,07000US540799029299999,"Remainder of Buffalo-Union district, Buffalo-Union district, Putnam County, West Virginia",4656,2329,0,9,0,119,31,85,33,29,1454,78,140,109,143,30,47,22,2327,13,23,12,42,25,63,44,13,1137,331,200,163,132,129,0,0
ACSSF,2010e5,wv,000,0040,0000859,070,54,079,07000US540799072019516,"Culloden CDP (part), Curry district, Putnam County, West Virginia",149,93,0,0,0,0,0,0,0,0,65,15,0,13,0,0,0,0,56,0,0,0,0,0,0,0,0,0,30,15,0,11,0,0,0
ACSSF,2010e5,wv,000,0040,0000860,070,54,079,07000US540799072039532,"Hurricane city (part), Curry district, Putnam County, West Virginia",3163,1435,13,0,0,25,49,79,12,98,454,87,147,85,347,26,0,13,1728,0,0,23,35,25,37,63,52,596,165,197,111,229,177,0,18
ACSSF,2010e5,wv,000,0040,0000861,070,54,079,07000US540799072099999,"Remainder of Curry district, Curry district, Putnam County, West Virginia",3320,1586,19,0,0,101,37,35,64,14,473,155,143,137,295,113,0,0,1734,0,0,26,24,62,10,113,22,778,139,191,118,205,46,0,0
ACSSF,2010e5,wv,000,0040,0000862,070,54,079,07000US540799250804204,"Bancroft town, Pocatalico district, Putnam County, West Virginia",194,115,2,0,3,5,0,6,0,0,68,2,22,5,2,0,0,0,79,0,0,0,4,0,3,0,0,48,7,7,0,4,6,0,0
ACSSF,2010e5,wv,000,0040,0000863,070,54,079,07000US540799250859068,"Nitro city (part), Pocatalico district, Putnam County, West Virginia",815,402,0,0,10,9,23,0,30,0,212,46,72,0,0,0,0,0,413,0,0,11,0,0,48,33,7,149,79,32,0,38,16,0,0
ACSSF,2010e5,wv,000,0040,0000864,070,54,079,07000US540799250864516,"Poca town (part), Pocatalico district, Putnam County, West Virginia",897,391,0,0,6,12,0,0,5,3,179,33,34,23,55,35,3,3,506,0,0,3,10,12,13,15,0,185,45,58,54,57,54,0,0
ACSSF,2010e5,wv,000,0040,0000865,070,54,079,07000US540799250899999,"Remainder of Pocatalico district, Pocatalico district, Putnam County, West Virginia",4131,2059,6,0,53,115,126,71,78,25,884,126,177,40,235,93,15,15,2072,0,0,104,99,1,22,62,42,752,289,325,116,175,85,0,0
