FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Renter occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc."
ACSSF,2014e5,wv,000,0110,0000441,070,54,025,07000US540259097200772,"Alderson town (part), Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000442,070,54,025,07000US540259097226692,"Falling Spring town, Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000443,070,54,025,07000US540259097270156,"Ronceverte city (part), Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000444,070,54,025,07000US540259097286812,"White Sulphur Springs city, Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000445,070,54,025,07000US540259097299999,"Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000446,070,54,025,07000US540259360166412,"Quinwood town, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000447,070,54,025,07000US540259360166652,"Rainelle town, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000448,070,54,025,07000US540259360170828,"Rupert town, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000449,070,54,025,07000US540259360199999,"Remainder of Western district, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000450,070,54,027,07000US540279020413108,"Capon Bridge town (part), Bloomery district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000451,070,54,027,07000US540279020499999,"Remainder of Bloomery district, Bloomery district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000452,070,54,027,07000US540279036013108,"Capon Bridge town (part), Capon district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000453,070,54,027,07000US540279036099999,"Remainder of Capon district, Capon district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000454,070,54,027,07000US540279124899999,"Gore district, Gore district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000455,070,54,027,07000US540279218499999,"Mill Creek district, Mill Creek district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000456,070,54,027,07000US540279267670084,"Romney city, Romney district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000457,070,54,027,07000US540279267699999,"Remainder of Romney district, Romney district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000458,070,54,027,07000US540279282099999,"Sherman district, Sherman district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000459,070,54,027,07000US540279298833436,"Green Spring CDP, Springfield district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000460,070,54,027,07000US540279298876084,"Springfield CDP, Springfield district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000461,070,54,027,07000US540279298899999,"Remainder of Springfield district, Springfield district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000462,070,54,029,07000US540299031285156,"Weirton city (part), Butler district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000463,070,54,029,07000US540299054058372,"New Cumberland city, Clay district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000464,070,54,029,07000US540299054085156,"Weirton city (part), Clay district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000465,070,54,029,07000US540299054099999,"Remainder of Clay district, Clay district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000466,070,54,029,07000US540299130815076,"Chester city, Grant district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000467,070,54,029,07000US540299130858420,"Newell CDP, Grant district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000468,070,54,029,07000US540299130899999,"Remainder of Grant district, Grant district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000469,070,54,031,07000US540319037284580,"Wardensville town, Capon district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000470,070,54,031,07000US540319037299999,"Remainder of Capon district, Capon district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000471,070,54,031,07000US540319196899999,"Lost River district, Lost River district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000472,070,54,031,07000US540319223255588,"Moorefield town (part), Moorefield district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000473,070,54,031,07000US540319223299999,"Remainder of Moorefield district, Moorefield district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000474,070,54,031,07000US540319238255588,"Moorefield town (part), Old Fields district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000475,070,54,031,07000US540319238299999,"Remainder of Old Fields district, Old Fields district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000476,070,54,031,07000US540319292855588,"Moorefield town (part), South Fork district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000477,070,54,031,07000US540319292899999,"Remainder of South Fork district, South Fork district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000478,070,54,033,07000US540339097501900,"Anmoore town (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000479,070,54,033,07000US540339097510180,"Bridgeport city (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000480,070,54,033,07000US540339097515628,"Clarksburg city (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000481,070,54,033,07000US540339097521316,"Despard CDP (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000482,070,54,033,07000US540339097536628,"Hepzibah CDP, Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000483,070,54,033,07000US540339097575796,"Spelter CDP, Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000484,070,54,033,07000US540339097599999,"Remainder of Eastern district, Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000485,070,54,033,07000US540339235210180,"Bridgeport city (part), Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000486,070,54,033,07000US540339235225516,"Enterprise CDP, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000487,070,54,033,07000US540339235234180,"Gypsy CDP, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000488,070,54,033,07000US540339235249252,"Lumberport town (part), Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000489,070,54,033,07000US540339235273636,"Shinnston city, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000490,070,54,033,07000US540339235284172,"Wallace CDP, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000491,070,54,033,07000US540339235299999,"Remainder of Northern district, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000492,070,54,033,07000US540339236815628,"Clarksburg city (part), North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000493,070,54,033,07000US540339236821316,"Despard CDP (part), North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000494,070,54,033,07000US540339236849252,"Lumberport town (part), North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000495,070,54,033,07000US540339236899999,"Remainder of North Urban district, North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000496,070,54,033,07000US540339292301900,"Anmoore town (part), Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000497,070,54,033,07000US540339292310180,"Bridgeport city (part), Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000498,070,54,033,07000US540339292315628,"Clarksburg city (part), Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000499,070,54,033,07000US540339292348748,"Lost Creek town, Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000500,070,54,033,07000US540339292359836,"Nutter Fort town (part), Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000501,070,54,033,07000US540339292377188,"Stonewood city, Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000502,070,54,033,07000US540339292399999,"Remainder of Southern district, Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000503,070,54,033,07000US540339293215628,"Clarksburg city (part), South Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000504,070,54,033,07000US540339293259836,"Nutter Fort town (part), South Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000505,070,54,033,07000US540339293299999,"Remainder of South Urban district, South Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000506,070,54,033,07000US540339295271380,"Salem city, Southwest district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000507,070,54,033,07000US540339295285924,"West Milford town, Southwest district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000508,070,54,033,07000US540339295288276,"Wolf Summit CDP, Southwest district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000509,070,54,033,07000US540339295299999,"Remainder of Southwest district, Southwest district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000510,070,54,035,07000US540359097668596,"Ripley city (part), Eastern district, Jackson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000511,070,54,035,07000US540359097699999,"Remainder of Eastern district, Eastern district, Jackson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000512,070,54,035,07000US540359235367108,"Ravenswood city, Northern district, Jackson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000513,070,54,035,07000US540359235399999,"Remainder of Northern district, Northern district, Jackson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000514,070,54,035,07000US540359360568596,"Ripley city (part), Western district, Jackson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000515,070,54,035,07000US540359360599999,"Remainder of Western district, Western district, Jackson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000516,070,54,037,07000US540379050414610,"Charles Town city (part), Charles Town district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000517,070,54,037,07000US540379050466988,"Ranson corporation (part), Charles Town district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000518,070,54,037,07000US540379050473444,"Shenandoah Junction CDP (part), Charles Town district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000519,070,54,037,07000US540379050499999,"Remainder of Charles Town district, Charles Town district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000520,070,54,037,07000US540379154808932,"Bolivar town, Harpers Ferry district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000521,070,54,037,07000US540379154814610,"Charles Town city (part), Harpers Ferry district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000522,070,54,037,07000US540379154835284,"Harpers Ferry town, Harpers Ferry district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000523,070,54,037,07000US540379154873252,"Shannondale CDP, Harpers Ferry district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000524,070,54,037,07000US540379154899999,"Remainder of Harpers Ferry district, Harpers Ferry district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000525,070,54,037,07000US540379174014610,"Charles Town city (part), Kabletown district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000526,070,54,037,07000US540379174099999,"Remainder of Kabletown district, Kabletown district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000527,070,54,037,07000US540379216053692,"Middleway CDP, Middleway district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000528,070,54,037,07000US540379216066988,"Ranson corporation (part), Middleway district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000529,070,54,037,07000US540379216073444,"Shenandoah Junction CDP (part), Middleway district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000530,070,54,037,07000US540379216099999,"Remainder of Middleway district, Middleway district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000531,070,54,037,07000US540379276073444,"Shenandoah Junction CDP (part), Shepherdstown district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000532,070,54,037,07000US540379276073468,"Shepherdstown town, Shepherdstown district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000533,070,54,037,07000US540379276099999,"Remainder of Shepherdstown district, Shepherdstown district, Jefferson County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0110,0000534,070,54,039,07000US540399076805836,"Belle town, District 1, Kanawha County, West Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
