FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Owner occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Renter occupied:,Built 2000 or later:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1980 to 1999:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1960 to 1979:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1940 to 1959:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc.",Built 1939 or earlier:,"1, detached  or attached",2 to 4,5 to 19,20 to 49,50 or more,"Mobile home, boat, RV, van, etc."
ACSSF,2014e5,wv,000,0110,0000011,040,54,   ,040G0US54,West Virginia -- Not in metropolitan or micropolitan statistical area,163632,125779,15356,10405,6,0,0,0,4945,38457,26224,8,13,0,0,12212,33513,26144,34,0,0,0,7335,18989,18682,120,0,0,0,187,19464,19268,135,11,12,0,38,37853,3034,1015,304,334,51,61,1269,10596,3373,1089,1295,365,499,3975,11669,4885,1438,1364,306,467,3209,6062,4761,715,436,70,31,49,6492,5258,629,426,45,122,12
ACSSF,2014e5,wv,000,0110,0000012,040,54,   ,040H0US54,West Virginia -- Not in metropolitan statistical area,285659,218166,25149,17537,6,29,7,0,7570,61806,41874,95,26,0,0,19811,56438,45185,74,9,0,10,11160,36877,36288,178,0,4,10,397,37896,37570,228,11,12,0,75,67493,5348,1527,657,1084,183,95,1802,18152,5402,2063,2866,557,802,6462,19423,7941,2513,2590,475,1000,4904,12267,8985,1631,1115,240,205,91,12303,9112,1729,1046,117,287,12
ACSSF,2014e5,wv,000,0110,0000013,050,54,001,05000US54001,"Barbour County, West Virginia",6179,4676,558,397,0,0,0,0,161,1287,981,0,0,0,0,306,1499,1192,0,0,0,0,307,539,538,0,0,0,0,1,793,793,0,0,0,0,0,1503,48,18,2,19,0,0,9,343,98,28,44,11,69,93,523,275,41,57,15,60,75,257,153,24,69,0,3,8,332,221,54,50,0,7,0
ACSSF,2014e5,wv,000,0110,0000014,050,54,003,05000US54003,"Berkeley County, West Virginia",40614,30355,11372,9975,12,0,0,0,1385,10726,8638,14,0,0,0,2074,4597,4222,0,0,0,0,375,1715,1695,0,0,0,0,20,1945,1876,51,0,0,0,18,10259,2439,1397,101,395,0,115,431,2989,1092,344,600,71,119,763,2448,842,389,550,48,132,487,1042,606,126,229,0,81,0,1341,856,319,133,20,13,0
ACSSF,2014e5,wv,000,0110,0000015,050,54,005,05000US54005,"Boone County, West Virginia",9602,7235,833,410,0,0,0,0,423,2554,1319,0,0,0,0,1235,1639,1057,6,0,0,0,576,1288,1279,0,0,0,0,9,921,917,4,0,0,0,0,2367,211,49,0,17,0,2,143,938,219,70,47,31,68,503,554,179,19,19,10,1,326,489,436,25,0,28,0,0,175,162,0,13,0,0,0
ACSSF,2014e5,wv,000,0110,0000016,050,54,007,05000US54007,"Braxton County, West Virginia",5652,4260,695,481,0,0,0,0,214,1570,1130,0,0,0,0,440,777,581,0,0,0,0,196,499,497,0,0,0,0,2,719,707,12,0,0,0,0,1392,150,69,0,9,16,2,54,384,164,28,47,3,3,139,411,143,21,25,10,0,212,195,181,14,0,0,0,0,252,200,20,20,12,0,0
ACSSF,2014e5,wv,000,0110,0000017,050,54,009,05000US54009,"Brooke County, West Virginia",10086,7504,332,330,0,0,0,0,2,1024,782,0,0,0,0,242,2237,2113,0,0,0,0,124,2282,2268,2,0,0,0,12,1629,1617,12,0,0,0,0,2582,43,7,0,36,0,0,0,419,55,25,45,144,26,124,911,340,151,263,83,17,57,658,463,156,39,0,0,0,551,354,114,83,0,0,0
ACSSF,2014e5,wv,000,0110,0000018,050,54,011,05000US54011,"Cabell County, West Virginia",40220,24380,2297,1565,27,0,0,0,705,4785,3434,24,9,8,49,1261,6939,6339,17,39,19,25,500,5630,5567,39,12,0,12,0,4729,4637,77,0,0,15,0,15840,1832,475,257,694,117,92,197,3204,610,565,1082,254,343,350,4615,1279,1001,1416,298,457,164,3395,2001,598,577,70,55,94,2794,1488,704,369,43,190,0
ACSSF,2014e5,wv,000,0110,0000019,050,54,013,05000US54013,"Calhoun County, West Virginia",3112,2466,311,199,0,0,0,0,112,875,531,0,0,0,0,344,663,438,0,0,0,0,225,283,283,0,0,0,0,0,334,334,0,0,0,0,0,646,65,29,0,6,0,0,30,153,67,0,11,8,0,67,267,168,1,5,0,0,93,46,40,0,6,0,0,0,115,93,0,22,0,0,0
ACSSF,2014e5,wv,000,0110,0000020,050,54,015,05000US54015,"Clay County, West Virginia",3486,2953,432,222,0,0,0,0,210,1149,820,0,0,0,0,329,725,457,0,0,0,0,268,366,353,0,0,0,0,13,281,281,0,0,0,0,0,533,9,9,0,0,0,0,0,170,33,11,12,38,0,76,213,90,6,6,0,23,88,85,48,2,5,0,0,30,56,46,0,10,0,0,0
ACSSF,2014e5,wv,000,0110,0000021,050,54,017,05000US54017,"Doddridge County, West Virginia",2761,2339,267,156,0,0,0,0,111,530,447,11,0,0,0,72,679,491,14,0,0,0,174,339,324,0,0,0,0,15,524,521,3,0,0,0,0,422,25,0,0,0,0,0,25,82,52,2,17,0,0,11,139,17,0,13,0,0,109,76,76,0,0,0,0,0,100,90,6,4,0,0,0
ACSSF,2014e5,wv,000,0110,0000022,050,54,019,05000US54019,"Fayette County, West Virginia",17566,13659,1095,759,5,0,0,0,331,2636,1670,0,0,0,0,966,3711,3023,10,0,0,0,678,3286,3249,18,0,0,0,19,2931,2913,7,0,0,0,11,3907,157,82,0,32,2,0,41,929,292,79,157,66,99,236,1006,465,91,134,61,37,218,804,709,38,24,17,16,0,1011,765,81,124,41,0,0
ACSSF,2014e5,wv,000,0110,0000023,050,54,021,05000US54021,"Gilmer County, West Virginia",2645,2020,242,193,0,0,0,0,49,607,343,0,0,0,0,264,530,379,0,0,0,0,151,269,244,9,0,0,0,16,372,368,4,0,0,0,0,625,34,0,0,27,0,0,7,129,41,35,17,0,0,36,239,75,48,38,0,0,78,139,108,27,4,0,0,0,84,84,0,0,0,0,0
ACSSF,2014e5,wv,000,0110,0000024,050,54,023,05000US54023,"Grant County, West Virginia",4256,3278,411,324,0,0,0,0,87,1099,914,0,0,0,0,185,968,844,0,0,0,0,124,305,301,0,0,0,0,4,495,493,2,0,0,0,0,978,95,29,15,25,0,0,26,260,84,44,52,4,0,76,222,144,11,21,0,5,41,177,86,32,59,0,0,0,224,224,0,0,0,0,0
ACSSF,2014e5,wv,000,0110,0000025,050,54,025,05000US54025,"Greenbrier County, West Virginia",15246,11292,1433,1054,0,0,0,0,379,2634,1948,0,0,0,0,686,3093,2495,0,0,0,0,598,2077,2024,36,0,0,0,17,2055,2055,0,0,0,0,0,3954,363,118,110,25,28,0,82,826,246,90,186,8,8,288,1436,571,362,146,37,46,274,710,478,142,70,20,0,0,619,508,64,47,0,0,0
ACSSF,2014e5,wv,000,0110,0000026,050,54,027,05000US54027,"Hampshire County, West Virginia",10628,5471,525,407,0,0,0,0,118,1694,1429,0,8,0,0,257,2029,1707,0,0,0,0,322,791,780,0,0,0,0,11,432,432,0,0,0,0,0,5157,246,168,5,0,8,0,65,1422,648,134,124,45,20,451,2727,1569,36,65,5,0,1052,549,483,28,28,0,0,10,213,169,44,0,0,0,0
ACSSF,2014e5,wv,000,0110,0000027,050,54,029,05000US54029,"Hancock County, West Virginia",12970,9620,520,408,0,13,0,0,99,1053,629,14,0,0,0,410,2732,2480,40,16,0,0,196,3669,3634,35,0,0,0,0,1646,1600,20,0,0,0,26,3350,309,92,86,89,42,0,0,600,72,53,203,52,60,160,1059,438,288,119,17,69,128,1088,707,280,51,50,0,0,294,188,61,39,0,6,0
ACSSF,2014e5,wv,000,0110,0000028,050,54,031,05000US54031,"Hardy County, West Virginia",5169,3956,617,541,0,0,0,0,76,1737,1174,0,0,0,0,563,856,733,0,0,0,0,123,416,416,0,0,0,0,0,330,319,0,11,0,0,0,1213,45,22,12,11,0,0,0,382,55,45,95,5,0,182,399,179,18,111,0,0,91,220,152,44,0,24,0,0,167,129,24,14,0,0,0
ACSSF,2014e5,wv,000,0110,0000029,050,54,033,05000US54033,"Harrison County, West Virginia",27755,20592,1917,1538,0,29,0,0,350,4453,3268,36,0,0,0,1149,4552,4080,14,0,0,0,458,4708,4640,27,0,0,0,41,4962,4947,15,0,0,0,0,7163,549,96,110,264,3,12,64,1654,512,140,457,30,95,420,1535,447,265,291,33,204,295,1541,1135,237,102,11,37,19,1884,1410,362,102,10,0,0
ACSSF,2014e5,wv,000,0110,0000030,050,54,035,05000US54035,"Jackson County, West Virginia",11242,8674,1189,875,0,0,0,0,314,2630,1901,0,0,0,0,729,2847,2454,0,0,0,0,393,1318,1318,0,0,0,0,0,690,690,0,0,0,0,0,2568,297,11,40,81,0,20,145,549,113,76,87,0,27,246,1049,343,306,182,18,46,154,343,213,130,0,0,0,0,330,285,0,19,0,14,12
ACSSF,2014e5,wv,000,0110,0000031,050,54,037,05000US54037,"Jefferson County, West Virginia",20126,15311,4272,4069,0,0,0,0,203,5708,5313,7,0,0,0,388,3331,2972,8,0,0,0,351,829,823,6,0,0,0,0,1171,1144,20,7,0,0,0,4815,820,546,22,157,0,0,95,1686,779,137,396,24,113,237,1177,612,130,256,37,38,104,498,370,83,11,0,11,23,634,425,102,82,25,0,0
ACSSF,2014e5,wv,000,0110,0000032,050,54,039,05000US54039,"Kanawha County, West Virginia",82531,58104,4589,3126,52,4,0,0,1407,12078,8352,67,55,21,52,3531,16193,14223,172,86,11,82,1619,18225,17788,130,176,72,51,8,7019,6869,58,23,11,29,29,24427,2524,322,616,888,202,57,439,5050,1100,1142,1200,109,461,1038,6744,1922,1785,1264,405,908,460,6876,4183,1465,772,198,255,3,3233,2094,505,406,111,110,7
ACSSF,2014e5,wv,000,0110,0000033,050,54,041,05000US54041,"Lewis County, West Virginia",6476,4608,721,539,0,0,0,0,182,1240,954,0,0,0,0,286,1164,923,0,0,0,0,241,581,581,0,0,0,0,0,902,895,0,0,0,0,7,1868,230,61,33,35,0,32,69,439,90,38,44,41,65,161,445,116,18,54,23,65,169,368,316,31,21,0,0,0,386,337,22,1,8,18,0
ACSSF,2014e5,wv,000,0110,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",8128,6274,972,674,0,0,0,0,298,2094,1249,0,0,0,0,845,1789,1260,0,0,0,0,529,869,847,0,0,0,0,22,550,546,4,0,0,0,0,1854,128,9,0,0,0,0,119,530,97,3,28,31,11,360,486,194,61,27,15,0,189,495,423,22,0,3,0,47,215,206,6,3,0,0,0
ACSSF,2014e5,wv,000,0110,0000035,050,54,045,05000US54045,"Logan County, West Virginia",14444,10855,1252,794,0,0,0,0,458,3496,1984,0,3,0,0,1509,2369,1879,0,0,0,0,490,2118,2060,0,0,4,0,54,1620,1615,5,0,0,0,0,3589,342,104,2,67,0,0,169,1152,370,63,269,9,51,390,1026,420,92,190,0,3,321,678,614,24,40,0,0,0,391,288,33,64,0,6,0
ACSSF,2014e5,wv,000,0110,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",8386,6532,293,92,0,0,0,0,201,1332,580,0,0,0,0,752,1395,685,6,0,0,0,704,1445,1426,0,0,0,0,19,2067,2054,0,0,0,0,13,1854,62,0,13,9,0,0,40,409,83,7,4,5,25,285,480,174,19,26,0,60,201,254,248,4,0,0,0,2,649,562,43,21,0,23,0
ACSSF,2014e5,wv,000,0110,0000037,050,54,049,05000US54049,"Marion County, West Virginia",22596,17466,1701,1473,0,0,7,0,221,2928,2012,40,0,0,0,876,3982,3307,0,0,0,0,675,3978,3894,13,0,0,0,71,4877,4814,45,0,0,0,18,5130,354,59,145,114,20,0,16,949,178,305,246,18,28,174,1083,530,171,137,41,99,105,1535,846,331,227,61,65,5,1209,816,231,91,10,61,0
ACSSF,2014e5,wv,000,0110,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",13847,10691,861,733,0,0,0,0,128,1653,1266,0,0,0,0,387,3082,2701,0,0,0,0,381,2303,2303,0,0,0,0,0,2792,2774,18,0,0,0,0,3156,208,21,60,115,0,0,12,679,117,151,218,6,9,178,1057,442,207,115,68,100,125,692,622,62,8,0,0,0,520,429,81,10,0,0,0
ACSSF,2014e5,wv,000,0110,0000039,050,54,053,05000US54053,"Mason County, West Virginia",10729,8686,1192,739,0,0,0,0,453,2578,1681,0,0,0,0,897,2542,1929,0,0,0,0,613,1484,1474,0,0,0,10,0,890,890,0,0,0,0,0,2043,141,27,16,66,12,0,20,583,125,30,103,5,14,306,707,293,53,83,12,25,241,339,263,60,0,16,0,0,273,196,39,24,0,14,0
ACSSF,2014e5,wv,000,0110,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",25590,18645,1980,1319,0,0,0,0,661,4812,2629,0,10,0,0,2173,5656,4652,0,0,0,10,994,3320,3303,10,0,0,0,7,2877,2858,0,0,0,0,19,6945,602,144,36,196,52,8,166,1921,552,161,316,21,23,848,2121,953,278,361,47,76,406,1084,725,80,194,43,42,0,1217,579,260,260,34,84,0
ACSSF,2014e5,wv,000,0110,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",11148,6470,573,515,0,0,0,0,58,1748,1424,0,0,0,0,324,2291,1961,0,0,0,0,330,1043,1043,0,0,0,0,0,815,801,14,0,0,0,0,4678,278,149,76,27,0,0,26,1142,390,186,73,114,78,301,1783,1013,67,52,7,69,575,951,802,89,40,0,17,3,524,448,20,3,0,53,0
ACSSF,2014e5,wv,000,0110,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",10836,8305,1220,297,0,0,0,0,923,3505,1733,0,0,0,0,1772,1797,1391,2,0,0,0,404,1045,1033,0,0,0,0,12,738,706,13,0,12,0,7,2531,357,74,28,45,0,0,210,915,330,62,80,0,58,385,537,208,43,133,0,55,98,398,303,8,69,0,18,0,324,153,54,57,0,60,0
ACSSF,2014e5,wv,000,0110,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",36857,21123,4241,3422,14,56,79,0,670,6354,4696,51,19,9,20,1559,4822,3709,34,23,0,0,1056,2947,2914,33,0,0,0,0,2759,2648,104,7,0,0,0,15734,3862,629,342,1703,707,357,124,4401,699,734,1553,505,303,607,3561,783,762,910,193,187,726,1875,891,610,340,17,17,0,2035,974,727,179,109,46,0
ACSSF,2014e5,wv,000,0110,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",5719,4639,487,406,0,0,0,0,81,1281,814,4,13,0,0,450,1537,1175,0,0,0,0,362,706,644,25,0,0,0,37,628,628,0,0,0,0,0,1080,172,88,5,0,0,0,79,321,191,18,41,7,0,64,318,161,0,0,0,0,157,75,75,0,0,0,0,0,194,178,16,0,0,0,0
ACSSF,2014e5,wv,000,0110,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",7358,4864,1037,883,0,0,0,0,154,2006,1731,4,0,0,0,271,1036,844,8,0,0,0,184,409,409,0,0,0,0,0,376,366,10,0,0,0,0,2494,137,48,0,3,0,7,79,829,582,77,77,4,0,89,1030,614,40,39,0,0,337,191,123,53,15,0,0,0,307,246,46,15,0,0,0
ACSSF,2014e5,wv,000,0110,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",10686,8497,1352,725,0,0,0,0,627,3329,2055,0,0,0,0,1274,2210,1692,0,0,0,0,518,977,977,0,0,0,0,0,629,616,13,0,0,0,0,2189,258,195,0,0,0,0,63,892,66,20,115,56,118,517,573,225,128,25,79,19,97,318,295,23,0,0,0,0,148,133,15,0,0,0,0
ACSSF,2014e5,wv,000,0110,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",18582,12680,572,521,0,0,0,0,51,1766,1427,30,39,0,0,270,2742,2480,45,44,0,6,167,3054,3012,30,0,0,6,6,4546,4487,54,5,0,0,0,5902,275,66,26,39,52,44,48,652,119,98,119,8,176,132,1905,293,493,231,124,607,157,1226,607,389,99,0,111,20,1844,729,757,232,45,81,0
ACSSF,2014e5,wv,000,0110,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",3199,2446,207,150,0,0,0,0,57,781,632,0,0,0,0,149,582,428,0,0,0,0,154,287,283,0,0,0,0,4,589,583,0,0,0,0,6,753,25,22,0,0,0,0,3,309,109,64,23,0,0,113,137,96,4,0,0,0,37,156,138,0,18,0,0,0,126,115,11,0,0,0,0
ACSSF,2014e5,wv,000,0110,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",2822,2377,290,181,0,0,0,0,109,684,498,0,0,0,0,186,602,450,0,0,0,0,152,391,391,0,0,0,0,0,410,410,0,0,0,0,0,445,9,0,0,2,0,0,7,177,22,43,72,6,0,34,138,59,8,9,0,0,62,71,57,14,0,0,0,0,50,29,21,0,0,0,0
ACSSF,2014e5,wv,000,0110,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",3719,3010,451,375,0,0,0,0,76,1004,792,0,0,0,0,212,682,489,0,0,0,0,193,334,334,0,0,0,0,0,539,539,0,0,0,0,0,709,18,18,0,0,0,0,0,191,64,7,18,18,0,84,172,75,7,26,0,0,64,125,119,0,0,0,0,6,203,100,92,11,0,0,0
ACSSF,2014e5,wv,000,0110,0000051,050,54,077,05000US54077,"Preston County, West Virginia",12610,10032,1417,1238,0,0,0,0,179,3332,2353,0,7,0,0,972,2255,1776,0,0,0,0,479,1208,1182,0,0,0,0,26,1820,1807,13,0,0,0,0,2578,263,92,45,80,0,0,46,695,170,127,132,44,0,222,658,233,70,83,7,0,265,298,243,48,7,0,0,0,664,545,70,49,0,0,0
ACSSF,2014e5,wv,000,0110,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",21453,17807,2684,2040,35,8,0,0,601,7328,6089,0,48,0,0,1191,4934,4340,0,0,0,0,594,1928,1911,0,0,0,0,17,933,921,0,0,0,4,8,3646,418,140,0,129,46,33,70,1648,323,121,519,121,43,521,1042,484,136,171,158,9,84,267,239,28,0,0,0,0,271,192,18,61,0,0,0
ACSSF,2014e5,wv,000,0110,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",31164,22788,2692,2117,20,0,0,0,555,6305,4331,11,15,0,0,1948,6854,6393,7,0,0,0,454,4641,4619,0,0,0,0,22,2296,2274,6,0,0,0,16,8376,707,143,119,207,12,33,193,2595,702,473,446,98,269,607,1849,820,177,390,78,105,279,1924,1692,113,50,9,0,60,1301,1061,105,93,7,0,35
ACSSF,2014e5,wv,000,0110,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",11351,8539,822,617,0,0,0,0,205,3040,2434,0,0,0,0,606,2038,1751,12,9,0,0,266,1224,1216,8,0,0,0,0,1415,1403,12,0,0,0,0,2812,222,80,38,11,45,14,34,782,171,196,89,78,52,196,648,232,138,116,8,15,139,775,427,163,116,22,30,17,385,245,68,54,18,0,0
ACSSF,2014e5,wv,000,0110,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",4023,3175,296,207,0,0,0,0,89,796,485,0,0,0,0,311,687,551,0,0,0,0,136,606,606,0,0,0,0,0,790,784,5,0,0,0,1,848,74,28,3,27,0,0,16,219,94,16,34,0,0,75,220,69,14,32,16,0,89,168,129,19,20,0,0,0,167,144,2,21,0,0,0
ACSSF,2014e5,wv,000,0110,0000056,050,54,087,05000US54087,"Roane County, West Virginia",5902,4471,548,379,6,0,0,0,163,1272,833,0,0,0,0,439,1186,946,0,0,0,0,240,763,736,0,0,0,0,27,702,702,0,0,0,0,0,1431,53,10,5,0,0,0,38,395,85,23,10,27,25,225,413,239,37,7,8,0,122,272,171,75,0,26,0,0,298,282,5,4,7,0,0
ACSSF,2014e5,wv,000,0110,0000057,050,54,089,05000US54089,"Summers County, West Virginia",5560,4385,414,369,0,0,0,0,45,1077,872,0,0,0,0,205,1234,1008,7,0,0,0,219,658,621,37,0,0,0,0,1002,929,73,0,0,0,0,1175,23,0,10,0,0,0,13,385,173,17,28,26,44,97,308,96,16,66,0,12,118,217,189,15,0,0,0,13,242,211,11,20,0,0,0
ACSSF,2014e5,wv,000,0110,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",6801,5265,662,496,0,0,0,0,166,1512,1195,0,0,0,0,317,1107,952,0,0,0,0,155,717,695,0,0,0,0,22,1267,1254,13,0,0,0,0,1536,79,2,6,32,0,0,39,433,69,77,74,31,40,142,495,164,78,35,28,111,79,177,138,21,0,17,0,1,352,230,101,21,0,0,0
ACSSF,2014e5,wv,000,0110,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",2969,2406,197,190,0,0,0,0,7,771,658,0,0,0,0,113,607,554,0,0,0,0,53,271,254,0,0,0,0,17,560,560,0,0,0,0,0,563,20,13,7,0,0,0,0,70,39,4,5,14,5,3,172,91,33,29,4,0,15,135,124,6,0,0,0,5,166,138,21,7,0,0,0
