FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races:,Two races including Some other race,"Two races excluding Some other race, and three or more races"
ACSSF,2012e5,wv,000,0004,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",8750,8509,119,3,12,0,1,106,10,96
ACSSF,2012e5,wv,000,0004,0000051,050,54,077,05000US54077,"Preston County, West Virginia",33471,31899,1067,57,36,0,87,325,36,289
ACSSF,2012e5,wv,000,0004,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",55660,54017,655,30,433,14,19,492,26,466
ACSSF,2012e5,wv,000,0004,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",78852,69897,6663,176,905,23,292,896,84,812
ACSSF,2012e5,wv,000,0004,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",29361,28567,318,37,122,51,14,252,13,239
ACSSF,2012e5,wv,000,0004,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",10391,10240,27,27,5,0,12,80,2,78
ACSSF,2012e5,wv,000,0004,0000056,050,54,087,05000US54087,"Roane County, West Virginia",14884,14001,1,34,8,0,2,838,0,838
ACSSF,2012e5,wv,000,0004,0000057,050,54,089,05000US54089,"Summers County, West Virginia",13813,13184,458,0,43,28,17,83,0,83
ACSSF,2012e5,wv,000,0004,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",16889,16441,176,38,10,25,11,188,13,175
ACSSF,2012e5,wv,000,0004,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",7109,6999,24,0,5,0,0,81,0,81
ACSSF,2012e5,wv,000,0004,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",9188,9094,24,15,2,0,0,53,0,53
ACSSF,2012e5,wv,000,0004,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",24210,23619,185,15,83,0,35,273,17,256
ACSSF,2012e5,wv,000,0004,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",42273,41662,69,57,105,0,17,363,0,363
ACSSF,2012e5,wv,000,0004,0000063,050,54,101,05000US54101,"Webster County, West Virginia",9158,9061,4,0,15,0,0,78,0,78
ACSSF,2012e5,wv,000,0004,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",16526,16320,48,7,61,19,0,71,0,71
ACSSF,2012e5,wv,000,0004,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",5769,5585,20,22,0,0,31,111,0,111
ACSSF,2012e5,wv,000,0004,0000066,050,54,107,05000US54107,"Wood County, West Virginia",86835,83725,985,135,442,62,169,1317,104,1213
ACSSF,2012e5,wv,000,0004,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",23668,23222,244,51,5,42,0,104,0,104
ACSSF,2012e5,wv,000,0004,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",6439,6205,22,97,45,0,0,70,11,59
ACSSF,2012e5,wv,000,0004,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",6247,6048,1,17,0,0,0,181,0,181
ACSSF,2012e5,wv,000,0004,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",3786,3699,45,0,0,0,0,42,0,42
ACSSF,2012e5,wv,000,0004,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",14304,12052,1470,44,47,10,148,533,22,511
ACSSF,2012e5,wv,000,0004,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",11565,9869,922,0,224,0,190,360,0,360
ACSSF,2012e5,wv,000,0004,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",16584,14941,944,8,249,0,297,145,5,140
ACSSF,2012e5,wv,000,0004,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",20507,18346,1405,7,156,0,67,526,67,459
ACSSF,2012e5,wv,000,0004,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",20928,17269,2502,86,198,0,114,759,56,703
ACSSF,2012e5,wv,000,0004,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",20522,19669,268,38,23,0,72,452,17,435
ACSSF,2012e5,wv,000,0004,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",8593,8537,46,0,0,0,0,10,10,0
ACSSF,2012e5,wv,000,0004,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",6660,6583,10,0,0,0,0,67,0,67
ACSSF,2012e5,wv,000,0004,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",9364,9136,176,0,3,0,0,49,0,49
ACSSF,2012e5,wv,000,0004,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",3733,3613,81,0,0,0,2,37,10,27
ACSSF,2012e5,wv,000,0004,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",3766,3760,0,0,0,0,0,6,0,6
ACSSF,2012e5,wv,000,0004,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",3839,3764,0,63,0,0,0,12,0,12
ACSSF,2012e5,wv,000,0004,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",3193,3157,5,0,11,0,0,20,0,20
ACSSF,2012e5,wv,000,0004,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",7970,7729,84,25,17,0,32,83,0,83
ACSSF,2012e5,wv,000,0004,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",7989,7795,154,7,0,0,0,33,33,0
ACSSF,2012e5,wv,000,0004,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",8062,7750,174,19,86,0,13,20,0,20
ACSSF,2012e5,wv,000,0004,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",17855,16580,856,24,43,0,9,343,0,343
ACSSF,2012e5,wv,000,0004,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",15731,12487,2487,52,105,22,47,531,0,531
ACSSF,2012e5,wv,000,0004,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",18666,16744,876,70,190,0,19,767,0,767
ACSSF,2012e5,wv,000,0004,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",23502,22339,183,43,451,0,34,452,8,444
ACSSF,2012e5,wv,000,0004,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",20486,19982,108,28,196,0,0,172,0,172
ACSSF,2012e5,wv,000,0004,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",1226,1181,0,0,0,0,0,45,0,45
ACSSF,2012e5,wv,000,0004,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",1598,1567,10,0,0,0,0,21,0,21
ACSSF,2012e5,wv,000,0004,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",1202,1190,3,0,3,0,0,6,0,6
ACSSF,2012e5,wv,000,0004,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",1940,1881,0,5,0,0,0,54,0,54
ACSSF,2012e5,wv,000,0004,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",1647,1624,5,0,0,0,0,18,0,18
ACSSF,2012e5,wv,000,0004,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",3648,3627,1,0,0,0,0,20,0,20
ACSSF,2012e5,wv,000,0004,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",2819,2799,4,4,0,0,3,9,0,9
ACSSF,2012e5,wv,000,0004,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",2965,2858,12,0,0,0,0,95,0,95
ACSSF,2012e5,wv,000,0004,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",2386,2354,6,1,0,0,0,25,0,25
ACSSF,2012e5,wv,000,0004,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",1561,1541,0,0,0,0,0,20,0,20
ACSSF,2012e5,wv,000,0004,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",1822,1822,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",2378,2291,39,0,0,0,0,48,0,48
ACSSF,2012e5,wv,000,0004,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",15352,14974,145,30,53,0,0,150,0,150
ACSSF,2012e5,wv,000,0004,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",15879,14373,1227,18,7,0,60,194,24,170
ACSSF,2012e5,wv,000,0004,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",14769,13556,885,55,16,0,103,154,10,144
ACSSF,2012e5,wv,000,0004,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",1373,1336,0,4,0,0,0,33,0,33
ACSSF,2012e5,wv,000,0004,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",3883,2549,968,34,19,0,126,187,71,116
ACSSF,2012e5,wv,000,0004,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1545,1508,0,0,0,0,0,37,0,37
ACSSF,2012e5,wv,000,0004,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",1822,1719,26,0,11,0,0,66,15,51
ACSSF,2012e5,wv,000,0004,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",4104,4095,0,0,0,0,0,9,0,9
ACSSF,2012e5,wv,000,0004,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",4259,3993,68,2,0,0,43,153,0,153
ACSSF,2012e5,wv,000,0004,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",3566,3564,1,0,0,0,0,1,0,1
ACSSF,2012e5,wv,000,0004,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",13035,12196,318,52,86,0,26,357,105,252
ACSSF,2012e5,wv,000,0004,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",11492,10766,465,13,8,16,16,208,2,206
ACSSF,2012e5,wv,000,0004,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",11045,10656,232,0,0,0,2,155,0,155
ACSSF,2012e5,wv,000,0004,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",3255,3061,108,0,70,0,0,16,0,16
ACSSF,2012e5,wv,000,0004,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",2315,2242,20,0,0,2,51,0,0,0
ACSSF,2012e5,wv,000,0004,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",4300,4224,23,0,0,0,0,53,0,53
ACSSF,2012e5,wv,000,0004,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",1322,1276,0,0,15,0,0,31,0,31
ACSSF,2012e5,wv,000,0004,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",4247,4162,30,0,0,0,22,33,0,33
ACSSF,2012e5,wv,000,0004,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",5163,5090,73,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",3189,3082,0,0,0,0,14,93,0,93
ACSSF,2012e5,wv,000,0004,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",9818,9343,243,12,68,0,0,152,5,147
ACSSF,2012e5,wv,000,0004,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",10633,10159,311,4,3,0,0,156,0,156
ACSSF,2012e5,wv,000,0004,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",10143,9815,25,37,16,0,0,250,0,250
ACSSF,2012e5,wv,000,0004,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",2724,2691,33,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",2591,2577,14,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",1985,1766,44,0,13,0,148,14,0,14
ACSSF,2012e5,wv,000,0004,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",3144,2747,355,12,0,0,0,30,10,20
ACSSF,2012e5,wv,000,0004,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",3468,3456,0,12,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",12212,11399,393,48,163,0,0,209,4,205
ACSSF,2012e5,wv,000,0004,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",11347,11247,16,5,40,0,0,39,0,39
ACSSF,2012e5,wv,000,0004,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",10033,9719,169,0,0,0,25,120,0,120
ACSSF,2012e5,wv,000,0004,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",12919,12521,184,6,12,59,31,106,0,106
ACSSF,2012e5,wv,000,0004,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",11822,11057,172,75,37,59,40,382,11,371
ACSSF,2012e5,wv,000,0004,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",10626,10250,113,5,96,0,46,116,16,100
ACSSF,2012e5,wv,000,0004,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",10085,9836,109,0,0,0,0,140,5,135
ACSSF,2012e5,wv,000,0004,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",8936,8755,40,5,0,0,0,136,0,136
ACSSF,2012e5,wv,000,0004,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",10185,10130,14,0,0,0,0,41,0,41
ACSSF,2012e5,wv,000,0004,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",11214,9047,1530,11,53,0,437,136,89,47
ACSSF,2012e5,wv,000,0004,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",9730,8833,380,0,211,0,13,293,30,263
ACSSF,2012e5,wv,000,0004,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",12312,11348,525,24,80,0,133,202,0,202
ACSSF,2012e5,wv,000,0004,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",10415,8805,598,0,239,0,31,742,35,707
ACSSF,2012e5,wv,000,0004,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",9874,9154,309,10,162,0,13,226,17,209
ACSSF,2012e5,wv,000,0004,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",42836,36743,1973,85,411,0,52,3572,22,3550
ACSSF,2012e5,wv,000,0004,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",51793,46038,2496,23,1200,0,11,2025,59,1966
ACSSF,2012e5,wv,000,0004,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",50015,46645,1762,56,352,0,16,1184,40,1144
ACSSF,2012e5,wv,000,0004,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",47928,42096,1819,79,119,0,32,3783,26,3757
ACSSF,2012e5,wv,000,0004,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",5084,4996,19,0,0,0,0,69,0,69
ACSSF,2012e5,wv,000,0004,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",5373,5133,25,14,29,0,0,172,0,172
ACSSF,2012e5,wv,000,0004,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",5932,5876,0,0,12,23,0,21,0,21
ACSSF,2012e5,wv,000,0004,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",3837,3793,0,0,3,0,0,41,0,41
ACSSF,2012e5,wv,000,0004,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",4575,4568,7,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",3288,3157,7,0,24,0,0,100,0,100
ACSSF,2012e5,wv,000,0004,0000156,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",2084,2033,37,0,0,0,0,14,0,14
ACSSF,2012e5,wv,000,0004,0000157,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",4924,4867,0,10,5,0,0,42,0,42
ACSSF,2012e5,wv,000,0004,0000158,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",3006,3006,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000159,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",10614,10199,156,62,47,0,12,138,0,138
ACSSF,2012e5,wv,000,0004,0000160,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",13718,13310,257,0,71,0,17,63,0,63
ACSSF,2012e5,wv,000,0004,0000161,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",12176,11765,410,0,0,1,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000162,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",5628,5527,38,8,0,0,0,55,0,55
ACSSF,2012e5,wv,000,0004,0000163,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",5798,4801,942,6,9,0,0,40,0,40
ACSSF,2012e5,wv,000,0004,0000164,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",5014,3683,1308,0,0,0,0,23,0,23
ACSSF,2012e5,wv,000,0004,0000165,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",5526,5500,0,0,17,0,0,9,0,9
ACSSF,2012e5,wv,000,0004,0000166,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",17127,15095,1632,3,20,0,7,370,0,370
ACSSF,2012e5,wv,000,0004,0000167,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",21797,21284,117,0,107,0,0,289,0,289
ACSSF,2012e5,wv,000,0004,0000168,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",17536,16973,179,32,15,29,27,281,2,279
ACSSF,2012e5,wv,000,0004,0000169,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",10955,10799,35,9,14,0,15,83,10,73
ACSSF,2012e5,wv,000,0004,0000170,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",9947,9609,116,17,107,0,16,82,0,82
ACSSF,2012e5,wv,000,0004,0000171,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",12091,11954,58,3,32,0,0,44,0,44
ACSSF,2012e5,wv,000,0004,0000172,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",1227,1208,0,0,0,0,0,19,9,10
ACSSF,2012e5,wv,000,0004,0000173,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",4149,4137,0,11,0,0,0,1,0,1
ACSSF,2012e5,wv,000,0004,0000174,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",1797,1794,0,0,0,0,0,3,0,3
ACSSF,2012e5,wv,000,0004,0000175,060,54,053,06000US5405390660,"Cooper district, Mason County, West Virginia",1776,1776,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000176,060,54,053,06000US5405391260,"Graham district, Mason County, West Virginia",3196,3170,7,4,0,0,0,15,0,15
ACSSF,2012e5,wv,000,0004,0000177,060,54,053,06000US5405391512,"Hannan district, Mason County, West Virginia",2075,2075,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0004,0000178,060,54,053,06000US5405391860,"Lewis district, Mason County, West Virginia",5855,5677,49,0,0,0,0,129,0,129
ACSSF,2012e5,wv,000,0004,0000179,060,54,053,06000US5405392652,"Robinson district, Mason County, West Virginia",3311,2963,115,0,0,0,0,233,0,233
