FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Built 2005 or later,Built 2000 to 2004,Built 1990 to 1999,Built 1980 to 1989,Built 1970 to 1979,Built 1960 to 1969,Built 1950 to 1959,Built 1940 to 1949,Built 1939 or earlier
ACSSF,2011e5,wv,000,0101,0000034,050,54,043,05000US54043,"Lincoln County, West Virginia",9912,189,830,2140,1571,1671,818,1008,559,1126
ACSSF,2011e5,wv,000,0101,0000035,050,54,045,05000US54045,"Logan County, West Virginia",16800,714,686,2509,2469,3224,1104,1699,1289,3106
ACSSF,2011e5,wv,000,0101,0000036,050,54,047,05000US54047,"McDowell County, West Virginia",11488,54,329,762,1053,1704,661,1218,1357,4350
ACSSF,2011e5,wv,000,0101,0000037,050,54,049,05000US54049,"Marion County, West Virginia",26520,765,846,2272,2285,4056,2645,3233,3038,7380
ACSSF,2011e5,wv,000,0101,0000038,050,54,051,05000US54051,"Marshall County, West Virginia",15925,331,350,1218,1478,2754,1921,2118,1399,4356
ACSSF,2011e5,wv,000,0101,0000039,050,54,053,05000US54053,"Mason County, West Virginia",12970,660,824,1950,1555,2450,1398,1484,1036,1613
ACSSF,2011e5,wv,000,0101,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",30159,890,1278,4314,3884,5683,2090,3533,2781,5706
ACSSF,2011e5,wv,000,0101,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",13011,296,366,1762,1300,2572,1863,1743,974,2135
ACSSF,2011e5,wv,000,0101,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",12750,617,899,2645,2725,2138,370,1141,923,1292
ACSSF,2011e5,wv,000,0101,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",42756,3610,4153,5523,5159,6868,4879,4367,2748,5449
ACSSF,2011e5,wv,000,0101,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",7590,170,350,1097,1236,1514,368,608,342,1905
ACSSF,2011e5,wv,000,0101,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",9690,232,579,1566,1694,2119,1014,807,465,1214
ACSSF,2011e5,wv,000,0101,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",13055,324,912,2150,2324,2760,954,1297,991,1343
ACSSF,2011e5,wv,000,0101,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",21246,370,451,1061,1412,2607,2143,2475,2015,8712
ACSSF,2011e5,wv,000,0101,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",5133,10,205,743,1026,936,320,312,263,1318
ACSSF,2011e5,wv,000,0101,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",3387,63,175,612,468,488,248,351,280,702
ACSSF,2011e5,wv,000,0101,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",8770,99,455,1565,2328,1907,478,463,253,1222
ACSSF,2011e5,wv,000,0101,0000051,050,54,077,05000US54077,"Preston County, West Virginia",14998,410,797,2614,2069,3145,952,1283,784,2944
ACSSF,2011e5,wv,000,0101,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",23327,688,1655,6258,4270,4145,2004,1816,934,1557
ACSSF,2011e5,wv,000,0101,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",35954,1008,1967,5317,4726,7380,2927,4246,3833,4550
ACSSF,2011e5,wv,000,0101,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",14172,351,618,1804,2534,2474,1456,1339,1041,2555
ACSSF,2011e5,wv,000,0101,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",5830,286,232,703,794,934,319,548,337,1677
ACSSF,2011e5,wv,000,0101,0000056,050,54,087,05000US54087,"Roane County, West Virginia",7356,146,300,877,1021,1794,613,695,638,1272
ACSSF,2011e5,wv,000,0101,0000057,050,54,089,05000US54089,"Summers County, West Virginia",7663,134,200,858,1248,1252,600,644,850,1877
ACSSF,2011e5,wv,000,0101,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",7500,97,343,1132,1081,1015,666,590,467,2109
ACSSF,2011e5,wv,000,0101,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",5300,78,333,847,1224,837,333,253,175,1220
ACSSF,2011e5,wv,000,0101,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",5001,117,253,401,725,804,476,438,332,1455
ACSSF,2011e5,wv,000,0101,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",11115,313,466,1470,1875,2857,1319,851,751,1213
ACSSF,2011e5,wv,000,0101,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",19254,538,1211,2755,3064,3732,2178,2169,1539,2068
ACSSF,2011e5,wv,000,0101,0000063,050,54,101,05000US54101,"Webster County, West Virginia",5428,146,134,509,973,1134,567,579,576,810
ACSSF,2011e5,wv,000,0101,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",8200,181,381,733,917,1366,883,1028,642,2069
ACSSF,2011e5,wv,000,0101,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",3244,3,170,782,748,626,161,125,94,535
ACSSF,2011e5,wv,000,0101,0000066,050,54,107,05000US54107,"Wood County, West Virginia",40235,1108,1688,4759,4585,6870,5648,6189,2955,6433
ACSSF,2011e5,wv,000,0101,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",11023,128,444,1432,1748,2466,1060,1359,1149,1237
ACSSF,2011e5,wv,000,0101,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",3229,86,92,318,531,794,190,236,287,695
ACSSF,2011e5,wv,000,0101,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2699,83,126,378,406,538,315,159,251,443
ACSSF,2011e5,wv,000,0101,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1901,38,9,259,128,502,121,132,377,335
ACSSF,2011e5,wv,000,0101,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",7410,84,341,576,659,1004,965,914,480,2387
ACSSF,2011e5,wv,000,0101,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",3813,745,885,1107,434,296,73,138,11,124
ACSSF,2011e5,wv,000,0101,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6703,1041,1155,1555,1271,931,321,143,35,251
ACSSF,2011e5,wv,000,0101,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",8214,1333,1396,2170,1426,749,396,281,101,362
ACSSF,2011e5,wv,000,0101,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",8283,971,1643,2045,1326,845,446,505,118,384
ACSSF,2011e5,wv,000,0101,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",9827,745,1333,2085,1868,2228,283,213,160,912
ACSSF,2011e5,wv,000,0101,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3931,33,406,452,509,812,347,377,469,526
ACSSF,2011e5,wv,000,0101,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",3171,144,137,520,502,369,313,372,357,457
ACSSF,2011e5,wv,000,0101,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",4044,74,181,1043,897,849,181,278,205,336
ACSSF,2011e5,wv,000,0101,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1702,25,81,395,266,369,101,153,55,257
ACSSF,2011e5,wv,000,0101,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1914,34,219,310,332,325,168,106,78,342
ACSSF,2011e5,wv,000,0101,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1902,74,91,289,493,395,137,55,88,280
ACSSF,2011e5,wv,000,0101,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1919,76,92,182,333,266,179,181,129,481
ACSSF,2011e5,wv,000,0101,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",3894,60,72,351,203,871,528,710,347,752
ACSSF,2011e5,wv,000,0101,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3477,55,99,321,321,619,336,980,374,372
ACSSF,2011e5,wv,000,0101,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3613,27,88,234,271,461,338,499,400,1295
ACSSF,2011e5,wv,000,0101,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",9107,121,234,771,698,954,1093,1524,1570,2142
ACSSF,2011e5,wv,000,0101,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",9106,52,198,338,783,716,644,1072,2125,3178
ACSSF,2011e5,wv,000,0101,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",8541,179,313,477,440,877,928,1411,1765,2151
ACSSF,2011e5,wv,000,0101,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",10516,570,753,1342,1446,2554,1836,1006,448,561
ACSSF,2011e5,wv,000,0101,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8869,380,654,1360,1277,1958,1077,732,556,875
ACSSF,2011e5,wv,000,0101,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",798,21,13,99,164,158,38,27,105,173
ACSSF,2011e5,wv,000,0101,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",757,40,34,29,160,223,37,47,71,116
ACSSF,2011e5,wv,000,0101,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",532,33,22,28,51,65,88,34,74,137
ACSSF,2011e5,wv,000,0101,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",944,0,99,186,80,255,65,96,35,128
ACSSF,2011e5,wv,000,0101,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",927,0,52,189,108,185,62,134,55,142
ACSSF,2011e5,wv,000,0101,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1634,40,119,320,394,171,106,85,122,277
ACSSF,2011e5,wv,000,0101,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1572,41,93,302,258,330,108,242,53,145
ACSSF,2011e5,wv,000,0101,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1398,7,36,343,196,284,148,136,98,150
ACSSF,2011e5,wv,000,0101,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",946,35,64,191,155,143,19,63,35,241
ACSSF,2011e5,wv,000,0101,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",931,10,35,85,178,141,39,100,42,301
ACSSF,2011e5,wv,000,0101,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",962,53,72,68,140,254,72,23,43,237
ACSSF,2011e5,wv,000,0101,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",1089,16,9,106,108,195,47,91,58,459
ACSSF,2011e5,wv,000,0101,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",7601,240,426,826,841,1682,519,854,667,1546
ACSSF,2011e5,wv,000,0101,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",7509,87,91,636,827,1689,739,1143,720,1577
ACSSF,2011e5,wv,000,0101,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",6568,22,224,550,544,855,537,927,895,2014
ACSSF,2011e5,wv,000,0101,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",882,0,37,119,222,163,27,46,18,250
ACSSF,2011e5,wv,000,0101,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",810,0,30,67,153,176,140,52,58,134
ACSSF,2011e5,wv,000,0101,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1056,87,42,133,297,55,69,48,0,325
ACSSF,2011e5,wv,000,0101,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",716,0,73,44,170,105,95,74,41,114
ACSSF,2011e5,wv,000,0101,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1896,54,193,328,376,335,161,57,20,372
ACSSF,2011e5,wv,000,0101,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",2266,73,32,378,452,394,217,162,180,378
ACSSF,2011e5,wv,000,0101,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",2200,33,123,396,347,594,116,44,48,499
ACSSF,2011e5,wv,000,0101,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",6351,244,348,852,776,1575,565,591,562,838
ACSSF,2011e5,wv,000,0101,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",6815,112,414,854,708,1184,818,790,378,1557
ACSSF,2011e5,wv,000,0101,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",5751,259,208,749,524,611,512,996,682,1210
ACSSF,2011e5,wv,000,0101,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",2056,88,167,361,425,486,294,65,45,125
ACSSF,2011e5,wv,000,0101,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1671,4,74,281,213,547,180,102,118,152
ACSSF,2011e5,wv,000,0101,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",2269,6,74,526,390,641,314,111,77,130
ACSSF,2011e5,wv,000,0101,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",678,0,11,108,160,134,78,26,31,130
ACSSF,2011e5,wv,000,0101,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",2320,41,37,327,294,375,377,212,351,306
ACSSF,2011e5,wv,000,0101,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2731,86,28,410,700,635,357,156,82,277
ACSSF,2011e5,wv,000,0101,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1837,30,67,327,480,337,220,92,161,123
ACSSF,2011e5,wv,000,0101,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",4885,62,219,283,157,714,1019,1434,536,461
ACSSF,2011e5,wv,000,0101,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4774,34,80,324,307,858,714,853,840,764
ACSSF,2011e5,wv,000,0101,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4910,142,209,562,519,862,420,685,448,1063
ACSSF,2011e5,wv,000,0101,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1922,17,226,330,295,285,400,95,58,216
ACSSF,2011e5,wv,000,0101,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",1881,20,0,462,387,337,226,190,50,209
ACSSF,2011e5,wv,000,0101,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",1281,63,77,121,171,283,187,139,41,199
ACSSF,2011e5,wv,000,0101,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1476,25,124,254,338,340,140,110,53,92
ACSSF,2011e5,wv,000,0101,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1480,12,71,405,238,330,172,68,18,166
ACSSF,2011e5,wv,000,0101,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5555,285,356,689,839,952,640,848,473,473
ACSSF,2011e5,wv,000,0101,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",5057,121,207,567,602,467,366,444,433,1850
ACSSF,2011e5,wv,000,0101,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",5088,51,77,355,390,608,502,756,703,1646
ACSSF,2011e5,wv,000,0101,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5743,153,360,878,491,597,421,801,632,1410
ACSSF,2011e5,wv,000,0101,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",5352,92,43,292,492,482,657,1101,690,1503
ACSSF,2011e5,wv,000,0101,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4667,193,160,607,694,990,313,286,404,1020
ACSSF,2011e5,wv,000,0101,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",4636,178,494,692,590,1038,415,516,236,477
ACSSF,2011e5,wv,000,0101,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",4120,137,161,451,581,880,650,500,95,665
ACSSF,2011e5,wv,000,0101,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4499,328,463,851,617,931,539,245,143,382
ACSSF,2011e5,wv,000,0101,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",5178,291,585,693,983,883,282,306,350,805
ACSSF,2011e5,wv,000,0101,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",4322,245,771,823,709,618,269,264,119,504
ACSSF,2011e5,wv,000,0101,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4760,311,903,895,974,902,500,146,32,97
ACSSF,2011e5,wv,000,0101,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3917,291,464,598,905,694,375,146,88,356
ACSSF,2011e5,wv,000,0101,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3681,238,496,553,660,620,288,85,142,599
ACSSF,2011e5,wv,000,0101,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",22412,516,748,2010,2238,2783,2193,3476,3447,5001
ACSSF,2011e5,wv,000,0101,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",24143,555,582,1375,2348,3498,3731,5391,3885,2778
ACSSF,2011e5,wv,000,0101,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",22687,867,1415,2207,2852,4847,2776,3905,2359,1459
ACSSF,2011e5,wv,000,0101,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",23547,562,1294,2853,2534,3404,2748,3811,2970,3371
ACSSF,2011e5,wv,000,0101,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2727,136,52,261,253,417,249,309,254,796
ACSSF,2011e5,wv,000,0101,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2550,28,76,282,367,536,337,320,139,465
ACSSF,2011e5,wv,000,0101,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2692,90,179,485,373,383,268,222,242,450
ACSSF,2011e5,wv,000,0101,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1644,17,113,292,232,252,123,167,89,359
ACSSF,2011e5,wv,000,0101,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1502,28,105,404,181,223,114,119,116,212
ACSSF,2011e5,wv,000,0101,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1719,79,223,311,341,246,207,135,69,108
ACSSF,2011e5,wv,000,0101,0000156,060,54,043,06000US5404391704,"Jefferson district, Lincoln County, West Virginia",415,0,22,79,123,114,7,21,33,16
ACSSF,2011e5,wv,000,0101,0000157,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",1015,29,86,220,151,194,66,108,48,113
ACSSF,2011e5,wv,000,0101,0000158,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",2090,11,184,437,308,445,109,290,96,210
ACSSF,2011e5,wv,000,0101,0000159,060,54,043,06000US5404393240,"Union district, Lincoln County, West Virginia",223,0,0,59,70,71,15,0,0,8
ACSSF,2011e5,wv,000,0101,0000160,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",1304,25,97,338,165,126,177,168,108,100
ACSSF,2011e5,wv,000,0101,0000161,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",5445,223,234,587,603,650,489,727,677,1255
ACSSF,2011e5,wv,000,0101,0000162,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",6090,285,288,1072,1067,1492,348,559,396,583
ACSSF,2011e5,wv,000,0101,0000163,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",5265,206,164,850,799,1082,267,413,216,1268
ACSSF,2011e5,wv,000,0101,0000164,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",3123,8,46,171,243,355,249,366,435,1250
ACSSF,2011e5,wv,000,0101,0000165,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2638,30,95,176,287,422,120,320,392,796
ACSSF,2011e5,wv,000,0101,0000166,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",2824,8,30,140,148,212,80,254,342,1610
ACSSF,2011e5,wv,000,0101,0000167,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2903,8,158,275,375,715,212,278,188,694
ACSSF,2011e5,wv,000,0101,0000168,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",8445,237,188,341,448,873,1076,1304,1067,2911
ACSSF,2011e5,wv,000,0101,0000169,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",9935,365,430,1194,993,1956,930,1276,1103,1688
ACSSF,2011e5,wv,000,0101,0000170,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",8140,163,228,737,844,1227,639,653,868,2781
ACSSF,2011e5,wv,000,0101,0000171,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",5100,41,32,371,450,917,576,650,666,1397
ACSSF,2011e5,wv,000,0101,0000172,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",5159,78,71,339,308,757,611,693,470,1832
ACSSF,2011e5,wv,000,0101,0000173,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",5666,212,247,508,720,1080,734,775,263,1127
ACSSF,2011e5,wv,000,0101,0000174,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",525,78,27,116,18,150,80,7,0,49
ACSSF,2011e5,wv,000,0101,0000175,060,54,053,06000US5405390612,"Clendenin district, Mason County, West Virginia",1991,25,107,501,248,422,289,122,88,189
ACSSF,2011e5,wv,000,0101,0000176,060,54,053,06000US5405390648,"Cologne district, Mason County, West Virginia",653,28,120,97,77,89,9,102,17,114
