FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
ACSSF,2012e5,wv,000,0058,0001298,080,54,019,08000US540199228001996020900,"Census Tract 209 (part), Ansted town, New Haven district, Fayette County, West Virginia",667,72,55,100,59,67,61,54,3,22,39,59,27,22,3,15,9
ACSSF,2012e5,wv,000,0058,0001299,080,54,019,08000US540199228027028020100,"Census Tract 201 (part), Fayetteville town (part), New Haven district, Fayette County, West Virginia",1155,36,124,110,101,66,35,59,69,95,117,153,95,50,33,5,7
ACSSF,2012e5,wv,000,0058,0001300,080,54,019,08000US540199228027028020202,"Census Tract 202.02 (part), Fayetteville town (part), New Haven district, Fayette County, West Virginia",35,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001301,080,54,019,08000US540199228037036020900,"Census Tract 209 (part), Hico CDP, New Haven district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001302,080,54,019,08000US540199228037036021000,"Census Tract 210 (part), Hico CDP, New Haven district, Fayette County, West Virginia",66,0,0,0,9,0,0,15,0,0,13,0,0,0,15,0,14
ACSSF,2012e5,wv,000,0058,0001303,080,54,019,08000US540199228052780021100,"Census Tract 211 (part), Meadow Bridge town, New Haven district, Fayette County, West Virginia",144,40,11,16,18,0,12,6,17,2,9,11,2,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001304,080,54,019,08000US540199228060028020202,"Census Tract 202.02 (part), Oak Hill city (part), New Haven district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001305,080,54,019,08000US540199228065668021100,"Census Tract 211 (part), Prince CDP, New Haven district, Fayette County, West Virginia",78,0,14,0,26,13,0,0,0,0,0,25,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001306,080,54,019,08000US540199228099999020100,"Census Tract 201 (part), Remainder of New Haven district, New Haven district, Fayette County, West Virginia",888,15,87,70,33,147,13,67,0,68,78,106,106,81,0,0,17
ACSSF,2012e5,wv,000,0058,0001307,080,54,019,08000US540199228099999020201,"Census Tract 202.01 (part), Remainder of New Haven district, New Haven district, Fayette County, West Virginia",29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001308,080,54,019,08000US540199228099999020202,"Census Tract 202.02 (part), Remainder of New Haven district, New Haven district, Fayette County, West Virginia",125,0,0,14,0,40,0,29,0,0,0,0,13,7,22,0,0
ACSSF,2012e5,wv,000,0058,0001309,080,54,019,08000US540199228099999020900,"Census Tract 209 (part), Remainder of New Haven district, New Haven district, Fayette County, West Virginia",917,16,106,56,53,86,58,29,135,18,77,76,136,56,15,0,0
ACSSF,2012e5,wv,000,0058,0001310,080,54,019,08000US540199228099999021000,"Census Tract 210 (part), Remainder of New Haven district, New Haven district, Fayette County, West Virginia",1147,119,55,39,135,99,114,97,168,52,62,87,73,0,19,17,11
ACSSF,2012e5,wv,000,0058,0001311,080,54,019,08000US540199228099999021100,"Census Tract 211 (part), Remainder of New Haven district, New Haven district, Fayette County, West Virginia",912,52,91,180,48,82,66,103,2,19,48,78,84,10,20,29,0
ACSSF,2012e5,wv,000,0058,0001312,080,54,019,08000US540199247231876020400,"Census Tract 204 (part), Glen Jean CDP, Plateau district, Fayette County, West Virginia",100,0,0,17,20,0,25,0,0,0,0,22,16,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001313,080,54,019,08000US540199247237444020400,"Census Tract 204 (part), Hilltop CDP, Plateau district, Fayette County, West Virginia",164,0,0,44,0,62,12,0,0,0,0,46,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001314,080,54,019,08000US540199247254508020201,"Census Tract 202.01 (part), Minden CDP, Plateau district, Fayette County, West Virginia",117,53,19,14,0,0,17,13,0,0,1,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001315,080,54,019,08000US540199247256404020500,"Census Tract 205 (part), Mount Hope city (part), Plateau district, Fayette County, West Virginia",661,99,84,104,68,31,21,39,42,15,24,39,51,9,10,25,0
ACSSF,2012e5,wv,000,0058,0001316,080,54,019,08000US540199247260028020201,"Census Tract 202.01 (part), Oak Hill city (part), Plateau district, Fayette County, West Virginia",569,17,9,71,48,46,25,28,22,9,70,17,122,28,15,42,0
ACSSF,2012e5,wv,000,0058,0001317,080,54,019,08000US540199247260028020202,"Census Tract 202.02 (part), Oak Hill city (part), Plateau district, Fayette County, West Virginia",954,93,194,31,45,38,29,40,43,13,131,55,177,44,21,0,0
ACSSF,2012e5,wv,000,0058,0001318,080,54,019,08000US540199247260028020300,"Census Tract 203 (part), Oak Hill city (part), Plateau district, Fayette County, West Virginia",1125,189,103,101,109,61,78,55,26,8,96,155,28,79,18,0,19
ACSSF,2012e5,wv,000,0058,0001319,080,54,019,08000US540199247260028020400,"Census Tract 204 (part), Oak Hill city (part), Plateau district, Fayette County, West Virginia",441,41,26,27,33,7,37,44,45,7,43,0,75,36,12,0,8
ACSSF,2012e5,wv,000,0058,0001320,080,54,019,08000US540199247260028020600,"Census Tract 206 (part), Oak Hill city (part), Plateau district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001321,080,54,019,08000US540199247280284021100,"Census Tract 211 (part), Thurmond town, Plateau district, Fayette County, West Virginia",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001322,080,54,019,08000US540199247299999020100,"Census Tract 201 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001323,080,54,019,08000US540199247299999020201,"Census Tract 202.01 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",893,63,96,97,88,13,65,79,26,68,81,47,124,46,0,0,0
ACSSF,2012e5,wv,000,0058,0001324,080,54,019,08000US540199247299999020202,"Census Tract 202.02 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",446,68,97,76,33,27,0,0,56,29,0,24,23,13,0,0,0
ACSSF,2012e5,wv,000,0058,0001325,080,54,019,08000US540199247299999020300,"Census Tract 203 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",54,0,0,0,0,0,25,0,0,0,0,17,0,0,0,12,0
ACSSF,2012e5,wv,000,0058,0001326,080,54,019,08000US540199247299999020400,"Census Tract 204 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",556,42,25,50,58,35,26,25,0,23,20,89,101,18,29,15,0
ACSSF,2012e5,wv,000,0058,0001327,080,54,019,08000US540199247299999020500,"Census Tract 205 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",222,18,33,14,25,16,32,13,10,0,13,0,29,0,19,0,0
ACSSF,2012e5,wv,000,0058,0001328,080,54,019,08000US540199247299999020600,"Census Tract 206 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001329,080,54,019,08000US540199247299999021100,"Census Tract 211 (part), Remainder of Plateau district, Plateau district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001330,080,54,019,08000US540199339605068020700,"Census Tract 207 (part), Beards Fork CDP, Valley district, Fayette County, West Virginia",42,0,0,0,0,0,19,9,0,0,0,5,0,0,9,0,0
ACSSF,2012e5,wv,000,0058,0001331,080,54,019,08000US540199339609100020800,"Census Tract 208 (part), Boomer CDP, Valley district, Fayette County, West Virginia",382,0,9,14,21,45,20,0,17,32,46,99,79,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001332,080,54,019,08000US540199339614630020800,"Census Tract 208 (part), Charlton Heights CDP, Valley district, Fayette County, West Virginia",131,0,15,11,0,19,0,0,29,0,18,0,21,10,0,8,0
ACSSF,2012e5,wv,000,0058,0001333,080,54,019,08000US540199339620764020700,"Census Tract 207 (part), Deep Water CDP, Valley district, Fayette County, West Virginia",97,0,12,14,0,0,10,12,11,0,27,0,11,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001334,080,54,019,08000US540199339621628020800,"Census Tract 208 (part), Dixie CDP (part), Valley district, Fayette County, West Virginia",23,0,0,0,0,14,0,0,0,0,9,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001335,080,54,019,08000US540199339626812020800,"Census Tract 208 (part), Falls View CDP, Valley district, Fayette County, West Virginia",52,9,19,10,0,0,0,0,0,14,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001336,080,54,019,08000US540199339627028020100,"Census Tract 201 (part), Fayetteville town (part), Valley district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001337,080,54,019,08000US540199339630364020800,"Census Tract 208 (part), Gauley Bridge town, Valley district, Fayette County, West Virginia",271,24,27,34,26,11,11,0,45,8,18,20,16,18,0,11,2
ACSSF,2012e5,wv,000,0058,0001338,080,54,019,08000US540199339630364020900,"Census Tract 209 (part), Gauley Bridge town, Valley district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001339,080,54,019,08000US540199339631732020800,"Census Tract 208 (part), Glen Ferris CDP, Valley district, Fayette County, West Virginia",48,0,0,0,10,0,20,0,0,0,0,18,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001340,080,54,019,08000US540199339643828020700,"Census Tract 207 (part), Kimberly CDP, Valley district, Fayette County, West Virginia",90,0,15,11,0,0,17,12,0,11,0,12,12,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001341,080,54,019,08000US540199339643852020600,"Census Tract 206 (part), Kincaid CDP, Valley district, Fayette County, West Virginia",45,0,0,11,0,0,5,7,0,0,11,0,0,11,0,0,0
ACSSF,2012e5,wv,000,0058,0001342,080,54,019,08000US540199339643852020700,"Census Tract 207 (part), Kincaid CDP, Valley district, Fayette County, West Virginia",48,0,0,12,0,0,0,0,27,0,0,9,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001343,080,54,019,08000US540199339655468020700,"Census Tract 207 (part), Montgomery city (part), Valley district, Fayette County, West Virginia",505,150,43,33,37,23,7,23,14,15,24,33,13,10,26,44,10
ACSSF,2012e5,wv,000,0058,0001344,080,54,019,08000US540199339656212020700,"Census Tract 207 (part), Mount Carbon CDP, Valley district, Fayette County, West Virginia",147,15,13,0,0,13,0,6,9,0,32,0,30,0,0,29,0
ACSSF,2012e5,wv,000,0058,0001345,080,54,019,08000US540199339656404020400,"Census Tract 204 (part), Mount Hope city (part), Valley district, Fayette County, West Virginia",44,0,0,0,0,0,0,0,0,0,0,14,15,0,0,15,0
ACSSF,2012e5,wv,000,0058,0001346,080,54,019,08000US540199339656404020600,"Census Tract 206 (part), Mount Hope city (part), Valley district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001347,080,54,019,08000US540199339660028020202,"Census Tract 202.02 (part), Oak Hill city (part), Valley district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001348,080,54,019,08000US540199339660028020400,"Census Tract 204 (part), Oak Hill city (part), Valley district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001349,080,54,019,08000US540199339660028020600,"Census Tract 206 (part), Oak Hill city (part), Valley district, Fayette County, West Virginia",29,9,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001350,080,54,019,08000US540199339661660020600,"Census Tract 206 (part), Page CDP, Valley district, Fayette County, West Virginia",62,16,13,0,0,0,0,0,10,0,0,16,0,7,0,0,0
ACSSF,2012e5,wv,000,0058,0001351,080,54,019,08000US540199339661660020700,"Census Tract 207 (part), Page CDP, Valley district, Fayette County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001352,080,54,019,08000US540199339662356020600,"Census Tract 206 (part), Pax town, Valley district, Fayette County, West Virginia",115,25,39,6,0,0,7,7,16,0,6,0,7,0,0,2,0
ACSSF,2012e5,wv,000,0058,0001353,080,54,019,08000US540199339665284020700,"Census Tract 207 (part), Powellton CDP, Valley district, Fayette County, West Virginia",192,0,13,13,15,42,14,16,0,12,0,0,67,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001354,080,54,019,08000US540199339672292020400,"Census Tract 204 (part), Scarbro CDP, Valley district, Fayette County, West Virginia",185,11,15,14,17,40,14,21,0,28,0,16,9,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001355,080,54,019,08000US540199339674740020800,"Census Tract 208 (part), Smithers city (part), Valley district, Fayette County, West Virginia",406,82,49,47,51,31,16,23,0,14,12,30,40,3,3,5,0
ACSSF,2012e5,wv,000,0058,0001356,080,54,019,08000US540199339699999020100,"Census Tract 201 (part), Remainder of Valley district, Valley district, Fayette County, West Virginia",149,0,18,37,0,0,0,10,0,0,13,0,55,0,0,16,0
ACSSF,2012e5,wv,000,0058,0001357,080,54,019,08000US540199339699999020202,"Census Tract 202.02 (part), Remainder of Valley district, Valley district, Fayette County, West Virginia",57,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001358,080,54,019,08000US540199339699999020400,"Census Tract 204 (part), Remainder of Valley district, Valley district, Fayette County, West Virginia",217,32,27,19,27,0,15,0,38,30,0,29,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001359,080,54,019,08000US540199339699999020600,"Census Tract 206 (part), Remainder of Valley district, Valley district, Fayette County, West Virginia",513,43,21,53,36,53,22,35,39,20,45,6,75,23,35,7,0
ACSSF,2012e5,wv,000,0058,0001360,080,54,019,08000US540199339699999020700,"Census Tract 207 (part), Remainder of Valley district, Valley district, Fayette County, West Virginia",745,95,51,84,46,83,75,26,90,12,13,105,39,26,0,0,0
ACSSF,2012e5,wv,000,0058,0001361,080,54,019,08000US540199339699999020800,"Census Tract 208 (part), Remainder of Valley district, Valley district, Fayette County, West Virginia",435,15,35,51,38,45,9,14,0,28,34,51,47,53,15,0,0
ACSSF,2012e5,wv,000,0058,0001362,080,54,019,08000US540199339699999020900,"Census Tract 209 (part), Remainder of Valley district, Valley district, Fayette County, West Virginia",220,55,24,15,0,0,13,29,0,0,0,54,13,17,0,0,0
ACSSF,2012e5,wv,000,0058,0001363,080,54,021,08000US540219040899999967700,"Census Tract 9677 (part), Center district, Center district, Gilmer County, West Virginia",620,60,33,65,49,64,22,30,34,37,56,63,100,0,0,7,0
ACSSF,2012e5,wv,000,0058,0001364,080,54,021,08000US540219040899999967800,"Census Tract 9678 (part), Center district, Center district, Gilmer County, West Virginia",22,0,11,4,0,0,0,0,0,0,7,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001365,080,54,021,08000US540219053432044967800,"Census Tract 9678 (part), Glenville town, City district, Gilmer County, West Virginia",573,102,43,77,57,20,62,32,29,20,40,45,22,14,7,0,3
ACSSF,2012e5,wv,000,0058,0001366,080,54,021,08000US540219053499999967700,"Census Tract 9677 (part), Remainder of City district, City district, Gilmer County, West Virginia",18,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001367,080,54,021,08000US540219053499999967800,"Census Tract 9678 (part), Remainder of City district, City district, Gilmer County, West Virginia",15,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0
ACSSF,2012e5,wv,000,0058,0001368,080,54,021,08000US540219075899999967700,"Census Tract 9677 (part), De Kalb-Troy district, De Kalb-Troy district, Gilmer County, West Virginia",598,119,40,59,20,25,41,32,23,37,61,64,38,0,19,0,20
ACSSF,2012e5,wv,000,0058,0001369,080,54,021,08000US540219075899999967800,"Census Tract 9678 (part), De Kalb-Troy district, De Kalb-Troy district, Gilmer County, West Virginia",72,0,0,18,0,0,0,0,23,12,0,19,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001370,080,54,021,08000US540219123671620967700,"Census Tract 9677 (part), Sand Fork town, Glenville district, Gilmer County, West Virginia",99,15,2,11,9,7,6,0,0,0,28,11,10,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001371,080,54,021,08000US540219123699999967700,"Census Tract 9677 (part), Remainder of Glenville district, Glenville district, Gilmer County, West Virginia",356,48,16,50,27,4,0,20,0,6,8,19,60,66,14,0,18
ACSSF,2012e5,wv,000,0058,0001372,080,54,021,08000US540219123699999967800,"Census Tract 9678 (part), Remainder of Glenville district, Glenville district, Gilmer County, West Virginia",166,5,24,4,17,7,8,3,16,14,0,35,12,5,0,16,0
ACSSF,2012e5,wv,000,0058,0001373,080,54,023,08000US540239129662956969600,"Census Tract 9696 (part), Petersburg city (part), Grant district, Grant County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001374,080,54,023,08000US540239129699999969400,"Census Tract 9694 (part), Remainder of Grant district, Grant district, Grant County, West Virginia",334,15,8,34,16,8,28,0,34,13,19,31,81,21,15,11,0
ACSSF,2012e5,wv,000,0058,0001375,080,54,023,08000US540239129699999969500,"Census Tract 9695 (part), Remainder of Grant district, Grant district, Grant County, West Virginia",874,46,45,95,44,42,102,26,95,26,172,35,92,17,37,0,0
ACSSF,2012e5,wv,000,0058,0001376,080,54,023,08000US540239129699999969600,"Census Tract 9696 (part), Remainder of Grant district, Grant district, Grant County, West Virginia",418,42,45,58,35,25,43,10,20,28,10,35,67,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001377,080,54,023,08000US540239220862956969500,"Census Tract 9695 (part), Petersburg city (part), Milroy district, Grant County, West Virginia",32,0,0,9,0,0,0,23,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001378,080,54,023,08000US540239220862956969600,"Census Tract 9696 (part), Petersburg city (part), Milroy district, Grant County, West Virginia",1118,64,130,67,92,136,106,95,30,23,90,145,69,29,11,15,16
ACSSF,2012e5,wv,000,0058,0001379,080,54,023,08000US540239220899999969500,"Census Tract 9695 (part), Remainder of Milroy district, Milroy district, Grant County, West Virginia",75,0,0,28,0,0,0,7,0,0,0,33,0,7,0,0,0
ACSSF,2012e5,wv,000,0058,0001380,080,54,023,08000US540239220899999969600,"Census Tract 9696 (part), Remainder of Milroy district, Milroy district, Grant County, West Virginia",531,37,26,37,47,60,33,39,48,38,43,20,60,0,43,0,0
ACSSF,2012e5,wv,000,0058,0001381,080,54,023,08000US540239321604924969400,"Census Tract 9694 (part), Bayard town, Union district, Grant County, West Virginia",168,4,20,5,1,39,15,15,0,3,16,20,23,7,0,0,0
ACSSF,2012e5,wv,000,0058,0001382,080,54,023,08000US540239321699999969400,"Census Tract 9694 (part), Remainder of Union district, Union district, Grant County, West Virginia",747,91,35,37,46,45,22,37,0,47,96,138,68,69,0,16,0
ACSSF,2012e5,wv,000,0058,0001383,080,54,023,08000US540239321699999969500,"Census Tract 9695 (part), Remainder of Union district, Union district, Grant County, West Virginia",376,10,28,27,11,22,4,8,42,51,13,62,86,12,0,0,0
ACSSF,2012e5,wv,000,0058,0001384,080,54,025,08000US540259044926428950600,"Census Tract 9506 (part), Fairlea CDP, Central district, Greenbrier County, West Virginia",369,0,31,0,41,14,68,0,64,46,0,72,0,0,12,21,0
ACSSF,2012e5,wv,000,0058,0001385,080,54,025,08000US540259044926428950700,"Census Tract 9507 (part), Fairlea CDP, Central district, Greenbrier County, West Virginia",440,55,63,129,14,51,24,13,6,0,47,38,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001386,080,54,025,08000US540259044946636950400,"Census Tract 9504 (part), Lewisburg city, Central district, Greenbrier County, West Virginia",228,85,0,0,0,0,50,12,0,13,22,12,10,0,0,0,24
ACSSF,2012e5,wv,000,0058,0001387,080,54,025,08000US540259044946636950600,"Census Tract 9506 (part), Lewisburg city, Central district, Greenbrier County, West Virginia",1659,309,110,104,41,42,55,114,65,49,146,149,218,87,76,37,57
ACSSF,2012e5,wv,000,0058,0001388,080,54,025,08000US540259044970156950700,"Census Tract 9507 (part), Ronceverte city (part), Central district, Greenbrier County, West Virginia",391,29,23,49,38,20,15,47,31,42,46,25,22,4,0,0,0
ACSSF,2012e5,wv,000,0058,0001389,080,54,025,08000US540259044999999950100,"Census Tract 9501 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001390,080,54,025,08000US540259044999999950400,"Census Tract 9504 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",1791,95,101,45,149,110,150,48,107,66,356,285,123,37,46,50,23
ACSSF,2012e5,wv,000,0058,0001391,080,54,025,08000US540259044999999950500,"Census Tract 9505 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",149,0,0,47,11,0,0,19,0,23,9,0,29,0,0,0,11
ACSSF,2012e5,wv,000,0058,0001392,080,54,025,08000US540259044999999950600,"Census Tract 9506 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",318,21,19,19,17,0,0,33,26,22,0,41,43,38,0,39,0
ACSSF,2012e5,wv,000,0058,0001393,080,54,025,08000US540259044999999950700,"Census Tract 9507 (part), Remainder of Central district, Central district, Greenbrier County, West Virginia",357,24,22,0,25,20,37,65,13,17,0,55,46,0,0,0,33
ACSSF,2012e5,wv,000,0058,0001394,080,54,025,08000US540259097200772950500,"Census Tract 9505 (part), Alderson town (part), Eastern district, Greenbrier County, West Virginia",408,66,29,49,35,33,13,14,9,18,49,47,14,15,0,11,6
ACSSF,2012e5,wv,000,0058,0001395,080,54,025,08000US540259097200772950700,"Census Tract 9507 (part), Alderson town (part), Eastern district, Greenbrier County, West Virginia",12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001396,080,54,025,08000US540259097226692950100,"Census Tract 9501 (part), Falling Spring town, Eastern district, Greenbrier County, West Virginia",7,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001397,080,54,025,08000US540259097226692950200,"Census Tract 9502 (part), Falling Spring town, Eastern district, Greenbrier County, West Virginia",65,6,5,0,4,8,5,3,3,6,7,9,4,5,0,0,0
ACSSF,2012e5,wv,000,0058,0001398,080,54,025,08000US540259097226692950400,"Census Tract 9504 (part), Falling Spring town, Eastern district, Greenbrier County, West Virginia",57,2,0,0,0,50,0,0,0,0,5,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001399,080,54,025,08000US540259097270156950700,"Census Tract 9507 (part), Ronceverte city (part), Eastern district, Greenbrier County, West Virginia",501,66,30,66,43,28,26,19,62,13,44,39,49,7,0,0,9
ACSSF,2012e5,wv,000,0058,0001400,080,54,025,08000US540259097286812950100,"Census Tract 9501 (part), White Sulphur Springs city, Eastern district, Greenbrier County, West Virginia",1231,214,66,138,119,44,98,27,49,79,65,132,127,49,15,4,5
ACSSF,2012e5,wv,000,0058,0001401,080,54,025,08000US540259097286812950700,"Census Tract 9507 (part), White Sulphur Springs city, Eastern district, Greenbrier County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001402,080,54,025,08000US540259097299999950100,"Census Tract 9501 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",1153,154,97,135,49,69,92,43,119,36,138,62,56,41,0,11,51
ACSSF,2012e5,wv,000,0058,0001403,080,54,025,08000US540259097299999950200,"Census Tract 9502 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",183,0,26,21,18,14,0,23,17,0,9,33,13,9,0,0,0
ACSSF,2012e5,wv,000,0058,0001404,080,54,025,08000US540259097299999950400,"Census Tract 9504 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001405,080,54,025,08000US540259097299999950500,"Census Tract 9505 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",247,32,14,10,13,20,0,72,0,32,15,30,9,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001406,080,54,025,08000US540259097299999950700,"Census Tract 9507 (part), Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",1252,129,78,73,73,155,72,63,113,13,103,74,136,38,66,55,11
ACSSF,2012e5,wv,000,0058,0001407,080,54,025,08000US540259360166412950200,"Census Tract 9502 (part), Quinwood town, Western district, Greenbrier County, West Virginia",113,5,21,31,7,7,7,1,7,3,4,9,7,0,4,0,0
ACSSF,2012e5,wv,000,0058,0001408,080,54,025,08000US540259360166412950300,"Census Tract 9503 (part), Quinwood town, Western district, Greenbrier County, West Virginia",41,3,0,0,4,4,25,0,0,2,2,1,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001409,080,54,025,08000US540259360166652950300,"Census Tract 9503 (part), Rainelle town, Western district, Greenbrier County, West Virginia",648,100,100,57,34,41,50,41,56,49,50,28,31,0,5,6,0
ACSSF,2012e5,wv,000,0058,0001410,080,54,025,08000US540259360170828950200,"Census Tract 9502 (part), Rupert town, Western district, Greenbrier County, West Virginia",487,70,102,37,39,53,30,23,17,10,15,18,44,12,10,7,0
ACSSF,2012e5,wv,000,0058,0001411,080,54,025,08000US540259360199999950200,"Census Tract 9502 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",819,37,129,23,69,58,53,58,32,38,121,68,70,28,18,0,17
ACSSF,2012e5,wv,000,0058,0001412,080,54,025,08000US540259360199999950300,"Census Tract 9503 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",1029,168,97,86,130,71,32,79,66,48,54,45,72,42,27,0,12
ACSSF,2012e5,wv,000,0058,0001413,080,54,025,08000US540259360199999950400,"Census Tract 9504 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",791,131,82,58,0,114,0,13,59,54,68,105,57,15,0,12,23
ACSSF,2012e5,wv,000,0058,0001414,080,54,025,08000US540259360199999950500,"Census Tract 9505 (part), Remainder of Western district, Western district, Greenbrier County, West Virginia",651,73,90,24,22,39,20,72,26,64,21,60,55,59,0,0,26
ACSSF,2012e5,wv,000,0058,0001415,080,54,027,08000US540279020413108968200,"Census Tract 9682 (part), Capon Bridge town (part), Bloomery district, Hampshire County, West Virginia",4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0058,0001416,080,54,027,08000US540279020413108968600,"Census Tract 9686 (part), Capon Bridge town (part), Bloomery district, Hampshire County, West Virginia",49,6,7,3,0,10,0,0,3,0,9,0,2,6,3,0,0
ACSSF,2012e5,wv,000,0058,0001417,080,54,027,08000US540279020499999968200,"Census Tract 9682 (part), Remainder of Bloomery district, Bloomery district, Hampshire County, West Virginia",1467,133,152,141,85,137,100,71,36,51,96,254,120,83,0,8,0
