FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,Family households:,Married-couple family,Other family:,"Male householder, no wife present","Female householder, no husband present",Nonfamily households:,Householder living alone,Householder not living alone
ACSSF,2012e5,wv,000,0036,0000547,070,54,039,07000US540399076851724,"Marmet city, District 1, Kanawha County, West Virginia",679,432,282,150,25,125,247,216,31
ACSSF,2012e5,wv,000,0036,0000548,070,54,039,07000US540399076855468,"Montgomery city (part), District 1, Kanawha County, West Virginia",307,180,113,67,16,51,127,102,25
ACSSF,2012e5,wv,000,0036,0000549,070,54,039,07000US540399076865356,"Pratt town, District 1, Kanawha County, West Virginia",184,144,95,49,14,35,40,28,12
ACSSF,2012e5,wv,000,0036,0000550,070,54,039,07000US540399076866892,"Rand CDP, District 1, Kanawha County, West Virginia",556,262,133,129,40,89,294,246,48
ACSSF,2012e5,wv,000,0036,0000551,070,54,039,07000US540399076873876,"Shrewsbury CDP, District 1, Kanawha County, West Virginia",245,186,127,59,0,59,59,48,11
ACSSF,2012e5,wv,000,0036,0000552,070,54,039,07000US540399076874740,"Smithers city (part), District 1, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000553,070,54,039,07000US540399076899999,"District Remainder of 1, District 1, Kanawha County, West Virginia",5656,3921,2928,993,231,762,1735,1367,368
ACSSF,2012e5,wv,000,0036,0000554,070,54,039,07000US540399080401396,"Alum Creek CDP (part), District 2, Kanawha County, West Virginia",262,88,70,18,0,18,174,133,41
ACSSF,2012e5,wv,000,0036,0000555,070,54,039,07000US540399080414600,"Charleston city (part), District 2, Kanawha County, West Virginia",8605,5398,4212,1186,328,858,3207,2814,393
ACSSF,2012e5,wv,000,0036,0000556,070,54,039,07000US540399080422564,"Dunbar city (part), District 2, Kanawha County, West Virginia",3487,2057,1180,877,169,708,1430,1216,214
ACSSF,2012e5,wv,000,0036,0000557,070,54,039,07000US540399080441010,"Jefferson CDP (part), District 2, Kanawha County, West Virginia",238,147,85,62,32,30,91,85,6
ACSSF,2012e5,wv,000,0036,0000558,070,54,039,07000US540399080471212,"St. Albans city (part), District 2, Kanawha County, West Virginia",65,38,38,0,0,0,27,27,0
ACSSF,2012e5,wv,000,0036,0000559,070,54,039,07000US540399080475292,"South Charleston city, District 2, Kanawha County, West Virginia",6308,3645,2533,1112,172,940,2663,2514,149
ACSSF,2012e5,wv,000,0036,0000560,070,54,039,07000US540399080499999,"District Remainder of 2, District 2, Kanawha County, West Virginia",3432,2322,1932,390,125,265,1110,848,262
ACSSF,2012e5,wv,000,0036,0000561,070,54,039,07000US540399084019108,"Cross Lanes CDP, District 3, Kanawha County, West Virginia",4051,2335,1804,531,106,425,1716,1350,366
ACSSF,2012e5,wv,000,0036,0000562,070,54,039,07000US540399084022564,"Dunbar city (part), District 3, Kanawha County, West Virginia",20,20,3,17,17,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000563,070,54,039,07000US540399084041010,"Jefferson CDP (part), District 3, Kanawha County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000564,070,54,039,07000US540399084059068,"Nitro city (part), District 3, Kanawha County, West Virginia",2493,1596,1163,433,174,259,897,695,202
ACSSF,2012e5,wv,000,0036,0000565,070,54,039,07000US540399084071212,"St. Albans city (part), District 3, Kanawha County, West Virginia",4706,2944,2170,774,284,490,1762,1570,192
ACSSF,2012e5,wv,000,0036,0000566,070,54,039,07000US540399084074356,"Sissonville CDP (part), District 3, Kanawha County, West Virginia",346,257,205,52,0,52,89,89,0
ACSSF,2012e5,wv,000,0036,0000567,070,54,039,07000US540399084082180,"Upper Falls CDP, District 3, Kanawha County, West Virginia",1525,1068,881,187,12,175,457,429,28
ACSSF,2012e5,wv,000,0036,0000568,070,54,039,07000US540399084099999,"District Remainder of 3, District 3, Kanawha County, West Virginia",7369,4948,3757,1191,316,875,2421,2054,367
ACSSF,2012e5,wv,000,0036,0000569,070,54,039,07000US540399087607204,"Big Chimney CDP, District 4, Kanawha County, West Virginia",226,109,109,0,0,0,117,117,0
ACSSF,2012e5,wv,000,0036,0000570,070,54,039,07000US540399087614600,"Charleston city (part), District 4, Kanawha County, West Virginia",6622,3296,2014,1282,279,1003,3326,2756,570
ACSSF,2012e5,wv,000,0036,0000571,070,54,039,07000US540399087616012,"Clendenin town, District 4, Kanawha County, West Virginia",467,348,260,88,11,77,119,105,14
ACSSF,2012e5,wv,000,0036,0000572,070,54,039,07000US540399087616612,"Coal Fork CDP (part), District 4, Kanawha County, West Virginia",4,0,0,0,0,0,4,4,0
ACSSF,2012e5,wv,000,0036,0000573,070,54,039,07000US540399087624748,"Elkview CDP, District 4, Kanawha County, West Virginia",513,353,261,92,20,72,160,131,29
ACSSF,2012e5,wv,000,0036,0000574,070,54,039,07000US540399087663772,"Pinch CDP, District 4, Kanawha County, West Virginia",1215,860,687,173,11,162,355,259,96
ACSSF,2012e5,wv,000,0036,0000575,070,54,039,07000US540399087674356,"Sissonville CDP (part), District 4, Kanawha County, West Virginia",1864,1339,1104,235,15,220,525,458,67
ACSSF,2012e5,wv,000,0036,0000576,070,54,039,07000US540399087699999,"District Remainder of 4, District 4, Kanawha County, West Virginia",9704,6611,5191,1420,472,948,3093,2730,363
ACSSF,2012e5,wv,000,0036,0000577,070,54,041,07000US540419067685972,"Weston city (part), Courthouse-Collins Settlement district, Lewis County, West Virginia",818,530,359,171,36,135,288,270,18
ACSSF,2012e5,wv,000,0036,0000578,070,54,041,07000US540419067699999,"Remainder of Courthouse-Collins Settlement district, Courthouse-Collins Settlement district, Lewis County, West Virginia",1294,833,719,114,44,70,461,340,121
ACSSF,2012e5,wv,000,0036,0000579,070,54,041,07000US540419117685972,"Weston city (part), Freemans Creek district, Lewis County, West Virginia",522,248,197,51,18,33,274,232,42
ACSSF,2012e5,wv,000,0036,0000580,070,54,041,07000US540419117699999,"Remainder of Freemans Creek district, Freemans Creek district, Lewis County, West Virginia",1551,1077,875,202,72,130,474,407,67
ACSSF,2012e5,wv,000,0036,0000581,070,54,041,07000US540419148040828,"Jane Lew town, Hackers Creek-Skin Creek district, Lewis County, West Virginia",247,108,84,24,0,24,139,131,8
ACSSF,2012e5,wv,000,0036,0000582,070,54,041,07000US540419148085972,"Weston city (part), Hackers Creek-Skin Creek district, Lewis County, West Virginia",297,201,145,56,12,44,96,72,24
ACSSF,2012e5,wv,000,0036,0000583,070,54,041,07000US540419148099999,"Remainder of Hackers Creek-Skin Creek district, Hackers Creek-Skin Creek district, Lewis County, West Virginia",1841,1297,1042,255,65,190,544,477,67
ACSSF,2012e5,wv,000,0036,0000584,070,54,043,07000US540439038434516,"Hamlin town, Carroll district, Lincoln County, West Virginia",519,336,201,135,34,101,183,166,17
ACSSF,2012e5,wv,000,0036,0000585,070,54,043,07000US540439038499999,"Remainder of Carroll district, Carroll district, Lincoln County, West Virginia",968,766,666,100,7,93,202,202,0
ACSSF,2012e5,wv,000,0036,0000586,070,54,043,07000US540439096099999,"Duval district, Duval district, Lincoln County, West Virginia",1567,1374,1150,224,9,215,193,181,12
ACSSF,2012e5,wv,000,0036,0000587,070,54,043,07000US540439157235596,"Harts CDP, Harts Creek district, Lincoln County, West Virginia",278,205,117,88,13,75,73,73,0
ACSSF,2012e5,wv,000,0036,0000588,070,54,043,07000US540439157299999,"Remainder of Harts Creek district, Harts Creek district, Lincoln County, West Virginia",1143,819,682,137,39,98,324,295,29
ACSSF,2012e5,wv,000,0036,0000589,070,54,043,07000US540439181299999,"Laurel Hill district, Laurel Hill district, Lincoln County, West Virginia",781,548,377,171,65,106,233,189,44
ACSSF,2012e5,wv,000,0036,0000590,070,54,043,07000US540439278485804,"West Hamlin town, Sheridan district, Lincoln County, West Virginia",483,273,168,105,14,91,210,210,0
ACSSF,2012e5,wv,000,0036,0000591,070,54,043,07000US540439278499999,"Remainder of Sheridan district, Sheridan district, Lincoln County, West Virginia",1534,1117,730,387,180,207,417,371,46
ACSSF,2012e5,wv,000,0036,0000592,070,54,043,07000US540439351601396,"Alum Creek CDP (part), Washington district, Lincoln County, West Virginia",496,418,248,170,75,95,78,78,0
ACSSF,2012e5,wv,000,0036,0000593,070,54,043,07000US540439351699999,"Remainder of Washington district, Washington district, Lincoln County, West Virginia",731,413,343,70,10,60,318,286,32
ACSSF,2012e5,wv,000,0036,0000594,070,54,045,07000US540459045336484,"Henlawson CDP, Central district, Logan County, West Virginia",99,84,84,0,0,0,15,15,0
ACSSF,2012e5,wv,000,0036,0000595,070,54,045,07000US540459045348148,"Logan city, Central district, Logan County, West Virginia",983,540,343,197,37,160,443,355,88
ACSSF,2012e5,wv,000,0036,0000596,070,54,045,07000US540459045349732,"McConnell CDP, Central district, Logan County, West Virginia",223,188,188,0,0,0,35,35,0
ACSSF,2012e5,wv,000,0036,0000597,070,54,045,07000US540459045354892,"Mitchell Heights town, Central district, Logan County, West Virginia",170,119,104,15,2,13,51,51,0
ACSSF,2012e5,wv,000,0036,0000598,070,54,045,07000US540459045356342,"Mount Gay-Shamrock CDP (part), Central district, Logan County, West Virginia",643,447,342,105,46,59,196,137,59
ACSSF,2012e5,wv,000,0036,0000599,070,54,045,07000US540459045357916,"Neibert CDP, Central district, Logan County, West Virginia",47,47,33,14,0,14,0,0,0
ACSSF,2012e5,wv,000,0036,0000600,070,54,045,07000US540459045376996,"Stollings CDP, Central district, Logan County, West Virginia",186,158,131,27,0,27,28,28,0
ACSSF,2012e5,wv,000,0036,0000601,070,54,045,07000US540459045383332,"Verdunville CDP (part), Central district, Logan County, West Virginia",55,41,20,21,0,21,14,0,14
ACSSF,2012e5,wv,000,0036,0000602,070,54,045,07000US540459045385900,"West Logan town, Central district, Logan County, West Virginia",215,116,70,46,4,42,99,92,7
ACSSF,2012e5,wv,000,0036,0000603,070,54,045,07000US540459045399999,"Remainder of Central district, Central district, Logan County, West Virginia",1989,1387,947,440,257,183,602,555,47
ACSSF,2012e5,wv,000,0036,0000604,070,54,045,07000US540459097900196,"Accoville CDP, Eastern district, Logan County, West Virginia",184,146,139,7,7,0,38,38,0
ACSSF,2012e5,wv,000,0036,0000605,070,54,045,07000US540459097901660,"Amherstdale CDP, Eastern district, Logan County, West Virginia",105,50,37,13,0,13,55,55,0
ACSSF,2012e5,wv,000,0036,0000606,070,54,045,07000US540459097907228,"Big Creek CDP, Eastern district, Logan County, West Virginia",44,44,31,13,0,13,0,0,0
ACSSF,2012e5,wv,000,0036,0000607,070,54,045,07000US540459097910876,"Bruno CDP, Eastern district, Logan County, West Virginia",171,156,135,21,0,21,15,15,0
ACSSF,2012e5,wv,000,0036,0000608,070,54,045,07000US540459097914524,"Chapmanville town (part), Eastern district, Logan County, West Virginia",623,402,289,113,3,110,221,205,16
ACSSF,2012e5,wv,000,0036,0000609,070,54,045,07000US540459097944188,"Kistler CDP, Eastern district, Logan County, West Virginia",187,113,50,63,0,63,74,57,17
ACSSF,2012e5,wv,000,0036,0000610,070,54,045,07000US540459097950860,"Mallory CDP, Eastern district, Logan County, West Virginia",574,363,282,81,28,53,211,211,0
ACSSF,2012e5,wv,000,0036,0000611,070,54,045,07000US540459097950932,"Man town (part), Eastern district, Logan County, West Virginia",618,406,306,100,9,91,212,181,31
ACSSF,2012e5,wv,000,0036,0000612,070,54,045,07000US540459097969100,"Robinette CDP, Eastern district, Logan County, West Virginia",197,159,123,36,0,36,38,24,14
ACSSF,2012e5,wv,000,0036,0000613,070,54,045,07000US540459097999999,"Remainder of Eastern district, Eastern district, Logan County, West Virginia",2916,2245,1693,552,211,341,671,507,164
ACSSF,2012e5,wv,000,0036,0000614,070,54,045,07000US540459360814524,"Chapmanville town (part), Western district, Logan County, West Virginia",35,18,18,0,0,0,17,0,17
ACSSF,2012e5,wv,000,0036,0000615,070,54,045,07000US540459360814716,"Chauncey CDP, Western district, Logan County, West Virginia",86,86,64,22,0,22,0,0,0
ACSSF,2012e5,wv,000,0036,0000616,070,54,045,07000US540459360837948,"Holden CDP, Western district, Logan County, West Virginia",293,261,200,61,10,51,32,32,0
ACSSF,2012e5,wv,000,0036,0000617,070,54,045,07000US540459360850932,"Man town (part), Western district, Logan County, West Virginia",234,166,142,24,0,24,68,47,21
ACSSF,2012e5,wv,000,0036,0000618,070,54,045,07000US540459360855132,"Monaville CDP, Western district, Logan County, West Virginia",97,65,65,0,0,0,32,32,0
ACSSF,2012e5,wv,000,0036,0000619,070,54,045,07000US540459360856342,"Mount Gay-Shamrock CDP (part), Western district, Logan County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000620,070,54,045,07000US540459360860628,"Omar CDP, Western district, Logan County, West Virginia",298,236,156,80,12,68,62,62,0
ACSSF,2012e5,wv,000,0036,0000621,070,54,045,07000US540459360870468,"Rossmore CDP, Western district, Logan County, West Virginia",147,101,66,35,19,16,46,0,46
ACSSF,2012e5,wv,000,0036,0000622,070,54,045,07000US540459360872004,"Sarah Ann CDP, Western district, Logan County, West Virginia",47,13,13,0,0,0,34,23,11
ACSSF,2012e5,wv,000,0036,0000623,070,54,045,07000US540459360878796,"Switzer CDP, Western district, Logan County, West Virginia",276,177,159,18,18,0,99,99,0
ACSSF,2012e5,wv,000,0036,0000624,070,54,045,07000US540459360883332,"Verdunville CDP (part), Western district, Logan County, West Virginia",196,100,70,30,0,30,96,25,71
ACSSF,2012e5,wv,000,0036,0000625,070,54,045,07000US540459360899999,"Remainder of Western district, Western district, Logan County, West Virginia",2864,2098,1587,511,174,337,766,680,86
ACSSF,2012e5,wv,000,0036,0000626,070,54,047,07000US540479016804732,"Bartley CDP, Big Creek district, McDowell County, West Virginia",76,60,14,46,22,24,16,16,0
ACSSF,2012e5,wv,000,0036,0000627,070,54,047,07000US540479016806748,"Berwind CDP, Big Creek district, McDowell County, West Virginia",97,62,54,8,0,8,35,22,13
ACSSF,2012e5,wv,000,0036,0000628,070,54,047,07000US540479016819492,"Cucumber CDP, Big Creek district, McDowell County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000629,070,54,047,07000US540479016867228,"Raysal CDP (part), Big Creek district, McDowell County, West Virginia",24,24,24,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000630,070,54,047,07000US540479016884484,"War city, Big Creek district, McDowell County, West Virginia",355,226,162,64,27,37,129,96,33
ACSSF,2012e5,wv,000,0036,0000631,070,54,047,07000US540479016899999,"Remainder of Big Creek district, Big Creek district, McDowell County, West Virginia",1733,1112,826,286,63,223,621,540,81
ACSSF,2012e5,wv,000,0036,0000632,070,54,047,07000US540479024007516,"Big Sandy CDP, Browns Creek district, McDowell County, West Virginia",33,33,33,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000633,070,54,047,07000US540479024020500,"Davy town, Browns Creek district, McDowell County, West Virginia",118,83,73,10,2,8,35,31,4
ACSSF,2012e5,wv,000,0036,0000634,070,54,047,07000US540479024043780,"Kimball town, Browns Creek district, McDowell County, West Virginia",130,111,68,43,6,37,19,19,0
ACSSF,2012e5,wv,000,0036,0000635,070,54,047,07000US540479024069844,"Roderfield CDP (part), Browns Creek district, McDowell County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000636,070,54,047,07000US540479024083764,"Vivian CDP, Browns Creek district, McDowell County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000637,070,54,047,07000US540479024085228,"Welch city (part), Browns Creek district, McDowell County, West Virginia",875,524,353,171,38,133,351,325,26
ACSSF,2012e5,wv,000,0036,0000638,070,54,047,07000US540479024099999,"Remainder of Browns Creek district, Browns Creek district, McDowell County, West Virginia",905,567,409,158,91,67,338,262,76
ACSSF,2012e5,wv,000,0036,0000639,070,54,047,07000US540479234501780,"Anawalt town, North Elkin district, McDowell County, West Virginia",142,103,63,40,9,31,39,39,0
ACSSF,2012e5,wv,000,0036,0000640,070,54,047,07000US540479234519324,"Crumpler CDP, North Elkin district, McDowell County, West Virginia",100,90,63,27,16,11,10,10,0
ACSSF,2012e5,wv,000,0036,0000641,070,54,047,07000US540479234530196,"Gary city, North Elkin district, McDowell County, West Virginia",384,254,161,93,8,85,130,118,12
ACSSF,2012e5,wv,000,0036,0000642,070,54,047,07000US540479234543516,"Keystone city, North Elkin district, McDowell County, West Virginia",139,80,40,40,9,31,59,59,0
ACSSF,2012e5,wv,000,0036,0000643,070,54,047,07000US540479234552588,"Maybeury CDP, North Elkin district, McDowell County, West Virginia",77,28,13,15,6,9,49,42,7
ACSSF,2012e5,wv,000,0036,0000644,070,54,047,07000US540479234559428,"Northfork town, North Elkin district, McDowell County, West Virginia",262,133,88,45,6,39,129,111,18
ACSSF,2012e5,wv,000,0036,0000645,070,54,047,07000US540479234561684,"Pageton CDP, North Elkin district, McDowell County, West Virginia",42,18,13,5,0,5,24,24,0
ACSSF,2012e5,wv,000,0036,0000646,070,54,047,07000US540479234585228,"Welch city (part), North Elkin district, McDowell County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000647,070,54,047,07000US540479234599999,"Remainder of North Elkin district, North Elkin district, McDowell County, West Virginia",744,568,437,131,30,101,176,148,28
ACSSF,2012e5,wv,000,0036,0000648,070,54,047,07000US540479271209700,"Bradshaw town, Sandy River district, McDowell County, West Virginia",164,111,97,14,4,10,53,53,0
ACSSF,2012e5,wv,000,0036,0000649,070,54,047,07000US540479271239652,"Iaeger town, Sandy River district, McDowell County, West Virginia",131,84,73,11,2,9,47,46,1
ACSSF,2012e5,wv,000,0036,0000650,070,54,047,07000US540479271267228,"Raysal CDP (part), Sandy River district, McDowell County, West Virginia",95,65,55,10,0,10,30,30,0
ACSSF,2012e5,wv,000,0036,0000651,070,54,047,07000US540479271269844,"Roderfield CDP (part), Sandy River district, McDowell County, West Virginia",41,11,11,0,0,0,30,30,0
ACSSF,2012e5,wv,000,0036,0000652,070,54,047,07000US540479271299999,"Remainder of Sandy River district, Sandy River district, McDowell County, West Virginia",1681,1157,882,275,106,169,524,452,72
ACSSF,2012e5,wv,000,0036,0000653,070,54,049,07000US540499215404612,"Barrackville town, Middletown district, Marion County, West Virginia",543,362,287,75,16,59,181,164,17
ACSSF,2012e5,wv,000,0036,0000654,070,54,049,07000US540499215426452,"Fairmont city (part), Middletown district, Marion County, West Virginia",5541,2899,1988,911,213,698,2642,2002,640
ACSSF,2012e5,wv,000,0036,0000655,070,54,049,07000US540499215464228,"Pleasant Valley city (part), Middletown district, Marion County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000656,070,54,049,07000US540499215499999,"Remainder of Middletown district, Middletown district, Marion County, West Virginia",1029,717,598,119,0,119,312,239,73
ACSSF,2012e5,wv,000,0036,0000657,070,54,049,07000US540499241826452,"Fairmont city (part), Palatine district, Marion County, West Virginia",2367,1541,1085,456,128,328,826,744,82
ACSSF,2012e5,wv,000,0036,0000658,070,54,049,07000US540499241864228,"Pleasant Valley city (part), Palatine district, Marion County, West Virginia",1350,849,606,243,63,180,501,441,60
ACSSF,2012e5,wv,000,0036,0000659,070,54,049,07000US540499241886620,"White Hall town, Palatine district, Marion County, West Virginia",290,159,128,31,5,26,131,112,19
ACSSF,2012e5,wv,000,0036,0000660,070,54,049,07000US540499241888708,"Worthington town (part), Palatine district, Marion County, West Virginia",0,0,0,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000661,070,54,049,07000US540499241899999,"Remainder of Palatine district, Palatine district, Marion County, West Virginia",5015,3629,2813,816,157,659,1386,1247,139
ACSSF,2012e5,wv,000,0036,0000662,070,54,049,07000US540499359413468,"Carolina CDP, West Augusta district, Marion County, West Virginia",158,148,125,23,23,0,10,10,0
ACSSF,2012e5,wv,000,0036,0000663,070,54,049,07000US540499359426524,"Fairview town, West Augusta district, Marion County, West Virginia",159,94,67,27,14,13,65,53,12
ACSSF,2012e5,wv,000,0036,0000664,070,54,049,07000US540499359426932,"Farmington town, West Augusta district, Marion County, West Virginia",203,137,98,39,13,26,66,49,17
ACSSF,2012e5,wv,000,0036,0000665,070,54,049,07000US540499359432908,"Grant Town town, West Augusta district, Marion County, West Virginia",222,143,109,34,8,26,79,77,2
ACSSF,2012e5,wv,000,0036,0000666,070,54,049,07000US540499359439676,"Idamay CDP, West Augusta district, Marion County, West Virginia",108,76,64,12,0,12,32,32,0
ACSSF,2012e5,wv,000,0036,0000667,070,54,049,07000US540499359451100,"Mannington city, West Augusta district, Marion County, West Virginia",770,557,379,178,82,96,213,180,33
ACSSF,2012e5,wv,000,0036,0000668,070,54,049,07000US540499359455276,"Monongah town, West Augusta district, Marion County, West Virginia",538,400,251,149,43,106,138,126,12
ACSSF,2012e5,wv,000,0036,0000669,070,54,049,07000US540499359466460,"Rachel CDP, West Augusta district, Marion County, West Virginia",109,109,92,17,17,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000670,070,54,049,07000US540499359468908,"Rivesville town, West Augusta district, Marion County, West Virginia",498,326,246,80,22,58,172,165,7
ACSSF,2012e5,wv,000,0036,0000671,070,54,049,07000US540499359488708,"Worthington town (part), West Augusta district, Marion County, West Virginia",132,69,57,12,0,12,63,63,0
ACSSF,2012e5,wv,000,0036,0000672,070,54,049,07000US540499359499999,"Remainder of West Augusta district, West Augusta district, Marion County, West Virginia",3729,2725,2182,543,179,364,1004,809,195
ACSSF,2012e5,wv,000,0036,0000673,070,54,051,07000US540519078006340,"Benwood city, District 1, Marshall County, West Virginia",612,344,215,129,25,104,268,248,20
ACSSF,2012e5,wv,000,0036,0000674,070,54,051,07000US540519078050260,"McMechen city, District 1, Marshall County, West Virginia",777,415,310,105,46,59,362,355,7
ACSSF,2012e5,wv,000,0036,0000675,070,54,051,07000US540519078086452,"Wheeling city (part), District 1, Marshall County, West Virginia",152,128,95,33,8,25,24,24,0
ACSSF,2012e5,wv,000,0036,0000676,070,54,051,07000US540519078099999,"District Remainder of 1, District 1, Marshall County, West Virginia",2939,2205,1876,329,65,264,734,598,136
ACSSF,2012e5,wv,000,0036,0000677,070,54,051,07000US540519081656020,"Moundsville city, District 2, Marshall County, West Virginia",4461,2600,1725,875,312,563,1861,1635,226
ACSSF,2012e5,wv,000,0036,0000678,070,54,051,07000US540519081699999,"District Remainder of 2, District 2, Marshall County, West Virginia",291,241,241,0,0,0,50,36,14
ACSSF,2012e5,wv,000,0036,0000679,070,54,051,07000US540519085212484,"Cameron city, District 3, Marshall County, West Virginia",391,259,217,42,16,26,132,111,21
ACSSF,2012e5,wv,000,0036,0000680,070,54,051,07000US540519085231492,"Glen Dale city, District 3, Marshall County, West Virginia",700,491,369,122,48,74,209,191,18
ACSSF,2012e5,wv,000,0036,0000681,070,54,051,07000US540519085299999,"District Remainder of 3, District 3, Marshall County, West Virginia",3745,2785,2344,441,203,238,960,798,162
ACSSF,2012e5,wv,000,0036,0000682,070,54,053,07000US540539004899999,"Arbuckle district, Arbuckle district, Mason County, West Virginia",377,340,245,95,50,45,37,37,0
ACSSF,2012e5,wv,000,0036,0000683,070,54,053,07000US540539061202188,"Apple Grove CDP (part), Clendenin district, Mason County, West Virginia",64,26,26,0,0,0,38,38,0
ACSSF,2012e5,wv,000,0036,0000684,070,54,053,07000US540539061229716,"Gallipolis Ferry CDP, Clendenin district, Mason County, West Virginia",444,345,263,82,37,45,99,89,10
ACSSF,2012e5,wv,000,0036,0000685,070,54,053,07000US540539061236436,"Henderson town, Clendenin district, Mason County, West Virginia",84,51,41,10,2,8,33,30,3
ACSSF,2012e5,wv,000,0036,0000686,070,54,053,07000US540539061299999,"Remainder of Clendenin district, Clendenin district, Mason County, West Virginia",934,622,500,122,28,94,312,197,115
ACSSF,2012e5,wv,000,0036,0000687,070,54,053,07000US540539064846300,"Leon town, Cologne district, Mason County, West Virginia",55,41,35,6,2,4,14,11,3
ACSSF,2012e5,wv,000,0036,0000688,070,54,053,07000US540539064899999,"Remainder of Cologne district, Cologne district, Mason County, West Virginia",633,410,272,138,40,98,223,203,20
ACSSF,2012e5,wv,000,0036,0000689,070,54,053,07000US540539066099999,"Cooper district, Cooper district, Mason County, West Virginia",734,565,462,103,10,93,169,120,49
ACSSF,2012e5,wv,000,0036,0000690,070,54,053,07000US540539126035500,"Hartford City town (part), Graham district, Mason County, West Virginia",131,102,81,21,6,15,29,24,5
ACSSF,2012e5,wv,000,0036,0000691,070,54,053,07000US540539126058564,"New Haven town, Graham district, Mason County, West Virginia",706,462,343,119,19,100,244,235,9
ACSSF,2012e5,wv,000,0036,0000692,070,54,053,07000US540539126099999,"Remainder of Graham district, Graham district, Mason County, West Virginia",338,265,213,52,29,23,73,60,13
ACSSF,2012e5,wv,000,0036,0000693,070,54,053,07000US540539151202188,"Apple Grove CDP (part), Hannan district, Mason County, West Virginia",10,10,10,0,0,0,0,0,0
ACSSF,2012e5,wv,000,0036,0000694,070,54,053,07000US540539151299999,"Remainder of Hannan district, Hannan district, Mason County, West Virginia",918,576,496,80,0,80,342,305,37
ACSSF,2012e5,wv,000,0036,0000695,070,54,053,07000US540539186064708,"Point Pleasant city (part), Lewis district, Mason County, West Virginia",1669,1054,807,247,32,215,615,528,87
ACSSF,2012e5,wv,000,0036,0000696,070,54,053,07000US540539186099999,"Remainder of Lewis district, Lewis district, Mason County, West Virginia",629,467,403,64,0,64,162,162,0
ACSSF,2012e5,wv,000,0036,0000697,070,54,053,07000US540539265264708,"Point Pleasant city (part), Robinson district, Mason County, West Virginia",104,66,66,0,0,0,38,38,0
ACSSF,2012e5,wv,000,0036,0000698,070,54,053,07000US540539265299999,"Remainder of Robinson district, Robinson district, Mason County, West Virginia",1064,609,455,154,0,154,455,344,111
ACSSF,2012e5,wv,000,0036,0000699,070,54,053,07000US540539326499999,"Union district, Union district, Mason County, West Virginia",446,374,324,50,0,50,72,64,8
ACSSF,2012e5,wv,000,0036,0000700,070,54,053,07000US540539343235500,"Hartford City town (part), Waggener district, Mason County, West Virginia",126,96,51,45,12,33,30,25,5
ACSSF,2012e5,wv,000,0036,0000701,070,54,053,07000US540539343252180,"Mason town, Waggener district, Mason County, West Virginia",447,310,176,134,25,109,137,123,14
ACSSF,2012e5,wv,000,0036,0000702,070,54,053,07000US540539343299999,"Remainder of Waggener district, Waggener district, Mason County, West Virginia",468,297,216,81,0,81,171,131,40
ACSSF,2012e5,wv,000,0036,0000703,070,54,055,07000US540559090008524,"Bluefield city (part), District I, Mercer County, West Virginia",4746,2781,2130,651,110,541,1965,1799,166
ACSSF,2012e5,wv,000,0036,0000704,070,54,055,07000US540559090008764,"Bluewell CDP, District I, Mercer County, West Virginia",901,556,455,101,39,62,345,246,99
ACSSF,2012e5,wv,000,0036,0000705,070,54,055,07000US540559090009796,"Bramwell town, District I, Mercer County, West Virginia",189,154,99,55,13,42,35,35,0
ACSSF,2012e5,wv,000,0036,0000706,070,54,055,07000US540559090010948,"Brush Fork CDP, District I, Mercer County, West Virginia",429,287,150,137,38,99,142,94,48
ACSSF,2012e5,wv,000,0036,0000707,070,54,055,07000US540559090099999,"District Remainder of I, District I, Mercer County, West Virginia",1787,1247,1017,230,51,179,540,436,104
ACSSF,2012e5,wv,000,0036,0000708,070,54,055,07000US540559091265692,"Princeton city (part), District II, Mercer County, West Virginia",2856,1673,1195,478,165,313,1183,986,197
ACSSF,2012e5,wv,000,0036,0000709,070,54,055,07000US540559091299999,"District Remainder of II, District II, Mercer County, West Virginia",7083,4370,3402,968,261,707,2713,2511,202
ACSSF,2012e5,wv,000,0036,0000710,070,54,055,07000US540559092403292,"Athens town, District III, Mercer County, West Virginia",236,105,95,10,0,10,131,78,53
