FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
ACSSF,2014e5,wv,000,0058,0000333,070,54,005,07000US540059083299999,"Remainder of District 3, District 3, Boone County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000334,070,54,007,07000US540079096827868,"Flatwoods town (part), Eastern district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000335,070,54,007,07000US540079096878580,"Sutton town (part), Eastern district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000336,070,54,007,07000US540079096899999,"Remainder of Eastern district, Eastern district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000337,070,54,007,07000US540079234611716,"Burnsville town, Northern district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000338,070,54,007,07000US540079234627868,"Flatwoods town (part), Northern district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000339,070,54,007,07000US540079234699999,"Remainder of Northern district, Northern district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000340,070,54,007,07000US540079292299999,"Southern district, Southern district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000341,070,54,007,07000US540079359730220,"Gassaway town, Western district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000342,070,54,007,07000US540079359778580,"Sutton town (part), Western district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000343,070,54,007,07000US540079359799999,"Remainder of Western district, Western district, Braxton County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000344,070,54,009,07000US540099110428204,"Follansbee city (part), Follansbee district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000345,070,54,009,07000US540099110438476,"Hooverson Heights CDP (part), Follansbee district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000346,070,54,009,07000US540099110499999,"Remainder of Follansbee district, Follansbee district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000347,070,54,009,07000US540099355228204,"Follansbee city (part), Weirton district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000348,070,54,009,07000US540099355238476,"Hooverson Heights CDP (part), Weirton district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000349,070,54,009,07000US540099355285156,"Weirton city (part), Weirton district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000350,070,54,009,07000US540099355299999,"Remainder of Weirton district, Weirton district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000351,070,54,009,07000US540099356405452,"Beech Bottom village, Wellsburg district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000352,070,54,009,07000US540099356406844,"Bethany town, Wellsburg district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000353,070,54,009,07000US540099356485324,"Wellsburg city, Wellsburg district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000354,070,54,009,07000US540099356487892,"Windsor Heights village, Wellsburg district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000355,070,54,009,07000US540099356499999,"Remainder of Wellsburg district, Wellsburg district, Brooke County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000356,070,54,011,07000US540119076439460,"Huntington city (part), District 1, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000357,070,54,011,07000US540119076499999,"Remainder of District 1, District 1, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000358,070,54,011,07000US540119079839460,"Huntington city (part), District 2, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000359,070,54,011,07000US540119083404276,"Barboursville village (part), District 3, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000360,070,54,011,07000US540119083439460,"Huntington city (part), District 3, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000361,070,54,011,07000US540119083446420,"Lesage CDP (part), District 3, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000362,070,54,011,07000US540119083499999,"Remainder of District 3, District 3, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000363,070,54,011,07000US540119087004276,"Barboursville village (part), District 4, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000364,070,54,011,07000US540119087039460,"Huntington city (part), District 4, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000365,070,54,011,07000US540119087062488,"Pea Ridge CDP, District 4, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000366,070,54,011,07000US540119087071476,"Salt Rock CDP (part), District 4, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000367,070,54,011,07000US540119087099999,"Remainder of District 4, District 4, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000368,070,54,011,07000US540119088204276,"Barboursville village (part), District 5, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000369,070,54,011,07000US540119088219516,"Culloden CDP (part), District 5, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000370,070,54,011,07000US540119088246420,"Lesage CDP (part), District 5, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000371,070,54,011,07000US540119088254484,"Milton town, District 5, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000372,070,54,011,07000US540119088271476,"Salt Rock CDP (part), District 5, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000373,070,54,011,07000US540119088299999,"Remainder of District 5, District 5, Cabell County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000374,070,54,013,07000US540139076699999,"District 1, District 1, Calhoun County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000375,070,54,013,07000US540139080099999,"District 2, District 2, Calhoun County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000376,070,54,013,07000US540139083632884,"Grantsville town, District 3, Calhoun County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000377,070,54,013,07000US540139083699999,"Remainder of District 3, District 3, Calhoun County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000378,070,54,013,07000US540139087399999,"District 4, District 4, Calhoun County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000379,070,54,013,07000US540139088599999,"District 5, District 5, Calhoun County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000380,070,54,015,07000US540159089199999,"District A, District A, Clay County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000381,070,54,015,07000US540159089315676,"Clay town, District B, Clay County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000382,070,54,015,07000US540159089399999,"Remainder of District B, District B, Clay County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000383,070,54,015,07000US540159089599999,"District C, District C, Clay County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000384,070,54,017,07000US540179013899999,"Beech district, Beech district, Doddridge County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000385,070,54,017,07000US540179209486116,"West Union town (part), Maple district, Doddridge County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000386,070,54,017,07000US540179209499999,"Remainder of Maple district, Maple district, Doddridge County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000387,070,54,017,07000US540179237499999,"Oak district, Oak district, Doddridge County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000388,070,54,017,07000US540179246686116,"West Union town (part), Pine district, Doddridge County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000389,070,54,017,07000US540179246699999,"Remainder of Pine district, Pine district, Doddridge County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000390,070,54,019,07000US540199228001996,"Ansted town, New Haven district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000391,070,54,019,07000US540199228027028,"Fayetteville town (part), New Haven district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000392,070,54,019,07000US540199228037036,"Hico CDP, New Haven district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000393,070,54,019,07000US540199228052780,"Meadow Bridge town, New Haven district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000394,070,54,019,07000US540199228060028,"Oak Hill city (part), New Haven district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000395,070,54,019,07000US540199228065668,"Prince CDP, New Haven district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000396,070,54,019,07000US540199228099999,"Remainder of New Haven district, New Haven district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000397,070,54,019,07000US540199247231876,"Glen Jean CDP, Plateau district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000398,070,54,019,07000US540199247237444,"Hilltop CDP, Plateau district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000399,070,54,019,07000US540199247254508,"Minden CDP, Plateau district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000400,070,54,019,07000US540199247256404,"Mount Hope city (part), Plateau district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000401,070,54,019,07000US540199247260028,"Oak Hill city (part), Plateau district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000402,070,54,019,07000US540199247280284,"Thurmond town, Plateau district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000403,070,54,019,07000US540199247299999,"Remainder of Plateau district, Plateau district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000404,070,54,019,07000US540199339605068,"Beards Fork CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000405,070,54,019,07000US540199339609100,"Boomer CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000406,070,54,019,07000US540199339614630,"Charlton Heights CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000407,070,54,019,07000US540199339620764,"Deep Water CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000408,070,54,019,07000US540199339621628,"Dixie CDP (part), Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000409,070,54,019,07000US540199339626812,"Falls View CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000410,070,54,019,07000US540199339627028,"Fayetteville town (part), Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000411,070,54,019,07000US540199339630364,"Gauley Bridge town, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000412,070,54,019,07000US540199339631732,"Glen Ferris CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000413,070,54,019,07000US540199339643828,"Kimberly CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000414,070,54,019,07000US540199339643852,"Kincaid CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000415,070,54,019,07000US540199339655468,"Montgomery city (part), Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000416,070,54,019,07000US540199339656212,"Mount Carbon CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000417,070,54,019,07000US540199339656404,"Mount Hope city (part), Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000418,070,54,019,07000US540199339660028,"Oak Hill city (part), Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000419,070,54,019,07000US540199339661660,"Page CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000420,070,54,019,07000US540199339662356,"Pax town, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000421,070,54,019,07000US540199339665284,"Powellton CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000422,070,54,019,07000US540199339672292,"Scarbro CDP, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000423,070,54,019,07000US540199339674740,"Smithers city (part), Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000424,070,54,019,07000US540199339699999,"Remainder of Valley district, Valley district, Fayette County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000425,070,54,021,07000US540219040899999,"Center district, Center district, Gilmer County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000426,070,54,021,07000US540219053432044,"Glenville town, City district, Gilmer County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000427,070,54,021,07000US540219053499999,"Remainder of City district, City district, Gilmer County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000428,070,54,021,07000US540219075899999,"De Kalb-Troy district, De Kalb-Troy district, Gilmer County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000429,070,54,021,07000US540219123671620,"Sand Fork town, Glenville district, Gilmer County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000430,070,54,021,07000US540219123699999,"Remainder of Glenville district, Glenville district, Gilmer County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000431,070,54,023,07000US540239129662956,"Petersburg city (part), Grant district, Grant County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000432,070,54,023,07000US540239129699999,"Remainder of Grant district, Grant district, Grant County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000433,070,54,023,07000US540239220862956,"Petersburg city (part), Milroy district, Grant County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000434,070,54,023,07000US540239220899999,"Remainder of Milroy district, Milroy district, Grant County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000435,070,54,023,07000US540239321604924,"Bayard town, Union district, Grant County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000436,070,54,023,07000US540239321699999,"Remainder of Union district, Union district, Grant County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000437,070,54,025,07000US540259044926428,"Fairlea CDP, Central district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000438,070,54,025,07000US540259044946636,"Lewisburg city, Central district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000439,070,54,025,07000US540259044970156,"Ronceverte city (part), Central district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000440,070,54,025,07000US540259044999999,"Remainder of Central district, Central district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000441,070,54,025,07000US540259097200772,"Alderson town (part), Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000442,070,54,025,07000US540259097226692,"Falling Spring town, Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000443,070,54,025,07000US540259097270156,"Ronceverte city (part), Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000444,070,54,025,07000US540259097286812,"White Sulphur Springs city, Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000445,070,54,025,07000US540259097299999,"Remainder of Eastern district, Eastern district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000446,070,54,025,07000US540259360166412,"Quinwood town, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000447,070,54,025,07000US540259360166652,"Rainelle town, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000448,070,54,025,07000US540259360170828,"Rupert town, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000449,070,54,025,07000US540259360199999,"Remainder of Western district, Western district, Greenbrier County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000450,070,54,027,07000US540279020413108,"Capon Bridge town (part), Bloomery district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000451,070,54,027,07000US540279020499999,"Remainder of Bloomery district, Bloomery district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000452,070,54,027,07000US540279036013108,"Capon Bridge town (part), Capon district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000453,070,54,027,07000US540279036099999,"Remainder of Capon district, Capon district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000454,070,54,027,07000US540279124899999,"Gore district, Gore district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000455,070,54,027,07000US540279218499999,"Mill Creek district, Mill Creek district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000456,070,54,027,07000US540279267670084,"Romney city, Romney district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000457,070,54,027,07000US540279267699999,"Remainder of Romney district, Romney district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000458,070,54,027,07000US540279282099999,"Sherman district, Sherman district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000459,070,54,027,07000US540279298833436,"Green Spring CDP, Springfield district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000460,070,54,027,07000US540279298876084,"Springfield CDP, Springfield district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000461,070,54,027,07000US540279298899999,"Remainder of Springfield district, Springfield district, Hampshire County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000462,070,54,029,07000US540299031285156,"Weirton city (part), Butler district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000463,070,54,029,07000US540299054058372,"New Cumberland city, Clay district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000464,070,54,029,07000US540299054085156,"Weirton city (part), Clay district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000465,070,54,029,07000US540299054099999,"Remainder of Clay district, Clay district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000466,070,54,029,07000US540299130815076,"Chester city, Grant district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000467,070,54,029,07000US540299130858420,"Newell CDP, Grant district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000468,070,54,029,07000US540299130899999,"Remainder of Grant district, Grant district, Hancock County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000469,070,54,031,07000US540319037284580,"Wardensville town, Capon district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000470,070,54,031,07000US540319037299999,"Remainder of Capon district, Capon district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000471,070,54,031,07000US540319196899999,"Lost River district, Lost River district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000472,070,54,031,07000US540319223255588,"Moorefield town (part), Moorefield district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000473,070,54,031,07000US540319223299999,"Remainder of Moorefield district, Moorefield district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000474,070,54,031,07000US540319238255588,"Moorefield town (part), Old Fields district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000475,070,54,031,07000US540319238299999,"Remainder of Old Fields district, Old Fields district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000476,070,54,031,07000US540319292855588,"Moorefield town (part), South Fork district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000477,070,54,031,07000US540319292899999,"Remainder of South Fork district, South Fork district, Hardy County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000478,070,54,033,07000US540339097501900,"Anmoore town (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000479,070,54,033,07000US540339097510180,"Bridgeport city (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000480,070,54,033,07000US540339097515628,"Clarksburg city (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000481,070,54,033,07000US540339097521316,"Despard CDP (part), Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000482,070,54,033,07000US540339097536628,"Hepzibah CDP, Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000483,070,54,033,07000US540339097575796,"Spelter CDP, Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000484,070,54,033,07000US540339097599999,"Remainder of Eastern district, Eastern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000485,070,54,033,07000US540339235210180,"Bridgeport city (part), Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000486,070,54,033,07000US540339235225516,"Enterprise CDP, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000487,070,54,033,07000US540339235234180,"Gypsy CDP, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000488,070,54,033,07000US540339235249252,"Lumberport town (part), Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000489,070,54,033,07000US540339235273636,"Shinnston city, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000490,070,54,033,07000US540339235284172,"Wallace CDP, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000491,070,54,033,07000US540339235299999,"Remainder of Northern district, Northern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000492,070,54,033,07000US540339236815628,"Clarksburg city (part), North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000493,070,54,033,07000US540339236821316,"Despard CDP (part), North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000494,070,54,033,07000US540339236849252,"Lumberport town (part), North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000495,070,54,033,07000US540339236899999,"Remainder of North Urban district, North Urban district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000496,070,54,033,07000US540339292301900,"Anmoore town (part), Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000497,070,54,033,07000US540339292310180,"Bridgeport city (part), Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000498,070,54,033,07000US540339292315628,"Clarksburg city (part), Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
ACSSF,2014e5,wv,000,0058,0000499,070,54,033,07000US540339292348748,"Lost Creek town, Southern district, Harrison County, West Virginia",,,,,,,,,,,,,,,,,
