FILEID,FILETYPE,STATE,CHARITER,SEQUENCE,LOGRECNO,SUMMARY_LEVEL,STATE_FIPS,COUNTY,GEO_ID,GEO_NAME,Total:,"1, detached","1, attached",2,3 or 4,5 to 9,10 to 19,20 to 49,50 or more,Mobile home,"Boat, RV, van, etc."
ACSSF,2010e5,wv,000,0096,0000039,050,54,053,05000US54053,"Mason County, West Virginia",12893,9064,86,414,191,109,22,93,60,2841,13
ACSSF,2010e5,wv,000,0096,0000040,050,54,055,05000US54055,"Mercer County, West Virginia",30171,19390,640,395,1016,785,423,247,293,6944,38
ACSSF,2010e5,wv,000,0096,0000041,050,54,057,05000US54057,"Mineral County, West Virginia",12974,9572,404,544,243,540,33,41,239,1358,0
ACSSF,2010e5,wv,000,0096,0000042,050,54,059,05000US54059,"Mingo County, West Virginia",12829,8168,25,259,194,300,60,12,345,3466,0
ACSSF,2010e5,wv,000,0096,0000043,050,54,061,05000US54061,"Monongalia County, West Virginia",42125,21335,1664,2337,2319,2528,2980,1571,1348,5986,57
ACSSF,2010e5,wv,000,0096,0000044,050,54,063,05000US54063,"Monroe County, West Virginia",7581,5923,66,18,60,41,7,5,0,1461,0
ACSSF,2010e5,wv,000,0096,0000045,050,54,065,05000US54065,"Morgan County, West Virginia",9609,7864,80,116,246,146,65,33,8,1051,0
ACSSF,2010e5,wv,000,0096,0000046,050,54,067,05000US54067,"Nicholas County, West Virginia",13032,9084,27,180,180,270,78,39,115,3048,11
ACSSF,2010e5,wv,000,0096,0000047,050,54,069,05000US54069,"Ohio County, West Virginia",21374,14512,864,1490,1245,704,493,323,955,788,0
ACSSF,2010e5,wv,000,0096,0000048,050,54,071,05000US54071,"Pendleton County, West Virginia",5145,3733,149,106,78,53,4,0,12,1010,0
ACSSF,2010e5,wv,000,0096,0000049,050,54,073,05000US54073,"Pleasants County, West Virginia",3375,2448,11,95,32,106,15,47,0,621,0
ACSSF,2010e5,wv,000,0096,0000050,050,54,075,05000US54075,"Pocahontas County, West Virginia",8652,5300,124,131,126,237,24,250,995,1465,0
ACSSF,2010e5,wv,000,0096,0000051,050,54,077,05000US54077,"Preston County, West Virginia",14857,11493,75,136,250,341,34,30,23,2458,17
ACSSF,2010e5,wv,000,0096,0000052,050,54,079,05000US54079,"Putnam County, West Virginia",23225,17720,524,180,415,392,432,97,51,3396,18
ACSSF,2010e5,wv,000,0096,0000053,050,54,081,05000US54081,"Raleigh County, West Virginia",35970,26826,516,572,631,703,367,299,620,5436,0
ACSSF,2010e5,wv,000,0096,0000054,050,54,083,05000US54083,"Randolph County, West Virginia",14149,10341,86,250,372,267,266,66,132,2369,0
ACSSF,2010e5,wv,000,0096,0000055,050,54,085,05000US54085,"Ritchie County, West Virginia",5827,4561,7,124,34,123,7,6,2,963,0
ACSSF,2010e5,wv,000,0096,0000056,050,54,087,05000US54087,"Roane County, West Virginia",7379,5550,22,72,103,71,11,90,8,1452,0
ACSSF,2010e5,wv,000,0096,0000057,050,54,089,05000US54089,"Summers County, West Virginia",7648,5927,49,93,177,44,28,21,68,1241,0
ACSSF,2010e5,wv,000,0096,0000058,050,54,091,05000US54091,"Taylor County, West Virginia",7490,5726,80,81,191,82,117,98,132,983,0
ACSSF,2010e5,wv,000,0096,0000059,050,54,093,05000US54093,"Tucker County, West Virginia",5229,4206,69,87,79,136,4,19,21,608,0
ACSSF,2010e5,wv,000,0096,0000060,050,54,095,05000US54095,"Tyler County, West Virginia",4968,4101,17,49,20,75,6,28,9,663,0
ACSSF,2010e5,wv,000,0096,0000061,050,54,097,05000US54097,"Upshur County, West Virginia",11112,8145,39,185,195,90,99,106,109,2144,0
ACSSF,2010e5,wv,000,0096,0000062,050,54,099,05000US54099,"Wayne County, West Virginia",19271,14229,134,127,240,423,292,83,159,3584,0
ACSSF,2010e5,wv,000,0096,0000063,050,54,101,05000US54101,"Webster County, West Virginia",5424,3952,68,18,70,165,19,80,0,1052,0
ACSSF,2010e5,wv,000,0096,0000064,050,54,103,05000US54103,"Wetzel County, West Virginia",8221,6330,79,267,169,101,98,89,43,1045,0
ACSSF,2010e5,wv,000,0096,0000065,050,54,105,05000US54105,"Wirt County, West Virginia",3254,2121,0,16,42,36,30,0,0,1009,0
ACSSF,2010e5,wv,000,0096,0000066,050,54,107,05000US54107,"Wood County, West Virginia",40269,30366,445,1008,1449,1564,990,478,561,3389,19
ACSSF,2010e5,wv,000,0096,0000067,050,54,109,05000US54109,"Wyoming County, West Virginia",11098,7481,83,177,143,99,72,31,16,2996,0
ACSSF,2010e5,wv,000,0096,0000068,060,54,001,06000US5400192328,"North district, Barbour County, West Virginia",3176,2447,28,37,33,59,0,0,149,423,0
ACSSF,2010e5,wv,000,0096,0000069,060,54,001,06000US5400192892,"South district, Barbour County, West Virginia",2641,2061,19,19,9,63,22,3,0,445,0
ACSSF,2010e5,wv,000,0096,0000070,060,54,001,06000US5400193588,"West district, Barbour County, West Virginia",1974,1532,31,22,32,61,0,0,0,296,0
ACSSF,2010e5,wv,000,0096,0000071,060,54,003,06000US5400390006,"Adam Stephens district, Berkeley County, West Virginia",7553,4186,575,334,602,835,184,196,498,143,0
ACSSF,2010e5,wv,000,0096,0000072,060,54,003,06000US5400392322,"Norborne district, Berkeley County, West Virginia",3702,3052,221,17,4,52,153,58,15,130,0
ACSSF,2010e5,wv,000,0096,0000073,060,54,003,06000US5400392526,"Potomac district, Berkeley County, West Virginia",6517,3748,343,22,24,308,452,115,12,1493,0
ACSSF,2010e5,wv,000,0096,0000074,060,54,003,06000US5400392754,"Shenandoah district, Berkeley County, West Virginia",7964,6078,364,65,23,93,143,6,0,1192,0
ACSSF,2010e5,wv,000,0096,0000075,060,54,003,06000US5400393171,"Tuscarora district, Berkeley County, West Virginia",8105,5207,598,103,126,214,146,28,65,1618,0
ACSSF,2010e5,wv,000,0096,0000076,060,54,003,06000US5400393388,"Valley district, Berkeley County, West Virginia",9628,7483,294,32,44,34,10,0,0,1731,0
ACSSF,2010e5,wv,000,0096,0000077,060,54,005,06000US5400590762,"District 1, Boone County, West Virginia",3844,2499,0,20,19,51,0,16,5,1234,0
ACSSF,2010e5,wv,000,0096,0000078,060,54,005,06000US5400590796,"District 2, Boone County, West Virginia",3196,2143,36,43,0,0,0,0,0,974,0
ACSSF,2010e5,wv,000,0096,0000079,060,54,005,06000US5400590832,"District 3, Boone County, West Virginia",4187,2322,93,71,83,69,0,24,130,1380,15
ACSSF,2010e5,wv,000,0096,0000080,060,54,007,06000US5400790968,"Eastern district, Braxton County, West Virginia",1744,1190,12,14,53,68,41,4,4,358,0
ACSSF,2010e5,wv,000,0096,0000081,060,54,007,06000US5400792346,"Northern district, Braxton County, West Virginia",1906,1345,0,3,11,18,0,0,0,529,0
ACSSF,2010e5,wv,000,0096,0000082,060,54,007,06000US5400792922,"Southern district, Braxton County, West Virginia",1821,1177,0,0,0,0,0,0,0,644,0
ACSSF,2010e5,wv,000,0096,0000083,060,54,007,06000US5400793597,"Western district, Braxton County, West Virginia",1986,1363,20,34,31,35,27,6,3,467,0
ACSSF,2010e5,wv,000,0096,0000084,060,54,009,06000US5400991104,"Follansbee district, Brooke County, West Virginia",4012,3276,13,111,76,156,0,54,0,326,0
ACSSF,2010e5,wv,000,0096,0000085,060,54,009,06000US5400993552,"Weirton district, Brooke County, West Virginia",3465,2611,42,107,95,98,103,43,176,190,0
ACSSF,2010e5,wv,000,0096,0000086,060,54,009,06000US5400993564,"Wellsburg district, Brooke County, West Virginia",3535,2881,91,201,140,40,26,8,0,148,0
ACSSF,2010e5,wv,000,0096,0000087,060,54,011,06000US5401190764,"District 1, Cabell County, West Virginia",9080,6736,127,332,274,456,237,176,287,455,0
ACSSF,2010e5,wv,000,0096,0000088,060,54,011,06000US5401190798,"District 2, Cabell County, West Virginia",9179,4381,129,933,1070,848,567,485,647,119,0
ACSSF,2010e5,wv,000,0096,0000089,060,54,011,06000US5401190834,"District 3, Cabell County, West Virginia",8278,6189,129,368,187,562,428,103,83,229,0
ACSSF,2010e5,wv,000,0096,0000090,060,54,011,06000US5401190870,"District 4, Cabell County, West Virginia",10849,7490,343,276,381,849,374,139,140,838,19
ACSSF,2010e5,wv,000,0096,0000091,060,54,011,06000US5401190882,"District 5, Cabell County, West Virginia",8743,6575,14,75,72,157,199,14,0,1637,0
ACSSF,2010e5,wv,000,0096,0000092,060,54,013,06000US5401390766,"District 1, Calhoun County, West Virginia",742,636,0,0,0,0,0,0,0,106,0
ACSSF,2010e5,wv,000,0096,0000093,060,54,013,06000US5401390800,"District 2, Calhoun County, West Virginia",786,537,11,0,35,0,0,15,0,188,0
ACSSF,2010e5,wv,000,0096,0000094,060,54,013,06000US5401390836,"District 3, Calhoun County, West Virginia",643,474,0,0,8,12,0,0,0,149,0
ACSSF,2010e5,wv,000,0096,0000095,060,54,013,06000US5401390873,"District 4, Calhoun County, West Virginia",863,613,18,16,0,0,0,0,0,216,0
ACSSF,2010e5,wv,000,0096,0000096,060,54,013,06000US5401390885,"District 5, Calhoun County, West Virginia",929,601,0,0,0,0,0,0,0,328,0
ACSSF,2010e5,wv,000,0096,0000097,060,54,015,06000US5401590891,"District A, Clay County, West Virginia",1551,1075,0,0,30,0,0,51,0,395,0
ACSSF,2010e5,wv,000,0096,0000098,060,54,015,06000US5401590893,"District B, Clay County, West Virginia",1670,1195,0,15,23,19,40,0,0,378,0
ACSSF,2010e5,wv,000,0096,0000099,060,54,015,06000US5401590895,"District C, Clay County, West Virginia",1411,949,0,0,0,0,0,0,0,462,0
ACSSF,2010e5,wv,000,0096,0000100,060,54,017,06000US5401790138,"Beech district, Doddridge County, West Virginia",1040,804,0,0,0,0,0,0,0,236,0
ACSSF,2010e5,wv,000,0096,0000101,060,54,017,06000US5401792094,"Maple district, Doddridge County, West Virginia",893,633,14,0,0,0,0,0,0,246,0
ACSSF,2010e5,wv,000,0096,0000102,060,54,017,06000US5401792374,"Oak district, Doddridge County, West Virginia",910,750,23,0,8,0,0,0,0,129,0
ACSSF,2010e5,wv,000,0096,0000103,060,54,017,06000US5401792466,"Pine district, Doddridge County, West Virginia",1063,830,3,16,4,45,21,0,0,144,0
ACSSF,2010e5,wv,000,0096,0000104,060,54,019,06000US5401992280,"New Haven district, Fayette County, West Virginia",7291,5621,62,11,73,49,9,10,5,1451,0
ACSSF,2010e5,wv,000,0096,0000105,060,54,019,06000US5401992472,"Plateau district, Fayette County, West Virginia",7774,5953,65,143,96,238,18,103,94,1064,0
ACSSF,2010e5,wv,000,0096,0000106,060,54,019,06000US5401993396,"Valley district, Fayette County, West Virginia",6677,5159,71,136,190,80,37,33,129,842,0
ACSSF,2010e5,wv,000,0096,0000107,060,54,021,06000US5402190408,"Center district, Gilmer County, West Virginia",892,665,0,0,0,0,0,0,0,227,0
ACSSF,2010e5,wv,000,0096,0000108,060,54,021,06000US5402190534,"City district, Gilmer County, West Virginia",908,568,24,70,60,37,29,3,0,117,0
ACSSF,2010e5,wv,000,0096,0000109,060,54,021,06000US5402190758,"De Kalb-Troy district, Gilmer County, West Virginia",1044,795,0,0,0,0,0,0,0,249,0
ACSSF,2010e5,wv,000,0096,0000110,060,54,021,06000US5402191236,"Glenville district, Gilmer County, West Virginia",650,549,0,3,8,0,0,0,0,90,0
ACSSF,2010e5,wv,000,0096,0000111,060,54,023,06000US5402391296,"Grant district, Grant County, West Virginia",1762,1456,35,0,0,46,0,0,0,225,0
ACSSF,2010e5,wv,000,0096,0000112,060,54,023,06000US5402392208,"Milroy district, Grant County, West Virginia",2313,1444,37,85,84,90,20,11,0,542,0
ACSSF,2010e5,wv,000,0096,0000113,060,54,023,06000US5402393216,"Union district, Grant County, West Virginia",2297,1811,0,0,0,0,0,0,0,486,0
ACSSF,2010e5,wv,000,0096,0000114,060,54,025,06000US5402590449,"Central district, Greenbrier County, West Virginia",6348,4705,162,146,212,156,10,39,34,884,0
ACSSF,2010e5,wv,000,0096,0000115,060,54,025,06000US5402590972,"Eastern district, Greenbrier County, West Virginia",6741,5180,65,48,130,236,27,0,42,1013,0
ACSSF,2010e5,wv,000,0096,0000116,060,54,025,06000US5402593601,"Western district, Greenbrier County, West Virginia",5746,4491,0,34,102,116,0,0,0,1003,0
ACSSF,2010e5,wv,000,0096,0000117,060,54,027,06000US5402790204,"Bloomery district, Hampshire County, West Virginia",1899,1599,0,33,0,19,0,0,0,248,0
ACSSF,2010e5,wv,000,0096,0000118,060,54,027,06000US5402790360,"Capon district, Hampshire County, West Virginia",1586,1273,0,42,3,0,0,0,0,268,0
ACSSF,2010e5,wv,000,0096,0000119,060,54,027,06000US5402791248,"Gore district, Hampshire County, West Virginia",2499,1905,0,0,42,0,0,0,0,552,0
ACSSF,2010e5,wv,000,0096,0000120,060,54,027,06000US5402792184,"Mill Creek district, Hampshire County, West Virginia",677,555,0,24,0,0,0,0,0,98,0
ACSSF,2010e5,wv,000,0096,0000121,060,54,027,06000US5402792676,"Romney district, Hampshire County, West Virginia",2212,1446,16,77,110,102,65,53,0,343,0
ACSSF,2010e5,wv,000,0096,0000122,060,54,027,06000US5402792820,"Sherman district, Hampshire County, West Virginia",2725,1933,0,49,0,0,0,0,0,743,0
ACSSF,2010e5,wv,000,0096,0000123,060,54,027,06000US5402792988,"Springfield district, Hampshire County, West Virginia",1741,1466,0,0,19,0,0,40,0,216,0
ACSSF,2010e5,wv,000,0096,0000124,060,54,029,06000US5402990312,"Butler district, Hancock County, West Virginia",5021,4057,35,230,245,198,155,32,0,69,0
ACSSF,2010e5,wv,000,0096,0000125,060,54,029,06000US5402990540,"Clay district, Hancock County, West Virginia",4784,3700,59,200,185,53,9,0,204,374,0
ACSSF,2010e5,wv,000,0096,0000126,060,54,029,06000US5402991308,"Grant district, Hancock County, West Virginia",4794,3403,49,67,209,107,30,18,0,911,0
ACSSF,2010e5,wv,000,0096,0000127,060,54,031,06000US5403190372,"Capon district, Hardy County, West Virginia",1913,1599,7,7,33,3,1,20,0,243,0
ACSSF,2010e5,wv,000,0096,0000128,060,54,031,06000US5403191968,"Lost River district, Hardy County, West Virginia",2062,1634,0,0,0,0,0,0,0,428,0
ACSSF,2010e5,wv,000,0096,0000129,060,54,031,06000US5403192232,"Moorefield district, Hardy County, West Virginia",1194,620,4,15,68,71,49,5,0,347,15
ACSSF,2010e5,wv,000,0096,0000130,060,54,031,06000US5403192382,"Old Fields district, Hardy County, West Virginia",1402,895,0,0,38,107,40,0,0,322,0
ACSSF,2010e5,wv,000,0096,0000131,060,54,031,06000US5403192928,"South Fork district, Hardy County, West Virginia",1410,1017,0,0,0,0,0,0,0,393,0
ACSSF,2010e5,wv,000,0096,0000132,060,54,033,06000US5403390975,"Eastern district, Harrison County, West Virginia",5382,4021,170,103,304,170,132,72,84,326,0
ACSSF,2010e5,wv,000,0096,0000133,060,54,033,06000US5403392352,"Northern district, Harrison County, West Virginia",4903,3726,94,124,170,43,28,44,0,674,0
ACSSF,2010e5,wv,000,0096,0000134,060,54,033,06000US5403392368,"North Urban district, Harrison County, West Virginia",5298,3589,81,340,344,175,111,23,214,421,0
ACSSF,2010e5,wv,000,0096,0000135,060,54,033,06000US5403392923,"Southern district, Harrison County, West Virginia",5863,4774,124,136,78,113,41,0,0,597,0
ACSSF,2010e5,wv,000,0096,0000136,060,54,033,06000US5403392932,"South Urban district, Harrison County, West Virginia",5434,4083,87,275,231,129,132,131,219,147,0
ACSSF,2010e5,wv,000,0096,0000137,060,54,033,06000US5403392952,"Southwest district, Harrison County, West Virginia",4616,3797,49,26,37,55,80,44,0,528,0
ACSSF,2010e5,wv,000,0096,0000138,060,54,035,06000US5403590976,"Eastern district, Jackson County, West Virginia",4446,3197,0,148,64,160,21,0,0,856,0
ACSSF,2010e5,wv,000,0096,0000139,060,54,035,06000US5403592353,"Northern district, Jackson County, West Virginia",4221,2972,50,116,140,51,85,10,98,699,0
ACSSF,2010e5,wv,000,0096,0000140,060,54,035,06000US5403593605,"Western district, Jackson County, West Virginia",4515,3420,8,0,15,68,54,0,0,950,0
ACSSF,2010e5,wv,000,0096,0000141,060,54,037,06000US5403790504,"Charles Town district, Jefferson County, West Virginia",5269,3090,402,189,264,414,329,96,135,350,0
ACSSF,2010e5,wv,000,0096,0000142,060,54,037,06000US5403791548,"Harpers Ferry district, Jefferson County, West Virginia",3942,3067,210,36,11,50,89,6,3,470,0
ACSSF,2010e5,wv,000,0096,0000143,060,54,037,06000US5403791740,"Kabletown district, Jefferson County, West Virginia",4842,4082,365,122,37,11,47,0,26,152,0
ACSSF,2010e5,wv,000,0096,0000144,060,54,037,06000US5403792160,"Middleway district, Jefferson County, West Virginia",3866,3044,26,7,25,60,0,0,0,704,0
ACSSF,2010e5,wv,000,0096,0000145,060,54,037,06000US5403792760,"Shepherdstown district, Jefferson County, West Virginia",3689,3170,82,41,102,65,48,36,0,145,0
ACSSF,2010e5,wv,000,0096,0000146,060,54,039,06000US5403990768,"District 1, Kanawha County, West Virginia",22428,13651,366,586,1263,860,510,690,1719,2783,0
ACSSF,2010e5,wv,000,0096,0000147,060,54,039,06000US5403990804,"District 2, Kanawha County, West Virginia",24433,17617,822,938,1637,1066,866,160,192,1135,0
ACSSF,2010e5,wv,000,0096,0000148,060,54,039,06000US5403990840,"District 3, Kanawha County, West Virginia",22359,15882,898,649,1194,748,292,268,180,2248,0
ACSSF,2010e5,wv,000,0096,0000149,060,54,039,06000US5403990876,"District 4, Kanawha County, West Virginia",23843,17491,262,797,586,512,298,94,321,3482,0
ACSSF,2010e5,wv,000,0096,0000150,060,54,041,06000US5404190676,"Courthouse-Collins Settlement district, Lewis County, West Virginia",2735,2115,0,10,59,150,27,35,57,268,14
ACSSF,2010e5,wv,000,0096,0000151,060,54,041,06000US5404191176,"Freemans Creek district, Lewis County, West Virginia",2661,2017,28,0,27,28,22,10,0,529,0
ACSSF,2010e5,wv,000,0096,0000152,060,54,041,06000US5404191480,"Hackers Creek-Skin Creek district, Lewis County, West Virginia",2589,1921,33,42,5,86,21,29,106,346,0
ACSSF,2010e5,wv,000,0096,0000153,060,54,043,06000US5404390384,"Carroll district, Lincoln County, West Virginia",1643,1057,0,54,9,42,45,2,0,434,0
ACSSF,2010e5,wv,000,0096,0000154,060,54,043,06000US5404390960,"Duval district, Lincoln County, West Virginia",1530,876,0,19,0,0,0,0,0,626,9
ACSSF,2010e5,wv,000,0096,0000155,060,54,043,06000US5404391572,"Harts Creek district, Lincoln County, West Virginia",1727,1113,0,0,0,0,0,0,0,614,0
ACSSF,2010e5,wv,000,0096,0000156,060,54,043,06000US5404391704,"Jefferson district, Lincoln County, West Virginia",530,202,20,0,0,0,0,0,0,308,0
ACSSF,2010e5,wv,000,0096,0000157,060,54,043,06000US5404391812,"Laurel Hill district, Lincoln County, West Virginia",968,677,0,0,0,0,0,0,0,291,0
ACSSF,2010e5,wv,000,0096,0000158,060,54,043,06000US5404392784,"Sheridan district, Lincoln County, West Virginia",2094,1109,7,15,15,47,0,54,13,834,0
ACSSF,2010e5,wv,000,0096,0000159,060,54,043,06000US5404393240,"Union district, Lincoln County, West Virginia",190,72,0,0,0,0,0,0,0,118,0
ACSSF,2010e5,wv,000,0096,0000160,060,54,043,06000US5404393516,"Washington district, Lincoln County, West Virginia",1251,923,0,0,0,0,0,0,0,328,0
ACSSF,2010e5,wv,000,0096,0000161,060,54,045,06000US5404590453,"Central district, Logan County, West Virginia",5493,3846,114,81,158,218,119,3,8,946,0
ACSSF,2010e5,wv,000,0096,0000162,060,54,045,06000US5404590979,"Eastern district, Logan County, West Virginia",6044,4078,73,56,23,329,74,5,63,1343,0
ACSSF,2010e5,wv,000,0096,0000163,060,54,045,06000US5404593608,"Western district, Logan County, West Virginia",5310,3377,43,84,28,176,72,0,0,1530,0
ACSSF,2010e5,wv,000,0096,0000164,060,54,047,06000US5404790168,"Big Creek district, McDowell County, West Virginia",3243,2511,25,29,38,14,0,0,0,626,0
ACSSF,2010e5,wv,000,0096,0000165,060,54,047,06000US5404790240,"Browns Creek district, McDowell County, West Virginia",2598,1842,9,47,86,10,18,39,103,444,0
ACSSF,2010e5,wv,000,0096,0000166,060,54,047,06000US5404792345,"North Elkin district, McDowell County, West Virginia",2943,2226,133,80,59,10,0,0,0,435,0
ACSSF,2010e5,wv,000,0096,0000167,060,54,047,06000US5404792712,"Sandy River district, McDowell County, West Virginia",2945,1804,12,11,18,8,0,0,0,1092,0
ACSSF,2010e5,wv,000,0096,0000168,060,54,049,06000US5404992154,"Middletown district, Marion County, West Virginia",8618,6345,97,676,459,251,183,77,198,332,0
ACSSF,2010e5,wv,000,0096,0000169,060,54,049,06000US5404992418,"Palatine district, Marion County, West Virginia",9940,7404,103,257,286,427,95,102,31,1235,0
ACSSF,2010e5,wv,000,0096,0000170,060,54,049,06000US5404993594,"West Augusta district, Marion County, West Virginia",8026,6389,45,93,200,79,26,6,0,1188,0
ACSSF,2010e5,wv,000,0096,0000171,060,54,051,06000US5405190780,"District 1, Marshall County, West Virginia",5242,4199,133,151,264,172,0,10,0,313,0
ACSSF,2010e5,wv,000,0096,0000172,060,54,051,06000US5405190816,"District 2, Marshall County, West Virginia",4785,3680,114,217,154,0,28,52,74,466,0
ACSSF,2010e5,wv,000,0096,0000173,060,54,051,06000US5405190852,"District 3, Marshall County, West Virginia",5928,4526,50,101,172,178,42,17,41,788,13
ACSSF,2010e5,wv,000,0096,0000174,060,54,053,06000US5405390048,"Arbuckle district, Mason County, West Virginia",543,392,0,0,0,0,0,0,0,151,0
