"ZCTA","B25024_1_total","B25024_2_1._detached","B25024_7_10_to_19","B25024_8_20_to_49","B25024_9_50_or_more","B25024_10_mobile_home","B25024_11_boat._rv._van._etc.","B11003_1_total","B11003_2_married.couple_family","B11003_3_with_own_children_of_the_householder_under_18_years","B11003_4_under_6_years_only","B11003_5_under_6_years_and_6_to_17_years","B11003_6_6_to_17_years_only","B11003_7_no_own_children_of_the_householder_under_18_years","B11003_8_other_family","B11003_9_male_householder._no_wife_present","B11003_10_with_own_children_of_the_householder_under_18_years","B11003_11_under_6_years_only","B11003_12_under_6_years_and_6_to_17_years","B11003_13_6_to_17_years_only","B11003_14_no_own_children_of_the_householder_under_18_years","B11003_15_female_householder._no_husband_present","B11003_16_with_own_children_of_the_householder_under_18_years","B11003_17_under_6_years_only","B11003_18_under_6_years_and_6_to_17_years","B11003_19_6_to_17_years_only","B11003_20_no_own_children_of_the_householder_under_18_years","B25075_1_total","B25075_2_less_than_.10.000","B25075_3_.10.000_to_.14.999","B25075_4_.15.000_to_.19.999","B25075_5_.20.000_to_.24.999","B25075_6_.25.000_to_.29.999","B25075_7_.30.000_to_.34.999","B25075_8_.35.000_to_.39.999","B25075_9_.40.000_to_.49.999","B25075_10_.50.000_to_.59.999","B25075_11_.60.000_to_.69.999","B25075_12_.70.000_to_.79.999","B25075_13_.80.000_to_.89.999","B25075_14_.90.000_to_.99.999","B25075_15_.100.000_to_.124.999","B25075_16_.125.000_to_.149.999","B25075_17_.150.000_to_.174.999","B25075_18_.175.000_to_.199.999","B25075_19_.200.000_to_.249.999","B25075_20_.250.000_to_.299.999","B25075_21_.300.000_to_.399.999","B25075_22_.400.000_to_.499.999","B25075_23_.500.000_to_.749.999","B25075_24_.750.000_to_.999.999","B25075_25_.1.000.000_to_.1.499.999","B25075_26_.1.500.000_to_.1.999.999","B25075_27_.2.000.000_or_more","B03002_1_total","B03002_2_not_hispanic_or_latino","B03002_3_white_alone","B03002_4_black_or_african_american_alone","B03002_5_american_indian_and_alaska_native_alone","B03002_6_asian_alone","B03002_7_native_hawaiian_and_other_pacific_islander_alone","B03002_8_some_other_race_alone","B03002_9_two_or_more_races","B03002_10_two_races_including_some_other_race","B03002_11_two_races_excluding_some_other_race._and_three_or_more_races","B03002_12_hispanic_or_latino","B03002_13_white_alone","B03002_14_black_or_african_american_alone","B03002_15_american_indian_and_alaska_native_alone","B03002_16_asian_alone","B03002_17_native_hawaiian_and_other_pacific_islander_alone","B03002_18_some_other_race_alone","B03002_19_two_or_more_races","B03002_20_two_races_including_some_other_race","B03002_21_two_races_excluding_some_other_race._and_three_or_more_races","B25056_1_total","B25056_2_with_cash_rent","B25056_3_less_than_.100","B25056_4_.100_to_.149","B25056_5_.150_to_.199","B25056_6_.200_to_.249","B25056_7_.250_to_.299","B25056_8_.300_to_.349","B25056_9_.350_to_.399","B25056_10_.400_to_.449","B25056_11_.450_to_.499","B25056_12_.500_to_.549","B25056_13_.550_to_.599","B25056_14_.600_to_.649","B25056_15_.650_to_.699","B25056_16_.700_to_.749","B25056_17_.750_to_.799","B25056_18_.800_to_.899","B25056_19_.900_to_.999","B25056_20_.1.000_to_.1.249","B25056_21_.1.250_to_.1.499","B25056_22_.1.500_to_.1.999","B25056_23_.2.000_to_.2.499","B25056_24_.2.500_to_.2.999","B25056_25_.3.000_to_.3.499","B25056_26_.3.500_or_more","B25056_27_no_cash_rent","STATE","COUNTY","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","NAME","LSAD","new_constructions","existing_constructions","total_single_family_households_since_2000","total_single_family_households","new_existing_constructions_ratio","share_single_family_new_constructions","area_type","brks","B25024_3_1._attached","B25024_4_2","B25024_5_3_or_4","B25024_6_5_to_9","AFFGEOID10","GEOID10","ALAND10","AWATER10"
"22309",12317,5230,2024,57,94,179,0,8339,5828,2723,601,476,1646,3105,2511,634,300,45,74,181,334,1877,966,185,305,476,911,7181,88,28,84,0,44,0,0,9,0,31,78,43,64,211,361,187,172,387,555,1371,1040,1686,531,85,63,63,34882,24248,11438,8067,63,3254,0,76,1350,13,1337,10634,7220,37,7,0,0,2559,811,439,372,4203,4161,115,13,0,0,14,47,12,25,0,3,0,21,14,24,0,104,278,1025,1444,698,218,69,37,0,42,24,"033",482.691,21639107.815757,12481.7743296623,0.000576815570953134,"Prince George's","County",921,10284,890,8227,0.09,0.97,"Suburban","0.09",3598,188,240,707,"8600000US22309","22309",19511695,2186755
"22310",11869,6098,1320,278,155,64,0,7349,5965,2567,860,495,1212,3398,1384,359,90,21,0,69,269,1025,483,81,38,364,542,8821,80,0,14,0,4,14,20,15,0,10,19,12,0,9,53,88,57,344,598,2269,2210,2068,796,129,0,12,30889,25811,16559,4187,1,3882,10,34,1138,40,1098,5078,3611,290,6,9,0,780,382,175,207,2565,2508,0,0,0,0,0,0,0,6,0,18,27,10,11,0,15,29,8,198,314,938,649,128,91,66,57,51,"510",15.027,18630002.7871316,4174.58271391317,0.000224078480374502,"Alexandria","city",1003,10319,768,8985,0.1,0.77,"Urban","0.19",3252,27,178,497,"8600000US22310","22310",18571634,35307
"22310",11869,6098,1320,278,155,64,0,7349,5965,2567,860,495,1212,3398,1384,359,90,21,0,69,269,1025,483,81,38,364,542,8821,80,0,14,0,4,14,20,15,0,10,19,12,0,9,53,88,57,344,598,2269,2210,2068,796,129,0,12,30889,25811,16559,4187,1,3882,10,34,1138,40,1098,5078,3611,290,6,9,0,780,382,175,207,2565,2508,0,0,0,0,0,0,0,6,0,18,27,10,11,0,15,29,8,198,314,938,649,128,91,66,57,51,"059",390.969,18630002.7871316,18625827.4419587,0.999775880593226,"Fairfax","County",1003,10319,768,8985,0.1,0.77,"Suburban","0.19",3252,27,178,497,"8600000US22310","22310",18571634,35307
"22311",8619,648,2433,535,3056,0,0,3735,2574,1280,591,375,314,1294,1161,438,75,63,0,12,363,723,500,97,171,232,223,1291,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,94,91,187,273,528,55,9,0,0,18035,13775,6353,5425,0,1303,0,31,663,22,641,4260,3238,29,87,0,0,660,246,86,160,6591,6523,54,0,6,0,0,28,10,7,17,10,0,13,13,45,0,130,451,1386,1838,1960,390,49,83,33,68,51,"510",15.027,4042901.72216398,3168455.2758562,0.783708210982747,"Alexandria","city",521,7361,84,1455,0.07,0.16,"Urban","0.09",832,84,110,921,"8600000US22311","22311",3985029,16332
"22311",8619,648,2433,535,3056,0,0,3735,2574,1280,591,375,314,1294,1161,438,75,63,0,12,363,723,500,97,171,232,223,1291,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,94,91,187,273,528,55,9,0,0,18035,13775,6353,5425,0,1303,0,31,663,22,641,4260,3238,29,87,0,0,660,246,86,160,6591,6523,54,0,6,0,0,28,10,7,17,10,0,13,13,45,0,130,451,1386,1838,1960,390,49,83,33,68,51,"059",390.969,4042901.72216398,874444.494734727,0.216291306301326,"Fairfax","County",521,7361,84,1455,0.07,0.16,"Suburban","0.09",832,84,110,921,"8600000US22311","22311",3985029,16332
"22312",12114,3365,2731,427,1761,7,0,7411,5112,2385,739,616,1030,2727,2299,728,344,186,22,136,384,1571,811,256,22,533,760,5459,141,9,15,0,8,0,0,0,0,9,43,0,43,89,51,192,135,275,300,994,1452,1347,256,72,19,9,33915,23728,9810,8089,35,4849,27,90,828,7,821,10187,6829,231,54,0,0,2582,491,242,249,5712,5651,28,45,32,0,0,32,33,2,32,19,36,25,0,0,39,8,202,701,1594,2057,505,194,31,36,61,51,"510",15.027,13940364.732087,1175814.49771864,0.08434603543853,"Alexandria","city",1217,9947,503,5459,0.12,0.41,"Urban","0.19",2651,154,130,888,"8600000US22312","22312",13899303,96872
"22312",12114,3365,2731,427,1761,7,0,7411,5112,2385,739,616,1030,2727,2299,728,344,186,22,136,384,1571,811,256,22,533,760,5459,141,9,15,0,8,0,0,0,0,9,43,0,43,89,51,192,135,275,300,994,1452,1347,256,72,19,9,33915,23728,9810,8089,35,4849,27,90,828,7,821,10187,6829,231,54,0,0,2582,491,242,249,5712,5651,28,45,32,0,0,32,33,2,32,19,36,25,0,0,39,8,202,701,1594,2057,505,194,31,36,61,51,"059",390.969,13940364.732087,12764550.1412928,0.915653957884777,"Fairfax","County",1217,9947,503,5459,0.12,0.41,"Suburban","0.19",2651,154,130,888,"8600000US22312","22312",13899303,96872
"22314",18578,1418,1231,924,6657,0,0,7283,6012,1815,1171,161,483,4197,1271,358,90,32,6,52,268,913,478,108,67,303,435,8013,132,0,0,14,0,0,0,7,8,4,26,0,4,9,5,59,0,363,301,829,758,2708,1570,858,167,191,31442,29508,22712,4160,56,1506,0,144,930,31,899,1934,1499,82,36,61,0,200,56,28,28,8557,8292,136,139,50,70,140,102,27,15,0,62,49,40,24,41,8,74,111,598,827,2495,1735,952,360,237,265,11,"001",61.048,10647991.7229401,0.492189675569534,4.62237094445855e-08,"District of Columbia",NA,3976,12594,691,7100,0.32,0.17,"Urban","0.37",6126,261,591,1370,"8600000US22314","22314",9873153,673742
"22314",18578,1418,1231,924,6657,0,0,7283,6012,1815,1171,161,483,4197,1271,358,90,32,6,52,268,913,478,108,67,303,435,8013,132,0,0,14,0,0,0,7,8,4,26,0,4,9,5,59,0,363,301,829,758,2708,1570,858,167,191,31442,29508,22712,4160,56,1506,0,144,930,31,899,1934,1499,82,36,61,0,200,56,28,28,8557,8292,136,139,50,70,140,102,27,15,0,62,49,40,24,41,8,74,111,598,827,2495,1735,952,360,237,265,51,"059",390.969,10647991.7229401,31804.8814632325,0.0029869370948807,"Fairfax","County",3976,12594,691,7100,0.32,0.17,"Suburban","0.37",6126,261,591,1370,"8600000US22314","22314",9873153,673742
"22314",18578,1418,1231,924,6657,0,0,7283,6012,1815,1171,161,483,4197,1271,358,90,32,6,52,268,913,478,108,67,303,435,8013,132,0,0,14,0,0,0,7,8,4,26,0,4,9,5,59,0,363,301,829,758,2708,1570,858,167,191,31442,29508,22712,4160,56,1506,0,144,930,31,899,1934,1499,82,36,61,0,200,56,28,28,8557,8292,136,139,50,70,140,102,27,15,0,62,49,40,24,41,8,74,111,598,827,2495,1735,952,360,237,265,24,"033",482.691,10647991.7229401,7.29063764672022e-08,6.84696028736877e-15,"Prince George's","County",3976,12594,691,7100,0.32,0.17,"Suburban","0.37",6126,261,591,1370,"8600000US22314","22314",9873153,673742
"22314",18578,1418,1231,924,6657,0,0,7283,6012,1815,1171,161,483,4197,1271,358,90,32,6,52,268,913,478,108,67,303,435,8013,132,0,0,14,0,0,0,7,8,4,26,0,4,9,5,59,0,363,301,829,758,2708,1570,858,167,191,31442,29508,22712,4160,56,1506,0,144,930,31,899,1934,1499,82,36,61,0,200,56,28,28,8557,8292,136,139,50,70,140,102,27,15,0,62,49,40,24,41,8,74,111,598,827,2495,1735,952,360,237,265,51,"510",15.027,10647991.7229401,10615982.5080188,0.996993873046278,"Alexandria","city",3976,12594,691,7100,0.32,0.17,"Urban","0.37",6126,261,591,1370,"8600000US22314","22314",9873153,673742
"22314",18578,1418,1231,924,6657,0,0,7283,6012,1815,1171,161,483,4197,1271,358,90,32,6,52,268,913,478,108,67,303,435,8013,132,0,0,14,0,0,0,7,8,4,26,0,4,9,5,59,0,363,301,829,758,2708,1570,858,167,191,31442,29508,22712,4160,56,1506,0,144,930,31,899,1934,1499,82,36,61,0,200,56,28,28,8557,8292,136,139,50,70,140,102,27,15,0,62,49,40,24,41,8,74,111,598,827,2495,1735,952,360,237,265,51,"013",25.974,10647991.7229401,209.688625340583,1.96927862827718e-05,"Arlington","County",3976,12594,691,7100,0.32,0.17,"Urban","0.37",6126,261,591,1370,"8600000US22314","22314",9873153,673742
"22315",11074,2675,1128,321,296,0,18,7324,6080,3214,1122,577,1515,2866,1244,278,115,49,0,66,163,966,320,57,40,223,646,7536,26,6,0,0,0,0,0,9,0,0,0,0,11,44,0,22,94,236,499,1781,2272,2090,387,59,0,0,28173,25634,16306,4614,65,3009,0,153,1487,0,1487,2539,1357,124,13,37,0,812,196,15,181,3061,2980,0,9,10,0,12,0,9,31,0,0,0,0,0,0,0,32,19,166,191,1217,699,538,26,21,81,51,"059",390.969,14527828.6056936,14527828.6056936,1,"Fairfax","County",1192,9387,1012,8202,0.13,0.85,"Suburban","0.19",5784,70,111,671,"8600000US22315","22315",14152380,409333
"22401",11387,4519,2087,947,664,0,0,5491,3342,1423,522,345,556,1919,2149,244,62,6,0,56,182,1905,1301,373,239,689,604,3575,34,0,20,12,21,0,8,0,0,0,34,49,57,92,80,69,184,488,403,1102,485,323,94,13,0,7,27853,24838,16732,6062,26,623,26,12,1357,146,1211,3015,1084,384,28,6,0,1265,248,159,89,6696,6532,107,143,112,32,22,50,4,71,37,48,34,288,103,129,355,1162,811,2003,472,388,153,0,8,0,164,51,"630",10.44,27266119.3324267,27054388.2600744,0.992234645870544,"Fredericksburg","city",2460,7811,1612,5103,0.31,0.66,"Exurban","0.37",1281,313,526,1050,"8600000US22401","22401",27071661,178255
"22401",11387,4519,2087,947,664,0,0,5491,3342,1423,522,345,556,1919,2149,244,62,6,0,56,182,1905,1301,373,239,689,604,3575,34,0,20,12,21,0,8,0,0,0,34,49,57,92,80,69,184,488,403,1102,485,323,94,13,0,7,27853,24838,16732,6062,26,623,26,12,1357,146,1211,3015,1084,384,28,6,0,1265,248,159,89,6696,6532,107,143,112,32,22,50,4,71,37,48,34,288,103,129,355,1162,811,2003,472,388,153,0,8,0,164,51,"179",268.956,27266119.3324267,65634.8271009773,0.00240719356872029,"Stafford","County",2460,7811,1612,5103,0.31,0.66,"Exurban","0.37",1281,313,526,1050,"8600000US22401","22401",27071661,178255
"22401",11387,4519,2087,947,664,0,0,5491,3342,1423,522,345,556,1919,2149,244,62,6,0,56,182,1905,1301,373,239,689,604,3575,34,0,20,12,21,0,8,0,0,0,34,49,57,92,80,69,184,488,403,1102,485,323,94,13,0,7,27853,24838,16732,6062,26,623,26,12,1357,146,1211,3015,1084,384,28,6,0,1265,248,159,89,6696,6532,107,143,112,32,22,50,4,71,37,48,34,288,103,129,355,1162,811,2003,472,388,153,0,8,0,164,51,"177",401.496,27266119.3324267,146099.480151962,0.00535827920250504,"Spotsylvania","County",2460,7811,1612,5103,0.31,0.66,"Exurban","0.37",1281,313,526,1050,"8600000US22401","22401",27071661,178255
"22405",10600,9208,10,48,45,85,0,7970,6256,2723,335,663,1725,3533,1714,484,287,38,77,172,197,1230,766,71,32,663,464,7872,111,28,0,0,41,12,5,25,5,38,27,8,37,175,284,395,561,1573,1453,2009,602,363,80,16,4,20,30230,28254,22789,3494,184,501,0,19,1267,82,1185,1976,1260,34,0,0,0,636,46,6,40,2303,2180,0,17,0,8,0,30,13,6,0,54,0,12,12,141,39,281,70,443,436,422,162,6,9,19,123,51,"179",268.956,141813328.918025,141493841.899709,0.997747129830789,"Stafford","County",2371,7719,2342,9823,0.31,0.99,"Exurban","0.37",988,88,57,71,"8600000US22405","22405",136790498,5041272
"22405",10600,9208,10,48,45,85,0,7970,6256,2723,335,663,1725,3533,1714,484,287,38,77,172,197,1230,766,71,32,663,464,7872,111,28,0,0,41,12,5,25,5,38,27,8,37,175,284,395,561,1573,1453,2009,602,363,80,16,4,20,30230,28254,22789,3494,184,501,0,19,1267,82,1185,1976,1260,34,0,0,0,636,46,6,40,2303,2180,0,17,0,8,0,30,13,6,0,54,0,12,12,141,39,281,70,443,436,422,162,6,9,19,123,51,"177",401.496,141813328.918025,14339.409577162,0.000101114681437673,"Spotsylvania","County",2371,7719,2342,9823,0.31,0.99,"Exurban","0.37",988,88,57,71,"8600000US22405","22405",136790498,5041272
"22405",10600,9208,10,48,45,85,0,7970,6256,2723,335,663,1725,3533,1714,484,287,38,77,172,197,1230,766,71,32,663,464,7872,111,28,0,0,41,12,5,25,5,38,27,8,37,175,284,395,561,1573,1453,2009,602,363,80,16,4,20,30230,28254,22789,3494,184,501,0,19,1267,82,1185,1976,1260,34,0,0,0,636,46,6,40,2303,2180,0,17,0,8,0,30,13,6,0,54,0,12,12,141,39,281,70,443,436,422,162,6,9,19,123,51,"630",10.44,141813328.918025,18988.562345624,0.000133898290735424,"Fredericksburg","city",2371,7719,2342,9823,0.31,0.99,"Exurban","0.37",988,88,57,71,"8600000US22405","22405",136790498,5041272
"22406",8654,6207,640,88,199,55,0,6410,5178,2256,282,513,1461,2922,1232,314,219,91,31,97,95,918,455,22,133,300,463,5898,84,12,30,5,7,0,13,0,0,45,0,15,26,8,149,125,180,541,821,2211,1025,480,103,0,10,8,24405,22147,15293,4655,39,1124,18,72,946,0,946,2258,1327,147,6,6,0,560,212,108,104,2222,2179,0,0,0,0,0,53,0,18,0,31,0,0,44,22,30,16,495,886,242,200,103,39,0,0,43,51,"179",268.956,191622099.574469,191328464.504767,0.998467634629024,"Stafford","County",4084,3981,3752,6682,1.03,0.92,"Exurban","6.1",824,0,47,594,"8600000US22406","22406",188128417,3519810
"22406",8654,6207,640,88,199,55,0,6410,5178,2256,282,513,1461,2922,1232,314,219,91,31,97,95,918,455,22,133,300,463,5898,84,12,30,5,7,0,13,0,0,45,0,15,26,8,149,125,180,541,821,2211,1025,480,103,0,10,8,24405,22147,15293,4655,39,1124,18,72,946,0,946,2258,1327,147,6,6,0,560,212,108,104,2222,2179,0,0,0,0,0,53,0,18,0,31,0,0,44,22,30,16,495,886,242,200,103,39,0,0,43,51,"177",401.496,191622099.574469,57998.8592545837,0.000302673122689818,"Spotsylvania","County",4084,3981,3752,6682,1.03,0.92,"Exurban","6.1",824,0,47,594,"8600000US22406","22406",188128417,3519810
"22406",8654,6207,640,88,199,55,0,6410,5178,2256,282,513,1461,2922,1232,314,219,91,31,97,95,918,455,22,133,300,463,5898,84,12,30,5,7,0,13,0,0,45,0,15,26,8,149,125,180,541,821,2211,1025,480,103,0,10,8,24405,22147,15293,4655,39,1124,18,72,946,0,946,2258,1327,147,6,6,0,560,212,108,104,2222,2179,0,0,0,0,0,53,0,18,0,31,0,0,44,22,30,16,495,886,242,200,103,39,0,0,43,51,"061",647.449,191622099.574469,195002.201645462,0.00101763941674003,"Fauquier","County",4084,3981,3752,6682,1.03,0.92,"Exurban","6.1",824,0,47,594,"8600000US22406","22406",188128417,3519810
"22406",8654,6207,640,88,199,55,0,6410,5178,2256,282,513,1461,2922,1232,314,219,91,31,97,95,918,455,22,133,300,463,5898,84,12,30,5,7,0,13,0,0,45,0,15,26,8,149,125,180,541,821,2211,1025,480,103,0,10,8,24405,22147,15293,4655,39,1124,18,72,946,0,946,2258,1327,147,6,6,0,560,212,108,104,2222,2179,0,0,0,0,0,53,0,18,0,31,0,0,44,22,30,16,495,886,242,200,103,39,0,0,43,51,"047",379.234,191622099.574469,38814.52345974,0.000202557656689571,"Culpeper","County",4084,3981,3752,6682,1.03,0.92,"Exurban","6.1",824,0,47,594,"8600000US22406","22406",188128417,3519810
"22406",8654,6207,640,88,199,55,0,6410,5178,2256,282,513,1461,2922,1232,314,219,91,31,97,95,918,455,22,133,300,463,5898,84,12,30,5,7,0,13,0,0,45,0,15,26,8,149,125,180,541,821,2211,1025,480,103,0,10,8,24405,22147,15293,4655,39,1124,18,72,946,0,946,2258,1327,147,6,6,0,560,212,108,104,2222,2179,0,0,0,0,0,53,0,18,0,31,0,0,44,22,30,16,495,886,242,200,103,39,0,0,43,51,"630",10.44,191622099.574469,1821.27966189384,9.50453870372114e-06,"Fredericksburg","city",4084,3981,3752,6682,1.03,0.92,"Exurban","6.1",824,0,47,594,"8600000US22406","22406",188128417,3519810
"22407",20484,15937,810,445,843,356,7,14609,11495,5264,1058,1063,3143,6231,3114,781,369,111,29,229,412,2333,1276,271,190,815,1057,14321,210,40,100,37,52,7,59,24,35,7,20,63,25,314,787,1327,1323,2845,2467,2743,981,653,132,48,0,22,57950,51903,38414,10342,203,1775,109,94,966,8,958,6047,2313,156,51,27,0,3105,395,287,108,5215,4946,28,0,9,11,0,18,25,14,0,110,0,29,60,65,69,404,511,1590,947,729,233,39,28,27,269,51,"177",401.496,150389832.620713,150263772.616118,0.999161778410164,"Spotsylvania","County",5439,13811,4641,16911,0.39,0.85,"Exurban","6.1",1604,29,247,206,"8600000US22407","22407",146833751,3514083
"22407",20484,15937,810,445,843,356,7,14609,11495,5264,1058,1063,3143,6231,3114,781,369,111,29,229,412,2333,1276,271,190,815,1057,14321,210,40,100,37,52,7,59,24,35,7,20,63,25,314,787,1327,1323,2845,2467,2743,981,653,132,48,0,22,57950,51903,38414,10342,203,1775,109,94,966,8,958,6047,2313,156,51,27,0,3105,395,287,108,5215,4946,28,0,9,11,0,18,25,14,0,110,0,29,60,65,69,404,511,1590,947,729,233,39,28,27,269,51,"179",268.956,150389832.620713,53975.9852134883,0.00035890714334138,"Stafford","County",5439,13811,4641,16911,0.39,0.85,"Exurban","6.1",1604,29,247,206,"8600000US22407","22407",146833751,3514083
"22407",20484,15937,810,445,843,356,7,14609,11495,5264,1058,1063,3143,6231,3114,781,369,111,29,229,412,2333,1276,271,190,815,1057,14321,210,40,100,37,52,7,59,24,35,7,20,63,25,314,787,1327,1323,2845,2467,2743,981,653,132,48,0,22,57950,51903,38414,10342,203,1775,109,94,966,8,958,6047,2313,156,51,27,0,3105,395,287,108,5215,4946,28,0,9,11,0,18,25,14,0,110,0,29,60,65,69,404,511,1590,947,729,233,39,28,27,269,51,"047",379.234,150389832.620713,53998.3927669674,0.000359056139806691,"Culpeper","County",5439,13811,4641,16911,0.39,0.85,"Exurban","6.1",1604,29,247,206,"8600000US22407","22407",146833751,3514083
"22407",20484,15937,810,445,843,356,7,14609,11495,5264,1058,1063,3143,6231,3114,781,369,111,29,229,412,2333,1276,271,190,815,1057,14321,210,40,100,37,52,7,59,24,35,7,20,63,25,314,787,1327,1323,2845,2467,2743,981,653,132,48,0,22,57950,51903,38414,10342,203,1775,109,94,966,8,958,6047,2313,156,51,27,0,3105,395,287,108,5215,4946,28,0,9,11,0,18,25,14,0,110,0,29,60,65,69,404,511,1590,947,729,233,39,28,27,269,51,"630",10.44,150389832.620713,18084.1303224942,0.000120248357268293,"Fredericksburg","city",5439,13811,4641,16911,0.39,0.85,"Exurban","6.1",1604,29,247,206,"8600000US22407","22407",146833751,3514083
"22408",10010,6919,177,108,36,746,34,7171,5231,2494,441,519,1534,2737,1940,467,174,21,63,90,293,1473,949,123,156,670,524,7031,204,99,71,32,16,45,0,6,105,22,0,63,25,202,226,425,471,1180,1464,1746,451,132,29,7,0,10,28396,25481,18546,4645,79,994,43,42,1132,10,1122,2915,935,192,131,0,0,1472,185,87,98,2423,2357,40,5,29,19,0,0,0,18,0,31,0,24,0,19,81,210,167,857,433,343,73,8,0,0,66,51,"179",268.956,121209002.545365,24276.5885206461,0.00020028700847992,"Stafford","County",3258,5490,2963,8322,0.59,0.91,"Exurban","6.1",1885,20,20,65,"8600000US22408","22408",118919265,2336597
"22408",10010,6919,177,108,36,746,34,7171,5231,2494,441,519,1534,2737,1940,467,174,21,63,90,293,1473,949,123,156,670,524,7031,204,99,71,32,16,45,0,6,105,22,0,63,25,202,226,425,471,1180,1464,1746,451,132,29,7,0,10,28396,25481,18546,4645,79,994,43,42,1132,10,1122,2915,935,192,131,0,0,1472,185,87,98,2423,2357,40,5,29,19,0,0,0,18,0,31,0,24,0,19,81,210,167,857,433,343,73,8,0,0,66,51,"177",401.496,121209002.545365,107039887.378386,0.883101792198354,"Spotsylvania","County",3258,5490,2963,8322,0.59,0.91,"Exurban","6.1",1885,20,20,65,"8600000US22408","22408",118919265,2336597
"22408",10010,6919,177,108,36,746,34,7171,5231,2494,441,519,1534,2737,1940,467,174,21,63,90,293,1473,949,123,156,670,524,7031,204,99,71,32,16,45,0,6,105,22,0,63,25,202,226,425,471,1180,1464,1746,451,132,29,7,0,10,28396,25481,18546,4645,79,994,43,42,1132,10,1122,2915,935,192,131,0,0,1472,185,87,98,2423,2357,40,5,29,19,0,0,0,18,0,31,0,24,0,19,81,210,167,857,433,343,73,8,0,0,66,51,"630",10.44,121209002.545365,66925.7304354124,0.000552151482398053,"Fredericksburg","city",3258,5490,2963,8322,0.59,0.91,"Exurban","6.1",1885,20,20,65,"8600000US22408","22408",118919265,2336597
"22485",9609,7929,155,46,23,783,0,6244,5015,1996,354,315,1327,3019,1229,404,194,23,23,148,210,825,376,81,27,268,449,6359,107,24,59,13,14,0,0,27,66,40,19,36,21,96,152,389,374,1036,937,1515,700,574,108,22,30,0,24726,23659,18288,4133,62,298,13,8,857,102,755,1067,713,48,0,0,0,137,169,9,160,2170,1977,0,0,0,26,33,19,0,0,93,66,67,146,36,93,179,390,126,299,112,239,53,0,0,0,193,51,"179",268.956,471399586.010872,193711.689985816,0.000410928850457982,"Stafford","County",3152,4746,3025,7388,0.66,0.96,"Exurban","6.1",337,86,129,121,"8600000US22485","22485",454664775,19696631
"22508",5588,5212,0,0,34,216,0,3809,3117,982,159,176,647,2135,692,228,177,10,61,106,51,464,287,136,0,151,177,4764,24,0,8,0,11,0,15,21,19,0,33,18,40,292,191,411,283,916,764,920,258,367,95,38,40,0,13723,13144,11417,1121,44,178,0,43,341,0,341,579,329,7,0,0,0,243,0,0,0,405,351,0,0,0,0,0,0,0,0,0,25,0,7,15,10,0,0,71,98,68,57,0,0,0,0,54,51,"047",379.234,146123958.439017,123298.810407279,0.000843795991598026,"Culpeper","County",2069,2884,2042,4919,0.72,0.99,"Exurban","6.1",126,0,0,0,"8600000US22508","22508",143395206,2755566
"22508",5588,5212,0,0,34,216,0,3809,3117,982,159,176,647,2135,692,228,177,10,61,106,51,464,287,136,0,151,177,4764,24,0,8,0,11,0,15,21,19,0,33,18,40,292,191,411,283,916,764,920,258,367,95,38,40,0,13723,13144,11417,1121,44,178,0,43,341,0,341,579,329,7,0,0,0,243,0,0,0,405,351,0,0,0,0,0,0,0,0,0,25,0,7,15,10,0,0,71,98,68,57,0,0,0,0,54,51,"177",401.496,146123958.439017,17863569.1039693,0.122249419566775,"Spotsylvania","County",2069,2884,2042,4919,0.72,0.99,"Exurban","6.1",126,0,0,0,"8600000US22508","22508",143395206,2755566
"22534",1142,833,0,0,0,300,0,810,686,332,31,66,235,354,124,33,0,0,0,0,33,91,74,35,4,35,17,855,9,11,0,11,0,0,0,10,10,9,0,37,35,32,34,120,51,218,107,138,23,0,0,0,0,0,3559,3378,2985,269,11,71,0,0,42,0,42,181,181,0,0,0,0,0,0,0,0,149,138,9,0,0,9,0,0,0,0,0,31,0,10,0,0,0,0,43,36,0,0,0,0,0,0,11,51,"177",401.496,88209050.4023399,88209050.4023399,1,"Spotsylvania","County",232,480,232,712,0.48,1,"Exurban","6.1",9,0,0,0,"8600000US22534","22534",87903712,287988
"22546",6712,5731,34,0,0,553,9,4490,3049,1143,282,214,647,1906,1441,404,142,79,41,22,262,1037,587,111,59,417,450,4946,86,30,0,7,10,7,0,22,19,117,50,126,60,488,530,627,538,752,747,498,124,73,17,2,0,16,15731,15092,10288,4285,84,82,0,100,253,0,253,639,375,216,0,5,0,19,24,10,14,1218,1157,35,13,7,0,0,6,72,11,15,12,0,61,6,98,50,57,284,239,160,31,0,0,0,0,61,51,"177",401.496,425312638.994088,41026.2594354562,9.64614160832087e-05,"Spotsylvania","County",2348,3353,2342,5592,0.7,1,"Exurban","6.1",310,0,53,22,"8600000US22546","22546",420328822,4857352
