"ZCTA","B25024_1_total","B25024_2_1._detached","B25024_7_10_to_19","B25024_8_20_to_49","B25024_9_50_or_more","B25024_10_mobile_home","B25024_11_boat._rv._van._etc.","B11003_1_total","B11003_2_married.couple_family","B11003_3_with_own_children_of_the_householder_under_18_years","B11003_4_under_6_years_only","B11003_5_under_6_years_and_6_to_17_years","B11003_6_6_to_17_years_only","B11003_7_no_own_children_of_the_householder_under_18_years","B11003_8_other_family","B11003_9_male_householder._no_wife_present","B11003_10_with_own_children_of_the_householder_under_18_years","B11003_11_under_6_years_only","B11003_12_under_6_years_and_6_to_17_years","B11003_13_6_to_17_years_only","B11003_14_no_own_children_of_the_householder_under_18_years","B11003_15_female_householder._no_husband_present","B11003_16_with_own_children_of_the_householder_under_18_years","B11003_17_under_6_years_only","B11003_18_under_6_years_and_6_to_17_years","B11003_19_6_to_17_years_only","B11003_20_no_own_children_of_the_householder_under_18_years","B25075_1_total","B25075_2_less_than_.10.000","B25075_3_.10.000_to_.14.999","B25075_4_.15.000_to_.19.999","B25075_5_.20.000_to_.24.999","B25075_6_.25.000_to_.29.999","B25075_7_.30.000_to_.34.999","B25075_8_.35.000_to_.39.999","B25075_9_.40.000_to_.49.999","B25075_10_.50.000_to_.59.999","B25075_11_.60.000_to_.69.999","B25075_12_.70.000_to_.79.999","B25075_13_.80.000_to_.89.999","B25075_14_.90.000_to_.99.999","B25075_15_.100.000_to_.124.999","B25075_16_.125.000_to_.149.999","B25075_17_.150.000_to_.174.999","B25075_18_.175.000_to_.199.999","B25075_19_.200.000_to_.249.999","B25075_20_.250.000_to_.299.999","B25075_21_.300.000_to_.399.999","B25075_22_.400.000_to_.499.999","B25075_23_.500.000_to_.749.999","B25075_24_.750.000_to_.999.999","B25075_25_.1.000.000_to_.1.499.999","B25075_26_.1.500.000_to_.1.999.999","B25075_27_.2.000.000_or_more","B03002_1_total","B03002_2_not_hispanic_or_latino","B03002_3_white_alone","B03002_4_black_or_african_american_alone","B03002_5_american_indian_and_alaska_native_alone","B03002_6_asian_alone","B03002_7_native_hawaiian_and_other_pacific_islander_alone","B03002_8_some_other_race_alone","B03002_9_two_or_more_races","B03002_10_two_races_including_some_other_race","B03002_11_two_races_excluding_some_other_race._and_three_or_more_races","B03002_12_hispanic_or_latino","B03002_13_white_alone","B03002_14_black_or_african_american_alone","B03002_15_american_indian_and_alaska_native_alone","B03002_16_asian_alone","B03002_17_native_hawaiian_and_other_pacific_islander_alone","B03002_18_some_other_race_alone","B03002_19_two_or_more_races","B03002_20_two_races_including_some_other_race","B03002_21_two_races_excluding_some_other_race._and_three_or_more_races","B25056_1_total","B25056_2_with_cash_rent","B25056_3_less_than_.100","B25056_4_.100_to_.149","B25056_5_.150_to_.199","B25056_6_.200_to_.249","B25056_7_.250_to_.299","B25056_8_.300_to_.349","B25056_9_.350_to_.399","B25056_10_.400_to_.449","B25056_11_.450_to_.499","B25056_12_.500_to_.549","B25056_13_.550_to_.599","B25056_14_.600_to_.649","B25056_15_.650_to_.699","B25056_16_.700_to_.749","B25056_17_.750_to_.799","B25056_18_.800_to_.899","B25056_19_.900_to_.999","B25056_20_.1.000_to_.1.249","B25056_21_.1.250_to_.1.499","B25056_22_.1.500_to_.1.999","B25056_23_.2.000_to_.2.499","B25056_24_.2.500_to_.2.999","B25056_25_.3.000_to_.3.499","B25056_26_.3.500_or_more","B25056_27_no_cash_rent","STATE","COUNTY","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","NAME","LSAD","new_constructions","existing_constructions","total_single_family_households_since_2000","total_single_family_households","new_existing_constructions_ratio","share_single_family_new_constructions","area_type","brks","B25024_3_1._attached","B25024_4_2","B25024_5_3_or_4","B25024_6_5_to_9","AFFGEOID10","GEOID10","ALAND10","AWATER10"
"20198",1382,1311,5,0,0,59,0,651,507,96,26,30,40,411,144,58,43,0,43,0,15,86,0,0,0,0,86,727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,70,17,189,115,175,78,13,14,38,2345,1978,1806,123,0,0,0,0,49,0,49,367,367,0,0,0,0,0,0,0,0,312,202,0,4,0,2,0,0,43,15,22,0,0,35,1,2,0,13,6,29,25,5,0,0,0,0,110,51,"153",336.402,189486664.619847,276078.327249974,0.00145698024609726,"Prince William","County",89,891,84,975,0.1,0.94,"Exurban","0.19",7,0,0,0,"8600000US20198","20198",188690284,795592
"20198",1382,1311,5,0,0,59,0,651,507,96,26,30,40,411,144,58,43,0,43,0,15,86,0,0,0,0,86,727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,70,17,189,115,175,78,13,14,38,2345,1978,1806,123,0,0,0,0,49,0,49,367,367,0,0,0,0,0,0,0,0,312,202,0,4,0,2,0,0,43,15,22,0,0,35,1,2,0,13,6,29,25,5,0,0,0,0,110,51,"061",647.449,189486664.619847,189189402.527243,0.998431224206723,"Fauquier","County",89,891,84,975,0.1,0.94,"Exurban","0.19",7,0,0,0,"8600000US20198","20198",188690284,795592
"20202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,18598.0933334832,18598.0933334832,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20202","20202",18721,0
"20204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,14607.1875597693,14607.1875597693,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20204","20204",14638,0
"20228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,87302.321443826,87302.321443826,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20228","20228",83613,0
"20230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,55282.0595757202,55282.0595757202,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20230","20230",55495,0
"20240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,30669.7362024955,30669.7362024955,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20240","20240",31673,0
"20245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,59610.97548872,59610.97548872,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20245","20245",64474,0
"20260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,46319.3049782668,46319.3049782668,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20260","20260",46126,0
"20307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,204,162,14,0,15,0,0,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,338268.771059513,338268.771059513,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20307","20307",342486,61
"20317",545,0,0,20,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,460,455,319,136,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,280,280,0,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,92,95,0,0,0,0,11,"001",61.048,1188913.7411816,1188913.7411816,1,"District of Columbia",NA,0,313,0,33,0,-1,"Urban","0",33,0,0,0,"8600000US20317","20317",1184849,5298
"20319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,64,64,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,637665.110141158,637665.110141158,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20319","20319",359976,276997
"20373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,108,86,16,0,0,0,0,6,0,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,929410.079739928,929410.079739928,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20373","20373",935789,1808
"20390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,432,352,61,0,0,0,0,19,0,19,108,54,17,0,0,0,29,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,11324.4290093184,11324.4290093184,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20390","20390",10935,0
"20405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,32990.2234453987,32990.2234453987,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20405","20405",33011,0
"20418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,29342.6695806608,29342.6695806608,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20418","20418",29418,0
"20427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,16250.5427719788,16250.5427719788,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20427","20427",16368,0
"20506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,43955.8428889662,43955.8428889662,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20506","20506",47757,0
"20510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,30596.5678117871,30596.5678117871,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20510","20510",30810,0
"20520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,63582.8373936415,63582.8373936415,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20520","20520",83730,0
"20535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,12813.4853732369,12813.4853732369,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20535","20535",12919,0
"20540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,86576.0746538416,86576.0746538416,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20540","20540",86892,0
"20551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,23602.5713121336,23602.5713121336,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20551","20551",23513,0
"20553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,25061.2149235029,25061.2149235029,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20553","20553",25135,0
"20560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,53771.6301282649,53771.6301282649,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20560","20560",53607,0
"20565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,163761.117334132,163761.117334132,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20565","20565",173126,0
"20566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,97943.9833134077,97943.9833134077,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20566","20566",105615,0
"20593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"001",61.048,73438.7771688933,73438.7771688933,1,"District of Columbia",NA,0,0,0,0,-1,-1,"Urban","-1",0,0,0,0,"8600000US20593","20593",77132,0
"20601",9335,6907,70,143,12,134,26,6607,4934,2158,429,548,1181,2776,1673,359,127,25,0,102,232,1314,695,33,91,571,619,7072,88,44,11,56,18,0,0,0,7,0,21,60,24,57,88,489,393,1523,1552,1749,622,250,9,0,11,0,26029,24352,9991,12159,97,747,0,170,1188,49,1139,1677,1278,49,20,0,0,226,104,104,0,1836,1773,38,0,0,32,0,0,0,0,0,12,0,0,0,44,34,45,17,259,511,610,171,0,0,0,63,24,"033",482.691,116051534.846758,10905350.6750794,0.0939698961282974,"Prince George's","County",1823,6925,1691,8399,0.26,0.93,"Suburban","0.37",1847,15,92,89,"8600000US20601","20601",115640607,387684
"20601",9335,6907,70,143,12,134,26,6607,4934,2158,429,548,1181,2776,1673,359,127,25,0,102,232,1314,695,33,91,571,619,7072,88,44,11,56,18,0,0,0,7,0,21,60,24,57,88,489,393,1523,1552,1749,622,250,9,0,11,0,26029,24352,9991,12159,97,747,0,170,1188,49,1139,1677,1278,49,20,0,0,226,104,104,0,1836,1773,38,0,0,32,0,0,0,0,0,12,0,0,0,44,34,45,17,259,511,610,171,0,0,0,63,24,"017",457.749,116051534.846758,105145998.512404,0.906028504071447,"Charles","County",1823,6925,1691,8399,0.26,0.93,"Exurban","0.37",1847,15,92,89,"8600000US20601","20601",115640607,387684
"20602",10442,5331,473,703,522,36,0,6417,3769,1853,366,478,1009,1916,2648,345,209,50,0,159,136,2303,1594,168,264,1162,709,6076,42,9,30,37,0,9,19,0,0,0,0,8,0,111,334,854,551,1613,1174,1091,142,52,0,0,0,0,26393,24564,7622,14371,374,978,0,30,1189,0,1189,1829,1255,234,31,0,0,101,208,10,198,3712,3563,95,211,43,86,61,64,61,124,0,60,164,8,0,81,18,55,150,734,666,819,63,0,0,0,149,24,"017",457.749,36157034.0888521,36157034.0888521,1,"Charles","County",2423,7329,1714,7663,0.33,0.71,"Exurban","0.37",2801,51,251,274,"8600000US20602","20602",35885901,297632
"20603",11137,7124,70,300,439,31,0,8064,5895,3132,529,645,1958,2763,2169,354,256,8,36,212,98,1815,1005,108,128,769,810,8082,95,9,8,7,0,0,0,0,0,0,27,10,9,129,271,508,309,1320,1429,2566,959,332,53,18,0,23,31304,29601,8652,17796,25,1449,156,12,1511,0,1511,1703,1247,99,0,17,0,123,217,40,177,2659,2644,0,39,0,0,0,0,21,0,0,0,0,14,33,39,0,47,60,259,750,849,442,76,15,0,15,24,"033",482.691,44414836.5369154,31004.0368739069,0.000698055859062722,"Prince George's","County",3719,6991,2910,9324,0.53,0.78,"Suburban","6.1",2525,20,347,281,"8600000US20603","20603",44239724,219356
"20603",11137,7124,70,300,439,31,0,8064,5895,3132,529,645,1958,2763,2169,354,256,8,36,212,98,1815,1005,108,128,769,810,8082,95,9,8,7,0,0,0,0,0,0,27,10,9,129,271,508,309,1320,1429,2566,959,332,53,18,0,23,31304,29601,8652,17796,25,1449,156,12,1511,0,1511,1703,1247,99,0,17,0,123,217,40,177,2659,2644,0,39,0,0,0,0,21,0,0,0,0,14,33,39,0,47,60,259,750,849,442,76,15,0,15,24,"017",457.749,44414836.5369154,44383832.1025531,0.999301935191485,"Charles","County",3719,6991,2910,9324,0.53,0.78,"Exurban","6.1",2525,20,347,281,"8600000US20603","20603",44239724,219356
"20607",3667,3504,0,0,0,0,0,2784,2189,851,160,62,629,1338,595,105,29,17,0,12,76,490,265,11,81,173,225,3292,60,0,11,0,4,27,0,0,0,0,0,1,4,31,0,47,145,235,513,1151,675,271,108,0,0,9,10350,10239,1858,7063,90,668,0,156,404,0,404,111,25,17,0,0,0,4,65,0,65,209,206,0,0,0,0,0,0,0,60,0,5,0,0,14,0,0,0,34,36,9,27,15,6,0,0,3,24,"033",482.691,54891070.6801748,53001131.6587669,0.96556928116014,"Prince George's","County",1251,2250,1251,3497,0.56,1,"Suburban","6.1",159,4,0,0,"8600000US20607","20607",54381508,442401
"20607",3667,3504,0,0,0,0,0,2784,2189,851,160,62,629,1338,595,105,29,17,0,12,76,490,265,11,81,173,225,3292,60,0,11,0,4,27,0,0,0,0,0,1,4,31,0,47,145,235,513,1151,675,271,108,0,0,9,10350,10239,1858,7063,90,668,0,156,404,0,404,111,25,17,0,0,0,4,65,0,65,209,206,0,0,0,0,0,0,0,60,0,5,0,0,14,0,0,0,34,36,9,27,15,6,0,0,3,24,"017",457.749,54891070.6801748,1889939.38617803,0.034430725485204,"Charles","County",1251,2250,1251,3497,0.56,1,"Exurban","6.1",159,4,0,0,"8600000US20607","20607",54381508,442401
"20608",391,337,0,0,0,45,0,202,122,23,7,0,16,99,80,18,0,0,0,0,18,62,26,0,0,26,36,223,0,0,0,0,0,0,0,0,0,0,8,0,0,4,13,5,5,32,37,100,10,9,0,0,0,0,793,793,279,430,13,0,0,0,71,5,66,0,0,0,0,0,0,0,0,0,0,48,42,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,13,13,0,0,0,0,0,0,6,24,"033",482.691,50903057.1472981,50846665.6609534,0.998892178790333,"Prince George's","County",24,229,24,253,0.1,1,"Suburban","0.19",9,0,0,0,"8600000US20608","20608",45581671,5330325
"20608",391,337,0,0,0,45,0,202,122,23,7,0,16,99,80,18,0,0,0,0,18,62,26,0,0,26,36,223,0,0,0,0,0,0,0,0,0,0,8,0,0,4,13,5,5,32,37,100,10,9,0,0,0,0,793,793,279,430,13,0,0,0,71,5,66,0,0,0,0,0,0,0,0,0,0,48,42,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,13,13,0,0,0,0,0,0,6,24,"017",457.749,50903057.1472981,36535.5037758322,0.000717746748886015,"Charles","County",24,229,24,253,0.1,1,"Exurban","0.19",9,0,0,0,"8600000US20608","20608",45581671,5330325
"20608",391,337,0,0,0,45,0,202,122,23,7,0,16,99,80,18,0,0,0,0,18,62,26,0,0,26,36,223,0,0,0,0,0,0,0,0,0,0,8,0,0,4,13,5,5,32,37,100,10,9,0,0,0,0,793,793,279,430,13,0,0,0,71,5,66,0,0,0,0,0,0,0,0,0,0,48,42,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,13,13,0,0,0,0,0,0,6,24,"009",213.152,50903057.1472981,19855.5998476222,0.000390066942151747,"Calvert","County",24,229,24,253,0.1,1,"Exurban","0.19",9,0,0,0,"8600000US20608","20608",45581671,5330325
"20611",541,492,0,20,0,0,0,379,286,64,0,0,64,222,93,68,62,23,0,39,6,25,3,0,0,3,22,393,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,35,34,26,182,48,46,16,0,0,0,1452,1421,1040,301,46,13,0,0,21,0,21,31,20,0,0,0,0,0,11,11,0,99,99,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,23,14,23,0,13,0,0,0,0,24,"017",457.749,18277349.6275117,18277349.6275117,1,"Charles","County",109,383,83,443,0.28,0.76,"Exurban","0.37",0,0,29,0,"8600000US20611","20611",18243781,33481
"20612",267,267,0,0,0,0,0,144,84,0,0,0,0,84,60,0,0,0,0,0,0,60,0,0,0,0,60,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70,0,74,28,0,0,0,0,480,480,400,0,0,0,0,0,80,0,80,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,24,"017",457.749,1955041.30456537,1930926.25570869,0.987665197251658,"Charles","County",55,194,55,249,0.28,1,"Exurban","0.37",0,0,0,0,"8600000US20612","20612",604744,1337569
