"ZCTA","NAME","LSAD","STATE","COUNTY","new_constructions","existing_constructions","new_existing_constructions_ratio","share_single_family_new_constructions","total_single_family_households_since_2000","total_single_family_households","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","brks"
"20001","District of Columbia",NA,11,"001",6373,12365,0.52,0.01,53,5602,61.048,5795010.17681645,5795010.17681645,1,"6.61"
"20002","District of Columbia",NA,11,"001",4148,22053,0.19,0.06,229,12096,61.048,14223802.9300222,14223802.9300222,1,"0.35"
"20003","District of Columbia",NA,11,"001",3262,9132,0.36,0.12,377,5845,61.048,6467487.2306837,6467487.2306837,1,"6.61"
"20004","District of Columbia",NA,11,"001",508,655,0.78,0,0,0,61.048,894694.938347777,894694.938347777,1,"6.61"
"20005","District of Columbia",NA,11,"001",2033,6139,0.33,0.01,23,449,61.048,1132684.48341241,1132684.48341241,1,"0.35"
"20006","District of Columbia",NA,11,"001",33,583,0.06,0,0,8,61.048,918103.727879524,918103.727879524,1,"0.06"
"20007","District of Columbia",NA,11,"001",329,11556,0.03,0.35,114,5465,61.048,9147943.9090405,9147950.30093496,1.00000069872471,"0.06"
"20008","District of Columbia",NA,11,"001",577,15034,0.04,0.13,75,3405,61.048,7934014.35088521,7934014.35088521,1,"0.06"
"20009","District of Columbia",NA,11,"001",3332,23838,0.14,0.03,114,3715,61.048,3440816.01026237,3440816.01026237,1,"0.17"
"20010","District of Columbia",NA,11,"001",1270,11323,0.11,0.03,44,4199,61.048,2810689.6595735,2810689.6595735,1,"0.17"
"20011","District of Columbia",NA,11,"001",1213,23075,0.05,0.09,107,13612,61.048,12660480.7999454,12660466.3018587,0.999998854854972,"0.06"
"20012","District of Columbia",NA,11,"001",286,5659,0.05,0.05,13,3658,61.048,5803079.64819336,5803097.15997553,1.00000301767048,"0.06"
"20015","District of Columbia",NA,11,"001",389,6048,0.06,0.12,48,4560,61.048,8925388.95455337,8924431.45925066,0.999892722288341,"0.06"
"20016","District of Columbia",NA,11,"001",646,13111,0.05,0.33,213,6788,61.048,11927452.3369294,11927441.3502834,0.999999078877388,"0.06"
"20017","District of Columbia",NA,11,"001",682,6947,0.1,0.5,341,4766,61.048,5705564.79410224,5705551.60867786,0.999997689023813,"0.17"
"20018","District of Columbia",NA,11,"001",1067,6815,0.16,0.46,490,4880,61.048,7834941.73360515,7834941.73360515,1,"0.17"
"20019","District of Columbia",NA,11,"001",2770,20695,0.13,0.42,1153,10906,61.048,16827648.5829098,16827435.0886675,0.999987312889187,"0.17"
"20020","District of Columbia",NA,11,"001",2505,18624,0.13,0.46,1143,7671,61.048,12317651.7462729,12317671.4594769,1.00000160040277,"0.17"
"20024","District of Columbia",NA,11,"001",966,6343,0.15,0.17,167,1786,61.048,8788245.60274657,8788252.55867532,1.00000079150368,"0.17"
"20032","District of Columbia",NA,11,"001",2051,12576,0.16,0.58,1199,4863,61.048,13737595.2373034,13737612.5314884,1.00000125889464,"0.17"
"20036","District of Columbia",NA,11,"001",264,3907,0.07,0,0,176,61.048,832414.929835184,832414.929835184,1,"0.17"
"20037","District of Columbia",NA,11,"001",1276,5077,0.25,0.01,14,348,61.048,2564839.71776638,2564839.71776641,1.00000000000001,"0.35"
"20045","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,27708.9541533281,27708.9541533281,1,"0.06"
"20052","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,7060.79088071734,7060.79088071734,1,"0.06"
"20053","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,101139.7661466,101139.7661466,1,"0.06"
"20057","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,447112.521534041,447112.521534041,1,"0.06"
"20064","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,503538.589174271,503538.589174271,1,"0.06"
"20202","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,18598.0933334832,18598.0933334832,1,"0.06"
"20204","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,14607.1875597693,14607.1875597693,1,"0.06"
"20228","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,87302.321443826,87302.321443826,1,"0.06"
"20230","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,55282.0595757202,55282.0595757202,1,"0.06"
"20240","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,30669.7362024955,30669.7362024955,1,"0.06"
"20245","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,59610.97548872,59610.97548872,1,"0.06"
"20260","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,46319.3049782668,46319.3049782668,1,"0.06"
"20307","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,338268.771059513,338268.771059513,1,"0.06"
"20317","District of Columbia",NA,11,"001",0,310,0,0,0,15,61.048,1188913.7411816,1188913.7411816,1,"0.06"
"20319","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,637665.110141158,637665.110141158,1,"0.06"
"20373","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,929410.079739928,929410.079739928,1,"0.06"
"20390","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,11324.4290093184,11324.4290093184,1,"0.06"
"20405","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,32990.2234453987,32990.2234453987,1,"0.06"
"20418","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,29342.6695806608,29342.6695806608,1,"0.06"
"20427","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,16250.5427719788,16250.5427719788,1,"0.06"
"20506","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,43955.8428889662,43955.8428889662,1,"0.06"
"20510","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,30596.5678117871,30596.5678117871,1,"0.06"
"20520","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,63582.8373936415,63582.8373936415,1,"0.06"
"20535","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,12813.4853732369,12813.4853732369,1,"0.06"
"20540","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,86576.0746538416,86576.0746538416,1,"0.06"
"20551","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,23602.5713121336,23602.5713121336,1,"0.06"
"20553","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,25061.2149235029,25061.2149235029,1,"0.06"
"20560","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,53771.6301282649,53771.6301282649,1,"0.06"
"20565","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,163761.117334132,163761.117334132,1,"0.06"
"20566","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,97943.9833134077,97943.9833134077,1,"0.06"
"20593","District of Columbia",NA,11,"001",0,0,0,0,0,0,61.048,73438.7771688933,73438.7771688933,1,"0.06"
"20712","Prince George's","County",24,"033",154,3602,0.04,0.32,49,1146,482.691,1912759.04030633,1912847.50499773,1.00004624978345,"0.06"
"20722","Prince George's","County",24,"033",39,1647,0.02,1,39,1445,482.691,3902682.20794247,3902682.20794247,1,"0.06"
"20743","Prince George's","County",24,"033",1086,12891,0.08,0.55,599,10700,482.691,25125227.7243896,25125239.9834898,1.00000048791996,"0.17"
"20745","Prince George's","County",24,"033",969,9622,0.1,0.51,495,5293,482.691,17026104.0343928,16999847.0066171,0.998457836994143,"0.17"
"20746","Prince George's","County",24,"033",1690,9403,0.18,0.26,435,4543,482.691,20426906.8270561,20426906.8270673,1.00000000000055,"0.35"
"20748","Prince George's","County",24,"033",402,14246,0.03,0.57,230,9035,482.691,23563930.1042737,23563927.6845258,0.999999897311361,"0.06"
"20781","Prince George's","County",24,"033",327,3389,0.1,0.72,234,2303,482.691,6499646.20647645,6499646.4412961,1.00000003612807,"0.17"
"20782","Prince George's","County",24,"033",1512,9560,0.16,0.04,59,4919,482.691,11157365.1533222,11157365.1533222,1,"0.17"
"20783","Prince George's","County",24,"033",253,12204,0.02,0.22,56,5727,482.691,14547634.7671438,14542399.4103602,0.999640123163156,"0.06"
"20815","Montgomery","County",24,"031",985,11952,0.08,0.4,393,7035,491.254,14101992.6560829,14102936.473664,1.00006692795864,"0.17"
"20816","Montgomery","County",24,"031",306,5773,0.05,0.89,272,4750,491.254,10625517.4215522,10619779.3284448,0.999459970476757,"0.06"
"20910","Montgomery","County",24,"031",4256,15799,0.27,0.08,342,6371,491.254,11894977.8716655,11894979.9570951,1.00000017532018,"0.35"
"20912","Montgomery","County",24,"031",252,8920,0.03,0.44,112,3964,491.254,7053714.0166749,6437356.80953336,0.912619478804432,"0.06"
"22101","Fairfax","County",51,"059",1537,8911,0.17,0.93,1432,9584,390.969,35439944.8821993,35258185.1799388,0.994871332253347,"0.17"
"22202","Arlington","County",51,"013",3149,9777,0.32,0.04,133,2181,25.974,10176992.6196391,9985925.73322425,0.981225604306115,"0.35"
"22207","Arlington","County",51,"013",1245,10547,0.12,0.81,1012,10046,25.974,16571002.7153115,16450183.8930104,0.99270902163395,"0.17"
"22209","Arlington","County",51,"013",1852,5331,0.35,0.02,36,745,25.974,1515055.63567436,1515047.90665364,0.999994898523505,"0.35"
"22211","Arlington","County",51,"013",34,34,1,0,0,27,25.974,4537564.46916312,4537569.57760851,1.00000112581219,"6.61"
"22314","Alexandria","city",51,"510",4393,12699,0.35,0.19,830,7139,15.027,10647991.7229401,10615982.5080188,0.996993873046278,"0.35"
"20608","Prince George's","County",24,"033",35,220,0.16,1,35,255,482.691,50903057.1472981,50846665.6609534,0.998892178790333,"0.17"
"20612","Charles","County",24,"017",49,168,0.29,1,49,217,457.749,1955041.30456537,1930926.25570869,0.987665197251658,"0.35"
"20613","Prince George's","County",24,"033",2084,2411,0.86,1,2084,4466,482.691,199585354.825032,184139041.535729,0.922607982420134,"6.61"
"20615","Calvert","County",24,"009",0,183,0,0,0,183,213.152,2143286.18298912,2143286.18298912,1,"0.06"
