"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fredericksburg city","630","2000 to 2009",1921,16.64
51,"Fredericksburg city","630","1990 to 1999",1174,10.17
51,"Fredericksburg city","630","1980 to 1989",1109,9.61
51,"Fredericksburg city","630","1970 to 1979",2185,18.93
51,"Fredericksburg city","630","2010 to 2017",926,8.02
51,"Fredericksburg city","630","before 1950",2268,19.64
51,"Fredericksburg city","630","1950 to 1969",1962,16.99
