"STATE_FIPS","value","county_code","variable","value","value_prop"
24,"Montgomery County","031","White Alone",467734,45.01
24,"Montgomery County","031","African-American Alone",182541,17.57
24,"Montgomery County","031","Asian Alone",152515,14.68
24,"Montgomery County","031","Hispanic or Latino",197242,18.98
24,"Montgomery County","031","All Others",39166,3.77
