"","statefips","countyfips","tract","blkgrp","area_type","pop","bg_med_inc_real"
"2505","51","153","901216","2","Exurban",4323,134695.868837298
"2506","51","153","901216","3","Exurban",1880,120754.855060909
"2507","51","153","901298","1","Exurban",1762,133638.857867211
"2508","51","153","901298","2","Exurban",2632,131201.967121628
"2509","51","153","901298","7","Exurban",0,NA
"2510","51","153","901302","1","Exurban",598,75804.9830984119
"2511","51","153","901302","2","Exurban",1284,106981.041201607
"2512","51","153","901302","3","Exurban",213,100823.471841316
"2513","51","153","901302","5","Exurban",4721,122682.458702723
"2514","51","153","901398","1","Exurban",1576,118936.796192359
"2515","51","153","901398","2","Exurban",1834,98588.3740991135
"2516","51","153","901404","1","Exurban",3142,64018.3498628739
"2517","51","153","901497","1","Exurban",4150,70095.2020218126
"2518","51","153","901498","1","Exurban",604,79660.1903820397
"2519","51","153","901498","2","Exurban",1744,118396.759678551
"2520","51","153","901498","3","Exurban",363,81877.9915810957
"2521","51","153","901498","4","Exurban",1615,90858.7411505836
"2522","51","153","901501","1","Exurban",2191,144395.385866446
"2523","51","153","901501","2","Exurban",1037,129922.022928758
"2524","51","153","901501","3","Exurban",0,NA
"2525","51","153","901501","4","Exurban",92,169212.08160597
"2526","51","153","901501","5","Exurban",496,89551.8912239301
"2527","51","153","901501","6","Exurban",1223,68945.9428216085
"2528","51","153","901501","7","Exurban",670,134451.795395114
"2529","51","153","901598","1","Exurban",1669,120950.882549908
"2530","51","153","901598","2","Exurban",1246,112458.279864787
"2531","51","153","901598","3","Exurban",458,104449.98038778
"2532","51","153","901598","4","Exurban",532,123226.338892787
"2533","51","153","901601","1","Exurban",1299,93562.7673958798
"2534","51","153","901601","2","Exurban",317,118260.309171503
"2535","51","153","901601","3","Exurban",597,115982.930990497
"2536","51","153","901601","4","Exurban",841,92598.0046559092
"2537","51","153","901601","5","Exurban",326,107380.783532113
"2538","51","153","901602","1","Exurban",4468,94544.8266789974
"2539","51","153","901602","2","Exurban",642,145631.127782384
"2540","51","153","901602","3","Exurban",1152,84981.7601568978
"2541","51","153","901602","4","Exurban",119,104849.722718286
"2542","51","153","901702","1","Exurban",1659,68717.2440844442
"2543","51","153","901702","2","Exurban",932,106984.884877862
"2544","51","153","901702","3","Exurban",803,101192.464761783
"2545","51","153","901798","1","Exurban",565,116276.972223994
"2546","51","153","901798","2","Exurban",350,108941.316091587
"2547","51","153","901798","3","Exurban",409,99578.1207347407
"2548","51","153","901798","4","Exurban",384,110897.747305313
"2549","51","153","901798","5","Exurban",3984,69113.1427386951
"2550","51","153","901798","6","Exurban",853,59209.9108680401
"2551","51","153","901900","1","Exurban",642,79840.8431660182
"2552","51","153","901900","2","Exurban",1988,79936.9350723898
"2553","51","153","901900","3","Exurban",468,70867.7809490401
"2554","51","153","901900","4","Exurban",791,76731.3090758339
"2555","51","153","902098","1","Exurban",0,NA
"2556","51","153","902195","3","Exurban",0,NA
"2557","51","153","902196","3","Exurban",0,NA
"2558","51","153","902197","3","Exurban",0,NA
"2559","51","153","902198","3","Exurban",0,NA
"2560","51","153","902298","4","Exurban",0,NA
"2561","51","153","902398","4","Exurban",0,NA
"2562","51","157","990100","1","Exurban",1222,57954.9505708272
"2563","51","157","990100","2","Exurban",819,51449.5285094713
"2564","51","157","990100","3","Exurban",628,54291.9270999426
"2565","51","157","990200","1","Exurban",1849,75378.3350341221
"2566","51","157","990200","2","Exurban",486,65892.1420371197
"2567","51","157","990200","3","Exurban",516,53651.9550035079
"2568","51","157","990200","4","Exurban",1102,64262.4233050577
"2569","51","177","020198","1","Exurban",1867,93689.6087122903
"2570","51","177","020198","2","Exurban",2649,104338.513776389
"2571","51","177","020198","3","Exurban",2070,88811.9835448689
"2572","51","177","020198","4","Exurban",2661,96658.8486191721
"2573","51","177","020198","5","Exurban",2890,82431.480961796
"2574","51","177","020198","6","Exurban",2880,93983.6499457874
"2575","51","177","020198","7","Exurban",1699,78822.2689584795
"2576","51","177","020298","1","Exurban",695,53651.9550035079
"2577","51","177","020298","2","Exurban",2533,81902.9754767523
"2578","51","177","020298","3","Exurban",1030,76187.4288857708
"2579","51","177","020298","4","Exurban",1864,62459.7391415269
"2580","51","177","020298","5","Exurban",1682,69443.6988966133
"2581","51","177","020298","6","Exurban",1208,78101.5796606926
"2582","51","177","020300","1","Exurban",8190,85327.6910198354
"2583","51","177","020300","2","Exurban",4554,82560.244116334
"2584","51","177","020300","3","Exurban",3834,87743.441546017
"2585","51","177","020300","4","Exurban",1873,83192.5288602589
"2586","51","177","020300","5","Exurban",1231,64026.0372153836
"2587","51","177","020300","6","Exurban",742,47463.6362331781
"2588","51","177","020300","7","Exurban",0,NA
"2589","51","177","020300","8","Exurban",0,NA
"2590","51","177","020300","9","Exurban",70,78795.3632246955
"2591","51","177","020401","1","Exurban",1161,67664.0767906117
"2592","51","177","020401","2","Exurban",1835,59957.5058996109
"2593","51","177","020401","3","Exurban",1154,60393.7631545379
"2594","51","177","020402","1","Exurban",891,80901.6978123605
"2595","51","177","020402","2","Exurban",1008,69161.1886918809
"2596","51","177","020402","3","Exurban",2284,75288.0086421328
"2597","51","177","020402","4","Exurban",1923,57895.3735888768
"2598","51","177","020402","5","Exurban",925,50801.8690605268
"2599","51","177","020598","3","Exurban",0,NA
"2600","51","177","020697","4","Exurban",0,NA
"2601","51","177","020698","3","Exurban",0,NA
"2602","51","177","020798","2","Exurban",0,NA
"2603","51","179","010101","1","Exurban",1043,121223.783564003
"2604","51","179","010101","2","Exurban",1000,108187.955545634
"2605","51","179","010101","3","Exurban",938,116774.728298999
"2606","51","179","010101","4","Exurban",2181,114505.037470502
"2607","51","179","010101","5","Exurban",1210,121087.333056955
"2608","51","179","010102","1","Exurban",1237,58529.5801709293
"2609","51","179","010102","2","Exurban",1933,99758.7735187193
"2610","51","179","010102","3","Exurban",2842,107432.673161554
"2611","51","179","010102","4","Exurban",1768,79204.7147458384
"2612","51","179","010201","1","Exurban",68,78245.71752025
"2613","51","179","010202","1","Exurban",1287,80763.3254671854
"2614","51","179","010202","2","Exurban",1794,119486.441896805
"2615","51","179","010202","3","Exurban",1086,91737.0211748198
"2616","51","179","010203","1","Exurban",2610,88523.7078257542
"2617","51","179","010203","2","Exurban",983,70181.684737547
"2618","51","179","010203","3","Exurban",1264,100302.653708782
"2619","51","179","010203","4","Exurban",3422,102726.091587474
"2620","51","179","010203","5","Exurban",710,93689.6087122903
"2621","51","179","010203","6","Exurban",1293,83321.2920147969
"2622","51","179","010203","7","Exurban",3428,62029.2474009822
"2623","51","179","010203","8","Exurban",1433,69126.5956055871
"2624","51","179","010204","1","Exurban",1507,95190.5642898144
"2625","51","179","010204","2","Exurban",1458,77753.7269596275
"2626","51","179","010300","1","Exurban",941,83179.0759933669
"2627","51","179","010300","2","Exurban",1929,58779.4191274954
"2628","51","179","010300","3","Exurban",1138,65694.1927099943
"2629","51","179","010300","4","Exurban",1125,65154.156196186
"2630","51","179","010300","5","Exurban",1337,81361.0171248166
"2631","51","179","010300","6","Exurban",1535,88245.0412972766
"2632","51","179","010401","1","Exurban",1004,75043.935199949
"2633","51","179","010401","2","Exurban",1383,74311.7148733975
"2634","51","179","010401","3","Exurban",696,84480.1604056381
"2635","51","179","010401","4","Exurban",1544,81163.0677976912
"2636","51","179","010401","5","Exurban",1013,114116.826168761
"2637","51","179","010402","1","Exurban",982,82158.5799477008
"2638","51","179","010402","2","Exurban",2175,90086.1622233561
"2639","51","179","010402","3","Exurban",1695,81845.3203329294
"2640","51","179","010501","1","Exurban",1609,81197.660883985
"2641","51","179","010501","2","Exurban",1615,63818.478697621
"2642","51","179","010502","1","Exurban",730,78741.5517571274
"2643","51","179","010502","2","Exurban",1138,113117.470342496
"2644","51","179","010502","3","Exurban",1152,101571.066872887
"2645","51","179","010502","4","Exurban",0,NA
"2646","51","187","020198","1","Exurban",1398,69997.1882773136
"2647","51","187","020198","2","Exurban",701,79644.8156770202
"2648","51","187","020198","3","Exurban",1391,67137.4931436954
"2649","51","187","020200","1","Exurban",1179,69067.0186236367
"2650","51","187","020200","2","Exurban",928,68980.5359079023
"2651","51","187","020398","1","Exurban",746,61137.5145098539
"2652","51","187","020398","2","Exurban",1047,65061.9079660693
"2653","51","187","020398","3","Exurban",830,61585.3027935455
"2654","51","187","020398","4","Exurban",734,79773.5788315581
"2655","51","187","020398","5","Exurban",1209,63261.1456406659
"2656","51","187","020400","1","Exurban",635,48712.8310160087
"2657","51","187","020400","2","Exurban",626,59096.5224185216
"2658","51","187","020400","3","Exurban",945,33574.51208623
"2659","51","187","020400","4","Exurban",1033,53740.3595573697
"2660","51","187","020400","5","Exurban",1021,56054.2526627974
"2661","51","187","020500","1","Exurban",818,53765.3434530263
"2662","51","187","020500","2","Exurban",968,49646.8443459404
"2663","51","187","020500","3","Exurban",1227,32163.8829006952
"2664","51","187","020500","4","Exurban",975,36034.4648893424
"2665","51","187","020698","1","Exurban",906,56154.1882454238
"2666","51","187","020698","2","Exurban",1039,56257.9675043051
"2667","51","187","020698","3","Exurban",1229,68152.2236749793
"2668","51","187","020698","4","Exurban",1013,73763.9910070795
"2669","51","187","020698","5","Exurban",954,73414.216467887
"2670","51","187","020798","1","Exurban",1135,45643.6555265004
"2671","51","187","020798","2","Exurban",1455,78074.6739269086
"2672","51","187","020898","2","Exurban",0,NA
"2673","51","510","200102","1","Urban",3862,82542.9475731871
"2674","51","510","200104","1","Urban",2070,68465.4832897506
"2675","51","510","200105","1","Urban",3213,56765.3327699471
"2676","51","510","200197","1","Urban",5366,77957.4418011353
"2677","51","510","200198","1","Urban",6278,80621.1094457555
"2678","51","510","200201","1","Urban",3029,81241.8631609159
"2679","51","510","200202","1","Urban",1531,171746.986096052
"2680","51","510","200301","1","Urban",2207,81157.3022833089
"2681","51","510","200302","1","Urban",733,135576.070699662
"2682","51","510","200302","2","Urban",819,113501.837967983
"2683","51","510","200302","3","Urban",1155,102105.337872313
"2684","51","510","200302","4","Urban",1325,70066.3744499011
"2685","51","510","200303","1","Urban",4359,70341.1973021239
"2686","51","510","200401","1","Urban",4566,74746.0502901971
"2687","51","510","200402","1","Urban",7491,80943.978251164
"2688","51","510","200500","1","Urban",3874,63926.1016327572
"2689","51","510","200600","1","Urban",697,96264.8718030487
"2690","51","510","200600","2","Urban",3313,81261.0815421902
"2691","51","510","200798","1","Urban",1255,72068.9297786849
"2692","51","510","200798","2","Urban",527,73910.0507047643
"2693","51","510","200798","3","Urban",860,40037.6537087824
"2694","51","510","200798","6","Urban",344,90547.4033739397
"2695","51","510","200801","1","Urban",1448,120305.144939091
"2696","51","510","200801","2","Urban",869,124640.811754576
"2697","51","510","200802","1","Urban",848,98794.0107787486
"2698","51","510","200802","2","Urban",1471,81184.2080170929
"2699","51","510","200900","1","Urban",904,135405.027106321
"2700","51","510","200900","2","Urban",274,150560.642579246
"2701","51","510","200900","3","Urban",263,152691.961062568
"2702","51","510","200900","4","Urban",1112,122055.939473181
"2703","51","510","200900","5","Urban",1035,109613.959436189
"2704","51","510","200900","6","Urban",666,145025.748772243
"2705","51","510","201000","1","Urban",2812,79813.9374322342
"2706","51","510","201100","2","Urban",706,152453.653134766
"2707","51","510","201100","3","Urban",275,148732.974520059
"2708","51","510","201100","4","Urban",362,146768.855953824
"2709","51","510","201100","5","Urban",1246,91575.5867721156
"2710","51","510","201202","1","Urban",2067,78428.292142356
"2711","51","510","201202","2","Urban",1201,106900.324000255
"2712","51","510","201203","1","Urban",4148,56352.1375725493
"2713","51","510","201203","3","Urban",1243,48537.9437464124
"2714","51","510","201204","1","Urban",980,61258.5903118821
"2715","51","510","201204","2","Urban",1336,63082.4146948147
"2716","51","510","201204","3","Urban",347,42707.0868677849
"2717","51","510","201300","1","Urban",826,83880.5469098795
"2718","51","510","201300","2","Urban",355,78074.6739269086
"2719","51","510","201300","3","Urban",504,86782.5224823012
"2720","51","510","201300","4","Urban",472,66664.7209643472
"2721","51","510","201300","5","Urban",757,67787.0744307673
"2722","51","510","201300","6","Urban",706,78166.9221570253
"2723","51","510","201400","1","Urban",714,105076.499617323
"2724","51","510","201400","2","Urban",520,78676.2092607947
"2725","51","510","201400","3","Urban",1551,68031.1478729511
"2726","51","510","201400","4","Urban",456,98342.3788188022
"2727","51","510","201400","5","Urban",658,74102.2345175075
"2728","51","510","201500","1","Urban",409,94204.661330442
"2729","51","510","201500","2","Urban",768,90305.2517698833
"2730","51","510","201500","3","Urban",591,128707.421232221
"2731","51","510","201500","4","Urban",436,147197.425856241
"2732","51","510","201500","5","Urban",1311,164734.198769054
"2733","51","510","201600","1","Urban",580,15834.0243319089
"2734","51","510","201600","2","Urban",512,23165.8367880605
"2735","51","510","201600","3","Urban",408,107890.070635882
"2736","51","510","201600","4","Urban",358,78224.5773008483
"2737","51","510","201600","5","Urban",687,56807.6132087506
"2738","51","510","201600","6","Urban",898,97133.5426366477
"2739","51","510","201801","1","Urban",2119,93879.8706869061
"2740","51","510","201801","2","Urban",425,156591.370623126
"2741","51","510","201801","3","Urban",724,84172.6663052491
"2742","51","510","201801","4","Urban",324,9607.26879903055
"2743","51","510","201801","9","Urban",326,83526.928694432
"2744","51","510","201802","1","Urban",426,192183.81274316
"2745","51","510","201802","4","Urban",464,49247.1020154347
"2746","51","510","201802","5","Urban",599,95722.913451113
"2747","51","510","201802","6","Urban",479,149786.141813891
"2748","51","510","201900","1","Urban",516,101872.795458894
"2749","51","510","201900","2","Urban",540,97202.7288092353
"2750","51","510","201900","3","Urban",672,115066.214203712
"2751","51","510","202001","1","Urban",697,140816.923273168
"2752","51","510","202001","2","Urban",300,163667.57860833
"2753","51","510","202001","3","Urban",412,149547.83388609
"2754","51","510","202001","4","Urban",272,160679.120320173
"2755","51","510","202001","5","Urban",398,131595.943937751
"2756","51","510","202001","9","Urban",0,NA
"2757","51","510","202002","1","Urban",847,94170.0682441482
"2758","51","510","202002","2","Urban",1387,69076.6278142739
"2759","51","510","202198","1","Urban",0,NA
"2760","51","510","202298","2","Urban",0,NA
"2761","51","510","202398","2","Urban",0,NA
"2762","51","510","202497","2","Urban",279,95920.8627782384
"2763","51","510","202498","2","Urban",0,NA
"2764","51","510","202598","3","Urban",13,148360.137923337
"2765","51","600","300198","1","Suburban",956,134182.738057274
"2766","51","600","300198","2","Suburban",1240,78274.5450921615
"2767","51","600","300198","3","Suburban",1693,73815.8806365202
"2768","51","600","300198","4","Suburban",719,81172.6769883283
"2769","51","600","300200","1","Suburban",985,84810.7165635563
"2770","51","600","300200","2","Suburban",1232,123726.016805919
"2771","51","600","300200","3","Suburban",1106,87512.8209707252
"2772","51","600","300200","4","Suburban",1337,141481.879265259
"2773","51","600","300297","3","Suburban",0,NA
"2774","51","600","300298","3","Suburban",0,NA
"2775","51","600","300300","1","Suburban",1500,102128.399929842
"2776","51","600","300300","2","Suburban",2913,92757.517220486
"2777","51","600","300397","2","Suburban",0,NA
"2778","51","600","300398","1","Suburban",11,97014.388672747
"2779","51","600","300496","9","Suburban",0,NA
"2780","51","600","300497","9","Suburban",0,NA
"2781","51","600","300498","1","Suburban",2463,77646.1040244914
"2782","51","600","300498","2","Suburban",896,92488.4598826456
"2783","51","600","300597","1","Suburban",0,NA
"2784","51","600","300598","1","Suburban",725,112563.980961796
"2785","51","600","300598","2","Suburban",997,101897.779354551
"2786","51","600","300598","3","Suburban",849,104198.219593086
"2787","51","610","500100","1","Suburban",1411,96858.719784425
"2788","51","610","500100","2","Suburban",909,107965.022322852
"2789","51","610","500298","1","Suburban",369,102595.406594808
"2790","51","610","500298","2","Suburban",916,64948.5195165508
"2791","51","610","500298","3","Suburban",1599,87009.2993813381
"2792","51","610","500298","4","Suburban",635,91287.3110530008
"2793","51","610","500298","5","Suburban",325,119519.113144971
"2794","51","610","500298","6","Suburban",609,124936.774826201
"2795","51","610","500398","1","Suburban",1019,95102.1597359525
"2796","51","610","500398","2","Suburban",1786,102351.333152625
"2797","51","610","500498","2","Suburban",0,NA
"2798","51","610","500498","3","Suburban",0,NA
"2799","51","610","500598","1","Suburban",0,NA
"2800","51","610","500598","2","Suburban",0,NA
"2801","51","610","500698","6","Suburban",0,NA
"2802","51","610","500797","3","Suburban",0,NA
"2803","51","610","500797","4","Suburban",0,NA
"2804","51","610","500798","4","Suburban",0,NA
"2805","51","630","000100","1","Exurban",1012,57470.6473627145
"2806","51","630","000100","2","Exurban",700,67689.0606862683
"2807","51","630","000100","3","Exurban",1152,63901.1177371006
"2808","51","630","000100","4","Exurban",430,50127.3038777983
"2809","51","630","000200","1","Exurban",1082,32394.503475987
"2810","51","630","000200","2","Exurban",534,77353.9846291218
"2811","51","630","000200","3","Exurban",179,50011.9935901524
"2812","51","630","000200","4","Exurban",2286,47138.8455896422
"2813","51","630","000398","1","Exurban",2782,48953.0607819376
"2814","51","630","000398","2","Exurban",837,50740.370240449
"2815","51","630","000398","3","Exurban",1161,57218.8865680209
"2816","51","630","000398","4","Exurban",1288,71978.6033866956
"2817","51","630","000498","1","Exurban",1998,40954.3704955673
"2818","51","630","000498","2","Exurban",1221,48445.6955162957
"2819","51","630","000598","1","Exurban",689,70387.3214171822
"2820","51","630","000598","2","Exurban",515,46166.3954971618
"2821","51","630","000598","3","Exurban",1161,48495.6633076089
"2822","51","630","000697","3","Exurban",0,NA
"2823","51","630","000698","3","Exurban",0,NA
"2824","51","630","000797","3","Exurban",0,NA
"2825","51","630","000798","3","Exurban",0,NA
"2826","51","683","910198","3","Exurban",1821,95167.5022322852
"2827","51","683","910198","4","Exurban",1739,123635.690413929
"2828","51","683","910198","5","Exurban",858,109642.7870081
"2829","51","683","910298","1","Exurban",833,132205.166624147
"2830","51","683","910298","2","Exurban",469,109884.938612156
"2831","51","683","910298","3","Exurban",1358,102239.866541233
"2832","51","683","910298","4","Exurban",2776,90065.0220039543
"2833","51","683","910298","5","Exurban",1102,108007.302761656
"2834","51","683","910298","6","Exurban",1503,76212.4127814274
"2835","51","683","910298","7","Exurban",909,73569.8853562089
"2836","51","683","910298","8","Exurban",198,61391.1971426749
"2837","51","683","910298","9","Exurban",868,71801.7942789719
"2838","51","683","910398","1","Exurban",656,59081.1477135021
"2839","51","683","910398","2","Exurban",2172,71252.1485745264
"2840","51","683","910398","3","Exurban",1289,63138.1480005102
"2841","51","683","910398","4","Exurban",2881,97223.869028637
"2842","51","683","910400","1","Exurban",97,35849.968429109
"2843","51","683","910400","2","Exurban",5259,97481.3953377129
"2844","51","683","910400","3","Exurban",1095,97327.6482875183
"2845","51","683","910400","4","Exurban",74,34662.2724663563
"2846","51","683","910598","3","Exurban",0,NA
"2847","51","683","910598","4","Exurban",0,NA
"2848","51","683","910698","1","Exurban",0,NA
"2849","51","683","910796","3","Exurban",0,NA
"2850","51","683","910797","3","Exurban",0,NA
"2851","51","683","910798","3","Exurban",0,NA
"2852","51","683","910896","1","Exurban",0,NA
"2853","51","683","910897","1","Exurban",0,NA
"2854","51","683","910898","1","Exurban",0,NA
"2855","51","683","910997","1","Exurban",0,NA
"2856","51","683","910998","1","Exurban",0,NA
"2857","51","683","911098","7","Exurban",0,NA
"2858","51","685","920100","1","Exurban",1594,88885.0133937113
"2859","51","685","920100","2","Exurban",946,67264.3344601059
"2860","51","685","920100","3","Exurban",1102,76564.1091587474
"2861","51","685","920100","4","Exurban",264,69762.7240257669
"2862","51","685","920100","5","Exurban",1172,79345.0089291409
"2863","51","685","920200","1","Exurban",1656,63960.694719051
"2864","51","685","920200","2","Exurban",0,NA
"2865","51","840","000198","1","Exurban",863,21195.9527074431
"2866","51","840","000198","2","Exurban",762,40495.0511831112
"2867","51","840","000198","3","Exurban",902,34233.702563939
"2868","51","840","000198","4","Exurban",1278,59890.2415651508
"2869","51","840","000198","5","Exurban",561,51649.3996747242
"2870","51","840","000198","6","Exurban",950,49158.6974615728
"2871","51","840","000198","7","Exurban",1230,40839.0602079214
"2872","51","840","000298","1","Exurban",736,65061.9079660693
"2873","51","840","000298","2","Exurban",790,120020.712896231
"2874","51","840","000298","3","Exurban",858,50623.1381146757
"2875","51","840","000298","4","Exurban",510,48045.9531857899
"2876","51","840","000298","5","Exurban",571,34031.9095605587
"2877","51","840","000298","6","Exurban",940,49554.5961158237
"2878","51","840","000298","7","Exurban",609,58456.5503220869
"2879","51","840","000298","8","Exurban",705,77863.2717328911
"2880","51","840","000298","9","Exurban",1196,107736.323585688
"2881","51","840","000398","1","Exurban",968,46028.0231519867
"2882","51","840","000398","2","Exurban",1508,59394.4073282735
"2883","51","840","000398","3","Exurban",554,12149.8606416226
"2884","51","840","000398","4","Exurban",738,59851.8048026022
"2885","51","840","000398","5","Exurban",1136,35411.7893360546
"2886","51","840","000398","6","Exurban",1520,40352.8351616812
"2887","51","840","000398","7","Exurban",468,54451.4396645194
"2888","51","840","000398","8","Exurban",793,72005.5091204796
"2889","51","840","000398","9","Exurban",801,50928.7103769373
"2890","51","840","000498","2","Exurban",0,NA
"2891","51","840","000597","4","Exurban",0,NA
"2892","51","840","000598","3","Exurban",0,NA
"2893","54","037","972200","1","Exurban",2900,70468.0386185344
"2894","54","037","972200","2","Exurban",1314,52946.6404107405
"2895","54","037","972200","3","Exurban",1017,60345.7172013521
"2896","54","037","972200","4","Exurban",1711,73270.0786083296
"2897","54","037","972300","1","Exurban",674,64862.0368008164
"2898","54","037","972300","2","Exurban",1686,52850.5485043689
"2899","54","037","972300","3","Exurban",1399,65757.6133681995
"2900","54","037","972400","1","Exurban",651,43585.3668920212
"2901","54","037","972400","2","Exurban",476,72970.2718604503
"2902","54","037","972400","3","Exurban",1334,53069.6380508961
"2903","54","037","972400","4","Exurban",844,46844.8043561452
"2904","54","037","972400","5","Exurban",1046,59417.4693858027
"2905","54","037","972400","6","Exurban",1053,36034.4648893424
"2906","54","037","972500","1","Exurban",1316,68394.3752790357
"2907","54","037","972500","2","Exurban",1609,85635.1851202245
"2908","54","037","972500","3","Exurban",1006,47467.479909433
"2909","54","037","972500","4","Exurban",534,16479.7619427259
"2910","54","037","972500","5","Exurban",1378,69826.1446839722
"2911","54","037","972500","6","Exurban",982,39680.1918170802
"2912","54","037","972500","7","Exurban",558,69426.4023534664
"2913","54","037","972600","1","Exurban",789,78174.609509535
"2914","54","037","972600","2","Exurban",593,92788.2666305249
"2915","54","037","972600","3","Exurban",1377,54653.2326678997
"2916","54","037","972600","4","Exurban",791,60057.4414822374
"2917","54","037","972700","1","Exurban",976,54718.5751642324
"2918","54","037","972700","2","Exurban",1030,61585.3027935455
"2919","54","037","972700","3","Exurban",776,52250.9350086102
"2920","54","037","972700","4","Exurban",1030,65075.3608329613
"2921","54","037","972700","5","Exurban",568,66462.9279609669
"2922","54","037","972700","6","Exurban",517,54737.7935455067
"2923","54","037","972800","1","Exurban",979,67079.8379998724
"2924","54","037","972800","2","Exurban",1904,49487.3317813636
"2925","54","037","972800","3","Exurban",1108,61325.8546463422
"2926",NA,NA,NA,NA,NA,NA,NA
