B01001_38_40_to_44_years,361375,115243,73260,70069,29087,2008-2012
B01001_39_45_to_49_years,354619,115418,74760,71853,31437,2008-2012
B01001_40_50_to_54_years,337939,107924,69354,68299,30903,2008-2012
B01001_41_55_to_59_years,293483,90595,59601,56880,25850,2008-2012
B01001_42_60_and_61_years,104137,33162,21624,19912,9522,2008-2012
B01001_43_62_to_64_years,136354,44556,29519,24773,12769,2008-2012
B01001_44_65_and_66_years,79158,26111,17535,14354,7616,2008-2012
B01001_45_67_to_69_years,98618,30963,25049,18313,8955,2008-2012
B01001_46_70_to_74_years,137511,45073,33291,23557,11273,2008-2012
B01001_47_75_to_79_years,109073,35169,27130,18106,9783,2008-2012
B01001_48_80_to_84_years,94201,30387,21411,14572,8374,2008-2012
B01001_49_85_years_and_over,100771,32986,19339,14149,8903,2008-2012
B02001_1_total,9840024,3021840,2192982,2041029,822794,2008-2012
B02001_2_white_alone,5229697,1886224,1455085,1272922,600242,2008-2012
B02001_3_black_or_african_american_alone,839837,48985,138216,178176,14795,2008-2012
B02001_4_american_indian_and_alaska_native_alone,49624,12708,22688,21023,8733,2008-2012
B02001_5_asian_alone,1360561,547024,130982,130176,57239,2008-2012
B02001_6_native_hawaiian_and_other_pacific_islander_alone,25973,9575,6965,6484,1360,2008-2012
B02001_7_some_other_race_alone,1983608,421154,353226,342488,107010,2008-2012
B02001_8_two_or_more_races,350724,96170,85820,89760,33415,2008-2012
B02001_9_two_races_including_some_other_race,106026,24091,25782,26395,9946,2008-2012
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",244698,72079,60038,63365,23469,2008-2012
B11001_1_total,3218511,990266,676618,599698,265951,2008-2012
B11001_2_family_households,2163751,707372,499708,458450,196098,2008-2012
B11001_3_married-couple_family,1447581,537365,367907,320510,148670,2008-2012
B11001_4_other_family,716170,170007,131801,137940,47428,2008-2012
"B11001_5_male_householder,_no_wife_present",217319,54016,40385,41519,14803,2008-2012
"B11001_6_female_householder,_no_husband_present",498851,115991,91416,96421,32625,2008-2012
B11001_7_nonfamily_households,1054760,282894,176910,141248,69853,2008-2012
B11001_8_householder_living_alone,825359,216051,138165,113100,54242,2008-2012
B11001_9_householder_not_living_alone,229401,66843,38745,28148,15611,2008-2012
B15002_1_total,6380366,1979327,1345607,1216126,530211,2008-2012
B15002_2_male,3083558,960341,658243,591270,257962,2008-2012
B15002_3_no_schooling_completed,84692,17915,13191,13115,4399,2008-2012
B15002_4_nursery_to_4th_grade,75738,12594,12673,11142,5255,2008-2012
B15002_5_5th_and_6th_grade,176253,35807,27411,22574,11834,2008-2012
B15002_6_7th_and_8th_grade,70163,14574,12721,12171,3613,2008-2012
B15002_7_9th_grade,89235,23419,16837,15590,4859,2008-2012
B15002_8_10th_grade,54383,11381,14455,15058,4416,2008-2012
B15002_9_11th_grade,78040,15559,22455,22590,5495,2008-2012
"B15002_10_12th_grade,_no_diploma",100627,23807,22136,21334,5799,2008-2012
"B15002_11_high_school_graduate,_ged,_or_alternative",640367,165035,164423,156233,48864,2008-2012
"B15002_12_some_college,_less_than_1_year",133626,46187,48867,43385,16316,2008-2012
"B15002_13_some_college,_1_or_more_years,_no_degree",463224,154129,118911,105380,44052,2008-2012
B15002_14_associate's_degree,193153,67551,44769,45541,19173,2008-2012
B15002_15_bachelor's_degree,591118,236402,89058,69247,51602,2008-2012
B15002_16_master's_degree,196671,85433,31435,24509,20439,2008-2012
B15002_17_professional_school_degree,89446,31671,11792,8113,7571,2008-2012
B15002_18_doctorate_degree,46822,18877,7109,5288,4275,2008-2012
B15002_19_female,3296808,1018986,687364,624856,272249,2008-2012
B15002_20_no_schooling_completed,107897,22803,14752,14946,5489,2008-2012
B15002_21_nursery_to_4th_grade,91479,16143,11814,11122,5655,2008-2012
B15002_22_5th_and_6th_grade,192863,38566,27653,25298,11785,2008-2012
B15002_23_7th_and_8th_grade,77754,16089,13544,13221,3948,2008-2012
B15002_24_9th_grade,91723,22636,17317,15283,4664,2008-2012
B15002_25_10th_grade,53810,14675,13763,13233,4277,2008-2012
B15002_26_11th_grade,74688,15536,18927,20901,4921,2008-2012
"B15002_27_12th_grade,_no_diploma",88928,23200,19728,19377,5265,2008-2012
"B15002_28_high_school_graduate,_ged,_or_alternative",664406,189908,174505,160621,51464,2008-2012
"B15002_29_some_college,_less_than_1_year",156502,59043,55384,46264,19317,2008-2012
"B15002_30_some_college,_1_or_more_years,_no_degree",498361,162390,126917,113373,48629,2008-2012
B15002_31_associate's_degree,242781,86402,56703,52552,25414,2008-2012
B15002_32_bachelor's_degree,637790,236039,89621,78307,53250,2008-2012
B15002_33_master's_degree,221686,82954,36227,30601,20881,2008-2012
B15002_34_professional_school_degree,63607,22267,6517,6391,4796,2008-2012
B15002_35_doctorate_degree,32533,10335,3992,3366,2494,2008-2012
B19001_1_total,3218511,990266,676618,599698,265951,2008-2012
"B19001_2_less_than_$10,000",201440,40527,34121,36174,9349,2008-2012
"B19001_3_$10,000_to_$14,999",190527,33302,34706,31645,9626,2008-2012
"B19001_4_$15,000_to_$19,999",170409,34670,33279,30738,8955,2008-2012
"B19001_5_$20,000_to_$24,999",163312,36422,36757,30891,10549,2008-2012
"B19001_6_$25,000_to_$29,999",157991,36924,34675,30169,9210,2008-2012
"B19001_7_$30,000_to_$34,999",153817,36422,34059,30175,10049,2008-2012
"B19001_8_$35,000_to_$39,999",143722,36009,31927,28230,8777,2008-2012
"B19001_9_$40,000_to_$44,999",142459,36449,32626,29153,10200,2008-2012
"B19001_10_$45,000_to_$49,999",124405,35649,27386,26144,9641,2008-2012
"B19001_11_$50,000_to_$59,999",242400,70617,53385,51809,18434,2008-2012
"B19001_12_$60,000_to_$74,999",308571,94446,69344,62260,25723,2008-2012
"B19001_13_$75,000_to_$99,999",382770,132919,90192,79631,36463,2008-2012
"B19001_14_$100,000_to_$124,999",269731,103768,59196,51890,29472,2008-2012
"B19001_15_$125,000_to_$149,999",170554,74765,39508,31072,21136,2008-2012
"B19001_16_$150,000_to_$199,999",187449,88066,37923,29778,24250,2008-2012
"B19001_17_$200,000_or_more",208954,99311,27534,19939,24117,2008-2012
B19013_1_median_household_income_in_the_past_12_months_(in_2012_inflation-adjusted_dollars),56241,75566,57096,54750,76483,2008-2012
B25001_1_total,3441416,1049031,799360,698715,281245,2008-2012
B25003_1_total,3218511,990266,676618,599698,265951,2008-2012
B25003_2_owner_occupied,1523331,587210,456981,377759,173802,2008-2012
B25003_3_renter_occupied,1695180,403056,219637,221939,92149,2008-2012
B25024_1_total,3441416,1049031,799360,698715,281245,2008-2012
"B25024_2_1,_detached",1713407,533706,543732,494037,180850,2008-2012
"B25024_3_1,_attached",224784,127498,51150,25091,30897,2008-2012
B25024_4_2,83532,18759,10984,13497,4051,2008-2012
B25024_5_3_or_4,195148,73881,25459,33737,11978,2008-2012
B25024_6_5_to_9,271061,69021,31967,29436,12829,2008-2012
B25024_7_10_to_19,267633,61640,25694,23449,10138,2008-2012
B25024_8_20_to_49,310397,43761,14492,13205,8554,2008-2012
B25024_9_50_or_more,319594,89686,21246,22474,10511,2008-2012
B25024_10_mobile_home,53342,30327,73029,42841,11085,2008-2012
"B25024_11_boat,_rv,_van,_etc.",2518,752,1607,948,352,2008-2012
B25077_1_median_value_(dollars),443300,537600,248100,241500,465600,2008-2012
B25034_1_total,3441416,1049031,799360,698715,281245,2008-2012
B25034_2_built_2010_or_later,5222,2513,2595,1236,304,2008-2012
B25034_3_built_2000_to_2009,195533,96487,217084,105450,31384,2008-2012
B25034_4_built_1990_to_1999,211317,118761,126975,91754,30248,2008-2012
B25034_5_built_1980_to_1989,402760,165863,177294,163691,47278,2008-2012
B25034_6_built_1970_to_1979,487641,262488,122637,122668,65081,2008-2012
B25034_7_built_1960_to_1969,517870,209809,67000,74240,58718,2008-2012
B25034_8_built_1950_to_1959,715489,140424,52923,82165,29079,2008-2012
B25034_9_built_1940_to_1949,383995,25928,16050,29052,8837,2008-2012
B25034_10_built_1939_or_earlier,521589,26758,16802,28459,10316,2008-2012
B25127_1_total,3218511,990266,676618,599698,265951,2008-2012
B25127_2_owner_occupied,1523331,587210,456981,377759,173802,2008-2012
B25127_3_built_2000_or_later,86994,52122,138100,61423,19803,2008-2012
"B25127_4_1,_detached__or_attached",70450,46116,130183,57553,17976,2008-2012
B25127_5_2_to_4,1311,689,590,783,174,2008-2012
B25127_6_5_to_19,3685,722,640,501,172,2008-2012
B25127_7_20_to_49,2537,128,132,8,88,2008-2012
B25127_8_50_or_more,4641,815,41,55,132,2008-2012
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",4370,3652,6514,2523,1261,2008-2012
B25127_10_built_1980_to_1999,258865,160905,176721,143968,52688,2008-2012
"B25127_11_1,_detached__or_attached",201033,138224,157305,130917,47509,2008-2012
B25127_12_2_to_4,6950,4456,1210,1387,1032,2008-2012
B25127_13_5_to_19,19077,8422,1170,1743,1409,2008-2012
B25127_14_20_to_49,10283,992,269,118,234,2008-2012
B25127_15_50_or_more,10813,2117,513,355,410,2008-2012
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",10709,6694,16254,9448,2094,2008-2012
B25127_17_built_1960_to_1979,375991,261950,96242,100564,76229,2008-2012
"B25127_18_1,_detached__or_attached",303641,228405,71209,84735,68843,2008-2012
B25127_19_2_to_4,7394,6913,824,787,1415,2008-2012
B25127_20_5_to_19,15816,10253,642,417,657,2008-2012
B25127_21_20_to_49,13032,1712,291,166,194,2008-2012
B25127_22_50_or_more,16787,3118,351,110,219,2008-2012
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",19321,11549,22925,14349,4901,2008-2012
B25127_24_built_1940_to_1959,583697,99480,37291,58650,20395,2008-2012
"B25127_25_1,_detached__or_attached",567557,96118,35552,57369,20169,2008-2012
B25127_26_2_to_4,6862,1089,200,349,66,2008-2012
B25127_27_5_to_19,3156,1257,49,49,0,2008-2012
B25127_28_20_to_49,2061,165,29,0,35,2008-2012
B25127_29_50_or_more,1728,181,28,9,0,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",2333,670,1433,874,125,2008-2012
B25127_31_built_1939_or_earlier,217784,12753,8627,13154,4687,2008-2012
"B25127_32_1,_detached__or_attached",207106,12167,8333,12843,4636,2008-2012
B25127_33_2_to_4,7415,316,86,212,37,2008-2012
B25127_34_5_to_19,809,134,0,5,0,2008-2012
B25127_35_20_to_49,473,27,19,9,0,2008-2012
B25127_36_50_or_more,1482,28,16,28,0,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",499,81,173,57,14,2008-2012
B25127_38_renter_occupied,1695180,403056,219637,221939,92149,2008-2012
B25127_39_built_2000_or_later,93963,39508,51709,32090,10046,2008-2012
"B25127_40_1,_detached__or_attached",19316,7472,27427,14408,2954,2008-2012
B25127_41_2_to_4,7062,2586,4602,4181,885,2008-2012
B25127_42_5_to_19,14412,8611,9878,5644,2419,2008-2012
B25127_43_20_to_49,14478,4735,3514,2434,1708,2008-2012
B25127_44_50_or_more,37125,15659,4937,4614,1853,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",1570,445,1351,809,227,2008-2012
B25127_46_built_1980_to_1999,315342,107632,80040,80533,20998,2008-2012
"B25127_47_1,_detached__or_attached",60352,24571,36205,30759,8106,2008-2012
B25127_48_2_to_4,35584,16453,8922,14200,2933,2008-2012
B25127_49_5_to_19,88664,29699,18838,19273,5195,2008-2012
B25127_50_20_to_49,57909,10622,3500,4186,1249,2008-2012
B25127_51_50_or_more,69103,24531,7802,9002,2919,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",3730,1756,4773,3113,596,2008-2012
B25127_53_built_1960_to_1979,565010,185353,59271,66368,41218,2008-2012
"B25127_54_1,_detached__or_attached",104411,46610,24531,27725,17849,2008-2012
B25127_55_2_to_4,70728,40214,8152,12493,6034,2008-2012
B25127_56_5_to_19,181310,47818,11646,13285,9028,2008-2012
B25127_57_20_to_49,108002,16209,3153,3321,3596,2008-2012
B25127_58_50_or_more,94126,31233,4926,5159,3638,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",6433,3269,6863,4385,1073,2008-2012
B25127_60_built_1940_to_1959,455813,58302,22633,34079,15250,2008-2012
"B25127_61_1,_detached__or_attached",195974,28340,14980,23042,10801,2008-2012
B25127_62_2_to_4,65466,11531,2595,4987,1838,2008-2012
B25127_63_5_to_19,113404,9613,2820,3407,1316,2008-2012
B25127_64_20_to_49,49651,4053,776,972,668,2008-2012
B25127_65_50_or_more,29254,4369,955,1049,483,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",2064,396,507,622,144,2008-2012
B25127_67_built_1939_or_earlier,265052,12261,5984,8869,4637,2008-2012
"B25127_68_1,_detached__or_attached",109990,7065,4695,6902,3017,2008-2012
B25127_69_2_to_4,46326,2079,570,1087,509,2008-2012
B25127_70_5_to_19,58094,1616,338,641,670,2008-2012
B25127_71_20_to_49,28260,782,87,116,204,2008-2012
B25127_72_50_or_more,22072,601,216,101,227,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",310,118,78,22,10,2008-2012
B11003_1_total,2163751,707372,499708,458450,196098,2008-2012
B11003_2_married-couple_family,1447581,537365,367907,320510,148670,2008-2012
B11003_3_with_own_children_under_18_years,701863,255772,178980,161860,69583,2008-2012
B11003_4_under_6_years_only,142067,55291,32216,30286,13289,2008-2012
B11003_5_under_6_years_and_6_to_17_years,156728,53159,46025,40223,15757,2008-2012
B11003_6_6_to_17_years_only,403068,147322,100739,91351,40537,2008-2012
B11003_7_no_own_children_under_18_years,745718,281593,188927,158650,79087,2008-2012
B11003_8_other_family,716170,170007,131801,137940,47428,2008-2012
"B11003_9_male_householder,_no_wife_present",217319,54016,40385,41519,14803,2008-2012
B11003_10_with_own_children_under_18_years,92265,22707,20773,21483,7137,2008-2012
B11003_11_under_6_years_only,24248,5370,4704,5604,1609,2008-2012
B11003_12_under_6_years_and_6_to_17_years,17113,4022,3957,3932,1099,2008-2012
B11003_13_6_to_17_years_only,50904,13315,12112,11947,4429,2008-2012
B11003_14_no_own_children_under_18_years,125054,31309,19612,20036,7666,2008-2012
"B11003_15_female_householder,_no_husband_present",498851,115991,91416,96421,32625,2008-2012
B11003_16_with_own_children_under_18_years,256691,58510,51615,55746,17174,2008-2012
B11003_17_under_6_years_only,41494,8817,8706,8936,2431,2008-2012
B11003_18_under_6_years_and_6_to_17_years,47571,9557,10994,12449,3254,2008-2012
B11003_19_6_to_17_years_only,167626,40136,31915,34361,11489,2008-2012
B11003_20_no_own_children_under_18_years,242160,57481,39801,40675,15451,2008-2012
B25075_1_total,1523331,587210,456981,377759,173802,2008-2012
"B25075_2_less_than_$10,000",6542,1929,6142,4241,628,2008-2012
"B25075_3_$10,000_to_$14,999",3836,1218,3411,2737,388,2008-2012
"B25075_4_$15,000_to_$19,999",3007,1125,3555,3306,267,2008-2012
"B25075_5_$20,000_to_$24,999",4317,1563,3618,2587,483,2008-2012
"B25075_6_$25,000_to_$29,999",3435,1098,2801,2728,439,2008-2012
"B25075_7_$30,000_to_$34,999",4520,1942,3017,2992,507,2008-2012
"B25075_8_$35,000_to_$39,999",4064,1406,1920,1563,518,2008-2012
"B25075_9_$40,000_to_$49,999",7772,3563,4395,3995,1114,2008-2012
"B25075_10_$50,000_to_$59,999",6478,3472,4832,4604,890,2008-2012
"B25075_11_$60,000_to_$69,999",5506,2641,4095,5189,992,2008-2012
"B25075_12_$70,000_to_$79,999",5962,2330,5459,6631,867,2008-2012
"B25075_13_$80,000_to_$89,999",6192,2634,6889,7584,807,2008-2012
"B25075_14_$90,000_to_$99,999",5621,1881,6576,7099,458,2008-2012
"B25075_15_$100,000_to_$124,999",22230,6717,24867,23913,1763,2008-2012
"B25075_16_$125,000_to_$149,999",16812,4210,22133,19757,1519,2008-2012
"B25075_17_$150,000_to_$174,999",33661,7062,37226,30589,2514,2008-2012
"B25075_18_$175,000_to_$199,999",26085,6429,28105,21016,2224,2008-2012
"B25075_19_$200,000_to_$249,999",91886,18596,61820,46299,7738,2008-2012
"B25075_20_$250,000_to_$299,999",113231,24462,56342,43084,10439,2008-2012
"B25075_21_$300,000_to_$399,999",286975,81025,83743,64939,32323,2008-2012
"B25075_22_$400,000_to_$499,999",239161,90780,38173,34471,30501,2008-2012
"B25075_23_$500,000_to_$749,999",340639,183540,32477,29563,48448,2008-2012
"B25075_24_$750,000_to_$999,999",135279,79429,8342,5389,16239,2008-2012
"B25075_25_$1,000,000_or_more",150120,58158,7043,3483,11736,2008-2012
B03002_1_total,9840024,3021840,2192982,2041029,822794,2008-2012
B03002_2_not_hispanic_or_latino,5145178,2006827,1194869,1035171,491569,2008-2012
B03002_3_white_alone,2731605,1332316,867580,677104,400432,2008-2012
B03002_4_black_or_african_american_alone,809858,45438,129961,169394,12937,2008-2012
B03002_5_american_indian_and_alaska_native_alone,17371,6676,10616,7702,1626,2008-2012
B03002_6_asian_alone,1343920,542857,127477,126685,55605,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,23520,8823,5947,6128,1236,2008-2012
B03002_8_some_other_race_alone,24612,6629,5692,4376,1098,2008-2012
B03002_9_two_or_more_races,194292,64088,47596,43782,18635,2008-2012
B03002_10_two_races_including_some_other_race,14793,3951,2764,2149,1189,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",179499,60137,44832,41633,17446,2008-2012
B03002_12_hispanic_or_latino,4694846,1015013,998113,1005858,331225,2008-2012
B03002_13_white_alone,2498092,553908,587505,595818,199810,2008-2012
B03002_14_black_or_african_american_alone,29979,3547,8255,8782,1858,2008-2012
B03002_15_american_indian_and_alaska_native_alone,32253,6032,12072,13321,7107,2008-2012
B03002_16_asian_alone,16641,4167,3505,3491,1634,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,2453,752,1018,356,124,2008-2012
B03002_18_some_other_race_alone,1958996,414525,347534,338112,105912,2008-2012
B03002_19_two_or_more_races,156432,32082,38224,45978,14780,2008-2012
B03002_20_two_races_including_some_other_race,91233,20140,23018,24246,8757,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",65199,11942,15206,21732,6023,2008-2012
B25063_1_total,1695180,403056,219637,221939,92149,2008-2012
B25063_2_with_cash_rent,1652924,393722,211108,214307,89279,2008-2012
B25063_3_less_than_$100,3328,295,275,265,246,2008-2012
B25063_4_$100_to_$149,2022,257,341,535,248,2008-2012
B25063_5_$150_to_$199,3761,615,590,734,478,2008-2012
B25063_6_$200_to_$249,15122,2230,1503,1257,904,2008-2012
B25063_7_$250_to_$299,20749,2850,2236,2019,960,2008-2012
B25063_8_$300_to_$349,10667,1782,1687,1172,958,2008-2012
B25063_9_$350_to_$399,9538,1773,1899,1730,540,2008-2012
B25063_10_$400_to_$449,13380,1969,2047,2018,493,2008-2012
B25063_11_$450_to_$499,14187,1853,2402,2425,871,2008-2012
B25063_12_$500_to_$549,17641,1984,2805,2892,715,2008-2012
B25063_13_$550_to_$599,20928,1652,3447,3661,617,2008-2012
B25063_14_$600_to_$649,26443,2382,4161,5210,925,2008-2012
B25063_15_$650_to_$699,32969,1983,4997,6938,1447,2008-2012
B25063_16_$700_to_$749,43679,2365,5935,6819,1132,2008-2012
B25063_17_$750_to_$799,51216,2810,6667,9580,1274,2008-2012
B25063_18_$800_to_$899,125526,9258,17481,18380,3374,2008-2012
B25063_19_$900_to_$999,154755,17650,19578,22461,3834,2008-2012
"B25063_20_$1,000_to_$1,249",348613,64675,42216,48073,14102,2008-2012
"B25063_21_$1,250_to_$1,499",262741,84444,30851,31750,14585,2008-2012
"B25063_22_$1,500_to_$1,999",285638,110806,37338,33205,22234,2008-2012
"B25063_23_$2,000_or_more",190021,80089,22652,13183,19342,2008-2012
B25063_24_no_cash_rent,42256,9334,8529,7632,2870,2008-2012
B25071_1_median_gross_rent_as_a_percentage_of_household_income,34.7,33.3,35.8,35.5,33.9,2008-2012
B25036_1_total,3218511,990266,676618,599698,265951,2008-2012
B25036_2_owner_occupied,1523331,587210,456981,377759,173802,2008-2012
B25036_3_built_2010_or_later,1713,1281,1782,523,159,2008-2012
B25036_4_built_2000_to_2009,85281,50841,136318,60900,19644,2008-2012
B25036_5_built_1990_to_1999,90986,70723,77712,54974,20045,2008-2012
B25036_6_built_1980_to_1989,167879,90182,99009,88994,32643,2008-2012
B25036_7_built_1970_to_1979,175281,138868,63060,63192,39109,2008-2012
B25036_8_built_1960_to_1969,200710,123082,33182,37372,37120,2008-2012
B25036_9_built_1950_to_1959,393269,86680,29339,45528,16526,2008-2012
B25036_10_built_1940_to_1949,190428,12800,7952,13122,3869,2008-2012
B25036_11_built_1939_or_earlier,217784,12753,8627,13154,4687,2008-2012
B25036_12_renter_occupied,1695180,403056,219637,221939,92149,2008-2012
B25036_13_built_2010_or_later,3358,1204,813,695,145,2008-2012
B25036_14_built_2000_to_2009,90605,38304,50896,31395,9901,2008-2012
B25036_15_built_1990_to_1999,107656,41824,32367,26010,8658,2008-2012
B25036_16_built_1980_to_1989,207686,65808,47673,54523,12340,2008-2012
B25036_17_built_1970_to_1979,280887,110100,37721,40934,22702,2008-2012
B25036_18_built_1960_to_1969,284123,75253,21550,25434,18516,2008-2012
B25036_19_built_1950_to_1959,285000,47005,16512,23925,10951,2008-2012
B25036_20_built_1940_to_1949,170813,11297,6121,10154,4299,2008-2012
B25036_21_built_1939_or_earlier,265052,12261,5984,8869,4637,2008-2012
