index,06037,06059,06065,06071,06111,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2008-2012
FILETYPE,2012e5,2012e5,2012e5,2012e5,2012e5,2008-2012
STATE,ca,ca,ca,ca,ca,2008-2012
CHARITER,000,000,000,000,000,2008-2012
SEQUENCE,0003,0003,0003,0003,0003,2008-2012
LOGRECNO,0000031,0000042,0000045,0000048,0000068,2008-2012
SUMMARY_LEVEL,050,050,050,050,050,2008-2012
STATE_FIPS,06,06,06,06,06,2008-2012
GEO_ID,05000US06037,05000US06059,05000US06065,05000US06071,05000US06111,2008-2012
GEO_NAME,"Los Angeles County, California","Orange County, California","Riverside County, California","San Bernardino County, California","Ventura County, California",2008-2012
B01003_1_total,9840024,3021840,2192982,2041029,822794,2008-2012
B01001_1_total,9840024,3021840,2192982,2041029,822794,2008-2012
B01001_2_male,4852259,1495127,1091924,1015499,408800,2008-2012
B01001_3_under_5_years,333306,99360,82948,81410,28185,2008-2012
B01001_4_5_to_9_years,325047,102530,84056,80187,28626,2008-2012
B01001_5_10_to_14_years,343914,106121,91152,86622,30912,2008-2012
B01001_6_15_to_17_years,226026,69297,57405,55710,20024,2008-2012
B01001_7_18_and_19_years,153928,45689,37330,35916,12942,2008-2012
B01001_8_20_years,81689,24341,17747,19579,6883,2008-2012
B01001_9_21_years,80862,22732,16212,18052,6158,2008-2012
B01001_10_22_to_24_years,223929,64716,46831,46753,17108,2008-2012
B01001_11_25_to_29_years,391523,112082,73371,74855,28039,2008-2012
B01001_12_30_to_34_years,362573,101070,69666,68364,26035,2008-2012
B01001_13_35_to_39_years,353627,106983,71483,67781,26475,2008-2012
B01001_14_40_to_44_years,362047,110909,75285,67648,28701,2008-2012
B01001_15_45_to_49_years,348341,113845,76367,69706,30530,2008-2012
B01001_16_50_to_54_years,322814,105866,70410,65957,29823,2008-2012
B01001_17_55_to_59_years,267920,87598,56362,52654,24580,2008-2012
B01001_18_60_and_61_years,96054,29594,19923,20196,9699,2008-2012
B01001_19_62_to_64_years,119436,38811,27538,23330,11330,2008-2012
B01001_20_65_and_66_years,67537,23104,16145,12869,6446,2008-2012
B01001_21_67_to_69_years,82294,27661,21290,15606,8515,2008-2012
B01001_22_70_to_74_years,111491,37447,29225,20818,9535,2008-2012
B01001_23_75_to_79_years,83694,27993,23516,14059,7468,2008-2012
B01001_24_80_to_84_years,61759,19916,16004,10131,5799,2008-2012
B01001_25_85_years_and_over,52448,17462,11658,7296,4987,2008-2012
B01001_26_female,4987765,1526713,1101058,1025530,413994,2008-2012
B01001_27_under_5_years,318356,94474,79937,77884,27162,2008-2012
B01001_28_5_to_9_years,307409,97066,82974,76664,29276,2008-2012
B01001_29_10_to_14_years,332329,102194,85659,81954,27894,2008-2012
B01001_30_15_to_17_years,215967,65642,54613,53322,18933,2008-2012
B01001_31_18_and_19_years,147266,42875,34782,32696,11668,2008-2012
B01001_32_20_years,77975,22177,17973,18058,5753,2008-2012
B01001_33_21_years,74828,22326,16345,15492,5167,2008-2012
B01001_34_22_to_24_years,216827,60973,41411,44604,15892,2008-2012
B01001_35_25_to_29_years,376275,104850,71253,72835,25886,2008-2012
B01001_36_30_to_34_years,356699,99037,70037,68586,25127,2008-2012
B01001_37_35_to_39_years,356595,107512,74201,68598,26764,2008-2012
