B25127_53_built_2000_to_2009,100214,38201,2012-2016
"B25127_54_1,_detached__or_attached",20746,7758,2012-2016
B25127_55_2_to_4,6992,2636,2012-2016
B25127_56_5_to_19,16636,7632,2012-2016
B25127_57_20_to_49,15404,4248,2012-2016
B25127_58_50_or_more,38972,15145,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",1464,782,2012-2016
B25127_60_built_1980_to_1999,343633,118901,2012-2016
"B25127_61_1,_detached__or_attached",68942,28305,2012-2016
B25127_62_2_to_4,37736,18017,2012-2016
B25127_63_5_to_19,100037,32214,2012-2016
B25127_64_20_to_49,60503,11271,2012-2016
B25127_65_50_or_more,71944,27269,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",4471,1825,2012-2016
B25127_67_built_1960_to_1979,575887,192699,2012-2016
"B25127_68_1,_detached__or_attached",111253,50444,2012-2016
B25127_69_2_to_4,74440,40848,2012-2016
B25127_70_5_to_19,179899,48746,2012-2016
B25127_71_20_to_49,109190,18379,2012-2016
B25127_72_50_or_more,94514,31145,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",6591,3137,2012-2016
B25127_74_built_1940_to_1959,469932,62553,2012-2016
"B25127_75_1,_detached__or_attached",206382,30255,2012-2016
B25127_76_2_to_4,70709,13163,2012-2016
B25127_77_5_to_19,113807,11081,2012-2016
B25127_78_20_to_49,46846,3103,2012-2016
B25127_79_50_or_more,29759,4170,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",2429,781,2012-2016
B25127_81_built_1939_or_earlier,270636,12271,2012-2016
"B25127_82_1,_detached__or_attached",110513,7569,2012-2016
B25127_83_2_to_4,45477,1937,2012-2016
B25127_84_5_to_19,56265,1569,2012-2016
B25127_85_20_to_49,30528,487,2012-2016
B25127_86_50_or_more,27207,492,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",646,217,2012-2016
B03002_1_total,10057155,3132211,2012-2016
B03002_2_not_hispanic_or_latino,5195507,2061658,2012-2016
B03002_3_white_alone,2687787,1314672,2012-2016
B03002_4_black_or_african_american_alone,801182,47971,2012-2016
B03002_5_american_indian_and_alaska_native_alone,18765,6475,2012-2016
B03002_6_asian_alone,1413105,596998,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,24439,8847,2012-2016
B03002_8_some_other_race_alone,29351,5903,2012-2016
B03002_9_two_or_more_races,220878,80792,2012-2016
B03002_10_two_races_including_some_other_race,14574,3363,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",206304,77429,2012-2016
B03002_12_hispanic_or_latino,4861648,1070553,2012-2016
B03002_13_white_alone,2595670,660077,2012-2016
B03002_14_black_or_african_american_alone,30131,3548,2012-2016
B03002_15_american_indian_and_alaska_native_alone,43906,6463,2012-2016
B03002_16_asian_alone,18256,5015,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,2371,705,2012-2016
B03002_18_some_other_race_alone,2000806,356939,2012-2016
B03002_19_two_or_more_races,170508,37806,2012-2016
B03002_20_two_races_including_some_other_race,95893,20814,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",74615,16992,2012-2016
B11005_1_total,3281845,1017012,2012-2016
B11005_2_households_with_one_or_more_people_under_18_years,1137687,367286,2012-2016
B11005_3_family_households,1130691,365050,2012-2016
B11005_4_married-couple_family,721725,268372,2012-2016
B11005_5_other_family,408966,96678,2012-2016
"B11005_6_male_householder,_no_wife_present",113916,27947,2012-2016
"B11005_7_female_householder,_no_husband_present",295050,68731,2012-2016
B11005_8_nonfamily_households,6996,2236,2012-2016
B11005_9_male_householder,4560,1353,2012-2016
B11005_10_female_householder,2436,883,2012-2016
B11005_11_households_with_no_people_under_18_years,2144158,649726,2012-2016
B11005_12_family_households,1065481,368765,2012-2016
B11005_13_married-couple_family,743552,289596,2012-2016
B11005_14_other_family,321929,79169,2012-2016
"B11005_15_male_householder,_no_wife_present",110855,26269,2012-2016
"B11005_16_female_householder,_no_husband_present",211074,52900,2012-2016
B11005_17_nonfamily_households,1078677,280961,2012-2016
B11005_18_male_householder,519060,126260,2012-2016
B11005_19_female_householder,559617,154701,2012-2016
