index,06037,06059,estimate_year
FILEID,ACSSF,ACSSF,2012-2016
FILETYPE,2016e5,2016e5,2012-2016
STATE,ca,ca,2012-2016
CHARITER,000,000,2012-2016
SEQUENCE,0003,0003,2012-2016
LOGRECNO,0000031,0000042,2012-2016
SUMMARY_LEVEL,050,050,2012-2016
STATE_FIPS,06,06,2012-2016
GEO_ID,05000US06037,05000US06059,2012-2016
GEO_NAME,"Los Angeles County, California","Orange County, California",2012-2016
B01003_1_total,10057155,3132211,2012-2016
B01001_1_total,10057155,3132211,2012-2016
B01001_2_male,4954616,1546687,2012-2016
B01001_3_under_5_years,325560,96728,2012-2016
B01001_4_5_to_9_years,317959,101743,2012-2016
B01001_5_10_to_14_years,323961,104206,2012-2016
B01001_6_15_to_17_years,206274,65712,2012-2016
B01001_7_18_and_19_years,141390,42958,2012-2016
B01001_8_20_years,78519,24324,2012-2016
B01001_9_21_years,80299,23771,2012-2016
B01001_10_22_to_24_years,231519,67618,2012-2016
B01001_11_25_to_29_years,414435,117086,2012-2016
B01001_12_30_to_34_years,381081,108184,2012-2016
B01001_13_35_to_39_years,348825,99333,2012-2016
B01001_14_40_to_44_years,349392,109581,2012-2016
B01001_15_45_to_49_years,346448,112615,2012-2016
B01001_16_50_to_54_years,336194,112444,2012-2016
B01001_17_55_to_59_years,300044,100165,2012-2016
B01001_18_60_and_61_years,107548,34273,2012-2016
B01001_19_62_to_64_years,136948,44393,2012-2016
B01001_20_65_and_66_years,83085,27184,2012-2016
B01001_21_67_to_69_years,100836,34040,2012-2016
B01001_22_70_to_74_years,127120,45909,2012-2016
B01001_23_75_to_79_years,90323,31547,2012-2016
B01001_24_80_to_84_years,65707,23007,2012-2016
B01001_25_85_years_and_over,61149,19866,2012-2016
B01001_26_female,5102539,1585524,2012-2016
B01001_27_under_5_years,310562,92806,2012-2016
B01001_28_5_to_9_years,305692,93938,2012-2016
B01001_29_10_to_14_years,309180,102949,2012-2016
B01001_30_15_to_17_years,197597,63090,2012-2016
B01001_31_18_and_19_years,137447,41267,2012-2016
B01001_32_20_years,77012,22246,2012-2016
B01001_33_21_years,73854,22384,2012-2016
B01001_34_22_to_24_years,228251,65999,2012-2016
B01001_35_25_to_29_years,398172,109755,2012-2016
B01001_36_30_to_34_years,370661,104979,2012-2016
B01001_37_35_to_39_years,347422,103082,2012-2016
B01001_38_40_to_44_years,355671,111890,2012-2016
B01001_39_45_to_49_years,350942,115604,2012-2016
B01001_40_50_to_54_years,346992,114605,2012-2016
B01001_41_55_to_59_years,320249,102481,2012-2016
B01001_42_60_and_61_years,116796,38115,2012-2016
B01001_43_62_to_64_years,157057,49186,2012-2016
B01001_44_65_and_66_years,95290,32126,2012-2016
B01001_45_67_to_69_years,120256,39912,2012-2016
B01001_46_70_to_74_years,157621,52023,2012-2016
B01001_47_75_to_79_years,119836,39586,2012-2016
B01001_48_80_to_84_years,95305,30414,2012-2016
B01001_49_85_years_and_over,110674,37087,2012-2016
B02001_1_total,10057155,3132211,2012-2016
B02001_2_white_alone,5283457,1974749,2012-2016
B02001_3_black_or_african_american_alone,831313,51519,2012-2016
B02001_4_american_indian_and_alaska_native_alone,62671,12938,2012-2016
B02001_5_asian_alone,1431361,602013,2012-2016
B02001_6_native_hawaiian_and_other_pacific_islander_alone,26810,9552,2012-2016
B02001_7_some_other_race_alone,2030157,362842,2012-2016
B02001_8_two_or_more_races,391386,118598,2012-2016
B02001_9_two_races_including_some_other_race,110467,24177,2012-2016
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",280919,94421,2012-2016
B11001_1_total,3281845,1017012,2012-2016
B11001_2_family_households,2196172,733815,2012-2016
B11001_3_married-couple_family,1465277,557968,2012-2016
B11001_4_other_family,730895,175847,2012-2016
"B11001_5_male_householder,_no_wife_present",224771,54216,2012-2016
"B11001_6_female_householder,_no_husband_present",506124,121631,2012-2016
B11001_7_nonfamily_households,1085673,283197,2012-2016
B11001_8_householder_living_alone,841714,213192,2012-2016
B11001_9_householder_not_living_alone,243959,70005,2012-2016
B15002_1_total,6712079,2100472,2012-2016
B15002_2_male,3249135,1019627,2012-2016
B15002_3_no_schooling_completed,100646,21821,2012-2016
B15002_4_nursery_to_4th_grade,69279,14054,2012-2016
B15002_5_5th_and_6th_grade,168329,34748,2012-2016
B15002_6_7th_and_8th_grade,70128,15273,2012-2016
B15002_7_9th_grade,90725,20182,2012-2016
B15002_8_10th_grade,46077,10654,2012-2016
B15002_9_11th_grade,71913,13779,2012-2016
"B15002_10_12th_grade,_no_diploma",105251,26190,2012-2016
B15002_11_high_school_graduate_(includes_equivalency),687716,176662,2012-2016
"B15002_12_some_college,_less_than_1_year",141491,50418,2012-2016
"B15002_13_some_college,_1_or_more_years,_no_degree",490667,158644,2012-2016
B15002_14_associate's_degree,205503,71506,2012-2016
B15002_15_bachelor's_degree,646395,256078,2012-2016
B15002_16_master's_degree,218038,96458,2012-2016
B15002_17_professional_school_degree,88482,33564,2012-2016
B15002_18_doctorate_degree,48495,19596,2012-2016
B15002_19_female,3462944,1080845,2012-2016
B15002_20_no_schooling_completed,123947,25519,2012-2016
B15002_21_nursery_to_4th_grade,86784,16393,2012-2016
B15002_22_5th_and_6th_grade,185161,38034,2012-2016
B15002_23_7th_and_8th_grade,75039,16551,2012-2016
B15002_24_9th_grade,90135,20875,2012-2016
B15002_25_10th_grade,49039,11893,2012-2016
B15002_26_11th_grade,71527,13697,2012-2016
"B15002_27_12th_grade,_no_diploma",91637,25709,2012-2016
B15002_28_high_school_graduate_(includes_equivalency),700264,189261,2012-2016
"B15002_29_some_college,_less_than_1_year",160946,63332,2012-2016
"B15002_30_some_college,_1_or_more_years,_no_degree",508376,165783,2012-2016
B15002_31_associate's_degree,256588,91922,2012-2016
B15002_32_bachelor's_degree,701855,264677,2012-2016
B15002_33_master's_degree,256691,99014,2012-2016
B15002_34_professional_school_degree,67367,24984,2012-2016
B15002_35_doctorate_degree,37588,13201,2012-2016
B19001_1_total,3281845,1017012,2012-2016
"B19001_2_less_than_$10,000",212577,45635,2012-2016
"B19001_3_$10,000_to_$14,999",185054,32680,2012-2016
"B19001_4_$15,000_to_$19,999",165741,33261,2012-2016
"B19001_5_$20,000_to_$24,999",169262,37032,2012-2016
"B19001_6_$25,000_to_$29,999",150477,35701,2012-2016
"B19001_7_$30,000_to_$34,999",155128,37019,2012-2016
"B19001_8_$35,000_to_$39,999",140733,34741,2012-2016
"B19001_9_$40,000_to_$44,999",142741,36168,2012-2016
"B19001_10_$45,000_to_$49,999",123117,34949,2012-2016
"B19001_11_$50,000_to_$59,999",234976,69344,2012-2016
"B19001_12_$60,000_to_$74,999",305209,93421,2012-2016
"B19001_13_$75,000_to_$99,999",382147,131384,2012-2016
"B19001_14_$100,000_to_$124,999",277765,104640,2012-2016
"B19001_15_$125,000_to_$149,999",180683,75565,2012-2016
"B19001_16_$150,000_to_$199,999",205799,95223,2012-2016
"B19001_17_$200,000_or_more",250436,120249,2012-2016
B19013_1_median_household_income_in_the_past_12_months_(in_2016_inflation-adjusted_dollars),57952,78145,2012-2016
B25001_1_total,3490118,1072121,2012-2016
B25003_1_total,3281845,1017012,2012-2016
B25003_2_owner_occupied,1499576,581506,2012-2016
B25003_3_renter_occupied,1782269,435506,2012-2016
B25024_1_total,3490118,1072121,2012-2016
"B25024_2_1,_detached",1723537,545239,2012-2016
"B25024_3_1,_attached",224477,126732,2012-2016
B25024_4_2,88776,18803,2012-2016
B25024_5_3_or_4,198045,77192,2012-2016
B25024_6_5_to_9,273850,73717,2012-2016
B25024_7_10_to_19,271091,59268,2012-2016
B25024_8_20_to_49,314907,46179,2012-2016
B25024_9_50_or_more,339647,95115,2012-2016
B25024_10_mobile_home,53701,29306,2012-2016
"B25024_11_boat,_rv,_van,_etc.",2087,570,2012-2016
B25077_1_median_value_(dollars),465000,584200,2012-2016
B25034_1_total,3490118,1072121,2012-2016
B25034_2_built_2014_or_later,6173,4500,2012-2016
B25034_3_built_2010_to_2013,29334,17021,2012-2016
B25034_4_built_2000_to_2009,205670,94655,2012-2016
B25034_5_built_1990_to_1999,220747,125657,2012-2016
B25034_6_built_1980_to_1989,407636,165608,2012-2016
B25034_7_built_1970_to_1979,485354,260539,2012-2016
B25034_8_built_1960_to_1969,514443,211241,2012-2016
B25034_9_built_1950_to_1959,721455,144405,2012-2016
B25034_10_built_1940_to_1949,375621,22259,2012-2016
B25034_11_built_1939_or_earlier,523685,26236,2012-2016
B25127_1_total,3281845,1017012,2012-2016
B25127_2_owner_occupied,1499576,581506,2012-2016
B25127_3_built_2010_or_later,11299,9502,2012-2016
"B25127_4_1,_detached__or_attached",9022,8509,2012-2016
B25127_5_2_to_4,162,144,2012-2016
B25127_6_5_to_19,624,199,2012-2016
B25127_7_20_to_49,359,19,2012-2016
B25127_8_50_or_more,768,88,2012-2016
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",364,543,2012-2016
B25127_10_built_2000_to_2009,88079,49656,2012-2016
"B25127_11_1,_detached__or_attached",69526,43845,2012-2016
B25127_12_2_to_4,1397,515,2012-2016
B25127_13_5_to_19,3941,814,2012-2016
B25127_14_20_to_49,3141,167,2012-2016
B25127_15_50_or_more,5337,974,2012-2016
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",4737,3341,2012-2016
B25127_17_built_1980_to_1999,248089,156400,2012-2016
"B25127_18_1,_detached__or_attached",193323,134780,2012-2016
B25127_19_2_to_4,7192,4895,2012-2016
B25127_20_5_to_19,18069,7829,2012-2016
B25127_21_20_to_49,9790,1272,2012-2016
B25127_22_50_or_more,10203,1734,2012-2016
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",9512,5890,2012-2016
B25127_24_built_1960_to_1979,365785,256331,2012-2016
"B25127_25_1,_detached__or_attached",298070,224808,2012-2016
B25127_26_2_to_4,7364,7209,2012-2016
B25127_27_5_to_19,14329,9757,2012-2016
B25127_28_20_to_49,13574,1909,2012-2016
B25127_29_50_or_more,15114,2095,2012-2016
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",17334,10553,2012-2016
B25127_31_built_1940_to_1959,572062,97462,2012-2016
"B25127_32_1,_detached__or_attached",557276,94896,2012-2016
B25127_33_2_to_4,6153,907,2012-2016
B25127_34_5_to_19,2923,808,2012-2016
B25127_35_20_to_49,1527,128,2012-2016
B25127_36_50_or_more,1420,174,2012-2016
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",2763,549,2012-2016
B25127_38_built_1939_or_earlier,214262,12155,2012-2016
"B25127_39_1,_detached__or_attached",203566,11678,2012-2016
B25127_40_2_to_4,7279,229,2012-2016
B25127_41_5_to_19,993,67,2012-2016
B25127_42_20_to_49,491,36,2012-2016
B25127_43_50_or_more,1464,66,2012-2016
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",469,79,2012-2016
B25127_45_renter_occupied,1782269,435506,2012-2016
B25127_46_built_2010_or_later,21967,10881,2012-2016
"B25127_47_1,_detached__or_attached",2359,1630,2012-2016
B25127_48_2_to_4,1367,644,2012-2016
B25127_49_5_to_19,3018,2166,2012-2016
B25127_50_20_to_49,3553,1499,2012-2016
B25127_51_50_or_more,11414,4540,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",256,402,2012-2016
