index,12011,12086,12099,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,2012-2016
B25127_58_50_or_more,5711,21513,4412,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",903,576,780,2012-2016
B25127_60_built_1980_to_1999,88427,104181,75297,2012-2016
"B25127_61_1,_detached__or_attached",21282,30043,19752,2012-2016
B25127_62_2_to_4,10630,8348,14393,2012-2016
B25127_63_5_to_19,29711,23582,21793,2012-2016
B25127_64_20_to_49,12924,15690,9673,2012-2016
B25127_65_50_or_more,12077,25063,8091,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",1803,1455,1595,2012-2016
B25127_67_built_1960_to_1979,97363,139113,45323,2012-2016
"B25127_68_1,_detached__or_attached",23849,34484,13141,2012-2016
B25127_69_2_to_4,19056,14387,10213,2012-2016
B25127_70_5_to_19,21648,28474,9236,2012-2016
B25127_71_20_to_49,15361,22473,5942,2012-2016
B25127_72_50_or_more,15726,37124,4954,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",1723,2171,1837,2012-2016
B25127_74_built_1940_to_1959,26682,79489,12129,2012-2016
"B25127_75_1,_detached__or_attached",12522,35132,7337,2012-2016
B25127_76_2_to_4,5829,10314,2389,2012-2016
B25127_77_5_to_19,4301,17187,1268,2012-2016
B25127_78_20_to_49,2203,8991,548,2012-2016
B25127_79_50_or_more,1616,7247,468,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",211,618,119,2012-2016
B25127_81_built_1939_or_earlier,3079,18153,3490,2012-2016
"B25127_82_1,_detached__or_attached",921,6263,1755,2012-2016
B25127_83_2_to_4,676,3116,960,2012-2016
B25127_84_5_to_19,738,5282,434,2012-2016
B25127_85_20_to_49,245,1802,152,2012-2016
B25127_86_50_or_more,426,1533,162,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",73,157,27,2012-2016
B03002_1_total,1863780,2664418,1398757,2012-2016
B03002_2_not_hispanic_or_latino,1350032,894495,1109106,2012-2016
B03002_3_white_alone,731447,385471,796265,2012-2016
B03002_4_black_or_african_american_alone,507221,443558,249530,2012-2016
B03002_5_american_indian_and_alaska_native_alone,3035,2361,1116,2012-2016
B03002_6_asian_alone,64151,40372,35308,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,868,568,477,2012-2016
B03002_8_some_other_race_alone,10204,6309,5610,2012-2016
B03002_9_two_or_more_races,33106,15856,20800,2012-2016
B03002_10_two_races_including_some_other_race,3696,2326,1683,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",29410,13530,19117,2012-2016
B03002_12_hispanic_or_latino,513748,1769923,289651,2012-2016
B03002_13_white_alone,422119,1629951,246244,2012-2016
B03002_14_black_or_african_american_alone,17995,45472,6076,2012-2016
B03002_15_american_indian_and_alaska_native_alone,1601,1124,971,2012-2016
B03002_16_asian_alone,1423,1635,345,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,161,166,62,2012-2016
B03002_18_some_other_race_alone,47571,68526,26400,2012-2016
B03002_19_two_or_more_races,22878,23049,9553,2012-2016
B03002_20_two_races_including_some_other_race,8217,9379,3996,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",14661,13670,5557,2012-2016
B11005_1_total,672988,853624,538549,2012-2016
B11005_2_households_with_one_or_more_people_under_18_years,212505,284678,141373,2012-2016
B11005_3_family_households,210994,282808,140319,2012-2016
B11005_4_married-couple_family,127950,167558,86524,2012-2016
B11005_5_other_family,83044,115250,53795,2012-2016
"B11005_6_male_householder,_no_wife_present",17686,25429,13865,2012-2016
"B11005_7_female_householder,_no_husband_present",65358,89821,39930,2012-2016
B11005_8_nonfamily_households,1511,1870,1054,2012-2016
B11005_9_male_householder,980,1329,851,2012-2016
B11005_10_female_householder,531,541,203,2012-2016
B11005_11_households_with_no_people_under_18_years,460483,568946,397176,2012-2016
B11005_12_family_households,219128,298243,196389,2012-2016
B11005_13_married-couple_family,163488,201611,159891,2012-2016
B11005_14_other_family,55640,96632,36498,2012-2016
"B11005_15_male_householder,_no_wife_present",16058,30831,11659,2012-2016
"B11005_16_female_householder,_no_husband_present",39582,65801,24839,2012-2016
B11005_17_nonfamily_households,241355,270703,200787,2012-2016
B11005_18_male_householder,115608,129891,83265,2012-2016
B11005_19_female_householder,125747,140812,117522,2012-2016
