"B19001_2_less_than_$10,000",212577,45635,39681,40943,8831,2012-2016
"B19001_3_$10,000_to_$14,999",185054,32680,34014,34004,8532,2012-2016
"B19001_4_$15,000_to_$19,999",165741,33261,33999,31554,8706,2012-2016
"B19001_5_$20,000_to_$24,999",169262,37032,36407,33042,9603,2012-2016
"B19001_6_$25,000_to_$29,999",150477,35701,34338,30872,9243,2012-2016
"B19001_7_$30,000_to_$34,999",155128,37019,35405,29769,10230,2012-2016
"B19001_8_$35,000_to_$39,999",140733,34741,32153,28808,9106,2012-2016
"B19001_9_$40,000_to_$44,999",142741,36168,31947,29621,9924,2012-2016
"B19001_10_$45,000_to_$49,999",123117,34949,29497,25356,9194,2012-2016
"B19001_11_$50,000_to_$59,999",234976,69344,55047,50318,18666,2012-2016
"B19001_12_$60,000_to_$74,999",305209,93421,73337,65115,26670,2012-2016
"B19001_13_$75,000_to_$99,999",382147,131384,91864,79266,37145,2012-2016
"B19001_14_$100,000_to_$124,999",277765,104640,63128,54240,29687,2012-2016
"B19001_15_$125,000_to_$149,999",180683,75565,40153,30844,20187,2012-2016
"B19001_16_$150,000_to_$199,999",205799,95223,42190,32658,25008,2012-2016
"B19001_17_$200,000_or_more",250436,120249,32556,22512,28606,2012-2016
B19013_1_median_household_income_in_the_past_12_months_(in_2016_inflation-adjusted_dollars),57952,78145,57972,54469,78593,2012-2016
B25001_1_total,3490118,1072121,820300,708442,284759,2012-2016
B25003_1_total,3281845,1017012,705716,618922,269338,2012-2016
B25003_2_owner_occupied,1499576,581506,454924,365576,170877,2012-2016
B25003_3_renter_occupied,1782269,435506,250792,253346,98461,2012-2016
B25024_1_total,3490118,1072121,820300,708442,284759,2012-2016
"B25024_2_1,_detached",1723537,545239,557551,499463,181907,2012-2016
"B25024_3_1,_attached",224477,126732,48388,27063,30260,2012-2016
B25024_4_2,88776,18803,11242,13359,3918,2012-2016
B25024_5_3_or_4,198045,77192,28078,33550,13187,2012-2016
B25024_6_5_to_9,273850,73717,34651,30622,14173,2012-2016
B25024_7_10_to_19,271091,59268,27721,23727,12029,2012-2016
B25024_8_20_to_49,314907,46179,15000,13843,7682,2012-2016
B25024_9_50_or_more,339647,95115,21952,25217,10460,2012-2016
B25024_10_mobile_home,53701,29306,74205,40844,10908,2012-2016
"B25024_11_boat,_rv,_van,_etc.",2087,570,1512,754,235,2012-2016
B25077_1_median_value_(dollars),465000,584200,276300,256000,481400,2012-2016
B25034_1_total,3490118,1072121,820300,708442,284759,2012-2016
B25034_2_built_2014_or_later,6173,4500,3152,1487,559,2012-2016
B25034_3_built_2010_to_2013,29334,17021,14851,8475,2653,2012-2016
B25034_4_built_2000_to_2009,205670,94655,222674,107040,30918,2012-2016
B25034_5_built_1990_to_1999,220747,125657,127852,93130,30465,2012-2016
B25034_6_built_1980_to_1989,407636,165608,175893,163455,50446,2012-2016
B25034_7_built_1970_to_1979,485354,260539,124787,125261,66285,2012-2016
B25034_8_built_1960_to_1969,514443,211241,65365,73797,57272,2012-2016
B25034_9_built_1950_to_1959,721455,144405,52028,80977,28391,2012-2016
B25034_10_built_1940_to_1949,375621,22259,16649,27733,8366,2012-2016
B25034_11_built_1939_or_earlier,523685,26236,17049,27087,9404,2012-2016
B25127_1_total,3281845,1017012,705716,618922,269338,2012-2016
B25127_2_owner_occupied,1499576,581506,454924,365576,170877,2012-2016
B25127_3_built_2010_or_later,11299,9502,10855,4422,1524,2012-2016
"B25127_4_1,_detached__or_attached",9022,8509,10278,4154,1127,2012-2016
B25127_5_2_to_4,162,144,87,41,0,2012-2016
B25127_6_5_to_19,624,199,64,28,100,2012-2016
B25127_7_20_to_49,359,19,5,0,13,2012-2016
B25127_8_50_or_more,768,88,14,8,0,2012-2016
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",364,543,407,191,284,2012-2016
B25127_10_built_2000_to_2009,88079,49656,138835,60963,19057,2012-2016
"B25127_11_1,_detached__or_attached",69526,43845,131497,57202,17215,2012-2016
B25127_12_2_to_4,1397,515,615,388,202,2012-2016
B25127_13_5_to_19,3941,814,990,577,213,2012-2016
B25127_14_20_to_49,3141,167,64,18,106,2012-2016
B25127_15_50_or_more,5337,974,66,81,49,2012-2016
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",4737,3341,5603,2697,1272,2012-2016
B25127_17_built_1980_to_1999,248089,156400,168329,136910,51972,2012-2016
"B25127_18_1,_detached__or_attached",193323,134780,150375,125104,47569,2012-2016
B25127_19_2_to_4,7192,4895,1350,1590,924,2012-2016
B25127_20_5_to_19,18069,7829,999,1259,1217,2012-2016
B25127_21_20_to_49,9790,1272,183,200,116,2012-2016
B25127_22_50_or_more,10203,1734,380,390,220,2012-2016
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",9512,5890,15042,8367,1926,2012-2016
B25127_24_built_1960_to_1979,365785,256331,91942,95266,75217,2012-2016
"B25127_25_1,_detached__or_attached",298070,224808,68941,81665,68195,2012-2016
B25127_26_2_to_4,7364,7209,1135,529,1098,2012-2016
B25127_27_5_to_19,14329,9757,547,301,914,2012-2016
B25127_28_20_to_49,13574,1909,268,100,140,2012-2016
B25127_29_50_or_more,15114,2095,299,153,216,2012-2016
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",17334,10553,20752,12518,4654,2012-2016
B25127_31_built_1940_to_1959,572062,97462,36442,55471,18955,2012-2016
"B25127_32_1,_detached__or_attached",557276,94896,34746,54215,18611,2012-2016
B25127_33_2_to_4,6153,907,261,306,103,2012-2016
B25127_34_5_to_19,2923,808,87,49,5,2012-2016
B25127_35_20_to_49,1527,128,63,30,40,2012-2016
B25127_36_50_or_more,1420,174,20,47,20,2012-2016
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",2763,549,1265,824,176,2012-2016
B25127_38_built_1939_or_earlier,214262,12155,8521,12544,4152,2012-2016
"B25127_39_1,_detached__or_attached",203566,11678,8237,12263,4018,2012-2016
B25127_40_2_to_4,7279,229,115,168,42,2012-2016
B25127_41_5_to_19,993,67,9,46,0,2012-2016
B25127_42_20_to_49,491,36,6,0,7,2012-2016
B25127_43_50_or_more,1464,66,2,11,15,2012-2016
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",469,79,152,56,70,2012-2016
B25127_45_renter_occupied,1782269,435506,250792,253346,98461,2012-2016
B25127_46_built_2010_or_later,21967,10881,6235,5158,1564,2012-2016
"B25127_47_1,_detached__or_attached",2359,1630,1364,1299,521,2012-2016
B25127_48_2_to_4,1367,644,807,632,109,2012-2016
B25127_49_5_to_19,3018,2166,2121,1493,427,2012-2016
B25127_50_20_to_49,3553,1499,432,495,315,2012-2016
B25127_51_50_or_more,11414,4540,1207,1223,150,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",256,402,304,16,42,2012-2016
B25127_53_built_2000_to_2009,100214,38201,56185,34973,9653,2012-2016
"B25127_54_1,_detached__or_attached",20746,7758,32896,17489,3211,2012-2016
B25127_55_2_to_4,6992,2636,3886,4110,909,2012-2016
B25127_56_5_to_19,16636,7632,10006,5341,2350,2012-2016
B25127_57_20_to_49,15404,4248,2706,1919,1197,2012-2016
B25127_58_50_or_more,38972,15145,5006,5021,1759,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",1464,782,1685,1093,227,2012-2016
B25127_60_built_1980_to_1999,343633,118901,91445,91821,25317,2012-2016
"B25127_61_1,_detached__or_attached",68942,28305,43122,39072,10473,2012-2016
B25127_62_2_to_4,37736,18017,10959,14400,3438,2012-2016
B25127_63_5_to_19,100037,32214,20482,20042,6457,2012-2016
B25127_64_20_to_49,60503,11271,4086,4470,1354,2012-2016
B25127_65_50_or_more,71944,27269,7199,10612,3134,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",4471,1825,5597,3225,461,2012-2016
B25127_67_built_1960_to_1979,575887,192699,65986,73580,41808,2012-2016
"B25127_68_1,_detached__or_attached",111253,50444,26978,32560,18671,2012-2016
B25127_69_2_to_4,74440,40848,8719,13217,6196,2012-2016
B25127_70_5_to_19,179899,48746,13603,14629,9320,2012-2016
B25127_71_20_to_49,109190,18379,3246,3927,3189,2012-2016
B25127_72_50_or_more,94514,31145,4933,4962,3291,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",6591,3137,8507,4285,1141,2012-2016
B25127_74_built_1940_to_1959,469932,62553,23815,37899,15645,2012-2016
"B25127_75_1,_detached__or_attached",206382,30255,15971,27740,10013,2012-2016
B25127_76_2_to_4,70709,13163,2681,4503,2249,2012-2016
B25127_77_5_to_19,113807,11081,2981,3140,2126,2012-2016
B25127_78_20_to_49,46846,3103,750,938,518,2012-2016
B25127_79_50_or_more,29759,4170,844,1043,605,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",2429,781,588,535,134,2012-2016
B25127_81_built_1939_or_earlier,270636,12271,7126,9915,4474,2012-2016
"B25127_82_1,_detached__or_attached",110513,7569,5136,7623,2893,2012-2016
B25127_83_2_to_4,45477,1937,1046,1054,773,2012-2016
B25127_84_5_to_19,56265,1569,604,771,452,2012-2016
B25127_85_20_to_49,30528,487,175,138,130,2012-2016
B25127_86_50_or_more,27207,492,101,202,178,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",646,217,64,127,48,2012-2016
B11003_1_total,2196172,733815,518922,469329,198043,2012-2016
B11003_2_married-couple_family,1465277,557968,380030,317816,150328,2012-2016
B11003_3_with_own_children_of_the_householder_under_18_years,655949,251007,173652,150000,65329,2012-2016
B11003_4_under_6_years_only,133354,52579,29144,26748,12036,2012-2016
B11003_5_under_6_years_and_6_to_17_years,135347,48996,43708,35843,14397,2012-2016
B11003_6_6_to_17_years_only,387248,149432,100800,87409,38896,2012-2016
B11003_7_no_own_children_of_the_householder_under_18_years,809328,306961,206378,167816,84999,2012-2016
B11003_8_other_family,730895,175847,138892,151513,47715,2012-2016
"B11003_9_male_householder,_no_wife_present",224771,54216,44055,46315,14658,2012-2016
B11003_10_with_own_children_of_the_householder_under_18_years,90020,21446,21680,21961,6489,2012-2016
B11003_11_under_6_years_only,22131,4661,5324,5845,1493,2012-2016
B11003_12_under_6_years_and_6_to_17_years,17068,3276,4673,4733,826,2012-2016
B11003_13_6_to_17_years_only,50821,13509,11683,11383,4170,2012-2016
B11003_14_no_own_children_of_the_householder_under_18_years,134751,32770,22375,24354,8169,2012-2016
"B11003_15_female_householder,_no_husband_present",506124,121631,94837,105198,33057,2012-2016
B11003_16_with_own_children_of_the_householder_under_18_years,238532,56850,50477,56609,16401,2012-2016
B11003_17_under_6_years_only,36652,7296,7686,9224,2454,2012-2016
B11003_18_under_6_years_and_6_to_17_years,46343,9045,11009,12502,3321,2012-2016
B11003_19_6_to_17_years_only,155537,40509,31782,34883,10626,2012-2016
B11003_20_no_own_children_of_the_householder_under_18_years,267592,64781,44360,48589,16656,2012-2016
B25075_1_total,1499576,581506,454924,365576,170877,2012-2016
"B25075_2_less_than_$10,000",17335,6366,10045,6473,1768,2012-2016
"B25075_3_$10,000_to_$14,999",2842,909,3275,2779,195,2012-2016
"B25075_4_$15,000_to_$19,999",2720,1041,3791,3006,247,2012-2016
"B25075_5_$20,000_to_$24,999",3587,1424,3557,2515,498,2012-2016
"B25075_6_$25,000_to_$29,999",2898,1306,3057,2317,366,2012-2016
"B25075_7_$30,000_to_$34,999",4233,1559,2814,2467,537,2012-2016
"B25075_8_$35,000_to_$39,999",3788,1260,1701,1739,339,2012-2016
"B25075_9_$40,000_to_$49,999",6865,3003,4052,3695,1234,2012-2016
"B25075_10_$50,000_to_$59,999",5869,3384,3836,3913,804,2012-2016
"B25075_11_$60,000_to_$69,999",4920,2394,3693,3795,1026,2012-2016
"B25075_12_$70,000_to_$79,999",5084,2250,4299,4786,816,2012-2016
"B25075_13_$80,000_to_$89,999",4456,1990,5964,5693,796,2012-2016
"B25075_14_$90,000_to_$99,999",4682,1465,4658,5871,459,2012-2016
"B25075_15_$100,000_to_$124,999",15688,4374,16900,19443,1698,2012-2016
"B25075_16_$125,000_to_$149,999",13961,3122,18059,16583,1143,2012-2016
"B25075_17_$150,000_to_$174,999",24508,5675,28198,26605,1668,2012-2016
"B25075_18_$175,000_to_$199,999",20917,4939,23227,20327,1687,2012-2016
"B25075_19_$200,000_to_$249,999",74820,13787,57339,45718,6219,2012-2016
"B25075_20_$250,000_to_$299,999",96642,18156,55186,42179,9078,2012-2016
"B25075_21_$300,000_to_$399,999",276852,63896,94135,65979,29452,2012-2016
"B25075_22_$400,000_to_$499,999",241649,83739,51328,35994,31212,2012-2016
"B25075_23_$500,000_to_$749,999",346931,192058,38628,32222,49504,2012-2016
"B25075_24_$750,000_to_$999,999",143323,91835,9175,7066,18274,2012-2016
"B25075_25_$1,000,000_to_$1,499,999",85942,38996,4216,2488,7275,2012-2016
"B25075_26_$1,500,000_to_$1,999,999",36023,13653,1359,735,1802,2012-2016
"B25075_27_$2,000,000_or_more",53041,18925,2432,1188,2780,2012-2016
B03002_1_total,10057155,3132211,2323892,2106754,843110,2012-2016
B03002_2_not_hispanic_or_latino,5195507,2061658,1220924,1017650,489878,2012-2016
B03002_3_white_alone,2687787,1314672,865631,642786,393301,2012-2016
B03002_4_black_or_african_american_alone,801182,47971,137779,170376,13395,2012-2016
B03002_5_american_indian_and_alaska_native_alone,18765,6475,9407,6840,2313,2012-2016
B03002_6_asian_alone,1413105,596998,139108,138751,58483,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,24439,8847,6262,6368,1144,2012-2016
B03002_8_some_other_race_alone,29351,5903,3749,4417,948,2012-2016
B03002_9_two_or_more_races,220878,80792,58988,48112,20294,2012-2016
B03002_10_two_races_including_some_other_race,14574,3363,2891,2761,652,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",206304,77429,56097,45351,19642,2012-2016
B03002_12_hispanic_or_latino,4861648,1070553,1102968,1089104,353232,2012-2016
B03002_13_white_alone,2595670,660077,604663,663796,276427,2012-2016
B03002_14_black_or_african_american_alone,30131,3548,7246,10357,1452,2012-2016
B03002_15_american_indian_and_alaska_native_alone,43906,6463,10798,10670,3981,2012-2016
B03002_16_asian_alone,18256,5015,3959,3581,1266,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,2371,705,653,565,386,2012-2016
B03002_18_some_other_race_alone,2000806,356939,432273,352287,53580,2012-2016
B03002_19_two_or_more_races,170508,37806,43376,47848,16140,2012-2016
B03002_20_two_races_including_some_other_race,95893,20814,25348,24651,7212,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",74615,16992,18028,23197,8928,2012-2016
B25063_1_total,1782269,435506,250792,253346,98461,2012-2016
B25063_2_with_cash_rent,1737285,424498,241230,244230,95379,2012-2016
B25063_3_less_than_$100,3859,399,395,380,119,2012-2016
B25063_4_$100_to_$149,2440,354,341,453,87,2012-2016
B25063_5_$150_to_$199,3583,424,439,847,220,2012-2016
B25063_6_$200_to_$249,11468,1804,1718,1358,682,2012-2016
B25063_7_$250_to_$299,21491,3600,1971,1890,1075,2012-2016
B25063_8_$300_to_$349,12548,2137,1769,1479,649,2012-2016
B25063_9_$350_to_$399,9144,1750,1501,1671,472,2012-2016
B25063_10_$400_to_$449,12831,2203,1983,2001,565,2012-2016
B25063_11_$450_to_$499,11333,2000,2250,2664,571,2012-2016
B25063_12_$500_to_$549,15711,1874,3085,3293,637,2012-2016
B25063_13_$550_to_$599,16787,1377,3699,3938,748,2012-2016
B25063_14_$600_to_$649,21718,1524,4747,5166,716,2012-2016
B25063_15_$650_to_$699,26027,2152,5040,6080,871,2012-2016
B25063_16_$700_to_$749,34000,1951,6699,7293,886,2012-2016
B25063_17_$750_to_$799,41706,2405,7539,8509,1140,2012-2016
B25063_18_$800_to_$899,110356,7819,17201,20383,3012,2012-2016
B25063_19_$900_to_$999,144944,14696,19232,23773,3898,2012-2016
"B25063_20_$1,000_to_$1,249",351858,54863,48361,53764,12031,2012-2016
"B25063_21_$1,250_to_$1,499",291243,81240,38032,39955,15536,2012-2016
"B25063_22_$1,500_to_$1,999",339367,127605,48691,40726,26370,2012-2016
"B25063_23_$2,000_to_$2,499",145521,62805,17681,13288,15573,2012-2016
"B25063_24_$2,500_to_$2,999",59799,29785,6512,4031,5232,2012-2016
"B25063_25_$3,000_to_$3,499",28370,11995,1450,878,2487,2012-2016
"B25063_26_$3,500_or_more",21181,7736,894,410,1802,2012-2016
B25063_27_no_cash_rent,44984,11008,9562,9116,3082,2012-2016
B25071_1_median_gross_rent_as_a_percentage_of_household_income,35.0,33.9,34.9,35.4,34.2,2012-2016
B25036_1_total,3281845,1017012,705716,618922,269338,2012-2016
B25036_2_owner_occupied,1499576,581506,454924,365576,170877,2012-2016
B25036_3_built_2014_or_later,1950,1953,2161,786,307,2012-2016
B25036_4_built_2010_to_2013,9349,7549,8694,3636,1217,2012-2016
B25036_5_built_2000_to_2009,88079,49656,138835,60963,19057,2012-2016
B25036_6_built_1990_to_1999,85660,71717,73861,51967,19529,2012-2016
B25036_7_built_1980_to_1989,162429,84683,94468,84943,32443,2012-2016
B25036_8_built_1970_to_1979,167164,132435,60625,59983,39197,2012-2016
B25036_9_built_1960_to_1969,198621,123896,31317,35283,36020,2012-2016
B25036_10_built_1950_to_1959,390212,86380,28265,43034,15373,2012-2016
B25036_11_built_1940_to_1949,181850,11082,8177,12437,3582,2012-2016
B25036_12_built_1939_or_earlier,214262,12155,8521,12544,4152,2012-2016
B25036_13_renter_occupied,1782269,435506,250792,253346,98461,2012-2016
B25036_14_built_2014_or_later,3271,2006,739,613,226,2012-2016
B25036_15_built_2010_to_2013,18696,8875,5496,4545,1338,2012-2016
B25036_16_built_2000_to_2009,100214,38201,56185,34973,9653,2012-2016
B25036_17_built_1990_to_1999,122842,47613,38246,32978,9743,2012-2016
B25036_18_built_1980_to_1989,220791,71288,53199,58843,15574,2012-2016
B25036_19_built_1970_to_1979,289063,115638,42011,47529,23370,2012-2016
B25036_20_built_1960_to_1969,286824,77061,23975,26051,18438,2012-2016
B25036_21_built_1950_to_1959,296306,52500,17573,27189,11434,2012-2016
B25036_22_built_1940_to_1949,173626,10053,6242,10710,4211,2012-2016
B25036_23_built_1939_or_earlier,270636,12271,7126,9915,4474,2012-2016
