index,06037,06059,06065,06071,06111,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2012-2016
FILETYPE,2016e5,2016e5,2016e5,2016e5,2016e5,2012-2016
STATE,ca,ca,ca,ca,ca,2012-2016
CHARITER,000,000,000,000,000,2012-2016
SEQUENCE,0003,0003,0003,0003,0003,2012-2016
LOGRECNO,0000031,0000042,0000045,0000048,0000068,2012-2016
SUMMARY_LEVEL,050,050,050,050,050,2012-2016
STATE_FIPS,06,06,06,06,06,2012-2016
GEO_ID,05000US06037,05000US06059,05000US06065,05000US06071,05000US06111,2012-2016
GEO_NAME,"Los Angeles County, California","Orange County, California","Riverside County, California","San Bernardino County, California","Ventura County, California",2012-2016
B01003_1_total,10057155,3132211,2323892,2106754,843110,2012-2016
B01001_1_total,10057155,3132211,2323892,2106754,843110,2012-2016
B01001_2_male,4954616,1546687,1156126,1047925,417442,2012-2016
B01001_3_under_5_years,325560,96728,80409,78668,27163,2012-2016
B01001_4_5_to_9_years,317959,101743,87645,80826,27416,2012-2016
B01001_5_10_to_14_years,323961,104206,88871,83455,30735,2012-2016
B01001_6_15_to_17_years,206274,65712,55731,51689,18490,2012-2016
B01001_7_18_and_19_years,141390,42958,35772,33136,11934,2012-2016
B01001_8_20_years,78519,24324,18808,19402,6995,2012-2016
B01001_9_21_years,80299,23771,18305,19230,5582,2012-2016
B01001_10_22_to_24_years,231519,67618,50869,51598,18600,2012-2016
B01001_11_25_to_29_years,414435,117086,81830,81326,29070,2012-2016
B01001_12_30_to_34_years,381081,108184,77682,74001,27568,2012-2016
B01001_13_35_to_39_years,348825,99333,72967,67009,26332,2012-2016
B01001_14_40_to_44_years,349392,109581,74197,67021,26651,2012-2016
B01001_15_45_to_49_years,346448,112615,76140,66970,28760,2012-2016
B01001_16_50_to_54_years,336194,112444,75781,67027,30113,2012-2016
B01001_17_55_to_59_years,300044,100165,65864,60110,28221,2012-2016
B01001_18_60_and_61_years,107548,34273,23702,22154,9885,2012-2016
B01001_19_62_to_64_years,136948,44393,32213,26766,12875,2012-2016
B01001_20_65_and_66_years,83085,27184,19747,16459,8213,2012-2016
B01001_21_67_to_69_years,100836,34040,26953,20734,10129,2012-2016
B01001_22_70_to_74_years,127120,45909,34387,24439,12454,2012-2016
B01001_23_75_to_79_years,90323,31547,25613,16784,8624,2012-2016
B01001_24_80_to_84_years,65707,23007,18300,10633,5701,2012-2016
B01001_25_85_years_and_over,61149,19866,14340,8488,5931,2012-2016
B01001_26_female,5102539,1585524,1167766,1058829,425668,2012-2016
B01001_27_under_5_years,310562,92806,77153,75720,26190,2012-2016
B01001_28_5_to_9_years,305692,93938,83473,79347,28395,2012-2016
B01001_29_10_to_14_years,309180,102949,86484,77245,28036,2012-2016
B01001_30_15_to_17_years,197597,63090,53781,49532,17743,2012-2016
B01001_31_18_and_19_years,137447,41267,33949,30371,11168,2012-2016
B01001_32_20_years,77012,22246,18464,17707,6103,2012-2016
B01001_33_21_years,73854,22384,18258,16887,4803,2012-2016
B01001_34_22_to_24_years,228251,65999,47024,48162,18441,2012-2016
B01001_35_25_to_29_years,398172,109755,77775,78193,26660,2012-2016
B01001_36_30_to_34_years,370661,104979,76548,72625,26196,2012-2016
B01001_37_35_to_39_years,347422,103082,75453,68612,26838,2012-2016
B01001_38_40_to_44_years,355671,111890,74853,68759,26888,2012-2016
B01001_39_45_to_49_years,350942,115604,74948,68242,29348,2012-2016
B01001_40_50_to_54_years,346992,114605,75153,69860,31231,2012-2016
B01001_41_55_to_59_years,320249,102481,67458,63203,29541,2012-2016
B01001_42_60_and_61_years,116796,38115,24399,23822,10481,2012-2016
B01001_43_62_to_64_years,157057,49186,35441,29874,14038,2012-2016
B01001_44_65_and_66_years,95290,32126,22890,18020,8843,2012-2016
B01001_45_67_to_69_years,120256,39912,30474,22610,11360,2012-2016
B01001_46_70_to_74_years,157621,52023,38402,28504,14253,2012-2016
B01001_47_75_to_79_years,119836,39586,30265,20318,10778,2012-2016
B01001_48_80_to_84_years,95305,30414,21818,14333,7868,2012-2016
B01001_49_85_years_and_over,110674,37087,23303,16883,10466,2012-2016
B02001_1_total,10057155,3132211,2323892,2106754,843110,2012-2016
B02001_2_white_alone,5283457,1974749,1470294,1306582,669728,2012-2016
B02001_3_black_or_african_american_alone,831313,51519,145025,180733,14847,2012-2016
B02001_4_american_indian_and_alaska_native_alone,62671,12938,20205,17510,6294,2012-2016
B02001_5_asian_alone,1431361,602013,143067,142332,59749,2012-2016
B02001_6_native_hawaiian_and_other_pacific_islander_alone,26810,9552,6915,6933,1530,2012-2016
B02001_7_some_other_race_alone,2030157,362842,436022,356704,54528,2012-2016
B02001_8_two_or_more_races,391386,118598,102364,95960,36434,2012-2016
B02001_9_two_races_including_some_other_race,110467,24177,28239,27412,7864,2012-2016
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",280919,94421,74125,68548,28570,2012-2016
B11001_1_total,3281845,1017012,705716,618922,269338,2012-2016
B11001_2_family_households,2196172,733815,518922,469329,198043,2012-2016
B11001_3_married-couple_family,1465277,557968,380030,317816,150328,2012-2016
B11001_4_other_family,730895,175847,138892,151513,47715,2012-2016
"B11001_5_male_householder,_no_wife_present",224771,54216,44055,46315,14658,2012-2016
"B11001_6_female_householder,_no_husband_present",506124,121631,94837,105198,33057,2012-2016
B11001_7_nonfamily_households,1085673,283197,186794,149593,71295,2012-2016
B11001_8_householder_living_alone,841714,213192,147756,120097,56285,2012-2016
B11001_9_householder_not_living_alone,243959,70005,39038,29496,15010,2012-2016
B15002_1_total,6712079,2100472,1468896,1293779,555316,2012-2016
B15002_2_male,3249135,1019627,719716,629921,270527,2012-2016
B15002_3_no_schooling_completed,100646,21821,16424,14395,5527,2012-2016
B15002_4_nursery_to_4th_grade,69279,14054,11912,10393,5698,2012-2016
B15002_5_5th_and_6th_grade,168329,34748,25079,22684,13318,2012-2016
B15002_6_7th_and_8th_grade,70128,15273,13304,12517,2923,2012-2016
B15002_7_9th_grade,90725,20182,18528,16569,4568,2012-2016
B15002_8_10th_grade,46077,10654,14004,16454,3908,2012-2016
B15002_9_11th_grade,71913,13779,20941,21921,4632,2012-2016
"B15002_10_12th_grade,_no_diploma",105251,26190,24783,24230,7346,2012-2016
B15002_11_high_school_graduate_(includes_equivalency),687716,176662,188312,173632,50887,2012-2016
"B15002_12_some_college,_less_than_1_year",141491,50418,51826,43903,15326,2012-2016
"B15002_13_some_college,_1_or_more_years,_no_degree",490667,158644,126239,109018,46495,2012-2016
B15002_14_associate's_degree,205503,71506,52976,47790,21445,2012-2016
B15002_15_bachelor's_degree,646395,256078,98991,76479,53675,2012-2016
B15002_16_master's_degree,218038,96458,36185,26620,22081,2012-2016
B15002_17_professional_school_degree,88482,33564,12324,7856,7347,2012-2016
B15002_18_doctorate_degree,48495,19596,7888,5460,5351,2012-2016
B15002_19_female,3462944,1080845,749180,663858,284789,2012-2016
B15002_20_no_schooling_completed,123947,25519,19332,15667,6064,2012-2016
B15002_21_nursery_to_4th_grade,86784,16393,11339,11334,5437,2012-2016
B15002_22_5th_and_6th_grade,185161,38034,28275,24339,12380,2012-2016
B15002_23_7th_and_8th_grade,75039,16551,12886,13894,3479,2012-2016
B15002_24_9th_grade,90135,20875,18696,16582,3903,2012-2016
B15002_25_10th_grade,49039,11893,12851,13357,2858,2012-2016
B15002_26_11th_grade,71527,13697,18474,20140,4349,2012-2016
"B15002_27_12th_grade,_no_diploma",91637,25709,19918,19905,5643,2012-2016
B15002_28_high_school_graduate_(includes_equivalency),700264,189261,191974,165578,53307,2012-2016
"B15002_29_some_college,_less_than_1_year",160946,63332,61402,51121,19841,2012-2016
"B15002_30_some_college,_1_or_more_years,_no_degree",508376,165783,135796,119702,49202,2012-2016
B15002_31_associate's_degree,256588,91922,62380,58732,27969,2012-2016
B15002_32_bachelor's_degree,701855,264677,99201,85734,57896,2012-2016
B15002_33_master's_degree,256691,99014,43664,37118,23682,2012-2016
B15002_34_professional_school_degree,67367,24984,7987,6686,5541,2012-2016
B15002_35_doctorate_degree,37588,13201,5005,3969,3238,2012-2016
B19001_1_total,3281845,1017012,705716,618922,269338,2012-2016
