index,48015,48039,48071,48157,48167,48201,48291,48339,48473,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2008-2012
FILETYPE,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2008-2012
STATE,tx,tx,tx,tx,tx,tx,tx,tx,tx,2008-2012
CHARITER,000,000,000,000,000,000,000,000,000,2008-2012
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,2008-2012
LOGRECNO,0000020,0000032,0000048,0000091,0000096,0000113,0000158,0000182,0000249,2008-2012
SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,2008-2012
STATE_FIPS,48,48,48,48,48,48,48,48,48,2008-2012
GEO_ID,05000US48015,05000US48039,05000US48071,05000US48157,05000US48167,05000US48201,05000US48291,05000US48339,05000US48473,2008-2012
GEO_NAME,"Austin County, Texas","Brazoria County, Texas","Chambers County, Texas","Fort Bend County, Texas","Galveston County, Texas","Harris County, Texas","Liberty County, Texas","Montgomery County, Texas","Waller County, Texas",2008-2012
B01003_1_total,28372,313813,34562,587666,292874,4101752,75662,458339,42894,2008-2012
B01001_1_total,28372,313813,34562,587666,292874,4101752,75662,458339,42894,2008-2012
B01001_2_male,14209,159519,17398,288637,144823,2042408,37191,227220,21287,2008-2012
B01001_3_under_5_years,970,12489,1237,22068,10220,171475,2615,17258,1573,2008-2012
B01001_4_5_to_9_years,951,11972,1456,25569,10432,162069,3024,18137,1047,2008-2012
B01001_5_10_to_14_years,1199,12580,1462,25198,10676,157706,2470,18552,1819,2008-2012
B01001_6_15_to_17_years,713,7425,851,15542,6575,93927,1810,10814,926,2008-2012
B01001_7_18_and_19_years,305,4306,543,8301,4144,60066,1000,6012,834,2008-2012
B01001_8_20_years,145,1891,194,3730,1939,31001,480,2674,480,2008-2012
B01001_9_21_years,277,2066,180,3522,1759,30379,438,3291,689,2008-2012
B01001_10_22_to_24_years,459,5404,476,9224,5252,91631,1661,7110,1617,2008-2012
B01001_11_25_to_29_years,694,10534,977,16661,9402,172776,2413,14323,1261,2008-2012
B01001_12_30_to_34_years,756,11573,1047,18309,9622,163348,2404,14898,1152,2008-2012
B01001_13_35_to_39_years,905,11987,1356,21040,9140,154107,2442,16301,1060,2008-2012
B01001_14_40_to_44_years,857,12466,1129,22819,10181,141932,2480,16288,1385,2008-2012
B01001_15_45_to_49_years,926,12188,1385,22409,11180,138006,2772,17160,1449,2008-2012
B01001_16_50_to_54_years,1125,11820,1462,22354,11611,132763,2839,16845,1520,2008-2012
B01001_17_55_to_59_years,922,9727,1178,18411,10591,109731,2503,14122,1364,2008-2012
B01001_18_60_and_61_years,421,3186,384,6498,3235,37834,946,5251,456,2008-2012
B01001_19_62_to_64_years,497,4199,567,6998,3985,47445,1091,6652,573,2008-2012
B01001_20_65_and_66_years,303,2285,311,3775,2191,25790,601,4345,420,2008-2012
B01001_21_67_to_69_years,355,2846,279,4680,3163,30122,859,4114,440,2008-2012
B01001_22_70_to_74_years,554,3654,422,4968,3874,36214,969,5701,462,2008-2012
B01001_23_75_to_79_years,414,2396,271,2922,2686,25089,741,3527,313,2008-2012
B01001_24_80_to_84_years,237,1341,100,2226,1749,16091,368,2281,240,2008-2012
B01001_25_85_years_and_over,224,1184,131,1413,1216,12906,265,1564,207,2008-2012
B01001_26_female,14163,154294,17164,299029,148051,2059344,38471,231119,21607,2008-2012
B01001_27_under_5_years,856,12014,1171,21148,9781,165155,2596,16163,1519,2008-2012
B01001_28_5_to_9_years,987,11945,1174,24218,9734,158195,2469,16763,1458,2008-2012
B01001_29_10_to_14_years,865,11515,1556,23934,10567,147687,2717,18214,1308,2008-2012
B01001_30_15_to_17_years,617,6669,883,14701,6241,89241,1666,10465,867,2008-2012
B01001_31_18_and_19_years,346,3706,388,7327,3688,54684,938,5459,2026,2008-2012
B01001_32_20_years,287,1489,82,2552,2228,29202,461,2672,549,2008-2012
B01001_33_21_years,148,1304,209,3379,1221,28433,478,2521,393,2008-2012
B01001_34_22_to_24_years,341,5880,619,9430,5258,88407,1702,7172,946,2008-2012
B01001_35_25_to_29_years,639,10331,1055,17688,9701,167494,2599,14338,1170,2008-2012
B01001_36_30_to_34_years,738,11128,1131,20710,9644,159635,2786,15418,1108,2008-2012
B01001_37_35_to_39_years,858,11913,1171,24124,9358,153131,2619,16488,1223,2008-2012
B01001_38_40_to_44_years,956,11191,1474,24896,10682,141205,2587,16851,1282,2008-2012
B01001_39_45_to_49_years,1096,11415,1168,23951,11586,140516,2892,17525,1507,2008-2012
B01001_40_50_to_54_years,1015,11007,1306,23203,11642,136537,2757,17145,1461,2008-2012
B01001_41_55_to_59_years,849,8651,1236,19063,9912,115199,2564,14506,1376,2008-2012
B01001_42_60_and_61_years,590,2954,300,5620,3478,38969,1038,5553,445,2008-2012
B01001_43_62_to_64_years,498,4483,467,8491,4797,53453,918,7220,598,2008-2012
B01001_44_65_and_66_years,334,2116,385,4485,2255,27853,600,3945,298,2008-2012
B01001_45_67_to_69_years,456,3514,420,4375,3660,34522,754,5284,378,2008-2012
B01001_46_70_to_74_years,575,3713,288,5718,4116,44282,1248,6336,701,2008-2012
B01001_47_75_to_79_years,452,2801,263,4151,3729,33182,876,4726,386,2008-2012
B01001_48_80_to_84_years,291,2054,187,3317,2363,26113,579,3267,256,2008-2012
B01001_49_85_years_and_over,369,2501,231,2548,2410,26249,627,3088,352,2008-2012
B02001_1_total,28372,313813,34562,587666,292874,4101752,75662,458339,42894,2008-2012
B02001_2_white_alone,24187,235273,28876,317324,229774,2563910,60191,402030,28956,2008-2012
B02001_3_black_or_african_american_alone,2757,38393,2770,125758,40685,775085,8526,18758,10348,2008-2012
B02001_4_american_indian_and_alaska_native_alone,13,1520,169,1488,1262,18103,297,1671,469,2008-2012
B02001_5_asian_alone,18,17043,357,101219,8879,257467,352,9975,134,2008-2012
B02001_6_native_hawaiian_and_other_pacific_islander_alone,0,44,28,37,98,2581,26,272,0,2008-2012
B02001_7_some_other_race_alone,934,15565,1413,27915,6506,410493,4960,14954,1673,2008-2012
B02001_8_two_or_more_races,463,5975,949,13925,5670,74113,1310,10679,1314,2008-2012
B02001_9_two_races_including_some_other_race,58,1774,122,4368,1078,23097,557,1766,312,2008-2012
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",405,4201,827,9557,4592,51016,753,8913,1002,2008-2012
B11001_1_total,10600,105920,11822,184182,109142,1412895,24461,160190,13492,2008-2012
B11001_2_family_households,7503,79539,9601,153442,74846,968252,18169,119577,9787,2008-2012
B11001_3_married-couple_family,6113,60985,8067,122260,56501,669459,13636,93881,7467,2008-2012
B11001_4_other_family,1390,18554,1534,31182,18345,298793,4533,25696,2320,2008-2012
"B11001_5_male_householder,_no_wife_present",327,5071,718,8588,4534,82576,1258,8329,463,2008-2012
"B11001_6_female_householder,_no_husband_present",1063,13483,816,22594,13811,216217,3275,17367,1857,2008-2012
B11001_7_nonfamily_households,3097,26381,2221,30740,34296,444643,6292,40613,3705,2008-2012
B11001_8_householder_living_alone,2869,22308,1811,26280,28380,366948,5414,33389,2767,2008-2012
B11001_9_householder_not_living_alone,228,4073,410,4460,5916,77695,878,7224,938,2008-2012
B15002_1_total,18906,201158,22081,367823,193159,2542494,49137,295062,24843,2008-2012
B15002_2_male,9190,101386,10999,175483,93826,1244154,23693,143372,12302,2008-2012
B15002_3_no_schooling_completed,136,1099,115,2617,901,27167,191,1511,184,2008-2012
