B25034_4_built_1990_to_1999,20835,40195,19728,17855,12156,16589,5130,2008-2012
B25034_5_built_1980_to_1989,31699,59075,28527,23817,18517,27753,9563,2008-2012
B25034_6_built_1970_to_1979,29739,63449,32990,32656,23352,21450,6823,2008-2012
B25034_7_built_1960_to_1969,31204,69056,32056,24559,24093,11980,5082,2008-2012
B25034_8_built_1950_to_1959,34622,76403,39440,23397,22938,9331,4413,2008-2012
B25034_9_built_1940_to_1949,16897,35950,19076,9866,18597,4918,2114,2008-2012
B25034_10_built_1939_or_earlier,120630,223953,78650,49163,174030,18479,11220,2008-2012
B25127_1_total,285144,579209,257138,179863,287442,115552,46821,2008-2012
B25127_2_owner_occupied,183078,366125,179413,139016,102742,89320,31293,2008-2012
B25127_3_built_2000_or_later,11879,22422,10920,13786,6290,12555,5073,2008-2012
"B25127_4_1,_detached__or_attached",9415,17472,8715,12297,2044,10401,4292,2008-2012
B25127_5_2_to_4,533,1550,230,357,1193,283,45,2008-2012
B25127_6_5_to_19,375,886,558,230,662,217,8,2008-2012
B25127_7_20_to_49,551,1129,363,170,604,537,24,2008-2012
B25127_8_50_or_more,784,1297,977,249,1778,64,0,2008-2012
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",221,88,77,483,9,1053,704,2008-2012
B25127_10_built_1980_to_1999,37016,66712,33649,33554,9452,33941,10445,2008-2012
"B25127_11_1,_detached__or_attached",31106,55284,27574,29403,4223,29821,7869,2008-2012
B25127_12_2_to_4,1879,2644,1141,512,1712,814,135,2008-2012
B25127_13_5_to_19,1748,3601,2122,1081,1113,736,198,2008-2012
B25127_14_20_to_49,988,2017,669,308,802,259,31,2008-2012
B25127_15_50_or_more,984,2633,1863,275,1587,49,0,2008-2012
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",311,533,280,1975,15,2262,2212,2008-2012
B25127_17_built_1960_to_1979,37751,78268,39176,40609,10536,23313,7028,2008-2012
"B25127_18_1,_detached__or_attached",32637,66562,33052,37280,5195,20025,5723,2008-2012
B25127_19_2_to_4,1610,2215,1060,459,1986,520,61,2008-2012
B25127_20_5_to_19,1449,3374,1744,1064,688,458,79,2008-2012
B25127_21_20_to_49,715,2463,1384,125,873,212,8,2008-2012
B25127_22_50_or_more,631,2545,1452,84,1761,0,29,2008-2012
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",709,1109,484,1597,33,2098,1128,2008-2012
B25127_24_built_1940_to_1959,34473,77528,44387,22832,13611,8965,3988,2008-2012
"B25127_25_1,_detached__or_attached",31649,72418,42119,22251,9250,8645,3860,2008-2012
B25127_26_2_to_4,2206,3450,1167,490,2911,209,38,2008-2012
B25127_27_5_to_19,331,719,444,39,593,9,0,2008-2012
B25127_28_20_to_49,93,413,318,16,376,12,0,2008-2012
B25127_29_50_or_more,48,418,258,0,429,0,0,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",146,110,81,36,52,90,90,2008-2012
B25127_31_built_1939_or_earlier,61959,121195,51281,28235,62853,10546,4759,2008-2012
"B25127_32_1,_detached__or_attached",45407,83435,41278,24095,23967,9069,4158,2008-2012
B25127_33_2_to_4,14261,32978,7650,3690,28137,1137,522,2008-2012
B25127_34_5_to_19,1386,2577,1364,270,6694,220,53,2008-2012
B25127_35_20_to_49,647,1241,537,99,2346,53,14,2008-2012
B25127_36_50_or_more,251,880,404,57,1683,51,0,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",7,84,48,24,26,16,12,2008-2012
B25127_38_renter_occupied,102066,213084,77725,40847,184700,26232,15528,2008-2012
B25127_39_built_2000_or_later,7150,17176,7352,3124,12209,2299,1721,2008-2012
"B25127_40_1,_detached__or_attached",829,1565,612,551,1172,552,359,2008-2012
B25127_41_2_to_4,990,2321,772,623,2634,361,331,2008-2012
B25127_42_5_to_19,1592,3313,1771,744,1683,558,343,2008-2012
B25127_43_20_to_49,1645,2946,1403,475,1456,470,360,2008-2012
B25127_44_50_or_more,2094,7018,2764,701,5228,260,221,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",0,13,30,30,36,98,107,2008-2012
B25127_46_built_1980_to_1999,13233,28160,12752,5836,19654,7977,3293,2008-2012
"B25127_47_1,_detached__or_attached",2093,3933,1478,1319,2288,1828,479,2008-2012
B25127_48_2_to_4,3049,5834,2183,1512,5311,1696,616,2008-2012
B25127_49_5_to_19,3140,7078,3362,1539,3439,2140,1011,2008-2012
B25127_50_20_to_49,2006,3906,1819,508,2683,1575,726,2008-2012
B25127_51_50_or_more,2888,7305,3856,892,5909,425,274,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",57,104,54,66,24,313,187,2008-2012
B25127_53_built_1960_to_1979,19748,48130,22827,11986,33841,7325,3456,2008-2012
"B25127_54_1,_detached__or_attached",2535,5215,2122,3286,2518,1503,482,2008-2012
B25127_55_2_to_4,5288,10265,4310,2495,8382,1597,779,2008-2012
B25127_56_5_to_19,5594,13783,6914,3302,8002,1751,972,2008-2012
B25127_57_20_to_49,2637,7226,3385,996,4073,1564,510,2008-2012
B25127_58_50_or_more,3575,11453,6085,1791,10713,401,455,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",119,188,11,116,153,509,258,2008-2012
B25127_60_built_1940_to_1959,14249,30843,12166,5907,25233,3121,2010,2008-2012
"B25127_61_1,_detached__or_attached",3342,6090,3418,2594,1801,1198,411,2008-2012
B25127_62_2_to_4,5858,13820,4351,1839,10362,1139,889,2008-2012
B25127_63_5_to_19,3176,6017,2600,823,7974,467,520,2008-2012
B25127_64_20_to_49,735,2291,912,295,2753,203,72,2008-2012
B25127_65_50_or_more,1095,2618,885,356,2284,92,113,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",43,7,0,0,59,22,5,2008-2012
B25127_67_built_1939_or_earlier,47686,88775,22628,13994,93763,5510,5048,2008-2012
"B25127_68_1,_detached__or_attached",5811,13510,3794,2454,5614,1541,897,2008-2012
B25127_69_2_to_4,27338,51297,11036,8081,48375,2094,2328,2008-2012
B25127_70_5_to_19,8022,13826,4790,2560,23530,1304,1272,2008-2012
B25127_71_20_to_49,3464,4946,1508,511,8646,299,259,2008-2012
B25127_72_50_or_more,2987,5196,1500,388,7560,272,292,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",64,0,0,0,38,0,0,2008-2012
B03002_1_total,744961,1507558,672078,495407,724502,295872,123295,2008-2012
B03002_2_not_hispanic_or_latino,621681,1408517,649808,479509,580032,289523,121019,2008-2012
B03002_3_white_alone,565929,1160104,540382,417678,348562,278258,114270,2008-2012
B03002_4_black_or_african_american_alone,20564,65529,37666,39833,146857,2042,1044,2008-2012
B03002_5_american_indian_and_alaska_native_alone,741,1356,514,631,1126,327,160,2008-2012
B03002_6_asian_alone,23632,141896,58874,6326,60104,5109,3019,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,107,573,35,69,156,37,0,2008-2012
B03002_8_some_other_race_alone,2827,10296,2622,6555,8383,215,180,2008-2012
B03002_9_two_or_more_races,7881,28763,9715,8417,14844,3535,2346,2008-2012
B03002_10_two_races_including_some_other_race,623,3733,1095,1720,2516,111,86,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",7258,25030,8620,6697,12328,3424,2260,2008-2012
B03002_12_hispanic_or_latino,123280,99041,22270,15898,144470,6349,2276,2008-2012
B03002_13_white_alone,39161,56883,13222,8735,57488,4859,1445,2008-2012
B03002_14_black_or_african_american_alone,6252,4244,1852,1757,14910,242,54,2008-2012
B03002_15_american_indian_and_alaska_native_alone,448,571,394,201,1218,8,103,2008-2012
B03002_16_asian_alone,354,631,273,103,311,25,35,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,8,46,16,20,173,0,0,2008-2012
B03002_18_some_other_race_alone,69090,28702,5837,4371,43035,895,539,2008-2012
B03002_19_two_or_more_races,7967,7964,676,711,27335,320,100,2008-2012
B03002_20_two_races_including_some_other_race,3538,2931,414,443,4022,213,57,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",4429,5033,262,268,23313,107,43,2008-2012
B11005_1_total,285144,579209,257138,179863,287442,115552,46821,2008-2012
B11005_2_households_with_one_or_more_people_under_18_years,95609,181285,83324,64194,71553,38005,14545,2008-2012
B11005_3_family_households,94952,180603,82829,63685,71188,37657,14348,2008-2012
B11005_4_married-couple_family,63453,139851,64885,45533,34224,29472,9998,2008-2012
B11005_5_other_family,31499,40752,17944,18152,36964,8185,4350,2008-2012
"B11005_6_male_householder,_no_wife_present",6683,8150,3858,4126,5960,2311,1394,2008-2012
"B11005_7_female_householder,_no_husband_present",24816,32602,14086,14026,31004,5874,2956,2008-2012
B11005_8_nonfamily_households,657,682,495,509,365,348,197,2008-2012
B11005_9_male_householder,564,453,282,399,228,336,148,2008-2012
B11005_10_female_householder,93,229,213,110,137,12,49,2008-2012
B11005_11_households_with_no_people_under_18_years,189535,397924,173814,115669,215889,77547,32276,2008-2012
B11005_12_family_households,94435,189325,86276,63530,68925,43573,15766,2008-2012
B11005_13_married-couple_family,74541,155006,71033,51939,46035,37784,13422,2008-2012
B11005_14_other_family,19894,34319,15243,11591,22890,5789,2344,2008-2012
"B11005_15_male_householder,_no_wife_present",6358,10216,4201,3232,7006,2095,575,2008-2012
"B11005_16_female_householder,_no_husband_present",13536,24103,11042,8359,15884,3694,1769,2008-2012
B11005_17_nonfamily_households,95100,208599,87538,52139,146964,33974,16510,2008-2012
B11005_18_male_householder,40042,93787,34442,21546,67260,15896,7072,2008-2012
B11005_19_female_householder,55058,114812,53096,30593,79704,18078,9438,2008-2012
