index,48015,48039,48071,48157,48167,48201,48291,48339,48473,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2012-2016
FILETYPE,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2012-2016
STATE,tx,tx,tx,tx,tx,tx,tx,tx,tx,2012-2016
CHARITER,000,000,000,000,000,000,000,000,000,2012-2016
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,2012-2016
LOGRECNO,0000020,0000032,0000048,0000091,0000096,0000113,0000158,0000182,0000249,2012-2016
SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,2012-2016
STATE_FIPS,48,48,48,48,48,48,48,48,48,2012-2016
GEO_ID,05000US48015,05000US48039,05000US48071,05000US48157,05000US48167,05000US48201,05000US48291,05000US48339,05000US48473,2012-2016
GEO_NAME,"Austin County, Texas","Brazoria County, Texas","Chambers County, Texas","Fort Bend County, Texas","Galveston County, Texas","Harris County, Texas","Liberty County, Texas","Montgomery County, Texas","Waller County, Texas",2012-2016
B01003_1_total,29107,338419,38072,683756,314485,4434257,78598,518849,47049,2012-2016
B01001_1_total,29107,338419,38072,683756,314485,4434257,78598,518849,47049,2012-2016
B01001_2_male,14358,171456,18954,335925,155271,2205342,38970,256808,23520,2012-2016
B01001_3_under_5_years,843,12600,1142,24728,10497,176949,2951,18270,1740,2012-2016
B01001_4_5_to_9_years,766,13666,1955,28295,11309,172179,2937,19965,1700,2012-2016
B01001_5_10_to_14_years,1304,12735,1213,28381,11102,168762,2648,20611,1477,2012-2016
B01001_6_15_to_17_years,636,7647,868,16957,6816,97175,1757,12161,1013,2012-2016
B01001_7_18_and_19_years,269,4232,629,9049,4246,59443,979,6535,1751,2012-2016
B01001_8_20_years,250,2262,388,4054,2279,32226,503,3058,609,2012-2016
B01001_9_21_years,206,1901,217,3339,2190,32027,463,3430,831,2012-2016
B01001_10_22_to_24_years,487,6518,566,13172,5734,98202,1834,9294,1784,2012-2016
B01001_11_25_to_29_years,731,11207,1039,18817,10155,182761,2628,15680,1200,2012-2016
B01001_12_30_to_34_years,774,12731,1258,22054,10376,181425,2637,17069,1192,2012-2016
B01001_13_35_to_39_years,695,12108,1040,24354,9685,161007,2183,17659,1037,2012-2016
B01001_14_40_to_44_years,1007,13177,1529,25331,10334,156801,2552,17583,1321,2012-2016
B01001_15_45_to_49_years,935,12154,1404,24393,10403,141972,2664,17976,1346,2012-2016
B01001_16_50_to_54_years,977,12079,1444,23642,11536,137906,2786,18207,1403,2012-2016
B01001_17_55_to_59_years,1092,10766,1281,22364,11278,125210,2568,17259,1671,2012-2016
B01001_18_60_and_61_years,404,3476,352,7447,4084,46158,907,5744,322,2012-2016
B01001_19_62_to_64_years,637,5231,707,10019,5111,55618,1320,8087,579,2012-2016
B01001_20_65_and_66_years,257,3283,340,5407,3067,31110,933,4803,585,2012-2016
B01001_21_67_to_69_years,463,3206,508,6561,4145,39677,887,6423,424,2012-2016
B01001_22_70_to_74_years,748,4599,446,8363,4481,46628,1250,7587,672,2012-2016
B01001_23_75_to_79_years,376,2792,295,4999,2698,28149,759,4186,447,2012-2016
B01001_24_80_to_84_years,306,1863,130,2558,2175,18794,534,3325,257,2012-2016
B01001_25_85_years_and_over,195,1223,203,1641,1570,15163,290,1896,159,2012-2016
B01001_26_female,14749,166963,19118,347831,159214,2228915,39628,262041,23529,2012-2016
B01001_27_under_5_years,941,11958,1407,23386,10114,170582,2399,17608,1412,2012-2016
B01001_28_5_to_9_years,908,13149,1256,26576,10282,172186,2828,17743,1565,2012-2016
B01001_29_10_to_14_years,1061,12202,1739,27144,11002,156468,2582,21133,1574,2012-2016
B01001_30_15_to_17_years,666,7148,1008,16480,6409,93098,1694,11615,825,2012-2016
B01001_31_18_and_19_years,250,3716,363,8389,3820,54674,847,5870,2695,2012-2016
B01001_32_20_years,207,1570,287,4591,2073,29780,655,3092,966,2012-2016
B01001_33_21_years,162,1539,172,2963,1593,30108,361,3242,604,2012-2016
B01001_34_22_to_24_years,486,6700,656,11816,5953,97808,1786,8752,1157,2012-2016
B01001_35_25_to_29_years,699,10747,1236,19614,10375,177675,2765,15611,1063,2012-2016
B01001_36_30_to_34_years,774,12298,1333,24564,10702,176185,2741,17066,1273,2012-2016
B01001_37_35_to_39_years,988,13194,1520,27184,9597,159180,2594,17348,977,2012-2016
B01001_38_40_to_44_years,802,11056,1038,27608,11264,156107,2828,18908,1315,2012-2016
B01001_39_45_to_49_years,920,11243,1469,25614,10845,143678,2561,18388,1334,2012-2016
B01001_40_50_to_54_years,1043,11335,1339,24863,12087,141675,2749,18833,1398,2012-2016
B01001_41_55_to_59_years,1126,9850,1237,23986,10583,130853,2632,16808,1439,2012-2016
B01001_42_60_and_61_years,329,3947,541,7445,4296,46131,966,5878,527,2012-2016
B01001_43_62_to_64_years,551,5328,447,10224,6125,63430,1214,9768,568,2012-2016
B01001_44_65_and_66_years,460,2824,437,6446,3191,35124,861,4824,426,2012-2016
B01001_45_67_to_69_years,581,3445,446,7365,4348,44606,952,7524,532,2012-2016
B01001_46_70_to_74_years,642,5397,417,8197,5087,54386,1434,8299,824,2012-2016
B01001_47_75_to_79_years,524,3325,369,5178,3666,38172,809,5565,302,2012-2016
B01001_48_80_to_84_years,290,2483,169,4277,3013,28622,698,3844,219,2012-2016
B01001_49_85_years_and_over,339,2509,232,3921,2789,28387,672,4322,534,2012-2016
B02001_1_total,29107,338419,38072,683756,314485,4434257,78598,518849,47049,2012-2016
B02001_2_white_alone,24123,251028,33013,356027,245054,2804918,64099,448305,31581,2012-2016
B02001_3_black_or_african_american_alone,2519,44000,3061,141901,41083,839349,8134,22986,11946,2012-2016
B02001_4_american_indian_and_alaska_native_alone,8,1422,56,1717,1236,19696,262,2178,138,2012-2016
B02001_5_asian_alone,15,20810,518,128432,10311,295792,513,13498,401,2012-2016
B02001_6_native_hawaiian_and_other_pacific_islander_alone,0,11,0,230,67,3155,13,423,18,2012-2016
