B02001_7_some_other_race_alone,1570,14388,913,37179,8070,371689,4268,18223,1819,2012-2016
B02001_8_two_or_more_races,872,6760,511,18270,8664,99658,1309,13236,1146,2012-2016
B02001_9_two_races_including_some_other_race,206,918,47,4874,1557,24576,328,1592,128,2012-2016
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",666,5842,464,13396,7107,75082,981,11644,1018,2012-2016
B11001_1_total,11222,114290,12967,214126,115685,1536259,25611,179587,14082,2012-2016
B11001_2_family_households,8255,84461,10091,175964,79854,1045868,18689,133422,10189,2012-2016
B11001_3_married-couple_family,6607,65746,8575,139892,59566,718333,14437,106724,7449,2012-2016
B11001_4_other_family,1648,18715,1516,36072,20288,327535,4252,26698,2740,2012-2016
"B11001_5_male_householder,_no_wife_present",382,6259,614,9272,4868,88073,1371,8062,900,2012-2016
"B11001_6_female_householder,_no_husband_present",1266,12456,902,26800,15420,239462,2881,18636,1840,2012-2016
B11001_7_nonfamily_households,2967,29829,2876,38162,35831,490391,6922,46165,3893,2012-2016
B11001_8_householder_living_alone,2639,25390,2656,32177,29622,405137,5980,38172,3076,2012-2016
B11001_9_householder_not_living_alone,328,4439,220,5985,6209,85254,942,7993,817,2012-2016
B15002_1_total,19665,218876,24206,434436,209066,2792590,51374,336470,25346,2012-2016
B15002_2_male,9597,109895,11976,207950,101098,1368379,24898,163484,12615,2012-2016
B15002_3_no_schooling_completed,312,1379,127,3105,1504,35381,460,1702,379,2012-2016
B15002_4_nursery_to_4th_grade,133,1033,143,1790,701,27377,404,2108,423,2012-2016
B15002_5_5th_and_6th_grade,266,2318,301,2601,1612,63874,661,3785,374,2012-2016
B15002_6_7th_and_8th_grade,204,2273,485,2568,1844,32171,797,2170,342,2012-2016
B15002_7_9th_grade,211,1996,231,3249,1766,42899,898,3010,570,2012-2016
B15002_8_10th_grade,223,2409,201,2939,1903,25310,940,2620,409,2012-2016
B15002_9_11th_grade,253,2589,316,3097,2565,29703,925,4052,154,2012-2016
"B15002_10_12th_grade,_no_diploma",138,1426,152,3277,1979,27772,515,3460,241,2012-2016
B15002_11_high_school_graduate_(includes_equivalency),3076,29966,3713,36140,24545,320207,10506,38689,3669,2012-2016
"B15002_12_some_college,_less_than_1_year",456,6956,841,9407,6949,63964,1451,10501,842,2012-2016
"B15002_13_some_college,_1_or_more_years,_no_degree",1613,19445,2196,30247,17511,206936,3656,24588,1972,2012-2016
B15002_14_associate's_degree,844,8592,1149,13046,8748,76892,1156,10069,834,2012-2016
B15002_15_bachelor's_degree,1227,18824,1560,58187,18410,261006,1928,36541,1785,2012-2016
B15002_16_master's_degree,466,6650,437,26187,6512,100637,470,13596,468,2012-2016
B15002_17_professional_school_degree,87,2198,33,5495,2662,31969,87,3766,91,2012-2016
B15002_18_doctorate_degree,88,1841,91,6615,1887,22281,44,2827,62,2012-2016
B15002_19_female,10068,108981,12230,226486,107968,1424211,26476,172986,12731,2012-2016
B15002_20_no_schooling_completed,280,1533,79,4190,1168,34355,389,1645,231,2012-2016
B15002_21_nursery_to_4th_grade,120,1076,149,2228,766,25813,210,1313,301,2012-2016
B15002_22_5th_and_6th_grade,369,2122,428,3508,1361,56981,778,2940,578,2012-2016
B15002_23_7th_and_8th_grade,224,1747,323,3050,1555,31928,1032,1827,270,2012-2016
B15002_24_9th_grade,253,1833,186,2843,1628,40439,1318,3881,481,2012-2016
B15002_25_10th_grade,148,1991,286,2876,1682,24876,1110,2839,323,2012-2016
B15002_26_11th_grade,226,1804,351,2478,2457,30218,1394,3034,276,2012-2016
"B15002_27_12th_grade,_no_diploma",97,1583,165,3335,1498,24927,403,4115,128,2012-2016
B15002_28_high_school_graduate_(includes_equivalency),2668,27396,3354,39715,27348,330111,9572,42353,4065,2012-2016
"B15002_29_some_college,_less_than_1_year",741,7249,1040,11736,8164,80541,2118,12637,1083,2012-2016
"B15002_30_some_college,_1_or_more_years,_no_degree",1858,18562,2036,35509,19188,228950,4004,28779,1838,2012-2016
B15002_31_associate's_degree,824,8728,838,17567,10145,91058,1520,13447,812,2012-2016
B15002_32_bachelor's_degree,1674,21465,1937,64512,20846,277083,1841,36894,1638,2012-2016
B15002_33_master's_degree,521,9138,963,26212,7259,107779,638,13396,586,2012-2016
B15002_34_professional_school_degree,30,1547,65,3687,1687,24273,88,2269,64,2012-2016
B15002_35_doctorate_degree,35,1207,30,3040,1216,14879,61,1617,57,2012-2016
B19001_1_total,11222,114290,12967,214126,115685,1536259,25611,179587,14082,2012-2016
"B19001_2_less_than_$10,000",741,5449,832,6902,7529,99128,1795,7354,1017,2012-2016
"B19001_3_$10,000_to_$14,999",530,4550,555,4363,4920,71905,1584,5952,719,2012-2016
"B19001_4_$15,000_to_$19,999",493,3825,542,4951,5041,78031,1819,6929,808,2012-2016
"B19001_5_$20,000_to_$24,999",854,3788,554,5972,6110,82057,1348,7235,750,2012-2016
"B19001_6_$25,000_to_$29,999",550,4233,692,6968,4605,78275,1156,7463,465,2012-2016
"B19001_7_$30,000_to_$34,999",671,4391,461,6083,5037,79649,1455,8197,1052,2012-2016
"B19001_8_$35,000_to_$39,999",411,4226,375,6338,5195,71536,1168,6968,685,2012-2016
"B19001_9_$40,000_to_$44,999",415,3772,505,7104,4770,72082,1488,7178,602,2012-2016
"B19001_10_$45,000_to_$49,999",383,4792,574,6191,3910,60983,1073,5970,604,2012-2016
"B19001_11_$50,000_to_$59,999",823,8229,653,14538,8259,118700,2138,13842,880,2012-2016
"B19001_12_$60,000_to_$74,999",914,11916,965,19487,9817,147753,2820,17615,1645,2012-2016
"B19001_13_$75,000_to_$99,999",1566,17156,1618,27610,13527,171986,2833,22986,1675,2012-2016
"B19001_14_$100,000_to_$124,999",1359,12178,1446,24932,10441,126438,2107,17088,1083,2012-2016
"B19001_15_$125,000_to_$149,999",457,8141,1035,18994,7964,77658,1158,11251,723,2012-2016
"B19001_16_$150,000_to_$199,999",649,9698,1360,23312,9372,88984,848,14191,750,2012-2016
"B19001_17_$200,000_or_more",406,7946,800,30381,9188,111094,821,19368,624,2012-2016
B19013_1_median_household_income_in_the_past_12_months_(in_2016_inflation-adjusted_dollars),56681,72006,70396,91152,63064,55584,49655,70805,53508,2012-2016
B25001_1_total,13005,126945,14440,224504,140048,1687657,29609,196210,16148,2012-2016
B25003_1_total,11222,114290,12967,214126,115685,1536259,25611,179587,14082,2012-2016
B25003_2_owner_occupied,8260,81646,10436,167037,76547,837912,19193,128765,9632,2012-2016
B25003_3_renter_occupied,2962,32644,2531,47089,39138,698347,6418,50822,4450,2012-2016
B25024_1_total,13005,126945,14440,224504,140048,1687657,29609,196210,16148,2012-2016
"B25024_2_1,_detached",9454,90049,10586,188661,99957,969413,17787,134530,9893,2012-2016
"B25024_3_1,_attached",258,1354,118,4979,2532,69126,231,3984,395,2012-2016
B25024_4_2,84,975,33,624,3248,21217,456,1092,347,2012-2016
B25024_5_3_or_4,535,2123,32,1215,3922,49634,474,2574,758,2012-2016
B25024_6_5_to_9,284,5203,278,4515,5272,95712,251,4955,525,2012-2016
B25024_7_10_to_19,18,6916,92,8709,7593,187964,537,8650,123,2012-2016
B25024_8_20_to_49,117,3682,132,3857,4333,95297,165,6382,65,2012-2016
B25024_9_50_or_more,55,2626,159,4741,6169,155513,349,6573,185,2012-2016
B25024_10_mobile_home,2190,13655,2969,7088,6587,42506,9053,26954,3767,2012-2016
"B25024_11_boat,_rv,_van,_etc.",10,362,41,115,435,1275,306,516,90,2012-2016
B25077_1_median_value_(dollars),164300,157100,158700,217600,161100,145600,89100,190000,153800,2012-2016
B25034_1_total,13005,126945,14440,224504,140048,1687657,29609,196210,16148,2012-2016
B25034_2_built_2014_or_later,119,1223,308,5542,1274,13498,129,3461,147,2012-2016
B25034_3_built_2010_to_2013,444,6848,863,22746,5930,60337,1135,12817,764,2012-2016
B25034_4_built_2000_to_2009,2797,33269,4830,78981,32600,354177,5757,67895,4047,2012-2016
B25034_5_built_1990_to_1999,2133,21897,2863,43206,20613,217670,6529,44059,3424,2012-2016
B25034_6_built_1980_to_1989,2151,18525,1699,36250,20639,268708,5316,27814,2516,2012-2016
B25034_7_built_1970_to_1979,1617,19497,1653,27083,22542,353539,4399,27607,2237,2012-2016
B25034_8_built_1960_to_1969,822,11566,859,4749,14910,179253,2993,7553,1214,2012-2016
B25034_9_built_1950_to_1959,639,8687,666,3177,9982,135063,1921,2563,551,2012-2016
B25034_10_built_1940_to_1949,687,3636,334,1089,3866,56032,599,1183,565,2012-2016
B25034_11_built_1939_or_earlier,1596,1797,365,1681,7692,49380,831,1258,683,2012-2016
B25127_1_total,11222,114290,12967,214126,115685,1536259,25611,179587,14082,2012-2016
B25127_2_owner_occupied,8260,81646,10436,167037,76547,837912,19193,128765,9632,2012-2016
B25127_3_built_2010_or_later,532,4803,1114,22811,4907,40001,779,11022,730,2012-2016
"B25127_4_1,_detached__or_attached",331,4325,1034,22724,4794,38791,449,10449,623,2012-2016
B25127_5_2_to_4,0,0,0,0,7,93,0,0,0,2012-2016
B25127_6_5_to_19,0,0,0,18,0,149,0,0,0,2012-2016
B25127_7_20_to_49,0,0,0,0,0,4,0,0,0,2012-2016
B25127_8_50_or_more,0,0,0,0,8,48,0,0,0,2012-2016
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",201,478,80,69,98,916,330,573,107,2012-2016
B25127_10_built_2000_to_2009,1865,24166,3601,61991,19194,194020,4364,46656,2586,2012-2016
"B25127_11_1,_detached__or_attached",1558,22036,3239,60999,18093,186098,2284,41771,2007,2012-2016
B25127_12_2_to_4,0,0,0,43,35,350,13,71,0,2012-2016
B25127_13_5_to_19,0,31,0,91,52,478,0,206,0,2012-2016
B25127_14_20_to_49,0,0,0,0,25,356,0,27,0,2012-2016
B25127_15_50_or_more,0,51,0,58,45,1725,0,65,0,2012-2016
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",307,2048,362,800,944,5013,2067,4516,579,2012-2016
B25127_17_built_1980_to_1999,2596,25561,3040,56898,22906,234758,7126,45620,3480,2012-2016
"B25127_18_1,_detached__or_attached",1846,21108,2185,54085,20491,214978,3921,36596,2134,2012-2016
B25127_19_2_to_4,0,107,0,76,51,1136,0,199,0,2012-2016
B25127_20_5_to_19,0,48,0,10,217,3287,7,131,0,2012-2016
B25127_21_20_to_49,0,0,0,0,24,763,0,49,0,2012-2016
B25127_22_50_or_more,0,29,0,0,175,2518,0,9,0,2012-2016
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",750,4269,855,2727,1948,12076,3198,8636,1346,2012-2016
B25127_24_built_1960_to_1979,1616,19041,1679,21623,19739,236269,4878,22453,1854,2012-2016
"B25127_25_1,_detached__or_attached",1557,17574,1436,21076,18697,220890,4300,19527,1629,2012-2016
B25127_26_2_to_4,0,34,0,24,70,1669,9,151,6,2012-2016
B25127_27_5_to_19,17,16,0,24,48,5130,0,10,17,2012-2016
B25127_28_20_to_49,0,0,0,0,27,1211,0,201,0,2012-2016
B25127_29_50_or_more,0,0,0,0,110,3126,0,124,0,2012-2016
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",42,1417,243,499,787,4243,569,2440,202,2012-2016
B25127_31_built_1940_to_1959,778,7079,687,2629,6762,108905,1514,2274,521,2012-2016
"B25127_32_1,_detached__or_attached",768,6997,687,2603,6657,106643,1498,2167,521,2012-2016
B25127_33_2_to_4,0,38,0,0,67,655,0,0,0,2012-2016
B25127_34_5_to_19,0,0,0,26,0,248,0,0,0,2012-2016
B25127_35_20_to_49,0,0,0,0,0,93,0,0,0,2012-2016
B25127_36_50_or_more,0,0,0,0,8,595,0,0,0,2012-2016
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",10,44,0,0,30,671,16,107,0,2012-2016
B25127_38_built_1939_or_earlier,873,996,315,1085,3039,23959,532,740,461,2012-2016
"B25127_39_1,_detached__or_attached",873,988,292,973,2870,22987,494,715,418,2012-2016
B25127_40_2_to_4,0,8,0,0,77,379,0,0,0,2012-2016
B25127_41_5_to_19,0,0,0,0,56,50,0,0,0,2012-2016
B25127_42_20_to_49,0,0,0,0,19,107,0,0,0,2012-2016
B25127_43_50_or_more,0,0,0,0,0,299,0,14,0,2012-2016
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",0,0,23,112,17,137,38,11,43,2012-2016
B25127_45_renter_occupied,2962,32644,2531,47089,39138,698347,6418,50822,4450,2012-2016
B25127_46_built_2010_or_later,31,2993,19,4495,1623,30002,317,4486,154,2012-2016
"B25127_47_1,_detached__or_attached",31,224,5,1206,460,4954,130,1359,59,2012-2016
B25127_48_2_to_4,0,80,0,119,299,1667,80,197,21,2012-2016
B25127_49_5_to_19,0,1121,0,1801,298,7755,70,1062,0,2012-2016
B25127_50_20_to_49,0,1080,0,591,166,3723,0,711,0,2012-2016
B25127_51_50_or_more,0,316,0,765,361,11627,0,1034,0,2012-2016
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",0,172,14,13,39,276,37,123,74,2012-2016
B25127_53_built_2000_to_2009,484,7003,672,13886,8243,133049,638,15548,969,2012-2016
"B25127_54_1,_detached__or_attached",152,2207,316,6463,2274,32842,177,5662,230,2012-2016
B25127_55_2_to_4,69,503,0,415,652,7817,104,978,252,2012-2016
B25127_56_5_to_19,44,2419,67,3454,2663,39424,83,3582,131,2012-2016
B25127_57_20_to_49,7,721,0,1124,952,14513,0,1819,0,2012-2016
B25127_58_50_or_more,24,668,53,1888,978,35648,26,2153,0,2012-2016
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",188,485,236,542,724,2805,248,1354,356,2012-2016
B25127_60_built_1980_to_1999,1148,10753,1060,18889,11492,213899,3344,19699,1697,2012-2016
"B25127_61_1,_detached__or_attached",211,2755,267,9772,2906,42808,997,5902,387,2012-2016
B25127_62_2_to_4,270,787,24,559,1456,19748,398,1033,423,2012-2016
B25127_63_5_to_19,150,3627,191,4474,3226,80084,489,4585,221,2012-2016
B25127_64_20_to_49,110,925,121,1349,1031,24028,121,1480,0,2012-2016
B25127_65_50_or_more,31,794,56,1446,2003,39079,224,1909,95,2012-2016
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",376,1865,401,1289,870,8152,1115,4790,571,2012-2016
B25127_67_built_1960_to_1979,644,7885,539,8009,10778,240342,1424,9645,1068,2012-2016
"B25127_68_1,_detached__or_attached",374,2787,246,5258,4400,58508,915,4525,534,2012-2016
B25127_69_2_to_4,191,559,0,327,1617,18354,105,698,207,2012-2016
B25127_70_5_to_19,28,2672,49,1406,2417,92462,58,1871,180,2012-2016
B25127_71_20_to_49,0,361,11,204,831,30671,21,444,65,2012-2016
B25127_72_50_or_more,0,544,50,320,989,36116,53,634,25,2012-2016
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",51,962,183,494,524,4231,272,1473,57,2012-2016
B25127_74_built_1940_to_1959,279,3376,213,1348,4538,62232,543,1001,417,2012-2016
"B25127_75_1,_detached__or_attached",256,2460,144,1248,3322,38107,408,880,403,2012-2016
B25127_76_2_to_4,14,316,0,60,446,6211,57,70,14,2012-2016
B25127_77_5_to_19,9,244,63,16,387,8867,55,30,0,2012-2016
B25127_78_20_to_49,0,56,0,0,180,3810,23,6,0,2012-2016
B25127_79_50_or_more,0,106,0,16,172,4780,0,15,0,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",0,194,6,8,31,457,0,0,0,2012-2016
B25127_81_built_1939_or_earlier,376,634,28,462,2464,18823,152,443,145,2012-2016
"B25127_82_1,_detached__or_attached",376,453,13,295,1173,8936,136,358,145,2012-2016
B25127_83_2_to_4,0,82,15,0,731,3660,8,0,0,2012-2016
B25127_84_5_to_19,0,83,0,88,378,2858,0,12,0,2012-2016
B25127_85_20_to_49,0,13,0,0,146,794,0,0,0,2012-2016
B25127_86_50_or_more,0,3,0,15,18,2201,8,19,0,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",0,0,0,64,18,374,0,54,0,2012-2016
B03002_1_total,29107,338419,38072,683756,314485,4434257,78598,518849,47049,2012-2016
B03002_2_not_hispanic_or_latino,21684,239492,30025,519691,240404,2578653,62316,402420,33392,2012-2016
B03002_3_white_alone,18573,169092,25934,238565,183283,1382851,52544,356462,20303,2012-2016
B03002_4_black_or_african_american_alone,2468,43217,3049,138876,40140,821066,8011,22110,11734,2012-2016
B03002_5_american_indian_and_alaska_native_alone,8,996,56,1273,766,7640,199,727,74,2012-2016
B03002_6_asian_alone,15,20699,518,127669,10145,293797,513,13244,377,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,7,0,191,56,2686,0,423,18,2012-2016
B03002_8_some_other_race_alone,26,356,0,1320,376,9214,50,630,67,2012-2016
B03002_9_two_or_more_races,594,5125,468,11797,5638,61399,999,8824,819,2012-2016
B03002_10_two_races_including_some_other_race,5,91,24,1635,417,3830,35,403,29,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",589,5034,444,10162,5221,57569,964,8421,790,2012-2016
B03002_12_hispanic_or_latino,7423,98927,8047,164065,74081,1855604,16282,116429,13657,2012-2016
B03002_13_white_alone,5550,81936,7079,117462,61771,1422067,11555,91843,11278,2012-2016
B03002_14_black_or_african_american_alone,51,783,12,3025,943,18283,123,876,212,2012-2016
B03002_15_american_indian_and_alaska_native_alone,0,426,0,444,470,12056,63,1451,64,2012-2016
B03002_16_asian_alone,0,111,0,763,166,1995,0,254,24,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,4,0,39,11,469,13,0,0,2012-2016
B03002_18_some_other_race_alone,1544,14032,913,35859,7694,362475,4218,17593,1752,2012-2016
B03002_19_two_or_more_races,278,1635,43,6473,3026,38259,310,4412,327,2012-2016
B03002_20_two_races_including_some_other_race,201,827,23,3239,1140,20746,293,1189,99,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",77,808,20,3234,1886,17513,17,3223,228,2012-2016
B11005_1_total,11222,114290,12967,214126,115685,1536259,25611,179587,14082,2012-2016
B11005_2_households_with_one_or_more_people_under_18_years,3850,47256,5292,101211,40611,593804,9328,69973,5152,2012-2016
B11005_3_family_households,3850,46900,5288,100792,40204,589502,9267,69560,5114,2012-2016
B11005_4_married-couple_family,2761,34392,4310,77782,27283,375133,6507,51151,3411,2012-2016
B11005_5_other_family,1089,12508,978,23010,12921,214369,2760,18409,1703,2012-2016
"B11005_6_male_householder,_no_wife_present",168,3862,457,5401,2882,48763,762,5315,420,2012-2016
"B11005_7_female_householder,_no_husband_present",921,8646,521,17609,10039,165606,1998,13094,1283,2012-2016
B11005_8_nonfamily_households,0,356,4,419,407,4302,61,413,38,2012-2016
B11005_9_male_householder,0,277,4,211,384,3123,18,260,33,2012-2016
B11005_10_female_householder,0,79,0,208,23,1179,43,153,5,2012-2016
B11005_11_households_with_no_people_under_18_years,7372,67034,7675,112915,75074,942455,16283,109614,8930,2012-2016
B11005_12_family_households,4405,37561,4803,75172,39650,456366,9422,63862,5075,2012-2016
B11005_13_married-couple_family,3846,31354,4265,62110,32283,343200,7930,55573,4038,2012-2016
B11005_14_other_family,559,6207,538,13062,7367,113166,1492,8289,1037,2012-2016
"B11005_15_male_householder,_no_wife_present",214,2397,157,3871,1986,39310,609,2747,480,2012-2016
"B11005_16_female_householder,_no_husband_present",345,3810,381,9191,5381,73856,883,5542,557,2012-2016
B11005_17_nonfamily_households,2967,29473,2872,37743,35424,486089,6861,45752,3855,2012-2016
B11005_18_male_householder,1278,14133,1802,17168,17578,250804,3367,21104,2022,2012-2016
B11005_19_female_householder,1689,15340,1070,20575,17846,235285,3494,24648,1833,2012-2016
