index,25009,25017,25021,25023,25025,33015,33017,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2012-2016
FILETYPE,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2012-2016
STATE,ma,ma,ma,ma,ma,nh,nh,2012-2016
CHARITER,000,000,000,000,000,000,000,2012-2016
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,2012-2016
LOGRECNO,0000017,0000021,0000023,0000024,0000025,0000020,0000021,2012-2016
SUMMARY_LEVEL,050,050,050,050,050,050,050,2012-2016
STATE_FIPS,25,25,25,25,25,33,33,2012-2016
GEO_ID,05000US25009,05000US25017,05000US25021,05000US25023,05000US25025,05000US33015,05000US33017,2012-2016
GEO_NAME,"Essex County, Massachusetts","Middlesex County, Massachusetts","Norfolk County, Massachusetts","Plymouth County, Massachusetts","Suffolk County, Massachusetts","Rockingham County, New Hampshire","Strafford County, New Hampshire",2012-2016
B01003_1_total,769362,1567610,691218,506657,767719,300365,125913,2012-2016
B01001_1_total,769362,1567610,691218,506657,767719,300365,125913,2012-2016
B01001_2_male,370538,765170,331220,246500,371314,148646,61524,2012-2016
B01001_3_under_5_years,22276,44575,19014,13955,21551,7071,3373,2012-2016
B01001_4_5_to_9_years,22796,44795,20807,15903,17254,8460,3491,2012-2016
B01001_5_10_to_14_years,25815,46049,22565,17826,17578,9707,3487,2012-2016
B01001_6_15_to_17_years,15855,29072,13970,10948,10762,6365,2210,2012-2016
B01001_7_18_and_19_years,10637,23353,8727,6498,14895,3530,2997,2012-2016
B01001_8_20_years,5256,10891,4155,3256,8745,1389,1661,2012-2016
B01001_9_21_years,5188,10320,4076,3028,8435,1293,1779,2012-2016
B01001_10_22_to_24_years,15455,33199,12046,9554,22229,6100,3028,2012-2016
B01001_11_25_to_29_years,23046,60660,20658,13329,48477,8820,4190,2012-2016
B01001_12_30_to_34_years,22063,58405,20836,12815,37101,8138,3716,2012-2016
B01001_13_35_to_39_years,21539,50017,20576,13514,25297,8053,3561,2012-2016
B01001_14_40_to_44_years,23594,52892,22147,16333,23726,10213,3718,2012-2016
B01001_15_45_to_49_years,26889,55124,25065,19077,21986,12130,4069,2012-2016
B01001_16_50_to_54_years,29120,57211,26517,20165,21792,13550,4679,2012-2016
B01001_17_55_to_59_years,27520,51652,24240,18203,19384,12741,4573,2012-2016
B01001_18_60_and_61_years,9157,18807,8656,6708,7184,4377,1408,2012-2016
B01001_19_62_to_64_years,13505,24178,11510,9588,9903,5988,1930,2012-2016
B01001_20_65_and_66_years,8374,15056,6888,5894,5314,3927,1374,2012-2016
B01001_21_67_to_69_years,10383,17521,8613,7607,6816,4313,1468,2012-2016
B01001_22_70_to_74_years,11775,22630,10973,8934,8908,5009,1893,2012-2016
B01001_23_75_to_79_years,7965,16293,7954,5807,5947,3348,1375,2012-2016
B01001_24_80_to_84_years,6114,11519,5641,4108,4281,2147,908,2012-2016
B01001_25_85_years_and_over,6216,10951,5586,3450,3749,1977,636,2012-2016
B01001_26_female,398824,802440,359998,260157,396405,151719,64389,2012-2016
B01001_27_under_5_years,21385,43011,18227,13063,21016,6866,3024,2012-2016
B01001_28_5_to_9_years,22353,42290,20736,15050,17485,8790,3330,2012-2016
B01001_29_10_to_14_years,24008,45043,21155,16540,16285,8810,3482,2012-2016
B01001_30_15_to_17_years,14982,27595,13359,10733,10355,6093,2076,2012-2016
B01001_31_18_and_19_years,10412,22764,9081,6382,17465,3013,3542,2012-2016
B01001_32_20_years,5655,10165,3736,3234,10467,1332,2051,2012-2016
B01001_33_21_years,5081,9940,4631,2843,8910,1353,2134,2012-2016
B01001_34_22_to_24_years,14702,32478,13121,9000,22242,5117,3073,2012-2016
B01001_35_25_to_29_years,22820,60228,22229,12737,50160,8270,3741,2012-2016
B01001_36_30_to_34_years,23349,58056,22030,13601,37111,8086,3777,2012-2016
B01001_37_35_to_39_years,23158,49903,21074,14271,26432,8603,3278,2012-2016
B01001_38_40_to_44_years,25471,55411,24442,17457,23019,10351,4084,2012-2016
B01001_39_45_to_49_years,29368,57710,26724,20205,22662,12610,4187,2012-2016
B01001_40_50_to_54_years,31675,59808,28258,21081,22561,14008,4901,2012-2016
B01001_41_55_to_59_years,29410,54815,25851,19465,21882,12712,4443,2012-2016
B01001_42_60_and_61_years,10334,19321,10129,7419,8263,4452,1686,2012-2016
B01001_43_62_to_64_years,15559,27838,12362,10589,10762,6264,2070,2012-2016
B01001_44_65_and_66_years,9376,16687,7542,6277,6787,3877,1374,2012-2016
B01001_45_67_to_69_years,11210,21880,9685,8224,7936,4959,1632,2012-2016
B01001_46_70_to_74_years,15127,26606,14022,11412,11200,5400,2128,2012-2016
B01001_47_75_to_79_years,10688,20947,10070,7751,7995,4357,1670,2012-2016
B01001_48_80_to_84_years,9392,17959,9342,5693,6959,3086,1378,2012-2016
B01001_49_85_years_and_over,13309,21985,12192,7130,8451,3310,1328,2012-2016
B02001_1_total,769362,1567610,691218,506657,767719,300365,125913,2012-2016
B02001_2_white_alone,615804,1228790,553150,428806,425220,285903,117495,2012-2016
B02001_3_black_or_african_american_alone,31174,78698,44123,46072,173090,2228,1216,2012-2016
B02001_4_american_indian_and_alaska_native_alone,1658,2335,641,790,2856,299,90,2012-2016
B02001_5_asian_alone,26351,170159,69384,6399,65734,5652,3833,2012-2016
B02001_6_native_hawaiian_and_other_pacific_islander_alone,241,444,76,126,122,0,0,2012-2016
B02001_7_some_other_race_alone,75137,40735,9004,12602,52828,1534,442,2012-2016
B02001_8_two_or_more_races,18997,46449,14840,11862,47869,4749,2837,2012-2016
B02001_9_two_races_including_some_other_race,3914,6502,1570,2329,5961,415,285,2012-2016
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",15083,39947,13270,9533,41908,4334,2552,2012-2016
B11001_1_total,288291,587735,260061,182252,299658,118672,47779,2012-2016
B11001_2_family_households,192613,380358,171505,129695,148626,82409,30709,2012-2016
B11001_3_married-couple_family,140382,301678,137115,98289,84474,66911,24120,2012-2016
B11001_4_other_family,52231,78680,34390,31406,64152,15498,6589,2012-2016
"B11001_5_male_householder,_no_wife_present",12699,20689,8670,8012,14236,5046,2157,2012-2016
"B11001_6_female_householder,_no_husband_present",39532,57991,25720,23394,49916,10452,4432,2012-2016
B11001_7_nonfamily_households,95678,207377,88556,52557,151032,36263,17070,2012-2016
B11001_8_householder_living_alone,79234,156813,71375,43937,108277,27761,12130,2012-2016
B11001_9_householder_not_living_alone,16444,50564,17181,8620,42755,8502,4940,2012-2016
B15002_1_total,527506,1092070,481812,348844,522045,215076,81175,2012-2016
B15002_2_male,247260,522916,225860,165532,249865,104731,39498,2012-2016
B15002_3_no_schooling_completed,4149,5797,2226,1308,5521,427,276,2012-2016
B15002_4_nursery_to_4th_grade,2523,2761,591,783,4322,101,68,2012-2016
B15002_5_5th_and_6th_grade,3089,3919,1227,828,5420,206,47,2012-2016
B15002_6_7th_and_8th_grade,4279,5839,1979,1878,5949,764,547,2012-2016
B15002_7_9th_grade,2998,4138,1380,1244,4015,878,417,2012-2016
B15002_8_10th_grade,3230,4621,2050,2612,3986,1250,769,2012-2016
B15002_9_11th_grade,3614,4755,2053,2436,4201,1370,740,2012-2016
"B15002_10_12th_grade,_no_diploma",3716,7155,2971,2582,4585,1218,624,2012-2016
B15002_11_high_school_graduate_(includes_equivalency),66863,110128,48357,51710,60892,28678,10688,2012-2016
"B15002_12_some_college,_less_than_1_year",11841,19880,9989,9200,8087,6174,2547,2012-2016
"B15002_13_some_college,_1_or_more_years,_no_degree",29657,48728,23040,20692,26770,13196,5675,2012-2016
B15002_14_associate's_degree,16234,25697,14023,13289,10180,9330,3438,2012-2016
B15002_15_bachelor's_degree,57163,139933,63253,37517,60967,26443,8307,2012-2016
B15002_16_master's_degree,26350,87722,32179,13780,27085,11040,3795,2012-2016
B15002_17_professional_school_degree,7126,21300,11830,3765,9851,2082,626,2012-2016
B15002_18_doctorate_degree,4428,30543,8712,1908,8034,1574,934,2012-2016
B15002_19_female,280246,569154,255952,183312,272180,110345,41677,2012-2016
B15002_20_no_schooling_completed,3994,7201,2573,2047,6702,373,322,2012-2016
B15002_21_nursery_to_4th_grade,2751,3422,956,798,4494,81,0,2012-2016
B15002_22_5th_and_6th_grade,3379,4571,1337,994,6226,212,131,2012-2016
B15002_23_7th_and_8th_grade,5201,5574,2058,1553,6059,993,441,2012-2016
B15002_24_9th_grade,3105,3678,1519,1254,4315,532,393,2012-2016
B15002_25_10th_grade,3266,5179,1979,1812,4155,950,763,2012-2016
B15002_26_11th_grade,3413,4836,1798,2164,4740,948,366,2012-2016
"B15002_27_12th_grade,_no_diploma",3805,6932,2879,1983,4685,918,384,2012-2016
B15002_28_high_school_graduate_(includes_equivalency),68900,114335,52434,49397,60878,27683,11834,2012-2016
"B15002_29_some_college,_less_than_1_year",15009,23781,10418,10748,9031,7079,2420,2012-2016
"B15002_30_some_college,_1_or_more_years,_no_degree",33921,49936,24749,25154,28830,13898,5686,2012-2016
B15002_31_associate's_degree,27904,40360,22500,20221,14980,12640,4339,2012-2016
B15002_32_bachelor's_degree,62461,150282,72003,40977,63907,27347,9277,2012-2016
B15002_33_master's_degree,34218,107631,42469,19349,37038,13711,4343,2012-2016
B15002_34_professional_school_degree,5562,20369,9503,3225,10244,1972,299,2012-2016
B15002_35_doctorate_degree,3357,21067,6777,1636,5896,1008,679,2012-2016
B19001_1_total,288291,587735,260061,182252,299658,118672,47779,2012-2016
"B19001_2_less_than_$10,000",16376,26864,11161,8041,33576,3122,2035,2012-2016
"B19001_3_$10,000_to_$14,999",15055,20778,8888,5980,20479,2693,2257,2012-2016
"B19001_4_$15,000_to_$19,999",12115,19322,7876,6376,14384,3378,2066,2012-2016
