"B15002_12_some_college,_less_than_1_year",145339,51601,2013-2017
"B15002_13_some_college,_1_or_more_years,_no_degree",495475,158628,2013-2017
B15002_14_associate's_degree,210145,73195,2013-2017
B15002_15_bachelor's_degree,665188,262950,2013-2017
B15002_16_master's_degree,224579,99966,2013-2017
B15002_17_professional_school_degree,89207,34093,2013-2017
B15002_18_doctorate_degree,49976,19899,2013-2017
B15002_19_female,3506068,1096710,2013-2017
B15002_20_no_schooling_completed,129207,26627,2013-2017
B15002_21_nursery_to_4th_grade,83650,16156,2013-2017
B15002_22_5th_and_6th_grade,183787,36451,2013-2017
B15002_23_7th_and_8th_grade,73074,16931,2013-2017
B15002_24_9th_grade,89226,20097,2013-2017
B15002_25_10th_grade,48795,12451,2013-2017
B15002_26_11th_grade,70029,13393,2013-2017
"B15002_27_12th_grade,_no_diploma",92268,26729,2013-2017
B15002_28_high_school_graduate_(includes_equivalency),708755,191212,2013-2017
"B15002_29_some_college,_less_than_1_year",161353,63206,2013-2017
"B15002_30_some_college,_1_or_more_years,_no_degree",509740,163982,2013-2017
B15002_31_associate's_degree,260828,93267,2013-2017
B15002_32_bachelor's_degree,719145,274650,2013-2017
B15002_33_master's_degree,268345,102138,2013-2017
B15002_34_professional_school_degree,69604,25938,2013-2017
B15002_35_doctorate_degree,38262,13482,2013-2017
B19001_1_total,3295198,1024976,2013-2017
"B19001_2_less_than_$10,000",201863,44811,2013-2017
"B19001_3_$10,000_to_$14,999",178737,31551,2013-2017
"B19001_4_$15,000_to_$19,999",156089,30976,2013-2017
"B19001_5_$20,000_to_$24,999",162639,36161,2013-2017
"B19001_6_$25,000_to_$29,999",144700,33662,2013-2017
"B19001_7_$30,000_to_$34,999",149564,35837,2013-2017
"B19001_8_$35,000_to_$39,999",135954,32642,2013-2017
"B19001_9_$40,000_to_$44,999",138917,34596,2013-2017
"B19001_10_$45,000_to_$49,999",120529,33411,2013-2017
"B19001_11_$50,000_to_$59,999",233537,67323,2013-2017
"B19001_12_$60,000_to_$74,999",306351,93470,2013-2017
"B19001_13_$75,000_to_$99,999",387502,132491,2013-2017
"B19001_14_$100,000_to_$124,999",287785,107071,2013-2017
"B19001_15_$125,000_to_$149,999",189618,77515,2013-2017
"B19001_16_$150,000_to_$199,999",224078,100361,2013-2017
"B19001_17_$200,000_or_more",277335,133098,2013-2017
B19013_1_median_household_income_in_the_past_12_months_(in_2017_inflation-adjusted_dollars),61015,81851,2013-2017
B25001_1_total,3506903,1081701,2013-2017
B25003_1_total,3295198,1024976,2013-2017
B25003_2_owner_occupied,1512364,588551,2013-2017
B25003_3_renter_occupied,1782834,436425,2013-2017
B25024_1_total,3506903,1081701,2013-2017
"B25024_2_1,_detached",1729296,550268,2013-2017
"B25024_3_1,_attached",227942,129514,2013-2017
B25024_4_2,89639,18409,2013-2017
B25024_5_3_or_4,198103,76765,2013-2017
B25024_6_5_to_9,272661,73557,2013-2017
B25024_7_10_to_19,269963,59544,2013-2017
B25024_8_20_to_49,315498,45774,2013-2017
B25024_9_50_or_more,346688,97376,2013-2017
B25024_10_mobile_home,55038,29966,2013-2017
"B25024_11_boat,_rv,_van,_etc.",2075,528,2013-2017
B25077_1_median_value_(dollars),495800,620500,2013-2017
B25034_1_total,3506903,1081701,2013-2017
B25034_2_built_2014_or_later,14247,9743,2013-2017
B25034_3_built_2010_to_2013,34586,19279,2013-2017
B25034_4_built_2000_to_2009,200415,93462,2013-2017
B25034_5_built_1990_to_1999,223043,127636,2013-2017
B25034_6_built_1980_to_1989,408787,165410,2013-2017
B25034_7_built_1970_to_1979,486928,260145,2013-2017
B25034_8_built_1960_to_1969,515829,213901,2013-2017
B25034_9_built_1950_to_1959,724774,143340,2013-2017
B25034_10_built_1940_to_1949,374655,22103,2013-2017
B25034_11_built_1939_or_earlier,523639,26682,2013-2017
B25127_1_total,3295198,1024976,2013-2017
B25127_2_owner_occupied,1512364,588551,2013-2017
B25127_3_built_2010_or_later,15128,12859,2013-2017
"B25127_4_1,_detached__or_attached",12023,11439,2013-2017
B25127_5_2_to_4,246,231,2013-2017
B25127_6_5_to_19,744,296,2013-2017
B25127_7_20_to_49,511,41,2013-2017
B25127_8_50_or_more,1078,134,2013-2017
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",526,718,2013-2017
B25127_10_built_2000_to_2009,87546,50225,2013-2017
"B25127_11_1,_detached__or_attached",69226,44225,2013-2017
B25127_12_2_to_4,1326,537,2013-2017
B25127_13_5_to_19,4072,968,2013-2017
B25127_14_20_to_49,2949,171,2013-2017
B25127_15_50_or_more,5369,1027,2013-2017
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",4604,3297,2013-2017
B25127_17_built_1980_to_1999,248876,158289,2013-2017
"B25127_18_1,_detached__or_attached",193359,137141,2013-2017
B25127_19_2_to_4,6954,4796,2013-2017
B25127_20_5_to_19,18664,7261,2013-2017
B25127_21_20_to_49,9790,1290,2013-2017
B25127_22_50_or_more,10393,1833,2013-2017
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",9716,5968,2013-2017
B25127_24_built_1960_to_1979,368361,257477,2013-2017
"B25127_25_1,_detached__or_attached",298456,224941,2013-2017
B25127_26_2_to_4,7743,7729,2013-2017
B25127_27_5_to_19,14751,9963,2013-2017
B25127_28_20_to_49,13921,1824,2013-2017
B25127_29_50_or_more,15578,2187,2013-2017
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",17912,10833,2013-2017
B25127_31_built_1940_to_1959,576355,97226,2013-2017
"B25127_32_1,_detached__or_attached",561295,94688,2013-2017
B25127_33_2_to_4,6152,892,2013-2017
B25127_34_5_to_19,2995,822,2013-2017
B25127_35_20_to_49,1508,151,2013-2017
B25127_36_50_or_more,1474,128,2013-2017
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",2931,545,2013-2017
B25127_38_built_1939_or_earlier,216098,12475,2013-2017
"B25127_39_1,_detached__or_attached",205298,11938,2013-2017
B25127_40_2_to_4,7498,266,2013-2017
B25127_41_5_to_19,921,71,2013-2017
B25127_42_20_to_49,507,28,2013-2017
B25127_43_50_or_more,1443,80,2013-2017
"B25127_44_mobile_home,_boat,_rv,_van,_etc.",431,92,2013-2017
B25127_45_renter_occupied,1782834,436425,2013-2017
B25127_46_built_2010_or_later,29042,14216,2013-2017
"B25127_47_1,_detached__or_attached",3088,2141,2013-2017
B25127_48_2_to_4,1689,782,2013-2017
B25127_49_5_to_19,3643,2811,2013-2017
B25127_50_20_to_49,4459,2024,2013-2017
B25127_51_50_or_more,15876,6017,2013-2017
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",287,441,2013-2017
B25127_53_built_2000_to_2009,96638,36637,2013-2017
"B25127_54_1,_detached__or_attached",19934,7811,2013-2017
B25127_55_2_to_4,6729,2346,2013-2017
B25127_56_5_to_19,16045,6944,2013-2017
B25127_57_20_to_49,14597,3779,2013-2017
B25127_58_50_or_more,37933,14835,2013-2017
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",1400,922,2013-2017
B25127_60_built_1980_to_1999,345769,118745,2013-2017
"B25127_61_1,_detached__or_attached",69480,27868,2013-2017
B25127_62_2_to_4,37454,18124,2013-2017
B25127_63_5_to_19,100611,32736,2013-2017
B25127_64_20_to_49,60600,10757,2013-2017
B25127_65_50_or_more,73064,27485,2013-2017
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",4560,1775,2013-2017
B25127_67_built_1960_to_1979,576209,193673,2013-2017
"B25127_68_1,_detached__or_attached",112192,51919,2013-2017
B25127_69_2_to_4,74889,39977,2013-2017
B25127_70_5_to_19,178901,48690,2013-2017
B25127_71_20_to_49,109432,18553,2013-2017
B25127_72_50_or_more,94127,31507,2013-2017
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",6668,3027,2013-2017
B25127_74_built_1940_to_1959,468160,61053,2013-2017
"B25127_75_1,_detached__or_attached",205214,29080,2013-2017
B25127_76_2_to_4,72102,12624,2013-2017
B25127_77_5_to_19,113043,11468,2013-2017
B25127_78_20_to_49,45364,3118,2013-2017
B25127_79_50_or_more,29931,3875,2013-2017
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",2506,888,2013-2017
B25127_81_built_1939_or_earlier,267016,12101,2013-2017
"B25127_82_1,_detached__or_attached",109398,7626,2013-2017
B25127_83_2_to_4,44323,1908,2013-2017
B25127_84_5_to_19,54205,1407,2013-2017
B25127_85_20_to_49,30846,417,2013-2017
B25127_86_50_or_more,27268,528,2013-2017
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",976,215,2013-2017
B03002_1_total,10105722,3155816,2013-2017
B03002_2_not_hispanic_or_latino,5212143,2076644,2013-2017
B03002_3_white_alone,2676982,1306398,2013-2017
B03002_4_black_or_african_american_alone,799579,49560,2013-2017
B03002_5_american_indian_and_alaska_native_alone,19915,6584,2013-2017
B03002_6_asian_alone,1442577,615659,2013-2017
B03002_7_native_hawaiian_and_other_pacific_islander_alone,24950,8714,2013-2017
B03002_8_some_other_race_alone,28960,5273,2013-2017
B03002_9_two_or_more_races,219180,84456,2013-2017
B03002_10_two_races_including_some_other_race,13676,3677,2013-2017
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",205504,80779,2013-2017
B03002_12_hispanic_or_latino,4893579,1079172,2013-2017
B03002_13_white_alone,2555853,654086,2013-2017
B03002_14_black_or_african_american_alone,29402,3702,2013-2017
B03002_15_american_indian_and_alaska_native_alone,48296,7884,2013-2017
B03002_16_asian_alone,17931,5519,2013-2017
B03002_17_native_hawaiian_and_other_pacific_islander_alone,2741,906,2013-2017
B03002_18_some_other_race_alone,2072124,368332,2013-2017
B03002_19_two_or_more_races,167232,38743,2013-2017
B03002_20_two_races_including_some_other_race,94523,20020,2013-2017
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",72709,18723,2013-2017
B11005_1_total,3295198,1024976,2013-2017
B11005_2_households_with_one_or_more_people_under_18_years,1121136,366424,2013-2017
B11005_3_family_households,1114663,364174,2013-2017
B11005_4_married-couple_family,715985,268111,2013-2017
B11005_5_other_family,398678,96063,2013-2017
"B11005_6_male_householder,_no_wife_present",112410,28678,2013-2017
"B11005_7_female_householder,_no_husband_present",286268,67385,2013-2017
B11005_8_nonfamily_households,6473,2250,2013-2017
B11005_9_male_householder,4157,1415,2013-2017
B11005_10_female_householder,2316,835,2013-2017
B11005_11_households_with_no_people_under_18_years,2174062,658552,2013-2017
B11005_12_family_households,1089259,374878,2013-2017
B11005_13_married-couple_family,761639,293527,2013-2017
B11005_14_other_family,327620,81351,2013-2017
"B11005_15_male_householder,_no_wife_present",112292,26555,2013-2017
"B11005_16_female_householder,_no_husband_present",215328,54796,2013-2017
B11005_17_nonfamily_households,1084803,283674,2013-2017
B11005_18_male_householder,522858,127850,2013-2017
B11005_19_female_householder,561945,155824,2013-2017
