B01001_37_35_to_39_years,60590,91289,40973,2008-2012
B01001_38_40_to_44_years,70020,95819,43305,2008-2012
B01001_39_45_to_49_years,72411,100379,48362,2008-2012
B01001_40_50_to_54_years,68151,89255,47277,2008-2012
B01001_41_55_to_59_years,58889,79024,44272,2008-2012
B01001_42_60_and_61_years,21531,29148,17704,2008-2012
B01001_43_62_to_64_years,28231,39235,23763,2008-2012
B01001_44_65_and_66_years,17013,22784,16755,2008-2012
B01001_45_67_to_69_years,21922,32510,22893,2008-2012
B01001_46_70_to_74_years,29622,49570,33121,2008-2012
B01001_47_75_to_79_years,24823,38884,30612,2008-2012
B01001_48_80_to_84_years,23304,31433,28130,2008-2012
B01001_49_85_years_and_over,28828,32565,30350,2008-2012
B02001_1_total,1761993,2512219,1324085,2008-2012
B02001_2_white_alone,1123976,1881017,1009367,2008-2012
B02001_3_black_or_african_american_alone,470059,477618,229313,2008-2012
B02001_4_american_indian_and_alaska_native_alone,3853,3843,2436,2008-2012
B02001_5_asian_alone,58197,40005,31527,2008-2012
B02001_6_native_hawaiian_and_other_pacific_islander_alone,1233,779,636,2008-2012
B02001_7_some_other_race_alone,60242,73851,28128,2008-2012
B02001_8_two_or_more_races,44433,35106,22678,2008-2012
B02001_9_two_races_including_some_other_race,11274,14744,3961,2008-2012
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",33159,20362,18717,2008-2012
B11001_1_total,665913,826179,523891,2008-2012
B11001_2_family_households,417267,567946,324073,2008-2012
B11001_3_married-couple_family,286130,367730,240258,2008-2012
B11001_4_other_family,131137,200216,83815,2008-2012
"B11001_5_male_householder,_no_wife_present",31574,51839,21986,2008-2012
"B11001_6_female_householder,_no_husband_present",99563,148377,61829,2008-2012
B11001_7_nonfamily_households,248646,258233,199818,2008-2012
B11001_8_householder_living_alone,202974,213122,165012,2008-2012
B11001_9_householder_not_living_alone,45672,45111,34806,2008-2012
B15002_1_total,1220643,1717817,948582,2008-2012
B15002_2_male,578000,812468,448338,2008-2012
B15002_3_no_schooling_completed,7070,16018,6470,2008-2012
B15002_4_nursery_to_4th_grade,4711,15198,6515,2008-2012
B15002_5_5th_and_6th_grade,9034,36290,10000,2008-2012
B15002_6_7th_and_8th_grade,9100,22583,6983,2008-2012
B15002_7_9th_grade,7802,21462,5837,2008-2012
B15002_8_10th_grade,9951,17841,8221,2008-2012
B15002_9_11th_grade,12202,18868,9426,2008-2012
"B15002_10_12th_grade,_no_diploma",14280,31643,9776,2008-2012
"B15002_11_high_school_graduate,_ged,_or_alternative",157696,229721,109186,2008-2012
"B15002_12_some_college,_less_than_1_year",29955,29565,23162,2008-2012
"B15002_13_some_college,_1_or_more_years,_no_degree",89400,93226,65514,2008-2012
B15002_14_associate's_degree,46452,62435,30516,2008-2012
B15002_15_bachelor's_degree,113796,131470,95396,2008-2012
B15002_16_master's_degree,40137,47086,33962,2008-2012
B15002_17_professional_school_degree,18869,27726,19752,2008-2012
B15002_18_doctorate_degree,7545,11336,7622,2008-2012
B15002_19_female,642643,905349,500244,2008-2012
B15002_20_no_schooling_completed,8999,20833,6705,2008-2012
B15002_21_nursery_to_4th_grade,5213,18936,4463,2008-2012
B15002_22_5th_and_6th_grade,9787,45902,7995,2008-2012
B15002_23_7th_and_8th_grade,9755,24810,6954,2008-2012
B15002_24_9th_grade,6857,19753,4943,2008-2012
B15002_25_10th_grade,10664,15573,7926,2008-2012
B15002_26_11th_grade,11940,16793,8622,2008-2012
"B15002_27_12th_grade,_no_diploma",13861,32476,10218,2008-2012
"B15002_28_high_school_graduate,_ged,_or_alternative",183221,249787,137788,2008-2012
"B15002_29_some_college,_less_than_1_year",37873,37534,32273,2008-2012
"B15002_30_some_college,_1_or_more_years,_no_degree",97915,106299,76009,2008-2012
B15002_31_associate's_degree,62011,82126,44425,2008-2012
B15002_32_bachelor's_degree,120958,154071,97670,2008-2012
B15002_33_master's_degree,47233,53032,40369,2008-2012
B15002_34_professional_school_degree,10872,18592,9394,2008-2012
B15002_35_doctorate_degree,5484,8832,4490,2008-2012
B19001_1_total,665913,826179,523891,2008-2012
"B19001_2_less_than_$10,000",46250,86678,33723,2008-2012
"B19001_3_$10,000_to_$14,999",35928,56534,26966,2008-2012
"B19001_4_$15,000_to_$19,999",36665,53548,28249,2008-2012
"B19001_5_$20,000_to_$24,999",35702,51940,29079,2008-2012
"B19001_6_$25,000_to_$29,999",37823,48830,29147,2008-2012
"B19001_7_$30,000_to_$34,999",36495,45345,26860,2008-2012
"B19001_8_$35,000_to_$39,999",33640,41608,25269,2008-2012
"B19001_9_$40,000_to_$44,999",33113,40727,27177,2008-2012
"B19001_10_$45,000_to_$49,999",27810,33281,22592,2008-2012
"B19001_11_$50,000_to_$59,999",53008,63177,43171,2008-2012
"B19001_12_$60,000_to_$74,999",67145,74656,50112,2008-2012
"B19001_13_$75,000_to_$99,999",77284,82864,58621,2008-2012
"B19001_14_$100,000_to_$124,999",50443,53072,40117,2008-2012
"B19001_15_$125,000_to_$149,999",31231,28706,25622,2008-2012
"B19001_16_$150,000_to_$199,999",33226,29393,24745,2008-2012
"B19001_17_$200,000_or_more",30150,35820,32441,2008-2012
B19013_1_median_household_income_in_the_past_12_months_(in_2012_inflation-adjusted_dollars),51603,43464,52806,2008-2012
B25001_1_total,810220,989364,663599,2008-2012
B25003_1_total,665913,826179,523891,2008-2012
B25003_2_owner_occupied,447228,468997,376594,2008-2012
B25003_3_renter_occupied,218685,357182,147297,2008-2012
B25024_1_total,810220,989364,663599,2008-2012
"B25024_2_1,_detached",332959,405737,306627,2008-2012
"B25024_3_1,_attached",65003,103180,68434,2008-2012
B25024_4_2,22420,21148,18550,2008-2012
B25024_5_3_or_4,35645,33902,44087,2008-2012
B25024_6_5_to_9,46899,50276,41253,2008-2012
B25024_7_10_to_19,56842,60498,43588,2008-2012
B25024_8_20_to_49,101279,89035,64691,2008-2012
B25024_9_50_or_more,126556,211826,57782,2008-2012
B25024_10_mobile_home,22080,13262,18331,2008-2012
"B25024_11_boat,_rv,_van,_etc.",537,500,256,2008-2012
B25077_1_median_value_(dollars),199900,221900,216200,2008-2012
B25034_1_total,810220,989364,663599,2008-2012
B25034_2_built_2010_or_later,1262,1453,804,2008-2012
B25034_3_built_2000_to_2009,90529,134391,110642,2008-2012
B25034_4_built_1990_to_1999,130611,118063,116649,2008-2012
B25034_5_built_1980_to_1989,150038,153142,188022,2008-2012
B25034_6_built_1970_to_1979,222594,195759,134595,2008-2012
B25034_7_built_1960_to_1969,126105,133365,57004,2008-2012
B25034_8_built_1950_to_1959,73059,151064,36188,2008-2012
B25034_9_built_1940_to_1949,10469,64514,8931,2008-2012
B25034_10_built_1939_or_earlier,5553,37613,10764,2008-2012
B25127_1_total,665913,826179,523891,2008-2012
B25127_2_owner_occupied,447228,468997,376594,2008-2012
B25127_3_built_2000_or_later,45959,53500,61114,2008-2012
"B25127_4_1,_detached__or_attached",36193,39348,53975,2008-2012
B25127_5_2_to_4,1338,894,1022,2008-2012
B25127_6_5_to_19,2296,2258,1817,2008-2012
B25127_7_20_to_49,1020,1549,1005,2008-2012
B25127_8_50_or_more,2947,8211,1569,2008-2012
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",2165,1240,1726,2008-2012
B25127_10_built_1980_to_1999,168443,141751,182374,2008-2012
"B25127_11_1,_detached__or_attached",122169,102432,137265,2008-2012
B25127_12_2_to_4,4749,3632,11876,2008-2012
B25127_13_5_to_19,11407,9554,12924,2008-2012
B25127_14_20_to_49,13240,6352,9523,2008-2012
B25127_15_50_or_more,12852,16809,6549,2008-2012
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",4026,2972,4237,2008-2012
B25127_17_built_1960_to_1979,183859,150978,102775,2008-2012
"B25127_18_1,_detached__or_attached",109888,101135,62167,2008-2012
B25127_19_2_to_4,4519,2969,6827,2008-2012
B25127_20_5_to_19,10632,6463,8871,2008-2012
B25127_21_20_to_49,21892,9729,10644,2008-2012
B25127_22_50_or_more,30355,27931,9028,2008-2012
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",6573,2751,5238,2008-2012
B25127_24_built_1940_to_1959,46589,108280,25190,2008-2012
"B25127_25_1,_detached__or_attached",40427,101179,22870,2008-2012
B25127_26_2_to_4,1108,1599,400,2008-2012
B25127_27_5_to_19,1040,1000,534,2008-2012
B25127_28_20_to_49,1895,1802,603,2008-2012
B25127_29_50_or_more,1688,2220,404,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",431,480,379,2008-2012
B25127_31_built_1939_or_earlier,2378,14488,5141,2008-2012
"B25127_32_1,_detached__or_attached",1799,12996,4607,2008-2012
B25127_33_2_to_4,77,356,114,2008-2012
B25127_34_5_to_19,44,491,107,2008-2012
B25127_35_20_to_49,237,207,113,2008-2012
B25127_36_50_or_more,172,408,186,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",49,30,14,2008-2012
B25127_38_renter_occupied,218685,357182,147297,2008-2012
B25127_39_built_2000_or_later,29427,47465,26925,2008-2012
"B25127_40_1,_detached__or_attached",7819,12660,7859,2008-2012
B25127_41_2_to_4,2706,3042,2724,2008-2012
B25127_42_5_to_19,7247,7815,7800,2008-2012
B25127_43_20_to_49,4611,5027,3770,2008-2012
B25127_44_50_or_more,6258,18336,4122,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",786,585,650,2008-2012
B25127_46_built_1980_to_1999,75659,88230,62198,2008-2012
"B25127_47_1,_detached__or_attached",15400,23638,16313,2008-2012
B25127_48_2_to_4,8348,7390,10740,2008-2012
B25127_49_5_to_19,26202,19473,18288,2008-2012
B25127_50_20_to_49,12982,13583,8277,2008-2012
B25127_51_50_or_more,11897,22375,7564,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",830,1771,1016,2008-2012
B25127_53_built_1960_to_1979,86700,124513,41940,2008-2012
"B25127_54_1,_detached__or_attached",19464,33143,12575,2008-2012
B25127_55_2_to_4,17455,13362,9580,2008-2012
B25127_56_5_to_19,18961,22959,8377,2008-2012
B25127_57_20_to_49,13858,20184,5225,2008-2012
B25127_58_50_or_more,15206,32970,4838,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",1756,1895,1345,2008-2012
B25127_60_built_1940_to_1959,24413,80033,12657,2008-2012
"B25127_61_1,_detached__or_attached",9689,33657,6911,2008-2012
B25127_62_2_to_4,6236,11731,3151,2008-2012
B25127_63_5_to_19,4087,17449,1445,2008-2012
B25127_64_20_to_49,2676,9162,646,2008-2012
B25127_65_50_or_more,1445,7611,377,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",280,423,127,2008-2012
B25127_67_built_1939_or_earlier,2486,16941,3577,2008-2012
"B25127_68_1,_detached__or_attached",935,5465,1960,2008-2012
B25127_69_2_to_4,636,2893,681,2008-2012
B25127_70_5_to_19,479,4507,633,2008-2012
B25127_71_20_to_49,176,2161,89,2008-2012
B25127_72_50_or_more,244,1710,214,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",16,205,0,2008-2012
B03002_1_total,1761993,2512219,1324085,2008-2012
B03002_2_not_hispanic_or_latino,1317089,889395,1071575,2008-2012
B03002_3_white_alone,766779,395156,795020,2008-2012
B03002_4_black_or_african_american_alone,454977,433889,222819,2008-2012
B03002_5_american_indian_and_alaska_native_alone,3070,2124,1558,2008-2012
B03002_6_asian_alone,56549,37917,31298,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,1021,723,589,2008-2012
B03002_8_some_other_race_alone,6359,5534,4344,2008-2012
B03002_9_two_or_more_races,28334,14052,15947,2008-2012
B03002_10_two_races_including_some_other_race,3208,2626,1428,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",25126,11426,14519,2008-2012
B03002_12_hispanic_or_latino,444904,1622824,252510,2008-2012
B03002_13_white_alone,357197,1485861,214347,2008-2012
B03002_14_black_or_african_american_alone,15082,43729,6494,2008-2012
B03002_15_american_indian_and_alaska_native_alone,783,1719,878,2008-2012
B03002_16_asian_alone,1648,2088,229,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,212,56,47,2008-2012
B03002_18_some_other_race_alone,53883,68317,23784,2008-2012
B03002_19_two_or_more_races,16099,21054,6731,2008-2012
B03002_20_two_races_including_some_other_race,8066,12118,2533,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",8033,8936,4198,2008-2012
B11005_1_total,665913,826179,523891,2008-2012
B11005_2_households_with_one_or_more_people_under_18_years,213313,287476,139184,2008-2012
B11005_3_family_households,211241,285803,137941,2008-2012
B11005_4_married-couple_family,131462,172031,85611,2008-2012
B11005_5_other_family,79779,113772,52330,2008-2012
"B11005_6_male_householder,_no_wife_present",16265,23404,12691,2008-2012
"B11005_7_female_householder,_no_husband_present",63514,90368,39639,2008-2012
B11005_8_nonfamily_households,2072,1673,1243,2008-2012
B11005_9_male_householder,1570,1112,903,2008-2012
B11005_10_female_householder,502,561,340,2008-2012
B11005_11_households_with_no_people_under_18_years,452600,538703,384707,2008-2012
B11005_12_family_households,206026,282143,186132,2008-2012
B11005_13_married-couple_family,154668,195699,154647,2008-2012
B11005_14_other_family,51358,86444,31485,2008-2012
"B11005_15_male_householder,_no_wife_present",15309,28435,9295,2008-2012
"B11005_16_female_householder,_no_husband_present",36049,58009,22190,2008-2012
B11005_17_nonfamily_households,246574,256560,198575,2008-2012
B11005_18_male_householder,115967,122726,83579,2008-2012
B11005_19_female_householder,130607,133834,114996,2008-2012
