index,12011,12086,12099,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,2008-2012
FILETYPE,2012e5,2012e5,2012e5,2008-2012
STATE,fl,fl,fl,2008-2012
CHARITER,000,000,000,2008-2012
SEQUENCE,0003,0003,0003,2008-2012
LOGRECNO,0000018,0000055,0000062,2008-2012
SUMMARY_LEVEL,050,050,050,2008-2012
STATE_FIPS,12,12,12,2008-2012
GEO_ID,05000US12011,05000US12086,05000US12099,2008-2012
GEO_NAME,"Broward County, Florida","Miami-Dade County, Florida","Palm Beach County, Florida",2008-2012
B01003_1_total,1761993,2512219,1324085,2008-2012
B01001_1_total,1761993,2512219,1324085,2008-2012
B01001_2_male,854675,1217277,641215,2008-2012
B01001_3_under_5_years,52876,77129,35927,2008-2012
B01001_4_5_to_9_years,52800,75172,36720,2008-2012
B01001_5_10_to_14_years,58176,76303,39595,2008-2012
B01001_6_15_to_17_years,36577,49936,25202,2008-2012
B01001_7_18_and_19_years,22364,35454,16334,2008-2012
B01001_8_20_years,11392,18780,9078,2008-2012
B01001_9_21_years,11555,19212,7511,2008-2012
B01001_10_22_to_24_years,30935,52823,22510,2008-2012
B01001_11_25_to_29_years,56290,87144,38329,2008-2012
B01001_12_30_to_34_years,54840,83462,35950,2008-2012
B01001_13_35_to_39_years,58609,90710,38113,2008-2012
B01001_14_40_to_44_years,64388,95597,43895,2008-2012
B01001_15_45_to_49_years,70431,97550,46407,2008-2012
B01001_16_50_to_54_years,65757,81758,44987,2008-2012
B01001_17_55_to_59_years,54392,68322,38841,2008-2012
B01001_18_60_and_61_years,19650,25169,15043,2008-2012
B01001_19_62_to_64_years,26439,34625,21268,2008-2012
B01001_20_65_and_66_years,14814,19712,13684,2008-2012
B01001_21_67_to_69_years,20029,26097,18028,2008-2012
B01001_22_70_to_74_years,23791,37739,27073,2008-2012
B01001_23_75_to_79_years,18262,28003,24377,2008-2012
B01001_24_80_to_84_years,15969,20892,21834,2008-2012
B01001_25_85_years_and_over,14339,15688,20509,2008-2012
B01001_26_female,907318,1294942,682870,2008-2012
B01001_27_under_5_years,50897,73956,34684,2008-2012
B01001_28_5_to_9_years,49248,72586,36670,2008-2012
B01001_29_10_to_14_years,56328,72341,36561,2008-2012
B01001_30_15_to_17_years,34573,47687,23758,2008-2012
B01001_31_18_and_19_years,20551,34059,15160,2008-2012
B01001_32_20_years,11047,19454,7932,2008-2012
B01001_33_21_years,10934,17675,7740,2008-2012
B01001_34_22_to_24_years,31097,51835,20121,2008-2012
B01001_35_25_to_29_years,58888,87906,36512,2008-2012
B01001_36_30_to_34_years,58420,85548,36215,2008-2012
