index,25009,25017,25021,25023,25025,33015,33017,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2005-2009
FILETYPE,2009e5,2009e5,2009e5,2009e5,2009e5,2009e5,2009e5,2005-2009
STATE,ma,ma,ma,ma,ma,nh,nh,2005-2009
CHARITER,000,000,000,000,000,000,000,2005-2009
SEQUENCE,0011,0011,0011,0011,0011,0011,0011,2005-2009
LOGRECNO,0000014,0000018,0000020,0000021,0000022,0000020,0000021,2005-2009
SUMMARY_LEVEL,050,050,050,050,050,050,050,2005-2009
STATE_FIPS,25,25,25,25,25,33,33,2005-2009
GEO_ID,05000US25009,05000US25017,05000US25021,05000US25023,05000US25025,05000US33015,05000US33017,2005-2009
GEO_NAME,"Essex County, Massachusetts","Middlesex County, Massachusetts","Norfolk County, Massachusetts","Plymouth County, Massachusetts","Suffolk County, Massachusetts","Rockingham County, New Hampshire","Strafford County, New Hampshire",2005-2009
B01003_1_total,734889,1480260,657506,492313,730630,296680,121656,2005-2009
B01001_1_total,734889,1480260,657506,492313,730630,296680,121656,2005-2009
B01001_2_male,355604,722326,316425,241323,353150,146723,59066,2005-2009
B01001_3_under_5_years,23280,45015,19876,15703,22528,8947,3551,2005-2009
B01001_4_5_to_9_years,23536,44407,21041,16759,17404,9106,3419,2005-2009
B01001_5_10_to_14_years,26150,45838,22403,18880,17787,11289,3847,2005-2009
B01001_6_15_to_17_years,16307,28585,13648,11546,11625,6876,2367,2005-2009
B01001_7_18_and_19_years,9993,21912,8247,6622,14816,3655,2701,2005-2009
B01001_8_20_years,5261,11200,3843,3136,6808,1628,1448,2005-2009
B01001_9_21_years,4562,10615,4153,3156,6013,1564,1509,2005-2009
B01001_10_22_to_24_years,12710,29181,11199,8247,18016,4946,3651,2005-2009
B01001_11_25_to_29_years,19346,52414,17365,11487,48202,7246,3461,2005-2009
B01001_12_30_to_34_years,20109,52292,19088,12845,36006,7890,3375,2005-2009
B01001_13_35_to_39_years,24423,55053,23265,16637,26556,10777,4016,2005-2009
B01001_14_40_to_44_years,29892,59632,26529,21632,24376,12995,4476,2005-2009
B01001_15_45_to_49_years,30709,59232,27519,20796,22764,14146,4837,2005-2009
B01001_16_50_to_54_years,27353,52327,24502,18572,19691,12239,4318,2005-2009
B01001_17_55_to_59_years,22896,43832,20805,15817,16557,10297,3465,2005-2009
B01001_18_60_and_61_years,8226,14224,7089,6034,6170,3671,1314,2005-2009
B01001_19_62_to_64_years,10210,18928,8295,7391,7022,4298,1359,2005-2009
B01001_20_65_and_66_years,5572,10573,4581,3910,3984,2232,927,2005-2009
B01001_21_67_to_69_years,6599,13274,6460,4917,4958,3242,1001,2005-2009
B01001_22_70_to_74_years,9583,18699,9173,6555,8069,3536,1451,2005-2009
B01001_23_75_to_79_years,8403,15138,7020,5026,6075,2823,1372,2005-2009
B01001_24_80_to_84_years,5609,10975,6063,3165,4035,1856,782,2005-2009
B01001_25_85_years_and_over,4875,8980,4261,2490,3688,1464,419,2005-2009
B01001_26_female,379285,757934,341081,250990,377480,149957,62590,2005-2009
B01001_27_under_5_years,22383,42974,19265,15091,21635,8558,3506,2005-2009
B01001_28_5_to_9_years,22620,44385,20479,16367,16390,9225,3336,2005-2009
B01001_29_10_to_14_years,24691,42298,21281,17224,17091,10226,3537,2005-2009
B01001_30_15_to_17_years,15514,27300,13083,11005,11212,6675,2359,2005-2009
B01001_31_18_and_19_years,9764,21857,8887,6307,16943,3225,3443,2005-2009
B01001_32_20_years,4428,10412,3680,3243,6951,1409,2125,2005-2009
B01001_33_21_years,4334,9493,4113,2991,6277,1704,1780,2005-2009
B01001_34_22_to_24_years,13182,29301,11902,7694,17848,4805,3423,2005-2009
B01001_35_25_to_29_years,19100,51589,17522,10271,49225,6995,3441,2005-2009
