index,17011,17031,17037,17043,17063,17089,17091,17093,17097,17099,17111,17155,17197,18073,18089,18091,18111,18127,55059,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2007-2011
FILETYPE,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2011e5,2007-2011
STATE,il,il,il,il,il,il,il,il,il,il,il,il,il,in,in,in,in,in,wi,2007-2011
B25127_12_2_to_4,24,11627,41,2560,7,1040,37,131,1180,36,405,2,692,18,560,19,0,358,134,2007-2011
B25127_13_5_to_19,0,14699,16,2765,12,548,23,0,1123,0,651,0,991,0,783,29,0,275,338,2007-2011
B25127_14_20_to_49,0,6926,0,1156,0,146,0,0,781,0,22,0,128,0,145,29,0,12,11,2007-2011
B25127_15_50_or_more,0,11433,20,1308,0,86,0,0,355,0,8,0,42,0,37,12,0,0,17,2007-2011
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",123,5140,501,274,440,280,1210,2,1781,849,344,36,1182,283,1011,708,81,1439,689,2007-2011
B25127_17_built_1960_to_1979,2444,304462,5103,93714,2958,26441,8097,5718,45550,6713,19424,574,38212,2797,33741,8782,1359,16039,9909,2007-2011
"B25127_18_1,_detached__or_attached",2354,217546,4723,80091,2797,24737,7382,5643,42367,6229,18508,493,36347,2632,32462,8125,1289,14894,9178,2007-2011
B25127_19_2_to_4,3,14971,65,1989,12,463,33,0,783,56,268,0,409,47,336,52,0,149,116,2007-2011
B25127_20_5_to_19,0,22867,34,4585,32,405,26,62,903,0,540,0,633,0,296,17,0,0,76,2007-2011
B25127_21_20_to_49,0,15197,0,3875,0,310,17,9,482,4,43,0,135,0,54,0,0,0,0,2007-2011
B25127_22_50_or_more,0,30206,11,3095,14,131,0,0,187,1,25,0,42,13,15,0,0,0,0,2007-2011
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",87,3675,270,79,103,395,639,4,828,423,40,81,646,105,578,588,70,996,539,2007-2011
B25127_24_built_1940_to_1959,2238,316584,3329,38919,1645,17510,6459,1729,28101,7535,9794,222,18646,1164,37798,7212,648,5996,9467,2007-2011
"B25127_25_1,_detached__or_attached",2221,278604,3319,38132,1587,17010,6391,1728,27432,7456,9751,222,18296,1164,37307,7179,639,5947,9151,2007-2011
B25127_26_2_to_4,6,19338,0,161,39,401,52,1,499,45,33,0,150,0,433,15,0,35,238,2007-2011
B25127_27_5_to_19,0,7286,0,242,0,66,0,0,38,13,0,0,83,0,23,4,0,0,28,2007-2011
B25127_28_20_to_49,0,3785,0,167,0,19,7,0,75,0,0,0,0,0,0,0,0,0,0,2007-2011
B25127_29_50_or_more,0,7258,0,217,0,14,9,0,18,7,0,0,11,0,0,0,0,0,0,2007-2011
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",11,313,10,0,19,0,0,0,39,14,10,0,106,0,35,14,9,14,50,2007-2011
B25127_31_built_1939_or_earlier,4499,288853,4583,16290,1932,16978,4435,1495,15234,10762,6500,570,10641,1370,18938,6316,1044,3715,7092,2007-2011
"B25127_32_1,_detached__or_attached",4453,177262,4436,15972,1884,15849,4262,1452,14119,10491,6331,570,9902,1359,17719,6051,1040,3498,6360,2007-2011
B25127_33_2_to_4,41,70304,140,210,27,1101,173,43,987,255,84,0,620,11,1089,265,4,154,722,2007-2011
B25127_34_5_to_19,0,20754,7,11,21,18,0,0,49,0,51,0,49,0,111,0,0,21,10,2007-2011
B25127_35_20_to_49,0,9295,0,84,0,10,0,0,3,0,4,0,0,0,0,0,0,0,0,2007-2011
B25127_36_50_or_more,0,11176,0,13,0,0,0,0,76,0,0,0,14,0,15,0,0,0,0,2007-2011
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",5,62,0,0,0,0,0,0,0,16,30,0,56,0,4,0,0,42,0,2007-2011
B25127_38_renter_occupied,3496,778119,14148,81059,4458,39712,12386,5086,53710,10586,17509,540,34401,2697,53736,10543,1086,13915,19610,2007-2011
B25127_39_built_2000_or_later,262,49881,2586,7385,1096,5050,1460,1720,7126,988,2240,17,5160,382,3577,634,0,1279,2602,2007-2011
"B25127_40_1,_detached__or_attached",121,5069,948,1272,422,1926,625,954,2621,296,1240,5,2425,181,1026,144,0,391,628,2007-2011
B25127_41_2_to_4,50,9930,174,343,248,642,317,156,460,275,119,0,422,140,642,66,0,130,413,2007-2011
B25127_42_5_to_19,53,8695,929,2103,332,1441,227,511,1678,249,495,12,1306,33,1366,289,0,636,628,2007-2011
B25127_43_20_to_49,9,4537,432,1120,0,344,143,13,700,59,165,0,344,12,263,12,0,29,597,2007-2011
B25127_44_50_or_more,19,21116,92,2547,15,618,92,86,1538,97,211,0,629,0,194,71,0,27,279,2007-2011
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",10,534,11,0,79,79,56,0,129,12,10,0,34,16,86,52,0,66,57,2007-2011
B25127_46_built_1980_to_1999,420,90459,3394,26863,1022,7237,2832,774,15575,1899,5125,73,7132,896,8908,1929,229,5002,4450,2007-2011
"B25127_47_1,_detached__or_attached",85,9064,758,5109,317,2074,714,299,3737,476,2383,11,2834,251,1445,385,76,1085,713,2007-2011
B25127_48_2_to_4,64,17671,487,2116,146,1038,785,133,1597,451,867,59,663,219,1254,434,15,1180,793,2007-2011
B25127_49_5_to_19,143,24838,1478,11941,293,2494,817,246,5606,513,1390,0,2098,232,4104,638,41,2065,1646,2007-2011
B25127_50_20_to_49,0,7246,348,3040,54,497,81,53,1847,58,233,0,670,25,822,162,30,381,754,2007-2011
B25127_51_50_or_more,92,30103,246,4577,119,1093,283,41,2457,187,204,0,622,22,729,191,0,60,443,2007-2011
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",36,1537,77,80,93,41,152,2,331,214,48,3,245,147,554,119,67,231,101,2007-2011
B25127_53_built_1960_to_1979,886,191697,4538,34609,1019,11862,3654,1401,17091,2461,4540,192,11231,575,16633,2734,319,5035,4869,2007-2011
"B25127_54_1,_detached__or_attached",346,25690,751,5720,420,3232,1268,798,4901,897,2039,64,3439,286,4870,914,197,1663,1072,2007-2011
B25127_55_2_to_4,214,36030,640,3079,158,2178,808,133,3029,417,582,88,2163,114,2892,364,75,1393,911,2007-2011
B25127_56_5_to_19,174,61192,1715,14788,294,4102,1057,251,5278,489,1344,27,3322,102,6380,976,31,1252,1660,2007-2011
B25127_57_20_to_49,11,21578,609,5198,35,787,109,147,1860,200,253,0,596,3,1097,255,13,424,689,2007-2011
B25127_58_50_or_more,91,45686,812,5768,58,1471,278,63,1724,332,277,0,1616,0,1037,121,0,123,351,2007-2011
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",50,1521,11,56,54,92,134,9,299,126,45,13,95,70,357,104,3,180,186,2007-2011
B25127_60_built_1940_to_1959,645,157315,1662,7955,602,6508,2685,547,7643,1930,2740,70,5400,474,14220,2352,324,1473,3585,2007-2011
"B25127_61_1,_detached__or_attached",359,31491,614,3624,427,3676,1584,304,4378,1313,1616,58,3037,385,8928,1596,286,981,1661,2007-2011
B25127_62_2_to_4,177,54780,547,971,90,1215,768,155,1389,388,467,12,862,52,2593,425,13,277,1257,2007-2011
B25127_63_5_to_19,29,39555,218,1900,85,816,229,57,1176,178,415,0,919,9,2014,299,21,141,339,2007-2011
B25127_64_20_to_49,20,12938,140,636,0,246,19,31,325,10,106,0,122,0,258,22,0,20,224,2007-2011
B25127_65_50_or_more,56,18329,132,752,0,532,75,0,306,41,107,0,460,0,359,10,0,24,84,2007-2011
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",4,222,11,72,0,23,10,0,69,0,29,0,0,28,68,0,4,30,20,2007-2011
B25127_67_built_1939_or_earlier,1283,288767,1968,4247,719,9055,1755,644,6275,3308,2864,188,5478,370,10398,2894,214,1126,4104,2007-2011
"B25127_68_1,_detached__or_attached",947,27870,991,1659,376,2818,1289,422,2417,2033,1489,142,2664,218,4654,1300,184,578,1635,2007-2011
B25127_69_2_to_4,271,143218,799,1208,176,4443,341,165,2051,925,1119,46,2149,120,3504,1368,24,333,2057,2007-2011
B25127_70_5_to_19,54,64637,172,781,145,1042,107,3,1197,235,223,0,423,32,1455,160,6,143,297,2007-2011
B25127_71_20_to_49,0,21577,6,181,18,332,15,0,400,0,33,0,109,0,310,17,0,54,103,2007-2011
B25127_72_50_or_more,11,31148,0,418,0,408,0,9,201,115,0,0,133,0,475,49,0,18,12,2007-2011
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,317,0,0,4,12,3,45,9,0,0,0,0,0,0,0,0,0,0,2007-2011
B11003_1_total,9752,1196796,23879,238576,12985,127921,28280,29102,178632,30638,81785,1696,172164,9337,122773,28104,3826,42876,42024,2007-2011
B11003_2_married-couple_family,7801,803741,18787,194646,10318,100180,20059,24313,143799,24129,67941,1503,139158,7713,83819,20840,3024,33885,30790,2007-2011
B11003_3_with_own_children_under_18_years,2737,364309,8809,92827,4826,51099,8166,13402,73915,9356,33558,474,73075,3165,34155,7502,1026,13922,14109,2007-2011
B11003_4_under_6_years_only,501,88779,1724,21043,1066,11051,1595,3236,14732,1638,6916,106,14533,486,6813,1597,185,2936,2690,2007-2011
B11003_5_under_6_years_and_6_to_17_years,658,78632,2339,18443,1083,12396,1561,3360,16391,2185,7099,69,17196,829,7928,1515,191,3027,2770,2007-2011
B11003_6_6_to_17_years_only,1578,196898,4746,53341,2677,27652,5010,6806,42792,5533,19543,299,41346,1850,19414,4390,650,7959,8649,2007-2011
B11003_7_no_own_children_under_18_years,5064,439432,9978,101819,5492,49081,11893,10911,69884,14773,34383,1029,66083,4548,49664,13338,1998,19963,16681,2007-2011
B11003_8_other_family,1951,393055,5092,43930,2667,27741,8221,4789,34833,6509,13844,193,33006,1624,38954,7264,802,8991,11234,2007-2011
"B11003_9_male_householder,_no_wife_present",514,97098,1438,12685,743,8796,2110,1335,10389,1992,4173,93,9747,589,9054,1886,298,2202,3010,2007-2011
B11003_10_with_own_children_under_18_years,261,38929,721,5853,478,4064,1129,774,5400,1049,2370,62,4768,401,4226,1146,150,1080,1641,2007-2011
B11003_11_under_6_years_only,90,10552,264,1915,150,1016,342,176,1376,445,584,6,1125,124,1268,330,24,361,509,2007-2011
B11003_12_under_6_years_and_6_to_17_years,32,7223,18,851,17,607,197,128,913,136,211,10,832,46,567,121,22,126,226,2007-2011
B11003_13_6_to_17_years_only,139,21154,439,3087,311,2441,590,470,3111,468,1575,46,2811,231,2391,695,104,593,906,2007-2011
B11003_14_no_own_children_under_18_years,253,58169,717,6832,265,4732,981,561,4989,943,1803,31,4979,188,4828,740,148,1122,1369,2007-2011
"B11003_15_female_householder,_no_husband_present",1437,295957,3654,31245,1924,18945,6111,3454,24444,4517,9671,100,23259,1035,29900,5378,504,6789,8224,2007-2011
B11003_16_with_own_children_under_18_years,1002,150670,2304,17202,1399,11457,3687,2336,14657,2614,5792,75,14109,674,17030,3247,294,3893,5385,2007-2011
B11003_17_under_6_years_only,196,24710,600,2352,258,2330,759,409,2534,589,871,20,2591,171,3152,709,90,895,1067,2007-2011
B11003_18_under_6_years_and_6_to_17_years,164,29832,346,2639,234,2762,710,367,2838,546,668,29,2537,69,4079,744,11,577,1169,2007-2011
B11003_19_6_to_17_years_only,642,96128,1358,12211,907,6365,2218,1560,9285,1479,4253,26,8981,434,9799,1794,193,2421,3149,2007-2011
B11003_20_no_own_children_under_18_years,435,145287,1350,14043,525,7488,2424,1118,9787,1903,3879,25,9150,361,12870,2131,210,2896,2839,2007-2011
B25075_1_total,10908,1156652,23863,254592,13839,129816,28700,31770,186237,34414,90852,1942,187321,9478,129462,31712,4284,47484,42605,2007-2011
"B25075_2_less_than_$10,000",57,4219,252,298,271,269,557,23,1111,416,97,72,612,123,1151,580,52,1182,298,2007-2011
"B25075_3_$10,000_to_$14,999",126,4210,197,188,134,299,454,7,588,231,248,11,527,149,1120,373,22,522,327,2007-2011
"B25075_4_$15,000_to_$19,999",83,4925,187,291,98,349,299,74,797,202,269,8,689,80,803,297,26,346,326,2007-2011
"B25075_5_$20,000_to_$24,999",119,4732,100,454,159,288,273,137,470,159,219,5,685,12,1049,197,38,263,283,2007-2011
"B25075_6_$25,000_to_$29,999",97,3251,50,466,8,205,304,7,355,199,113,23,352,25,825,274,51,129,138,2007-2011
"B25075_7_$30,000_to_$34,999",240,3372,88,448,78,226,111,13,397,331,136,30,446,13,1089,226,29,212,193,2007-2011
"B25075_8_$35,000_to_$39,999",128,2345,25,218,5,167,66,0,246,298,88,29,250,21,937,203,22,49,76,2007-2011
"B25075_9_$40,000_to_$49,999",521,5197,98,458,32,548,450,41,612,791,203,45,564,131,3161,534,200,521,326,2007-2011
"B25075_10_$50,000_to_$59,999",522,5824,72,427,140,339,365,85,620,1111,365,43,596,123,4213,837,205,322,211,2007-2011
"B25075_11_$60,000_to_$69,999",754,7939,100,659,133,662,906,112,789,1413,206,102,674,186,5147,1563,269,373,279,2007-2011
"B25075_12_$70,000_to_$79,999",837,11097,203,833,158,764,917,196,878,2080,308,92,1485,216,5639,1899,293,605,441,2007-2011
"B25075_13_$80,000_to_$89,999",1016,16149,172,1386,171,1264,1470,186,1139,2591,543,117,1820,624,7551,2631,422,1056,416,2007-2011
"B25075_14_$90,000_to_$99,999",702,17152,283,1371,228,1467,1510,210,2065,2607,806,125,1856,574,8162,2410,295,2245,815,2007-2011
"B25075_15_$100,000_to_$124,999",1643,57115,1728,6750,976,5842,3348,937,7202,4435,3643,257,8221,1400,16960,4669,620,5484,3655,2007-2011
"B25075_16_$125,000_to_$149,999",1199,58343,2506,7621,1254,6962,3656,1715,9824,3365,4390,165,11240,1457,15163,3714,466,5826,5805,2007-2011
"B25075_17_$150,000_to_$174,999",1010,98799,4193,12789,2244,12863,3692,3401,16283,3668,8734,295,19602,1784,15148,3674,400,6761,6853,2007-2011
"B25075_18_$175,000_to_$199,999",554,82282,3201,14142,1262,13376,2650,3472,14090,2174,8857,183,18013,812,10486,1646,161,4733,4294,2007-2011
"B25075_19_$200,000_to_$249,999",602,172140,4281,36911,2739,22837,3401,6705,24522,3375,18606,182,35873,733,12758,2003,425,6084,6839,2007-2011
"B25075_20_$250,000_to_$299,999",257,138491,2831,35644,1629,16283,1954,5493,18004,2195,13594,35,25888,446,7292,1191,99,3914,4047,2007-2011
"B25075_21_$300,000_to_$399,999",225,205019,2331,60655,1359,24180,1545,5616,27942,1505,16319,79,31404,435,6426,1352,88,3873,3941,2007-2011
"B25075_22_$400,000_to_$499,999",36,98312,436,30872,408,10165,327,1849,17746,509,6969,21,14004,84,2174,565,23,1279,1580,2007-2011
"B25075_23_$500,000_to_$749,999",106,93761,328,26383,218,7540,288,1160,22849,411,4450,22,9890,11,1390,543,38,1032,842,2007-2011
"B25075_24_$750,000_to_$999,999",17,32230,64,8008,90,1797,41,127,9104,170,853,0,1694,0,336,146,11,276,296,2007-2011
"B25075_25_$1,000,000_or_more",57,29748,137,7320,45,1124,116,204,8604,178,836,1,936,39,482,185,29,397,324,2007-2011
B03002_1_total,34963,5182969,104684,914224,49460,509622,112895,110767,700424,113865,307721,5989,674166,33254,495272,111286,14270,163406,165467,2007-2011
B03002_2_not_hispanic_or_latino,32338,3957826,94346,794945,45505,356733,103201,93496,563702,104979,273283,5756,570869,31569,414512,105414,13616,150069,146637,2007-2011
B03002_3_white_alone,31528,2284565,83730,647449,44084,304700,83288,82517,460521,100739,258489,5628,457024,30914,275576,90769,13351,141265,129930,2007-2011
B03002_4_black_or_african_american_alone,222,1275928,6338,39870,580,26953,16949,5210,45906,1847,3194,69,72297,246,124460,11869,36,4467,10907,2007-2011
B03002_5_american_indian_and_alaska_native_alone,70,5490,166,779,38,586,246,19,594,104,258,1,349,79,1039,202,0,357,512,2007-2011
B03002_6_asian_alone,237,318531,2598,92105,275,16707,1110,3268,43270,617,7715,17,29398,81,5987,550,25,2019,2546,2007-2011
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,1153,22,247,0,94,18,0,189,0,0,0,122,0,94,6,0,44,85,2007-2011
B03002_8_some_other_race_alone,10,10832,43,2100,3,1288,38,246,1945,47,190,0,1373,0,990,142,4,145,357,2007-2011
B03002_9_two_or_more_races,271,61327,1449,12395,525,6405,1552,2236,11277,1625,3437,41,10306,249,6366,1876,200,1772,2300,2007-2011
B03002_10_two_races_including_some_other_race,3,5088,68,1088,0,428,15,195,578,46,191,0,355,0,726,87,0,15,143,2007-2011
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",268,56239,1381,11307,525,5977,1537,2041,10699,1579,3246,41,9951,249,5640,1789,200,1757,2157,2007-2011
B03002_12_hispanic_or_latino,2625,1225143,10338,119279,3955,152889,9694,17271,136722,8886,34438,233,103297,1685,80760,5872,654,13337,18830,2007-2011
B03002_13_white_alone,1976,578679,5001,86440,3089,70217,5895,12028,78008,5672,19101,123,64006,1536,33286,3978,439,9946,11981,2007-2011
B03002_14_black_or_african_american_alone,0,14978,138,1074,27,765,105,297,1303,42,117,0,1025,15,1588,54,0,337,305,2007-2011
B03002_15_american_indian_and_alaska_native_alone,26,5522,113,826,2,338,19,236,563,94,224,0,633,37,531,28,9,38,207,2007-2011
B03002_16_asian_alone,8,2795,35,311,18,176,36,160,377,9,123,0,283,0,164,65,0,65,52,2007-2011
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,381,57,0,0,23,0,0,22,0,0,0,11,0,6,0,0,0,0,2007-2011
B03002_18_some_other_race_alone,559,592023,4356,25711,759,77172,2939,3710,52118,2628,13463,87,33567,55,39918,1372,61,2175,5237,2007-2011
B03002_19_two_or_more_races,56,30765,638,4917,60,4198,700,840,4331,441,1410,23,3772,42,5267,375,145,776,1048,2007-2011
B03002_20_two_races_including_some_other_race,50,21981,464,2731,50,2721,527,585,2607,330,1018,23,2698,23,3982,189,3,517,498,2007-2011
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",6,8784,174,2186,10,1477,173,255,1724,111,392,0,1074,19,1285,186,142,259,550,2007-2011
B25063_1_total,3496,778119,14148,81059,4458,39712,12386,5086,53710,10586,17509,540,34401,2697,53736,10543,1086,13915,19610,2007-2011
B25063_2_with_cash_rent,3147,756321,13579,78388,4284,38194,11732,4872,51727,9798,16339,493,33063,2483,51082,9723,909,13387,18764,2007-2011
B25063_3_less_than_$100,32,2651,110,165,0,335,23,0,264,150,0,8,99,0,765,146,20,78,63,2007-2011
B25063_4_$100_to_$149,11,2513,55,215,0,215,82,0,297,74,77,0,73,13,346,78,3,8,69,2007-2011
B25063_5_$150_to_$199,37,9856,124,355,30,322,104,16,600,181,99,2,230,34,1003,50,4,195,88,2007-2011
B25063_6_$200_to_$249,44,10898,183,514,62,418,151,32,614,118,216,0,388,29,988,233,12,79,353,2007-2011
B25063_7_$250_to_$299,61,7514,322,464,22,539,160,31,532,265,141,27,306,36,968,61,29,79,139,2007-2011
B25063_8_$300_to_$349,205,7527,124,589,39,457,197,57,389,369,80,0,294,78,1104,328,24,82,404,2007-2011
B25063_9_$350_to_$399,227,8224,119,404,226,452,238,28,685,522,317,47,391,48,668,254,29,107,361,2007-2011
B25063_10_$400_to_$449,209,8990,170,499,105,382,176,15,397,458,130,23,546,71,1103,323,59,227,231,2007-2011
B25063_11_$450_to_$499,129,9645,422,577,54,527,478,43,470,599,290,49,550,202,1540,666,43,389,547,2007-2011
B25063_12_$500_to_$549,296,13971,369,769,95,586,458,122,688,691,250,74,458,118,1919,536,91,463,425,2007-2011
B25063_13_$550_to_$599,262,18629,751,579,122,749,617,43,917,745,187,29,716,307,2470,807,33,322,946,2007-2011
B25063_14_$600_to_$649,190,25406,1070,1054,101,1216,994,35,961,795,373,21,1124,204,3214,824,76,736,1020,2007-2011
B25063_15_$650_to_$699,184,33572,814,1262,128,1336,1040,124,2014,641,334,53,1520,203,3977,780,85,856,1512,2007-2011
B25063_16_$700_to_$749,206,42336,863,2049,206,1859,1072,235,2792,593,522,31,2173,276,4122,864,70,1441,1427,2007-2011
B25063_17_$750_to_$799,184,46587,1132,3498,285,2287,724,215,3025,533,715,31,2520,137,3977,702,66,1251,1467,2007-2011
B25063_18_$800_to_$899,301,99940,1874,10480,617,5201,1205,453,5905,1157,2061,71,4026,298,7118,941,118,2031,2614,2007-2011
B25063_19_$900_to_$999,173,94510,1517,12276,491,4259,1118,448,6066,695,1977,8,3655,148,5535,920,35,1767,1757,2007-2011
"B25063_20_$1,000_to_$1,249",331,139045,1753,18486,751,7567,1616,1042,10100,737,3254,12,5151,244,6650,987,45,1747,2922,2007-2011
"B25063_21_$1,250_to_$1,499",53,73349,920,10646,714,4368,757,700,5671,274,2226,7,3354,3,2189,142,45,869,1414,2007-2011
"B25063_22_$1,500_to_$1,999",12,68502,588,9663,158,4075,375,987,6029,164,2389,0,3831,30,1106,36,22,441,905,2007-2011
"B25063_23_$2,000_or_more",0,32656,299,3844,78,1044,147,246,3311,37,701,0,1658,4,320,45,0,219,100,2007-2011
B25063_24_no_cash_rent,349,21798,569,2671,174,1518,654,214,1983,788,1170,47,1338,214,2654,820,177,528,846,2007-2011
B25071_1_median_gross_rent_as_a_percentage_of_household_income,26.1,31.6,33.8,29.1,28.4,32.1,32.2,29.8,30.3,27.2,31.7,22.6,31.1,24.0,32.2,30.5,28.9,28.7,30.6,2007-2011
B25036_1_total,14404,1934771,38011,335651,18297,169528,41086,36856,239947,45000,108361,2482,221722,12175,183198,42255,5370,61399,62215,2007-2011
B25036_2_owner_occupied,10908,1156652,23863,254592,13839,129816,28700,31770,186237,34414,90852,1942,187321,9478,129462,31712,4284,47484,42605,2007-2011
B25036_3_built_2005_or_later,154,33941,2379,6881,1394,12304,1835,7660,9208,1207,6563,43,16617,674,6663,1080,107,2881,2230,2007-2011
B25036_4_built_2000_to_2004,292,53638,3291,13804,2521,19182,2059,8357,19475,1823,13881,83,38728,940,9880,1944,343,4854,4285,2007-2011
B25036_5_built_1990_to_1999,766,78177,3590,39753,2218,24568,4198,5444,39965,4414,23071,338,47295,1951,14206,4277,556,9216,6523,2007-2011
B25036_6_built_1980_to_1989,515,80997,1588,45231,1171,12833,1617,1367,28704,1960,11619,112,17182,582,8236,2101,227,4783,3099,2007-2011
B25036_7_built_1970_to_1979,1356,142011,2758,58569,1928,14905,4792,3528,28298,3544,13098,374,24157,2032,15713,4250,842,9952,5052,2007-2011
B25036_8_built_1960_to_1969,1088,162451,2345,35145,1030,11536,3305,2190,17252,3169,6326,200,14055,765,18028,4532,517,6087,4857,2007-2011
B25036_9_built_1950_to_1959,1365,225570,2452,30676,1101,13028,4617,1423,21104,4654,7268,138,13486,691,25582,4553,422,4330,6512,2007-2011
B25036_10_built_1940_to_1949,873,91014,877,8243,544,4482,1842,306,6997,2881,2526,84,5160,473,12216,2659,226,1666,2955,2007-2011
B25036_11_built_1939_or_earlier,4499,288853,4583,16290,1932,16978,4435,1495,15234,10762,6500,570,10641,1370,18938,6316,1044,3715,7092,2007-2011
B25036_12_renter_occupied,3496,778119,14148,81059,4458,39712,12386,5086,53710,10586,17509,540,34401,2697,53736,10543,1086,13915,19610,2007-2011
B25036_13_built_2005_or_later,102,23881,1134,2321,453,2090,542,922,2365,449,985,17,1721,163,1521,327,0,423,1006,2007-2011
B25036_14_built_2000_to_2004,160,26000,1452,5064,643,2960,918,798,4761,539,1255,0,3439,219,2056,307,0,856,1596,2007-2011
B25036_15_built_1990_to_1999,176,37948,1992,12137,489,3851,1557,434,8112,791,3027,66,4087,608,4101,923,152,2398,2966,2007-2011
B25036_16_built_1980_to_1989,244,52511,1402,14726,533,3386,1275,340,7463,1108,2098,7,3045,288,4807,1006,77,2604,1484,2007-2011
B25036_17_built_1970_to_1979,519,95620,2672,24106,709,6967,2322,959,10488,1445,2812,122,7075,409,9375,1731,202,3676,3073,2007-2011
B25036_18_built_1960_to_1969,367,96077,1866,10503,310,4895,1332,442,6603,1016,1728,70,4156,166,7258,1003,117,1359,1796,2007-2011
B25036_19_built_1950_to_1959,395,91024,1243,5739,351,4029,1634,349,5412,1171,1769,56,3393,316,8268,1285,215,1033,2248,2007-2011
B25036_20_built_1940_to_1949,250,66291,419,2216,251,2479,1051,198,2231,759,971,14,2007,158,5952,1067,109,440,1337,2007-2011
B25036_21_built_1939_or_earlier,1283,288767,1968,4247,719,9055,1755,644,6275,3308,2864,188,5478,370,10398,2894,214,1126,4104,2007-2011
