B03002_15_american_indian_and_alaska_native_alone,34175,5497,2009-2013
B03002_16_asian_alone,16677,3934,2009-2013
B03002_17_native_hawaiian_and_other_pacific_islander_alone,2303,961,2009-2013
B03002_18_some_other_race_alone,1939425,399190,2009-2013
B03002_19_two_or_more_races,163074,34125,2009-2013
B03002_20_two_races_including_some_other_race,93670,20255,2009-2013
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",69404,13870,2009-2013
B11005_1_total,3230383,995512,2009-2013
B11005_2_households_with_one_or_more_people_under_18_years,1180767,369479,2009-2013
B11005_3_family_households,1173107,367304,2009-2013
B11005_4_married-couple_family,748032,269201,2009-2013
B11005_5_other_family,425075,98103,2009-2013
"B11005_6_male_householder,_no_wife_present",115436,27959,2009-2013
"B11005_7_female_householder,_no_husband_present",309639,70144,2009-2013
B11005_8_nonfamily_households,7660,2175,2009-2013
B11005_9_male_householder,5149,1530,2009-2013
B11005_10_female_householder,2511,645,2009-2013
B11005_11_households_with_no_people_under_18_years,2049616,626033,2009-2013
B11005_12_family_households,997524,345449,2009-2013
B11005_13_married-couple_family,697527,270907,2009-2013
B11005_14_other_family,299997,74542,2009-2013
"B11005_15_male_householder,_no_wife_present",104352,26179,2009-2013
"B11005_16_female_householder,_no_husband_present",195645,48363,2009-2013
B11005_17_nonfamily_households,1052092,280584,2009-2013
B11005_18_male_householder,503990,126951,2009-2013
B11005_19_female_householder,548102,153633,2009-2013
B11016_1_total,3230383,995512,2009-2013
B11016_2_family_households,2170631,712753,2009-2013
B11016_3_2-person_household,695475,250639,2009-2013
B11016_4_3-person_household,494086,156578,2009-2013
B11016_5_4-person_household,481381,158428,2009-2013
B11016_6_5-person_household,270392,79044,2009-2013
B11016_7_6-person_household,123736,35191,2009-2013
B11016_8_7-or-more_person_household,105561,32873,2009-2013
B11016_9_nonfamily_households,1059752,282759,2009-2013
B11016_10_1-person_household,827351,215312,2009-2013
B11016_11_2-person_household,184439,51445,2009-2013
B11016_12_3-person_household,31411,9913,2009-2013
B11016_13_4-person_household,11018,4244,2009-2013
B11016_14_5-person_household,3556,1095,2009-2013
B11016_15_6-person_household,1062,498,2009-2013
B11016_16_7-or-more_person_household,915,252,2009-2013
