index,48015,48039,48071,48157,48167,48201,48291,48321,48339,48455,48471,48473,48477,48481,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2008-2012
FILETYPE,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2008-2012
STATE,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,2008-2012
CHARITER,000,000,000,000,000,000,000,000,000,000,000,000,000,000,2008-2012
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,2008-2012
LOGRECNO,0000020,0000032,0000048,0000091,0000096,0000113,0000158,0000173,0000182,0000240,0000248,0000249,0000251,0000253,2008-2012
SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,050,050,050,050,050,2008-2012
STATE_FIPS,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2008-2012
GEO_ID,05000US48015,05000US48039,05000US48071,05000US48157,05000US48167,05000US48201,05000US48291,05000US48321,05000US48339,05000US48455,05000US48471,05000US48473,05000US48477,05000US48481,2008-2012
GEO_NAME,"Austin County, Texas","Brazoria County, Texas","Chambers County, Texas","Fort Bend County, Texas","Galveston County, Texas","Harris County, Texas","Liberty County, Texas","Matagorda County, Texas","Montgomery County, Texas","Trinity County, Texas","Walker County, Texas","Waller County, Texas","Washington County, Texas","Wharton County, Texas",2008-2012
B01003_1_total,28372,313813,34562,587666,292874,4101752,75662,36653,458339,14466,67447,42894,33628,41153,2008-2012
B01001_1_total,28372,313813,34562,587666,292874,4101752,75662,36653,458339,14466,67447,42894,33628,41153,2008-2012
B01001_2_male,14209,159519,17398,288637,144823,2042408,37191,18259,227220,6742,40395,21287,16647,20200,2008-2012
B01001_3_under_5_years,970,12489,1237,22068,10220,171475,2615,1363,17258,436,1510,1573,1066,1523,2008-2012
B01001_4_5_to_9_years,951,11972,1456,25569,10432,162069,3024,1245,18137,317,1294,1047,1297,1426,2008-2012
B01001_5_10_to_14_years,1199,12580,1462,25198,10676,157706,2470,1527,18552,483,1678,1819,907,1652,2008-2012
B01001_6_15_to_17_years,713,7425,851,15542,6575,93927,1810,852,10814,172,1099,926,728,957,2008-2012
B01001_7_18_and_19_years,305,4306,543,8301,4144,60066,1000,750,6012,153,1725,834,1210,638,2008-2012
B01001_8_20_years,145,1891,194,3730,1939,31001,480,167,2674,134,1079,480,164,328,2008-2012
B01001_9_21_years,277,2066,180,3522,1759,30379,438,255,3291,185,1218,689,139,238,2008-2012
B01001_10_22_to_24_years,459,5404,476,9224,5252,91631,1661,815,7110,33,2782,1617,564,781,2008-2012
B01001_11_25_to_29_years,694,10534,977,16661,9402,172776,2413,779,14323,246,3444,1261,755,1232,2008-2012
B01001_12_30_to_34_years,756,11573,1047,18309,9622,163348,2404,1037,14898,265,3345,1152,743,1130,2008-2012
B01001_13_35_to_39_years,905,11987,1356,21040,9140,154107,2442,1074,16301,246,3124,1060,937,1087,2008-2012
B01001_14_40_to_44_years,857,12466,1129,22819,10181,141932,2480,920,16288,469,3442,1385,913,1308,2008-2012
B01001_15_45_to_49_years,926,12188,1385,22409,11180,138006,2772,1362,17160,481,3537,1449,1161,1477,2008-2012
B01001_16_50_to_54_years,1125,11820,1462,22354,11611,132763,2839,1376,16845,462,3378,1520,1219,1378,2008-2012
B01001_17_55_to_59_years,922,9727,1178,18411,10591,109731,2503,1373,14122,442,2635,1364,1125,1376,2008-2012
B01001_18_60_and_61_years,421,3186,384,6498,3235,37834,946,384,5251,251,877,456,470,410,2008-2012
B01001_19_62_to_64_years,497,4199,567,6998,3985,47445,1091,626,6652,408,852,573,549,714,2008-2012
B01001_20_65_and_66_years,303,2285,311,3775,2191,25790,601,396,4345,250,495,420,311,362,2008-2012
B01001_21_67_to_69_years,355,2846,279,4680,3163,30122,859,372,4114,308,761,440,544,437,2008-2012
B01001_22_70_to_74_years,554,3654,422,4968,3874,36214,969,614,5701,383,995,462,592,656,2008-2012
B01001_23_75_to_79_years,414,2396,271,2922,2686,25089,741,492,3527,335,523,313,638,400,2008-2012
B01001_24_80_to_84_years,237,1341,100,2226,1749,16091,368,321,2281,210,381,240,416,384,2008-2012
B01001_25_85_years_and_over,224,1184,131,1413,1216,12906,265,159,1564,73,221,207,199,306,2008-2012
B01001_26_female,14163,154294,17164,299029,148051,2059344,38471,18394,231119,7724,27052,21607,16981,20953,2008-2012
B01001_27_under_5_years,856,12014,1171,21148,9781,165155,2596,1267,16163,388,1575,1519,915,1460,2008-2012
B01001_28_5_to_9_years,987,11945,1174,24218,9734,158195,2469,1328,16763,308,1545,1458,1030,1595,2008-2012
B01001_29_10_to_14_years,865,11515,1556,23934,10567,147687,2717,1207,18214,761,1386,1308,903,1419,2008-2012
B01001_30_15_to_17_years,617,6669,883,14701,6241,89241,1666,820,10465,347,945,867,556,908,2008-2012
B01001_31_18_and_19_years,346,3706,388,7327,3688,54684,938,473,5459,428,2306,2026,844,581,2008-2012
B01001_32_20_years,287,1489,82,2552,2228,29202,461,199,2672,32,1146,549,164,126,2008-2012
B01001_33_21_years,148,1304,209,3379,1221,28433,478,189,2521,100,1059,393,165,437,2008-2012
B01001_34_22_to_24_years,341,5880,619,9430,5258,88407,1702,801,7172,99,1797,946,502,601,2008-2012
B01001_35_25_to_29_years,639,10331,1055,17688,9701,167494,2599,1032,14338,169,1379,1170,957,1295,2008-2012
B01001_36_30_to_34_years,738,11128,1131,20710,9644,159635,2786,916,15418,288,1439,1108,904,1237,2008-2012
B01001_37_35_to_39_years,858,11913,1171,24124,9358,153131,2619,1147,16488,407,1575,1223,769,1380,2008-2012
B01001_38_40_to_44_years,956,11191,1474,24896,10682,141205,2587,1227,16851,485,1408,1282,955,989,2008-2012
B01001_39_45_to_49_years,1096,11415,1168,23951,11586,140516,2892,1234,17525,479,1574,1507,1330,1434,2008-2012
B01001_40_50_to_54_years,1015,11007,1306,23203,11642,136537,2757,1356,17145,562,1538,1461,1171,1495,2008-2012
B01001_41_55_to_59_years,849,8651,1236,19063,9912,115199,2564,1027,14506,698,1634,1376,1103,1287,2008-2012
B01001_42_60_and_61_years,590,2954,300,5620,3478,38969,1038,579,5553,58,415,445,357,436,2008-2012
B01001_43_62_to_64_years,498,4483,467,8491,4797,53453,918,694,7220,354,785,598,801,762,2008-2012
B01001_44_65_and_66_years,334,2116,385,4485,2255,27853,600,255,3945,177,619,298,377,412,2008-2012
B01001_45_67_to_69_years,456,3514,420,4375,3660,34522,754,664,5284,421,524,378,469,644,2008-2012
B01001_46_70_to_74_years,575,3713,288,5718,4116,44282,1248,599,6336,347,819,701,849,644,2008-2012
B01001_47_75_to_79_years,452,2801,263,4151,3729,33182,876,562,4726,376,673,386,682,703,2008-2012
B01001_48_80_to_84_years,291,2054,187,3317,2363,26113,579,455,3267,226,447,256,611,703,2008-2012
B01001_49_85_years_and_over,369,2501,231,2548,2410,26249,627,363,3088,214,464,352,567,405,2008-2012
B02001_1_total,28372,313813,34562,587666,292874,4101752,75662,36653,458339,14466,67447,42894,33628,41153,2008-2012
B02001_2_white_alone,24187,235273,28876,317324,229774,2563910,60191,29836,402030,12781,49370,28956,26363,33091,2008-2012
B02001_3_black_or_african_american_alone,2757,38393,2770,125758,40685,775085,8526,4011,18758,1510,15263,10348,6005,5931,2008-2012
B02001_4_american_indian_and_alaska_native_alone,13,1520,169,1488,1262,18103,297,123,1671,27,157,469,196,91,2008-2012
B02001_5_asian_alone,18,17043,357,101219,8879,257467,352,726,9975,59,718,134,485,101,2008-2012
B02001_6_native_hawaiian_and_other_pacific_islander_alone,0,44,28,37,98,2581,26,79,272,0,0,0,0,0,2008-2012
B02001_7_some_other_race_alone,934,15565,1413,27915,6506,410493,4960,1077,14954,22,1166,1673,301,1453,2008-2012
B02001_8_two_or_more_races,463,5975,949,13925,5670,74113,1310,801,10679,67,773,1314,278,486,2008-2012
B02001_9_two_races_including_some_other_race,58,1774,122,4368,1078,23097,557,146,1766,27,119,312,25,43,2008-2012
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",405,4201,827,9557,4592,51016,753,655,8913,40,654,1002,253,443,2008-2012
B11001_1_total,10600,105920,11822,184182,109142,1412895,24461,13338,160190,4707,20151,13492,12279,14638,2008-2012
B11001_2_family_households,7503,79539,9601,153442,74846,968252,18169,9762,119577,3175,11619,9787,8423,9866,2008-2012
B11001_3_married-couple_family,6113,60985,8067,122260,56501,669459,13636,7317,93881,2592,8545,7467,6292,6832,2008-2012
B11001_4_other_family,1390,18554,1534,31182,18345,298793,4533,2445,25696,583,3074,2320,2131,3034,2008-2012
"B11001_5_male_householder,_no_wife_present",327,5071,718,8588,4534,82576,1258,622,8329,170,542,463,499,829,2008-2012
"B11001_6_female_householder,_no_husband_present",1063,13483,816,22594,13811,216217,3275,1823,17367,413,2532,1857,1632,2205,2008-2012
B11001_7_nonfamily_households,3097,26381,2221,30740,34296,444643,6292,3576,40613,1532,8532,3705,3856,4772,2008-2012
B11001_8_householder_living_alone,2869,22308,1811,26280,28380,366948,5414,3220,33389,1489,6070,2767,3384,4437,2008-2012
B11001_9_householder_not_living_alone,228,4073,410,4460,5916,77695,878,356,7224,43,2462,938,472,335,2008-2012
B15002_1_total,18906,201158,22081,367823,193159,2542494,49137,23395,295062,10090,43303,24843,22474,26483,2008-2012
B15002_2_male,9190,101386,10999,175483,93826,1244154,23693,11285,143372,4829,28010,12302,10572,12657,2008-2012
B15002_3_no_schooling_completed,136,1099,115,2617,901,27167,191,240,1511,81,294,184,312,340,2008-2012
B15002_4_nursery_to_4th_grade,75,1060,19,1847,736,27734,376,191,1917,34,523,318,192,574,2008-2012
B15002_5_5th_and_6th_grade,217,2146,317,2986,1738,63126,616,607,3607,176,607,364,108,495,2008-2012
B15002_6_7th_and_8th_grade,305,2218,397,2273,1625,33096,978,283,2199,159,800,175,344,550,2008-2012
B15002_7_9th_grade,175,2207,180,2848,1749,44244,1204,326,3309,212,1107,357,111,346,2008-2012
B15002_8_10th_grade,260,3232,217,2757,2331,29087,1112,288,3076,105,1083,468,321,478,2008-2012
B15002_9_11th_grade,268,2966,271,3096,2532,32251,1117,362,3113,135,1246,368,468,731,2008-2012
"B15002_10_12th_grade,_no_diploma",64,1360,205,2523,1294,25440,590,189,3469,68,288,197,176,244,2008-2012
"B15002_11_high_school_graduate,_ged,_or_alternative",3271,26286,3276,32249,24771,285028,8553,4016,33297,2217,9643,4606,3428,3906,2008-2012
"B15002_12_some_college,_less_than_1_year",312,6609,983,7994,5864,57793,1621,647,8959,320,2398,639,656,691,2008-2012
"B15002_13_some_college,_1_or_more_years,_no_degree",1697,18055,2342,29770,16524,190731,4037,1626,24249,607,4929,1731,1019,1695,2008-2012
B15002_14_associate's_degree,660,7927,875,9667,6904,66871,924,756,8223,249,1213,445,739,582,2008-2012
B15002_15_bachelor's_degree,1201,16922,1357,47524,16805,229635,1730,1435,31210,303,2418,1782,1906,1563,2008-2012
B15002_16_master's_degree,433,5411,311,19370,5695,81734,403,223,10212,113,975,453,446,335,2008-2012
B15002_17_professional_school_degree,114,1941,36,3716,2574,30247,129,75,3327,41,133,120,139,94,2008-2012
B15002_18_doctorate_degree,2,1947,98,4246,1783,19970,112,21,1694,9,353,95,207,33,2008-2012
B15002_19_female,9716,99772,11082,192340,99333,1298340,25444,12110,151690,5261,15293,12541,11902,13826,2008-2012
B15002_20_no_schooling_completed,85,1128,89,3202,1103,28748,257,212,1215,120,64,95,196,429,2008-2012
B15002_21_nursery_to_4th_grade,186,694,49,1910,735,26687,278,142,1614,21,123,141,138,214,2008-2012
B15002_22_5th_and_6th_grade,225,2368,176,3428,1656,58059,624,567,2521,98,189,271,98,635,2008-2012
B15002_23_7th_and_8th_grade,321,1987,195,2749,1721,33642,1024,315,1855,147,174,322,419,491,2008-2012
B15002_24_9th_grade,82,1753,135,2599,1783,37632,873,301,2638,250,459,388,411,401,2008-2012
B15002_25_10th_grade,152,2192,315,2235,1757,27279,1164,480,3092,168,514,455,442,405,2008-2012
B15002_26_11th_grade,442,2387,340,3255,2461,32750,1380,259,3528,158,296,479,357,434,2008-2012
"B15002_27_12th_grade,_no_diploma",121,1269,174,2726,1545,23724,439,157,3145,32,152,274,304,237,2008-2012
"B15002_28_high_school_graduate,_ged,_or_alternative",3195,24686,3346,36393,25046,311083,9728,4467,38671,2520,4710,5006,3472,4798,2008-2012
"B15002_29_some_college,_less_than_1_year",587,6815,818,9698,7649,74384,2067,819,11282,357,844,546,758,674,2008-2012
"B15002_30_some_college,_1_or_more_years,_no_degree",1948,18302,2566,35051,17094,214862,4228,1564,28206,723,2942,1534,1680,1980,2008-2012
B15002_31_associate's_degree,611,8462,971,13707,9043,77582,1240,983,11447,165,843,626,863,1017,2008-2012
B15002_32_bachelor's_degree,1289,18003,1331,52280,18749,235583,1531,1460,30659,343,2881,1755,2149,1536,2008-2012
B15002_33_master's_degree,416,6635,519,18273,6392,84356,437,333,9312,151,848,601,488,504,2008-2012
B15002_34_professional_school_degree,27,1933,29,2645,1485,20954,47,8,1583,0,99,12,87,27,2008-2012
B15002_35_doctorate_degree,29,1158,29,2189,1114,11015,127,43,922,8,155,36,40,44,2008-2012
B19001_1_total,10600,105920,11822,184182,109142,1412895,24461,13338,160190,4707,20151,13492,12279,14638,2008-2012
"B19001_2_less_than_$10,000",852,5047,521,6158,7892,97301,1785,1311,6950,472,2981,1214,1037,1404,2008-2012
"B19001_3_$10,000_to_$14,999",461,4017,430,4644,4839,69805,1552,821,6334,308,1427,609,897,1475,2008-2012
"B19001_4_$15,000_to_$19,999",502,4462,377,4639,4383,75772,1813,993,7139,270,1016,702,639,1116,2008-2012
"B19001_5_$20,000_to_$24,999",694,4396,424,5680,4869,78502,1503,961,6779,443,1113,673,869,866,2008-2012
"B19001_6_$25,000_to_$29,999",732,4142,398,6181,4793,76067,1274,680,7418,372,1414,680,1005,1015,2008-2012
"B19001_7_$30,000_to_$34,999",436,4594,538,6594,4820,77142,1462,985,6944,356,1254,786,664,713,2008-2012
"B19001_8_$35,000_to_$39,999",448,3801,457,5735,4541,65785,1082,522,7007,298,1166,985,482,630,2008-2012
"B19001_9_$40,000_to_$44,999",578,4541,499,6650,4820,67843,1029,614,6345,308,857,408,639,566,2008-2012
"B19001_10_$45,000_to_$49,999",478,4371,218,5919,4051,58060,1068,584,6210,269,740,464,503,684,2008-2012
"B19001_11_$50,000_to_$59,999",987,8176,849,12448,8374,112646,2159,1175,11858,420,1392,1074,938,1205,2008-2012
"B19001_12_$60,000_to_$74,999",874,10201,1188,18111,10506,134114,2394,1003,16256,260,2071,1868,1307,1525,2008-2012
"B19001_13_$75,000_to_$99,999",1357,14775,1934,25650,13815,165861,2903,1116,21524,404,2230,1440,1363,1262,2008-2012
"B19001_14_$100,000_to_$124,999",1101,12614,1470,21777,10607,109475,1933,1237,14704,231,1238,939,798,821,2008-2012
"B19001_15_$125,000_to_$149,999",448,7281,766,15530,6901,67257,1407,473,9803,160,433,668,460,503,2008-2012
"B19001_16_$150,000_to_$199,999",285,7758,1225,18886,7505,73195,660,598,11579,79,460,555,400,530,2008-2012
"B19001_17_$200,000_or_more",367,5744,528,19580,6426,84070,437,265,13340,57,359,427,278,323,2008-2012
B19013_1_median_household_income_in_the_past_12_months_(in_2012_inflation-adjusted_dollars),51340,68008,75200,84211,61555,53160,48408,43146,66422,37223,38654,51576,44162,40988,2008-2012
B25001_1_total,12826,118795,13362,196014,133207,1600395,28823,18841,177759,8708,24234,15772,15451,17154,2008-2012
B25003_1_total,10600,105920,11822,184182,109142,1412895,24461,13338,160190,4707,20151,13492,12279,14638,2008-2012
B25003_2_owner_occupied,8082,78939,10021,146143,75026,805652,19239,9628,117703,3943,11963,9278,8092,10125,2008-2012
B25003_3_renter_occupied,2518,26981,1801,38039,34116,607243,5222,3710,42487,764,8188,4214,4187,4513,2008-2012
B25024_1_total,12826,118795,13362,196014,133207,1600395,28823,18841,177759,8708,24234,15772,15451,17154,2008-2012
"B25024_2_1,_detached",9490,85198,10196,164524,96417,921163,17501,13129,119917,5040,11917,10038,11073,12593,2008-2012
"B25024_3_1,_attached",204,1688,84,3702,2503,62039,276,192,4260,176,546,289,360,184,2008-2012
B25024_4_2,83,736,101,487,2816,20741,261,191,1502,127,717,225,536,364,2008-2012
B25024_5_3_or_4,501,1996,149,1135,3702,49379,315,714,2543,83,792,661,403,303,2008-2012
B25024_6_5_to_9,229,3905,128,3044,4447,88448,129,955,4436,59,1451,647,381,244,2008-2012
