index,48085,48113,48121,48139,48221,48231,48251,48257,48367,48397,48425,48439,48497,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2009-2013
FILETYPE,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2013e5,2009-2013
STATE,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,2009-2013
B03002_2_not_hispanic_or_latino,691085,1484063,561000,115659,46246,74354,124096,86605,105618,67862,6911,1349390,49435,2009-2013
B03002_3_white_alone,505292,785993,437438,98832,44647,64299,115732,72919,100377,59664,6632,945390,47421,2009-2013
B03002_4_black_or_african_american_alone,69004,524707,56214,13173,326,7306,3876,9788,2231,4331,146,272225,629,2009-2013
B03002_5_american_indian_and_alaska_native_alone,3123,4543,1886,592,368,502,644,424,918,233,0,5860,528,2009-2013
B03002_6_asian_alone,93943,125880,46775,1020,271,946,1026,670,843,1857,0,86566,212,2009-2013
B03002_7_native_hawaiian_and_other_pacific_islander_alone,522,1010,470,30,0,51,586,292,0,253,0,2926,33,2009-2013
B03002_8_some_other_race_alone,1655,4135,1537,24,68,93,9,13,12,40,0,3161,42,2009-2013
B03002_9_two_or_more_races,17546,37795,16680,1988,566,1157,2223,2499,1237,1484,133,33262,570,2009-2013
B03002_10_two_races_including_some_other_race,970,2071,805,60,101,29,66,42,176,59,0,1673,47,2009-2013
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",16576,35724,15875,1928,465,1128,2157,2457,1061,1425,133,31589,523,2009-2013
B03002_12_hispanic_or_latino,120223,928418,126857,36361,5510,12101,28288,18615,12860,13158,1626,499033,10459,2009-2013
B03002_13_white_alone,95166,603611,99985,26304,2866,5029,25212,14764,10201,10715,1034,349735,8990,2009-2013
B03002_14_black_or_african_american_alone,1091,7851,1893,357,0,60,50,254,0,68,0,5058,16,2009-2013
B03002_15_american_indian_and_alaska_native_alone,478,4278,985,1610,0,18,218,123,188,20,22,3901,7,2009-2013
B03002_16_asian_alone,520,1171,482,19,0,0,28,0,9,78,0,779,0,2009-2013
B03002_17_native_hawaiian_and_other_pacific_islander_alone,18,274,40,0,0,0,0,0,12,14,0,348,0,2009-2013
B03002_18_some_other_race_alone,16807,287942,14161,6912,2623,6627,2347,2756,2140,1570,552,124213,1166,2009-2013
B03002_19_two_or_more_races,6143,23291,9311,1159,21,367,433,718,310,693,18,14999,280,2009-2013
B03002_20_two_races_including_some_other_race,3554,15207,3890,610,21,170,320,564,260,416,0,9169,156,2009-2013
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",2589,8084,5421,549,0,197,113,154,50,277,18,5830,124,2009-2013
B11005_1_total,289752,858332,243394,51016,20758,30756,52044,34922,42322,26820,3193,659736,20487,2009-2013
B11005_2_households_with_one_or_more_people_under_18_years,124825,323268,99960,22276,5783,9984,21252,15286,14928,12270,1325,259275,7869,2009-2013
B11005_3_family_households,124132,321623,99480,22106,5753,9981,21027,15180,14796,12189,1325,257719,7739,2009-2013
B11005_4_married-couple_family,96972,195082,74901,16071,4263,6925,15192,10757,11271,9671,1051,169508,6121,2009-2013
B11005_5_other_family,27160,126541,24579,6035,1490,3056,5835,4423,3525,2518,274,88211,1618,2009-2013
"B11005_6_male_householder,_no_wife_present",6565,28303,5607,1424,306,688,2042,1084,1309,743,55,20227,399,2009-2013
"B11005_7_female_householder,_no_husband_present",20595,98238,18972,4611,1184,2368,3793,3339,2216,1775,219,67984,1219,2009-2013
B11005_8_nonfamily_households,693,1645,480,170,30,3,225,106,132,81,0,1556,130,2009-2013
B11005_9_male_householder,492,1122,310,88,30,3,161,106,89,70,0,1139,94,2009-2013
B11005_10_female_householder,201,523,170,82,0,0,64,0,43,11,0,417,36,2009-2013
B11005_11_households_with_no_people_under_18_years,164927,535064,143434,28740,14975,20772,30792,19636,27394,14550,1868,400461,12618,2009-2013
B11005_12_family_households,90383,238620,73464,18275,8853,11350,18825,12151,16900,9636,976,199665,8198,2009-2013
B11005_13_married-couple_family,77821,177837,61910,15647,8176,9788,16321,10277,14754,8188,920,159694,7122,2009-2013
B11005_14_other_family,12562,60783,11554,2628,677,1562,2504,1874,2146,1448,56,39971,1076,2009-2013
"B11005_15_male_householder,_no_wife_present",4326,21640,4169,1040,200,542,1028,702,812,503,0,13835,258,2009-2013
"B11005_16_female_householder,_no_husband_present",8236,39143,7385,1588,477,1020,1476,1172,1334,945,56,26136,818,2009-2013
B11005_17_nonfamily_households,74544,296444,69970,10465,6122,9422,11967,7485,10494,4914,892,200796,4420,2009-2013
B11005_18_male_householder,35204,144290,32911,4654,2991,4244,5448,3316,4936,1871,295,95111,2342,2009-2013
B11005_19_female_householder,39340,152154,37059,5811,3131,5178,6519,4169,5558,3043,597,105685,2078,2009-2013
