index,12011,12061,12085,12086,12093,12099,12111,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2008-2012
FILETYPE,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2008-2012
STATE,fl,fl,fl,fl,fl,fl,fl,2008-2012
CHARITER,000,000,000,000,000,000,000,2008-2012
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,2008-2012
LOGRECNO,0000018,0000042,0000054,0000055,0000059,0000062,0000068,2008-2012
SUMMARY_LEVEL,050,050,050,050,050,050,050,2008-2012
STATE_FIPS,12,12,12,12,12,12,12,2008-2012
GEO_ID,05000US12011,05000US12061,05000US12085,05000US12086,05000US12093,05000US12099,05000US12111,2008-2012
GEO_NAME,"Broward County, Florida","Indian River County, Florida","Martin County, Florida","Miami-Dade County, Florida","Okeechobee County, Florida","Palm Beach County, Florida","St. Lucie County, Florida",2008-2012
B01003_1_total,1761993,138203,146497,2512219,39779,1324085,278246,2008-2012
B01001_1_total,1761993,138203,146497,2512219,39779,1324085,278246,2008-2012
B01001_2_male,854675,66758,72303,1217277,20998,641215,136049,2008-2012
B01001_3_under_5_years,52876,3253,3125,77129,1381,35927,8419,2008-2012
B01001_4_5_to_9_years,52800,3503,3259,75172,1110,36720,8740,2008-2012
B01001_5_10_to_14_years,58176,3921,4121,76303,1537,39595,8928,2008-2012
B01001_6_15_to_17_years,36577,2608,2452,49936,1040,25202,5561,2008-2012
B01001_7_18_and_19_years,22364,1515,1438,35454,600,16334,3461,2008-2012
B01001_8_20_years,11392,890,634,18780,692,9078,1393,2008-2012
B01001_9_21_years,11555,831,824,19212,216,7511,1652,2008-2012
B01001_10_22_to_24_years,30935,1779,2158,52823,519,22510,4570,2008-2012
B01001_11_25_to_29_years,56290,3237,3471,87144,1454,38329,7424,2008-2012
B01001_12_30_to_34_years,54840,3040,3396,83462,1143,35950,7592,2008-2012
B01001_13_35_to_39_years,58609,3159,4237,90710,1428,38113,8132,2008-2012
B01001_14_40_to_44_years,64388,3743,3721,95597,1560,43895,8737,2008-2012
B01001_15_45_to_49_years,70431,4390,5331,97550,1436,46407,9648,2008-2012
B01001_16_50_to_54_years,65757,4585,5524,81758,1371,44987,9348,2008-2012
B01001_17_55_to_59_years,54392,4385,5030,68322,1385,38841,8265,2008-2012
B01001_18_60_and_61_years,19650,1758,2123,25169,322,15043,3739,2008-2012
B01001_19_62_to_64_years,26439,2776,2979,34625,546,21268,4449,2008-2012
B01001_20_65_and_66_years,14814,2359,2210,19712,414,13684,3010,2008-2012
B01001_21_67_to_69_years,20029,2289,2938,26097,624,18028,4941,2008-2012
B01001_22_70_to_74_years,23791,3945,4113,37739,848,27073,6232,2008-2012
B01001_23_75_to_79_years,18262,3738,3874,28003,613,24377,4875,2008-2012
B01001_24_80_to_84_years,15969,2624,2674,20892,503,21834,4222,2008-2012
B01001_25_85_years_and_over,14339,2430,2671,15688,256,20509,2711,2008-2012
B01001_26_female,907318,71445,74194,1294942,18781,682870,142197,2008-2012
B01001_27_under_5_years,50897,3214,3108,73956,1247,34684,8022,2008-2012
B01001_28_5_to_9_years,49248,3240,3340,72586,985,36670,8253,2008-2012
B01001_29_10_to_14_years,56328,3873,3934,72341,1479,36561,8473,2008-2012
B01001_30_15_to_17_years,34573,2307,2434,47687,825,23758,5387,2008-2012
B01001_31_18_and_19_years,20551,1106,1312,34059,510,15160,3095,2008-2012
B01001_32_20_years,11047,481,679,19454,550,7932,1490,2008-2012
B01001_33_21_years,10934,867,830,17675,200,7740,1255,2008-2012
B01001_34_22_to_24_years,31097,1765,1571,51835,522,20121,4585,2008-2012
B01001_35_25_to_29_years,58888,3107,2722,87906,1012,36512,7530,2008-2012
B01001_36_30_to_34_years,58420,3024,2802,85548,883,36215,7783,2008-2012
B01001_37_35_to_39_years,60590,3057,3168,91289,1046,40973,8473,2008-2012
