B01001_44_65_and_66_years,79158,26111,2008-2012
B01001_45_67_to_69_years,98618,30963,2008-2012
B01001_46_70_to_74_years,137511,45073,2008-2012
B01001_47_75_to_79_years,109073,35169,2008-2012
B01001_48_80_to_84_years,94201,30387,2008-2012
B01001_49_85_years_and_over,100771,32986,2008-2012
B02001_1_total,9840024,3021840,2008-2012
B02001_2_white_alone,5229697,1886224,2008-2012
B02001_3_black_or_african_american_alone,839837,48985,2008-2012
B02001_4_american_indian_and_alaska_native_alone,49624,12708,2008-2012
B02001_5_asian_alone,1360561,547024,2008-2012
B02001_6_native_hawaiian_and_other_pacific_islander_alone,25973,9575,2008-2012
B02001_7_some_other_race_alone,1983608,421154,2008-2012
B02001_8_two_or_more_races,350724,96170,2008-2012
B02001_9_two_races_including_some_other_race,106026,24091,2008-2012
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",244698,72079,2008-2012
B11001_1_total,3218511,990266,2008-2012
B11001_2_family_households,2163751,707372,2008-2012
B11001_3_married-couple_family,1447581,537365,2008-2012
B11001_4_other_family,716170,170007,2008-2012
"B11001_5_male_householder,_no_wife_present",217319,54016,2008-2012
"B11001_6_female_householder,_no_husband_present",498851,115991,2008-2012
B11001_7_nonfamily_households,1054760,282894,2008-2012
B11001_8_householder_living_alone,825359,216051,2008-2012
B11001_9_householder_not_living_alone,229401,66843,2008-2012
B15002_1_total,6380366,1979327,2008-2012
B15002_2_male,3083558,960341,2008-2012
B15002_3_no_schooling_completed,84692,17915,2008-2012
B15002_4_nursery_to_4th_grade,75738,12594,2008-2012
B15002_5_5th_and_6th_grade,176253,35807,2008-2012
B15002_6_7th_and_8th_grade,70163,14574,2008-2012
B15002_7_9th_grade,89235,23419,2008-2012
B15002_8_10th_grade,54383,11381,2008-2012
B15002_9_11th_grade,78040,15559,2008-2012
"B15002_10_12th_grade,_no_diploma",100627,23807,2008-2012
"B15002_11_high_school_graduate,_ged,_or_alternative",640367,165035,2008-2012
"B15002_12_some_college,_less_than_1_year",133626,46187,2008-2012
"B15002_13_some_college,_1_or_more_years,_no_degree",463224,154129,2008-2012
B15002_14_associate's_degree,193153,67551,2008-2012
B15002_15_bachelor's_degree,591118,236402,2008-2012
B15002_16_master's_degree,196671,85433,2008-2012
B15002_17_professional_school_degree,89446,31671,2008-2012
B15002_18_doctorate_degree,46822,18877,2008-2012
B15002_19_female,3296808,1018986,2008-2012
B15002_20_no_schooling_completed,107897,22803,2008-2012
B15002_21_nursery_to_4th_grade,91479,16143,2008-2012
B15002_22_5th_and_6th_grade,192863,38566,2008-2012
B15002_23_7th_and_8th_grade,77754,16089,2008-2012
B15002_24_9th_grade,91723,22636,2008-2012
B15002_25_10th_grade,53810,14675,2008-2012
B15002_26_11th_grade,74688,15536,2008-2012
"B15002_27_12th_grade,_no_diploma",88928,23200,2008-2012
"B15002_28_high_school_graduate,_ged,_or_alternative",664406,189908,2008-2012
"B15002_29_some_college,_less_than_1_year",156502,59043,2008-2012
"B15002_30_some_college,_1_or_more_years,_no_degree",498361,162390,2008-2012
B15002_31_associate's_degree,242781,86402,2008-2012
B15002_32_bachelor's_degree,637790,236039,2008-2012
B15002_33_master's_degree,221686,82954,2008-2012
B15002_34_professional_school_degree,63607,22267,2008-2012
B15002_35_doctorate_degree,32533,10335,2008-2012
B19001_1_total,3218511,990266,2008-2012
"B19001_2_less_than_$10,000",201440,40527,2008-2012
"B19001_3_$10,000_to_$14,999",190527,33302,2008-2012
"B19001_4_$15,000_to_$19,999",170409,34670,2008-2012
"B19001_5_$20,000_to_$24,999",163312,36422,2008-2012
"B19001_6_$25,000_to_$29,999",157991,36924,2008-2012
"B19001_7_$30,000_to_$34,999",153817,36422,2008-2012
"B19001_8_$35,000_to_$39,999",143722,36009,2008-2012
"B19001_9_$40,000_to_$44,999",142459,36449,2008-2012
"B19001_10_$45,000_to_$49,999",124405,35649,2008-2012
"B19001_11_$50,000_to_$59,999",242400,70617,2008-2012
"B19001_12_$60,000_to_$74,999",308571,94446,2008-2012
"B19001_13_$75,000_to_$99,999",382770,132919,2008-2012
"B19001_14_$100,000_to_$124,999",269731,103768,2008-2012
"B19001_15_$125,000_to_$149,999",170554,74765,2008-2012
"B19001_16_$150,000_to_$199,999",187449,88066,2008-2012
"B19001_17_$200,000_or_more",208954,99311,2008-2012
B19013_1_median_household_income_in_the_past_12_months_(in_2012_inflation-adjusted_dollars),56241,75566,2008-2012
B25001_1_total,3441416,1049031,2008-2012
B25003_1_total,3218511,990266,2008-2012
B25003_2_owner_occupied,1523331,587210,2008-2012
B25003_3_renter_occupied,1695180,403056,2008-2012
B25024_1_total,3441416,1049031,2008-2012
"B25024_2_1,_detached",1713407,533706,2008-2012
"B25024_3_1,_attached",224784,127498,2008-2012
B25024_4_2,83532,18759,2008-2012
B25024_5_3_or_4,195148,73881,2008-2012
B25024_6_5_to_9,271061,69021,2008-2012
B25024_7_10_to_19,267633,61640,2008-2012
B25024_8_20_to_49,310397,43761,2008-2012
B25024_9_50_or_more,319594,89686,2008-2012
B25024_10_mobile_home,53342,30327,2008-2012
"B25024_11_boat,_rv,_van,_etc.",2518,752,2008-2012
B25077_1_median_value_(dollars),443300,537600,2008-2012
B25034_1_total,3441416,1049031,2008-2012
B25034_2_built_2010_or_later,5222,2513,2008-2012
B25034_3_built_2000_to_2009,195533,96487,2008-2012
B25034_4_built_1990_to_1999,211317,118761,2008-2012
B25034_5_built_1980_to_1989,402760,165863,2008-2012
B25034_6_built_1970_to_1979,487641,262488,2008-2012
B25034_7_built_1960_to_1969,517870,209809,2008-2012
B25034_8_built_1950_to_1959,715489,140424,2008-2012
B25034_9_built_1940_to_1949,383995,25928,2008-2012
B25034_10_built_1939_or_earlier,521589,26758,2008-2012
B25127_1_total,3218511,990266,2008-2012
B25127_2_owner_occupied,1523331,587210,2008-2012
B25127_3_built_2000_or_later,86994,52122,2008-2012
"B25127_4_1,_detached__or_attached",70450,46116,2008-2012
B25127_5_2_to_4,1311,689,2008-2012
B25127_6_5_to_19,3685,722,2008-2012
B25127_7_20_to_49,2537,128,2008-2012
B25127_8_50_or_more,4641,815,2008-2012
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",4370,3652,2008-2012
B25127_10_built_1980_to_1999,258865,160905,2008-2012
"B25127_11_1,_detached__or_attached",201033,138224,2008-2012
B25127_12_2_to_4,6950,4456,2008-2012
B25127_13_5_to_19,19077,8422,2008-2012
B25127_14_20_to_49,10283,992,2008-2012
B25127_15_50_or_more,10813,2117,2008-2012
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",10709,6694,2008-2012
B25127_17_built_1960_to_1979,375991,261950,2008-2012
"B25127_18_1,_detached__or_attached",303641,228405,2008-2012
B25127_19_2_to_4,7394,6913,2008-2012
B25127_20_5_to_19,15816,10253,2008-2012
B25127_21_20_to_49,13032,1712,2008-2012
B25127_22_50_or_more,16787,3118,2008-2012
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",19321,11549,2008-2012
B25127_24_built_1940_to_1959,583697,99480,2008-2012
"B25127_25_1,_detached__or_attached",567557,96118,2008-2012
B25127_26_2_to_4,6862,1089,2008-2012
B25127_27_5_to_19,3156,1257,2008-2012
B25127_28_20_to_49,2061,165,2008-2012
B25127_29_50_or_more,1728,181,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",2333,670,2008-2012
B25127_31_built_1939_or_earlier,217784,12753,2008-2012
"B25127_32_1,_detached__or_attached",207106,12167,2008-2012
B25127_33_2_to_4,7415,316,2008-2012
B25127_34_5_to_19,809,134,2008-2012
B25127_35_20_to_49,473,27,2008-2012
B25127_36_50_or_more,1482,28,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",499,81,2008-2012
B25127_38_renter_occupied,1695180,403056,2008-2012
B25127_39_built_2000_or_later,93963,39508,2008-2012
"B25127_40_1,_detached__or_attached",19316,7472,2008-2012
B25127_41_2_to_4,7062,2586,2008-2012
B25127_42_5_to_19,14412,8611,2008-2012
B25127_43_20_to_49,14478,4735,2008-2012
B25127_44_50_or_more,37125,15659,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",1570,445,2008-2012
B25127_46_built_1980_to_1999,315342,107632,2008-2012
"B25127_47_1,_detached__or_attached",60352,24571,2008-2012
B25127_48_2_to_4,35584,16453,2008-2012
B25127_49_5_to_19,88664,29699,2008-2012
B25127_50_20_to_49,57909,10622,2008-2012
B25127_51_50_or_more,69103,24531,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",3730,1756,2008-2012
B25127_53_built_1960_to_1979,565010,185353,2008-2012
"B25127_54_1,_detached__or_attached",104411,46610,2008-2012
B25127_55_2_to_4,70728,40214,2008-2012
B25127_56_5_to_19,181310,47818,2008-2012
B25127_57_20_to_49,108002,16209,2008-2012
B25127_58_50_or_more,94126,31233,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",6433,3269,2008-2012
B25127_60_built_1940_to_1959,455813,58302,2008-2012
"B25127_61_1,_detached__or_attached",195974,28340,2008-2012
B25127_62_2_to_4,65466,11531,2008-2012
B25127_63_5_to_19,113404,9613,2008-2012
B25127_64_20_to_49,49651,4053,2008-2012
B25127_65_50_or_more,29254,4369,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",2064,396,2008-2012
B25127_67_built_1939_or_earlier,265052,12261,2008-2012
"B25127_68_1,_detached__or_attached",109990,7065,2008-2012
B25127_69_2_to_4,46326,2079,2008-2012
B25127_70_5_to_19,58094,1616,2008-2012
B25127_71_20_to_49,28260,782,2008-2012
B25127_72_50_or_more,22072,601,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",310,118,2008-2012
B03002_1_total,9840024,3021840,2008-2012
B03002_2_not_hispanic_or_latino,5145178,2006827,2008-2012
B03002_3_white_alone,2731605,1332316,2008-2012
B03002_4_black_or_african_american_alone,809858,45438,2008-2012
B03002_5_american_indian_and_alaska_native_alone,17371,6676,2008-2012
B03002_6_asian_alone,1343920,542857,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,23520,8823,2008-2012
B03002_8_some_other_race_alone,24612,6629,2008-2012
B03002_9_two_or_more_races,194292,64088,2008-2012
B03002_10_two_races_including_some_other_race,14793,3951,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",179499,60137,2008-2012
B03002_12_hispanic_or_latino,4694846,1015013,2008-2012
B03002_13_white_alone,2498092,553908,2008-2012
B03002_14_black_or_african_american_alone,29979,3547,2008-2012
B03002_15_american_indian_and_alaska_native_alone,32253,6032,2008-2012
B03002_16_asian_alone,16641,4167,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,2453,752,2008-2012
B03002_18_some_other_race_alone,1958996,414525,2008-2012
B03002_19_two_or_more_races,156432,32082,2008-2012
B03002_20_two_races_including_some_other_race,91233,20140,2008-2012
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",65199,11942,2008-2012
B11005_1_total,3218511,990266,2008-2012
B11005_2_households_with_one_or_more_people_under_18_years,1196767,372372,2008-2012
B11005_3_family_households,1189143,370168,2008-2012
B11005_4_married-couple_family,762468,272513,2008-2012
B11005_5_other_family,426675,97655,2008-2012
"B11005_6_male_householder,_no_wife_present",115495,28033,2008-2012
"B11005_7_female_householder,_no_husband_present",311180,69622,2008-2012
B11005_8_nonfamily_households,7624,2204,2008-2012
B11005_9_male_householder,5083,1573,2008-2012
B11005_10_female_householder,2541,631,2008-2012
B11005_11_households_with_no_people_under_18_years,2021744,617894,2008-2012
B11005_12_family_households,974608,337204,2008-2012
B11005_13_married-couple_family,685113,264852,2008-2012
B11005_14_other_family,289495,72352,2008-2012
"B11005_15_male_householder,_no_wife_present",101824,25983,2008-2012
"B11005_16_female_householder,_no_husband_present",187671,46369,2008-2012
B11005_17_nonfamily_households,1047136,280690,2008-2012
B11005_18_male_householder,500349,127221,2008-2012
B11005_19_female_householder,546787,153469,2008-2012
