index,48085,48113,48121,48139,48221,48231,48251,48257,48367,48397,48425,48439,48497,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2012-2016
FILETYPE,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2016e5,2012-2016
STATE,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,2012-2016
CHARITER,000,000,000,000,000,000,000,000,000,000,000,000,000,2012-2016
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,2012-2016
LOGRECNO,0000055,0000069,0000073,0000082,0000123,0000128,0000138,0000141,0000196,0000211,0000225,0000232,0000261,2012-2016
SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,050,050,050,050,2012-2016
STATE_FIPS,48,48,48,48,48,48,48,48,48,48,48,48,48,2012-2016
GEO_ID,05000US48085,05000US48113,05000US48121,05000US48139,05000US48221,05000US48231,05000US48251,05000US48257,05000US48367,05000US48397,05000US48425,05000US48439,05000US48497,2012-2016
GEO_NAME,"Collin County, Texas","Dallas County, Texas","Denton County, Texas","Ellis County, Texas","Hood County, Texas","Hunt County, Texas","Johnson County, Texas","Kaufman County, Texas","Parker County, Texas","Rockwall County, Texas","Somervell County, Texas","Tarrant County, Texas","Wise County, Texas",2012-2016
B01003_1_total,886633,2513054,754650,160225,54217,89068,157544,111830,123601,88010,8673,1947529,62089,2012-2016
B01001_1_total,886633,2513054,754650,160225,54217,89068,157544,111830,123601,88010,8673,1947529,62089,2012-2016
B01001_2_male,435186,1238199,371110,79024,26724,43952,78506,54970,61585,43084,4265,953334,31097,2012-2016
B01001_3_under_5_years,29713,99609,26026,5537,1635,2845,5392,3908,3795,2665,228,72743,2087,2012-2016
B01001_4_5_to_9_years,34329,99135,27569,6427,1440,2979,5690,4616,4627,3618,275,76595,2205,2012-2016
B01001_5_10_to_14_years,37543,92550,30406,6437,1891,3285,6434,4451,4202,3680,301,75758,2274,2012-2016
B01001_6_15_to_17_years,21339,53672,16842,4040,1045,1897,3674,2775,2735,2353,235,43727,1439,2012-2016
B01001_7_18_and_19_years,11252,33703,10064,2267,602,1302,2185,1478,1651,1215,61,25857,766,2012-2016
B01001_8_20_years,5111,18524,5379,1384,405,612,815,617,798,395,20,12017,355,2012-2016
B01001_9_21_years,4992,17606,5347,916,226,735,999,589,570,567,62,14128,531,2012-2016
B01001_10_22_to_24_years,15001,55001,14887,3056,733,1789,3157,1924,2447,1385,158,40357,997,2012-2016
B01001_11_25_to_29_years,25480,102237,27578,4824,1318,2792,4932,3227,3523,2142,193,70899,1924,2012-2016
B01001_12_30_to_34_years,29698,99189,27709,4796,1424,2596,5040,3726,3541,2736,332,70089,2025,2012-2016
B01001_13_35_to_39_years,33708,89147,27853,5360,1216,2841,5122,3769,3661,3233,146,65278,1531,2012-2016
B01001_14_40_to_44_years,36795,86191,30486,4993,1421,2307,5145,3916,3847,3279,376,66318,2132,2012-2016
B01001_15_45_to_49_years,34999,81899,28154,5470,1620,2883,5496,3712,4288,3322,267,65288,2160,2012-2016
B01001_16_50_to_54_years,32400,80783,26543,5609,1822,3230,5668,3944,4969,3035,293,65922,2395,2012-2016
B01001_17_55_to_59_years,26060,70013,20990,5025,1741,3025,5184,3532,4704,2756,309,56740,2457,2012-2016
B01001_18_60_and_61_years,8327,25014,6610,1993,923,1070,2003,1319,1491,805,99,19807,737,2012-2016
B01001_19_62_to_64_years,10570,30622,9568,2426,1221,1586,2149,1555,2111,1310,163,25792,898,2012-2016
B01001_20_65_and_66_years,6812,18679,5660,1405,885,869,1678,827,1283,806,229,15330,436,2012-2016
B01001_21_67_to_69_years,8437,20952,6939,1788,1103,1121,2014,1314,2022,1001,88,19148,1121,2012-2016
