B11001_9_householder_not_living_alone,281,3765,506,3607,5740,74095,728,5278,740,2005-2009
B15002_1_total,17449,186055,18909,311820,184624,2398592,48027,261317,20576,2005-2009
B15002_2_male,8381,95460,9319,152920,88814,1183237,22990,127763,10009,2005-2009
B15002_3_no_schooling_completed,51,1069,54,1887,829,22346,65,797,181,2005-2009
B15002_4_nursery_to_4th_grade,183,927,64,1706,756,26901,495,1192,228,2005-2009
B15002_5_5th_and_6th_grade,145,2357,298,2888,1823,64126,674,2848,379,2005-2009
B15002_6_7th_and_8th_grade,244,2740,160,2440,1797,36371,991,2611,206,2005-2009
B15002_7_9th_grade,251,2620,288,2611,1660,42805,1012,2726,375,2005-2009
B15002_8_10th_grade,246,2550,265,2190,2337,30926,1072,3269,336,2005-2009
B15002_9_11th_grade,282,2696,246,3045,2820,31408,1326,2673,504,2005-2009
"B15002_10_12th_grade,_no_diploma",198,1484,164,2115,1682,28261,812,3145,146,2005-2009
"B15002_11_high_school_graduate,_ged,_or_alternative",2807,25320,2893,32417,24167,277536,8645,33096,3718,2005-2009
"B15002_12_some_college,_less_than_1_year",562,6445,983,6848,5847,54679,1268,7930,521,2005-2009
"B15002_13_some_college,_1_or_more_years,_no_degree",1381,16534,1798,22933,15282,164541,3075,20003,1400,2005-2009
B15002_14_associate's_degree,507,6899,718,9202,6208,59394,1453,7911,387,2005-2009
B15002_15_bachelor's_degree,1065,15426,1047,40430,15195,218868,1498,27137,1240,2005-2009
B15002_16_master's_degree,363,5090,217,15716,4943,76597,341,8501,195,2005-2009
B15002_17_professional_school_degree,86,1874,81,3310,1970,29750,122,2610,146,2005-2009
B15002_18_doctorate_degree,10,1429,43,3182,1498,18728,141,1314,47,2005-2009
B15002_19_female,9068,90595,9590,158900,95810,1215355,25037,133554,10567,2005-2009
B15002_20_no_schooling_completed,77,990,37,2693,884,22764,183,746,82,2005-2009
B15002_21_nursery_to_4th_grade,156,556,47,1713,750,25954,254,994,112,2005-2009
B15002_22_5th_and_6th_grade,177,2167,94,3229,1601,58232,637,2765,303,2005-2009
B15002_23_7th_and_8th_grade,390,2293,200,2968,1994,33055,1025,2296,308,2005-2009
B15002_24_9th_grade,189,2377,451,2372,1902,38069,953,2463,381,2005-2009
B15002_25_10th_grade,234,2137,350,2228,2210,28734,1361,3280,347,2005-2009
B15002_26_11th_grade,354,2285,302,2458,2555,30950,1830,3600,359,2005-2009
"B15002_27_12th_grade,_no_diploma",170,1285,193,2298,1433,24584,640,2890,121,2005-2009
"B15002_28_high_school_graduate,_ged,_or_alternative",3360,22583,2913,34943,25343,301351,8469,36366,3938,2005-2009
"B15002_29_some_college,_less_than_1_year",689,8039,664,9229,7426,71610,1929,9771,577,2005-2009
"B15002_30_some_college,_1_or_more_years,_no_degree",1454,15394,1977,25100,16878,186057,3839,22622,1550,2005-2009
B15002_31_associate's_degree,454,7245,958,10875,9254,70680,1582,10445,456,2005-2009
B15002_32_bachelor's_degree,1061,15958,985,41284,15915,218507,1744,25325,1428,2005-2009
B15002_33_master's_degree,250,5142,301,13729,5402,76053,386,7706,566,2005-2009
B15002_34_professional_school_degree,44,1298,65,2322,1403,19134,115,1446,13,2005-2009
B15002_35_doctorate_degree,9,846,53,1459,860,9621,90,839,26,2005-2009
B19001_1_total,9028,100617,11615,140542,107133,1358313,24285,139258,12481,2005-2009
"B19001_2_less_than_$10,000",605,4984,751,4733,8226,95217,1920,6506,982,2005-2009
"B19001_3_$10,000_to_$14,999",464,4270,391,3420,5535,72502,1536,4889,1210,2005-2009
"B19001_4_$15,000_to_$19,999",472,4992,636,4066,5883,76735,1787,6100,669,2005-2009
"B19001_5_$20,000_to_$24,999",697,4414,516,3919,4992,81571,1660,6258,686,2005-2009
"B19001_6_$25,000_to_$29,999",462,4365,543,4313,5590,77020,1359,6661,817,2005-2009
"B19001_7_$30,000_to_$34,999",453,4524,455,5083,5755,75039,1498,6499,922,2005-2009
"B19001_8_$35,000_to_$39,999",467,4227,556,4892,4810,68648,1391,5689,549,2005-2009
"B19001_9_$40,000_to_$44,999",501,4555,466,5212,4429,66792,1049,5947,509,2005-2009
"B19001_10_$45,000_to_$49,999",297,4287,266,5202,4563,58587,1464,5762,625,2005-2009
"B19001_11_$50,000_to_$59,999",672,7797,1182,10022,7749,111364,2047,10747,1192,2005-2009
"B19001_12_$60,000_to_$74,999",1007,10449,1391,14521,10815,127343,2488,13870,987,2005-2009
"B19001_13_$75,000_to_$99,999",963,14286,1861,20161,13807,154167,3082,19481,1243,2005-2009
"B19001_14_$100,000_to_$124,999",832,10540,784,16870,9505,99900,1472,12769,891,2005-2009
"B19001_15_$125,000_to_$149,999",421,6720,843,11477,5879,62058,611,8502,474,2005-2009
"B19001_16_$150,000_to_$199,999",405,6255,762,13481,5528,63540,605,8873,401,2005-2009
"B19001_17_$200,000_or_more",310,3952,212,13170,4067,67830,316,10705,324,2005-2009
B19013_1_median_household_income_in_the_past_12_months_(in_2009_inflation-adjusted_dollars),51086,62570,60451,80638,54398,50569,44730,64971,43865,2005-2009
B25001_1_total,10866,112518,13373,149230,130739,1534652,28527,155158,14034,2005-2009
B25003_1_total,9028,100617,11615,140542,107133,1358313,24285,139258,12481,2005-2009
B25003_2_owner_occupied,7099,75912,9629,115487,72472,781746,18697,106410,8251,2005-2009
B25003_3_renter_occupied,1929,24705,1986,25055,34661,576567,5588,32848,4230,2005-2009
B25024_1_total,10866,112518,13373,149230,130739,1534652,28527,155158,14034,2005-2009
"B25024_2_1,_detached",8011,80043,9766,125779,92480,875058,17607,104946,8768,2005-2009
"B25024_3_1,_attached",197,1808,44,2915,2290,56957,227,4797,119,2005-2009
B25024_4_2,175,644,134,348,3442,21048,327,831,294,2005-2009
B25024_5_3_or_4,320,2110,275,1056,3625,47992,544,2187,592,2005-2009
B25024_6_5_to_9,226,3651,178,2686,4992,93128,268,3699,641,2005-2009
B25024_7_10_to_19,145,4694,85,4843,8653,210859,433,6567,274,2005-2009
B25024_8_20_to_49,32,2228,66,2173,3277,74615,138,3788,60,2005-2009
B25024_9_50_or_more,30,3091,10,3265,4702,112198,153,3568,177,2005-2009
B25024_10_mobile_home,1700,13841,2791,6103,7080,41656,8648,24398,3075,2005-2009
"B25024_11_boat,_rv,_van,_etc.",30,408,24,62,198,1141,182,377,34,2005-2009
B25077_1_median_value_(dollars),130300,135200,123200,168600,132500,130100,77900,152200,109300,2005-2009
B25034_1_total,10866,112518,13373,149230,130739,1534652,28527,155158,14034,2005-2009
B25034_2_built_2005_or_later,253,7674,849,14914,6255,73218,843,14830,724,2005-2009
B25034_3_built_2000_to_2004,1046,16485,2067,33351,16177,182771,3061,33398,1978,2005-2009
B25034_4_built_1990_to_1999,1760,20041,2930,36070,16812,189543,6539,40795,3474,2005-2009
B25034_5_built_1980_to_1989,2067,19773,2124,31388,21865,273868,5293,27057,2698,2005-2009
B25034_6_built_1970_to_1979,1957,22055,2375,22716,24411,377653,5879,26965,2136,2005-2009
B25034_7_built_1960_to_1969,1058,11432,1275,4673,15765,184573,2502,7161,951,2005-2009
B25034_8_built_1950_to_1959,1027,9286,839,3457,12029,143050,2005,2748,686,2005-2009
B25034_9_built_1940_to_1949,544,3562,438,991,7490,57558,1179,1018,524,2005-2009
B25034_10_built_1939_or_earlier,1154,2210,476,1670,9935,52418,1226,1186,863,2005-2009
B03002_1_total,26567,292304,29198,508099,282440,3909790,74941,411726,35552,2005-2009
B03002_2_not_hispanic_or_latino,20988,216908,24371,389469,223480,2407466,63840,339960,27019,2005-2009
B03002_3_white_alone,18055,169104,20697,202228,170704,1428577,53189,307399,17250,2005-2009
B03002_4_black_or_african_american_alone,2596,30077,3342,104535,40220,708007,9133,18329,9097,2005-2009
B03002_5_american_indian_and_alaska_native_alone,79,882,87,1167,925,7373,311,1005,55,2005-2009
B03002_6_asian_alone,14,12794,62,74340,7738,219170,276,7372,193,2005-2009
B03002_7_native_hawaiian_and_other_pacific_islander_alone,0,45,0,7,159,2955,115,138,0,2005-2009
B03002_8_some_other_race_alone,21,622,0,1735,650,8856,48,421,8,2005-2009
B03002_9_two_or_more_races,223,3384,183,5457,3084,32528,768,5296,416,2005-2009
B03002_10_two_races_including_some_other_race,0,322,0,689,152,2971,86,352,23,2005-2009
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",223,3062,183,4768,2932,29557,682,4944,393,2005-2009
B03002_12_hispanic_or_latino,5579,75396,4827,118630,58960,1502324,11101,71766,8533,2005-2009
B03002_13_white_alone,4527,53573,2967,82759,45190,966083,5847,50170,6224,2005-2009
B03002_14_black_or_african_american_alone,30,698,9,1174,284,10067,110,332,57,2005-2009
B03002_15_american_indian_and_alaska_native_alone,0,277,58,943,575,8123,97,477,251,2005-2009
B03002_16_asian_alone,0,115,19,385,70,2200,0,32,48,2005-2009
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,29,0,0,10,618,0,16,0,2005-2009
B03002_18_some_other_race_alone,819,18562,1725,29323,11093,488822,4831,19140,1700,2005-2009
B03002_19_two_or_more_races,203,2142,49,4046,1738,26411,216,1599,253,2005-2009
B03002_20_two_races_including_some_other_race,119,1415,18,3046,1037,17395,167,1150,188,2005-2009
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",84,727,31,1000,701,9016,49,449,65,2005-2009
B11005_1_total,9028,100617,11615,140542,107133,1358313,24285,139258,12481,2005-2009
B11005_2_households_with_one_or_more_people_under_18_years,3085,43753,5304,70750,39301,551959,9550,56758,5036,2005-2009
B11005_3_family_households,3052,43409,5235,70497,38818,547845,9503,56305,5018,2005-2009
B11005_4_married-couple_family,2158,31929,3872,53943,25940,363744,6683,42129,3153,2005-2009
B11005_5_other_family,894,11480,1363,16554,12878,184101,2820,14176,1865,2005-2009
"B11005_6_male_householder,_no_wife_present",311,3539,440,4589,3008,42633,716,4027,432,2005-2009
"B11005_7_female_householder,_no_husband_present",583,7941,923,11965,9870,141468,2104,10149,1433,2005-2009
B11005_8_nonfamily_households,33,344,69,253,483,4114,47,453,18,2005-2009
B11005_9_male_householder,0,208,69,219,363,3178,47,436,0,2005-2009
B11005_10_female_householder,33,136,0,34,120,936,0,17,18,2005-2009
B11005_11_households_with_no_people_under_18_years,5943,56864,6311,69792,67832,806354,14735,82500,7445,2005-2009
B11005_12_family_households,3567,33646,3923,46089,34471,383212,8269,50088,4161,2005-2009
B11005_13_married-couple_family,3115,28645,3489,39138,28351,294369,6841,43361,3236,2005-2009
B11005_14_other_family,452,5001,434,6951,6120,88843,1428,6727,925,2005-2009
"B11005_15_male_householder,_no_wife_present",183,1935,141,2701,1986,33193,717,2403,335,2005-2009
"B11005_16_female_householder,_no_husband_present",269,3066,293,4250,4134,55650,711,4324,590,2005-2009
B11005_17_nonfamily_households,2376,23218,2388,23703,33361,423142,6466,32412,3284,2005-2009
B11005_18_male_householder,817,11228,1184,10321,16459,214743,3108,14924,1420,2005-2009
B11005_19_female_householder,1559,11990,1204,13382,16902,208399,3358,17488,1864,2005-2009
