index,48085,48113,48121,48139,48221,48231,48251,48257,48367,48397,48425,48439,48497,estimate_year
FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,2008-2012
FILETYPE,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2012e5,2008-2012
STATE,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,2008-2012
CHARITER,000,000,000,000,000,000,000,000,000,000,000,000,000,2008-2012
SEQUENCE,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,0003,2008-2012
LOGRECNO,0000055,0000069,0000073,0000082,0000123,0000128,0000138,0000141,0000196,0000211,0000225,0000232,0000261,2008-2012
SUMMARY_LEVEL,050,050,050,050,050,050,050,050,050,050,050,050,050,2008-2012
STATE_FIPS,48,48,48,48,48,48,48,48,48,48,48,48,48,2008-2012
GEO_ID,05000US48085,05000US48113,05000US48121,05000US48139,05000US48221,05000US48231,05000US48251,05000US48257,05000US48367,05000US48397,05000US48425,05000US48439,05000US48497,2008-2012
GEO_NAME,"Collin County, Texas","Dallas County, Texas","Denton County, Texas","Ellis County, Texas","Hood County, Texas","Hunt County, Texas","Johnson County, Texas","Kaufman County, Texas","Parker County, Texas","Rockwall County, Texas","Somervell County, Texas","Tarrant County, Texas","Wise County, Texas",2008-2012
B01003_1_total,788580,2379214,667934,149712,51161,85955,151174,103385,116820,78749,8444,1814667,59351,2008-2012
B01001_1_total,788580,2379214,667934,149712,51161,85955,151174,103385,116820,78749,8444,1814667,59351,2008-2012
B01001_2_male,387832,1177560,328729,73896,25250,42569,75687,50881,59104,38600,4147,890267,29920,2008-2012
B01001_3_under_5_years,29947,99252,25511,5585,1452,2950,5442,3810,3642,2799,291,72486,2027,2008-2012
B01001_4_5_to_9_years,33624,93692,26352,6427,1499,3221,6131,4117,4264,3325,225,73597,2106,2008-2012
B01001_5_10_to_14_years,32626,88756,26988,6175,1572,2912,5804,4683,4423,3680,346,70476,2352,2008-2012
B01001_6_15_to_17_years,18337,53263,14794,3928,1071,1979,3628,2606,2829,2061,251,41423,1466,2008-2012
B01001_7_18_and_19_years,9555,33572,9318,2246,706,1352,2216,1354,1756,974,21,25110,881,2008-2012
B01001_8_20_years,4403,18437,5250,1288,246,470,1047,476,763,376,54,12362,366,2008-2012
B01001_9_21_years,3434,16793,5234,649,286,762,970,570,643,449,9,12201,419,2008-2012
B01001_10_22_to_24_years,12373,52654,13889,2756,730,1754,2693,1733,2336,897,141,37063,1027,2008-2012
B01001_11_25_to_29_years,24438,99687,24792,4300,1159,2615,4752,3018,3373,2143,243,67791,1778,2008-2012
B01001_12_30_to_34_years,28531,94474,24768,4521,1292,2332,4754,3378,3384,2573,369,64071,1744,2008-2012
B01001_13_35_to_39_years,32857,88477,27296,5189,1342,2936,5146,3377,3678,3243,263,65645,1719,2008-2012
B01001_14_40_to_44_years,34298,84909,26734,4997,1406,2562,5301,3951,4070,2864,177,63993,2144,2008-2012
B01001_15_45_to_49_years,32482,82364,25823,5475,1756,3076,5857,3735,5053,3116,342,66005,2405,2008-2012
B01001_16_50_to_54_years,26851,75719,21755,5449,1877,3089,5529,3740,4628,2670,284,61251,2310,2008-2012
B01001_17_55_to_59_years,20503,59616,16515,4381,1989,2547,4734,3031,4114,1845,346,47255,1999,2008-2012
B01001_18_60_and_61_years,7000,20957,5569,1806,876,1178,1683,1105,1509,1034,68,17752,845,2008-2012
B01001_19_62_to_64_years,9172,27051,7440,2005,845,1424,2021,1400,1785,1186,136,22097,837,2008-2012
B01001_20_65_and_66_years,5478,14741,4222,1301,796,772,1537,794,1268,652,19,11970,585,2008-2012
B01001_21_67_to_69_years,6233,17338,5049,1517,1002,1060,1745,1154,1418,525,103,13992,781,2008-2012
B01001_22_70_to_74_years,6930,21252,4766,1618,1367,1556,1927,1209,1716,1052,215,17051,911,2008-2012
B01001_23_75_to_79_years,4317,15557,3141,1208,1155,941,1339,887,1318,578,92,12294,730,2008-2012
B01001_24_80_to_84_years,2510,10605,2043,601,532,537,911,491,662,354,105,7919,246,2008-2012
B01001_25_85_years_and_over,1933,8394,1480,474,294,544,520,262,472,204,47,6463,242,2008-2012
B01001_26_female,400748,1201654,339205,75816,25911,43386,75487,52504,57716,40149,4297,924400,29431,2008-2012
B01001_27_under_5_years,28567,94587,24256,5250,1392,2759,5250,3878,3530,2731,225,70043,1908,2008-2012
B01001_28_5_to_9_years,33246,90238,26478,6122,1559,3057,5374,4170,3727,3485,296,68605,2115,2008-2012
B01001_29_10_to_14_years,30555,84796,24535,5719,1261,2843,5985,3980,4494,3237,371,69549,2183,2008-2012
B01001_30_15_to_17_years,17350,50837,13969,3804,994,1682,3372,2388,2683,1931,178,39808,1297,2008-2012
B01001_31_18_and_19_years,8534,31325,9755,2019,457,1226,1929,1241,1564,928,142,24123,697,2008-2012
B01001_32_20_years,3653,17053,5755,744,189,788,677,450,631,267,27,12771,309,2008-2012
B01001_33_21_years,3612,15308,5011,1128,221,590,718,866,643,144,14,12234,213,2008-2012
B01001_34_22_to_24_years,12452,52177,15119,2737,785,1664,2839,1575,1692,1134,159,37460,1100,2008-2012
B01001_35_25_to_29_years,26208,98767,25598,4685,1258,2564,4695,3307,2962,2315,269,69485,1787,2008-2012
B01001_36_30_to_34_years,31392,93513,26211,4737,1220,2489,4905,3590,3213,2884,204,66805,1662,2008-2012
B01001_37_35_to_39_years,35623,88075,29123,5522,1524,2499,5424,3817,3882,3331,311,68068,1795,2008-2012
B01001_38_40_to_44_years,34518,83791,26183,5215,1270,3005,4800,3776,4179,3009,319,66890,2194,2008-2012
B01001_39_45_to_49_years,32712,82075,26127,5608,1890,3221,5694,3889,4700,3345,283,67319,2362,2008-2012
B01001_40_50_to_54_years,27151,77763,22509,5492,1931,3163,5359,3675,4655,2859,276,62585,2276,2008-2012
B01001_41_55_to_59_years,22602,63822,17986,4776,2165,2641,5379,3380,3952,2298,236,50225,1947,2008-2012
B01001_42_60_and_61_years,7527,24165,6336,1508,901,1105,1398,1031,1530,853,189,19124,758,2008-2012
B01001_43_62_to_64_years,10344,31024,7710,2201,1123,1500,2088,1462,1956,1106,134,24994,877,2008-2012
B01001_44_65_and_66_years,5973,15921,4350,1288,859,938,1040,798,945,615,52,13550,491,2008-2012
B01001_45_67_to_69_years,7013,21965,5646,1320,929,1247,2062,1233,1258,644,77,16219,987,2008-2012
B01001_46_70_to_74_years,8062,27030,5874,2340,1420,1480,2427,1428,2227,1208,227,20834,771,2008-2012
B01001_47_75_to_79_years,5086,21472,4522,1589,1134,1054,1889,1067,1501,866,101,16927,712,2008-2012
B01001_48_80_to_84_years,4774,18299,3123,1035,688,832,1017,886,820,600,164,13291,544,2008-2012
B01001_49_85_years_and_over,3794,17651,3029,977,741,1039,1166,617,972,359,43,13491,446,2008-2012
B02001_1_total,788580,2379214,667934,149712,51161,85955,151174,103385,116820,78749,8444,1814667,59351,2008-2012
B02001_2_white_alone,587645,1366988,517920,123150,46753,69784,139581,86514,109442,67839,7619,1273774,55418,2008-2012
B02001_3_black_or_african_american_alone,65972,522637,55003,13233,291,7543,3918,10001,2056,4008,107,269911,610,2008-2012
B02001_4_american_indian_and_alaska_native_alone,4022,10067,2606,2198,384,555,769,465,1022,524,31,9312,533,2008-2012
B02001_5_asian_alone,89813,122340,44142,955,248,963,1087,680,703,1841,10,84660,202,2008-2012
B02001_6_native_hawaiian_and_other_pacific_islander_alone,522,1381,476,15,0,40,312,188,8,404,0,3198,38,2008-2012
B02001_7_some_other_race_alone,18894,298469,20806,7198,2919,5776,2694,2590,1874,2265,649,131728,1567,2008-2012
B02001_8_two_or_more_races,21712,57332,26981,2963,566,1294,2813,2947,1715,1868,28,42084,983,2008-2012
B02001_9_two_races_including_some_other_race,4423,17317,4642,601,121,193,485,431,448,439,0,9671,252,2008-2012
"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",17289,40015,22339,2362,445,1101,2328,2516,1267,1429,28,32413,731,2008-2012
B11001_1_total,283025,849874,237732,50327,20631,30682,51776,34597,41640,26141,3221,651877,20352,2008-2012
B11001_2_family_households,208722,555311,168703,40204,14777,20832,39841,27316,31395,21219,2191,451651,15819,2008-2012
B11001_3_married-couple_family,170897,370755,134421,31374,12471,16072,31359,20877,25743,17684,1798,327213,13163,2008-2012
B11001_4_other_family,37825,184556,34282,8830,2306,4760,8482,6439,5652,3535,393,124438,2656,2008-2012
"B11001_5_male_householder,_no_wife_present",10886,48358,9165,2523,549,1220,2860,1832,1822,1202,75,32442,613,2008-2012
"B11001_6_female_householder,_no_husband_present",26939,136198,25117,6307,1757,3540,5622,4607,3830,2333,318,91996,2043,2008-2012
B11001_7_nonfamily_households,74303,294563,69029,10123,5854,9850,11935,7281,10245,4922,1030,200226,4533,2008-2012
B11001_8_householder_living_alone,61098,243911,53344,8403,5097,8394,9673,6094,8590,4131,932,167887,3872,2008-2012
B11001_9_householder_not_living_alone,13205,50652,15685,1720,757,1456,2262,1187,1655,791,98,32339,661,2008-2012
B15002_1_total,506312,1486474,415720,93135,36741,55946,97099,65488,77200,50331,5694,1135356,38885,2008-2012
B15002_2_male,243533,721141,201393,44842,17688,27169,47756,31532,38448,24039,2809,545549,19276,2008-2012
B15002_3_no_schooling_completed,1805,16312,1464,749,122,471,593,454,285,180,4,7682,286,2008-2012
B15002_4_nursery_to_4th_grade,1016,15558,1057,336,160,186,520,482,335,120,10,6657,322,2008-2012
B15002_5_5th_and_6th_grade,3103,38628,3106,1077,374,550,998,612,240,381,87,19008,556,2008-2012
B15002_6_7th_and_8th_grade,2245,20167,2323,966,274,754,1259,962,629,290,64,9023,505,2008-2012
