B15002_7_9th_grade,2441,33371,3499,1370,322,866,1346,1033,782,341,64,14432,479,2008-2012
B15002_8_10th_grade,2475,17665,2107,1200,435,823,1585,816,1121,205,105,11152,713,2008-2012
B15002_9_11th_grade,1675,20802,2540,1170,494,1205,1954,971,1444,297,23,13285,764,2008-2012
"B15002_10_12th_grade,_no_diploma",2143,14416,2298,610,328,415,769,556,477,167,55,9136,267,2008-2012
"B15002_11_high_school_graduate,_ged,_or_alternative",33480,164577,35378,13246,4650,9424,15966,9895,10722,5150,718,125048,6613,2008-2012
"B15002_12_some_college,_less_than_1_year",11600,33163,12406,3941,1500,1906,3988,2496,3495,1905,165,35077,1506,2008-2012
"B15002_13_some_college,_1_or_more_years,_no_degree",37129,101691,36284,7685,3220,4464,8661,6179,7104,4149,347,94624,3469,2008-2012
B15002_14_associate's_degree,16481,37595,15021,3081,1142,1482,2691,1625,2695,1880,288,36127,836,2008-2012
B15002_15_bachelor's_degree,81448,130894,58299,6294,3095,2908,4979,3739,5824,6145,693,109754,2253,2008-2012
B15002_16_master's_degree,34526,49701,18649,2316,1065,1175,1734,1313,2311,1909,77,38584,515,2008-2012
B15002_17_professional_school_degree,6322,18693,3248,596,281,174,374,251,529,553,98,9979,124,2008-2012
B15002_18_doctorate_degree,5644,7908,3714,205,226,366,339,148,455,367,11,5981,68,2008-2012
B15002_19_female,262779,765333,214327,48293,19053,28777,49343,33956,38752,26292,2885,589807,19609,2008-2012
B15002_20_no_schooling_completed,2203,15555,1628,420,99,318,629,490,205,291,5,9116,150,2008-2012
B15002_21_nursery_to_4th_grade,974,14070,1169,408,124,222,297,299,139,89,0,6017,216,2008-2012
B15002_22_5th_and_6th_grade,2970,32634,2429,1149,263,581,608,535,268,348,83,15876,511,2008-2012
B15002_23_7th_and_8th_grade,1986,19864,1869,931,320,612,1293,739,481,257,109,10347,413,2008-2012
B15002_24_9th_grade,2028,29566,3112,1242,280,816,1348,831,724,205,129,14817,521,2008-2012
B15002_25_10th_grade,2687,17824,2329,1331,736,911,1361,799,995,394,67,12033,561,2008-2012
B15002_26_11th_grade,2543,20662,2181,1203,515,1216,1702,1107,1036,565,98,14158,373,2008-2012
"B15002_27_12th_grade,_no_diploma",2520,13731,2144,705,224,370,593,538,646,337,18,9166,325,2008-2012
"B15002_28_high_school_graduate,_ged,_or_alternative",44955,178323,42500,14643,5851,9718,16527,10917,10437,6282,752,144952,7324,2008-2012
"B15002_29_some_college,_less_than_1_year",17060,46254,14725,4368,1757,2215,4483,2832,3525,2089,140,44257,1444,2008-2012
"B15002_30_some_college,_1_or_more_years,_no_degree",41230,121288,39709,8302,4039,4646,8907,6830,7638,4686,422,103581,3389,2008-2012
B15002_31_associate's_degree,21514,44559,16989,3595,1053,2102,3643,2108,3390,1942,217,39964,1160,2008-2012
B15002_32_bachelor's_degree,84229,141538,58147,7015,2560,3442,5849,4237,6764,6284,648,117295,2230,2008-2012
B15002_33_master's_degree,29699,52970,20764,2512,884,1335,1780,1499,2135,1975,160,38459,853,2008-2012
B15002_34_professional_school_degree,4022,11417,2346,300,232,81,156,156,209,364,32,5793,72,2008-2012
B15002_35_doctorate_degree,2159,5078,2286,169,116,192,167,39,160,184,5,3976,67,2008-2012
B19001_1_total,283025,849874,237732,50327,20631,30682,51776,34597,41640,26141,3221,651877,20352,2008-2012
"B19001_2_less_than_$10,000",10017,60739,9318,2084,919,2510,2387,1995,2155,807,369,37576,1007,2008-2012
"B19001_3_$10,000_to_$14,999",6109,43715,5848,2049,996,2572,1829,1750,1747,711,163,29800,931,2008-2012
"B19001_4_$15,000_to_$19,999",7071,46759,7511,2209,976,1995,2199,1446,1710,574,113,30426,796,2008-2012
"B19001_5_$20,000_to_$24,999",8537,51918,9208,2268,884,1607,2476,1475,1848,814,134,32942,1007,2008-2012
"B19001_6_$25,000_to_$29,999",10088,52084,9044,2178,1140,1733,2477,1337,1564,559,90,33255,830,2008-2012
"B19001_7_$30,000_to_$34,999",9711,49315,9584,2243,1310,1739,2974,1662,2085,629,79,33722,1030,2008-2012
"B19001_8_$35,000_to_$39,999",10118,44631,9656,1878,951,1571,2741,1381,1661,605,334,30857,952,2008-2012
"B19001_9_$40,000_to_$44,999",11028,44816,9402,2191,888,1571,2865,1452,1533,1046,161,31711,1224,2008-2012
"B19001_10_$45,000_to_$49,999",9053,37412,8519,2260,1315,1480,2425,1281,1844,1009,106,26285,1122,2008-2012
"B19001_11_$50,000_to_$59,999",18945,71183,18989,4674,1990,2525,5090,3141,2780,2100,269,55261,1896,2008-2012
"B19001_12_$60,000_to_$74,999",26975,84910,24866,5532,2330,2948,5765,4083,4494,2677,314,69230,2120,2008-2012
"B19001_13_$75,000_to_$99,999",39323,91883,32323,7619,2155,3389,7650,5325,5844,4311,424,83831,3235,2008-2012
"B19001_14_$100,000_to_$124,999",35465,59087,27983,5626,1606,2337,4881,3523,4418,3341,264,57715,1933,2008-2012
"B19001_15_$125,000_to_$149,999",23817,34972,18104,3174,1138,939,2513,2196,2488,2109,166,34874,896,2008-2012
"B19001_16_$150,000_to_$199,999",28495,34468,19820,2350,1246,1060,2251,1499,3294,2865,82,33063,703,2008-2012
"B19001_17_$200,000_or_more",28273,41982,17557,1992,787,706,1253,1051,2175,1984,153,31329,670,2008-2012
B19013_1_median_household_income_in_the_past_12_months_(in_2012_inflation-adjusted_dollars),83238,49159,72939,62832,54902,45170,57016,61564,65299,82725,51618,56859,55492,2008-2012
B25001_1_total,301250,944055,255790,54354,24715,36581,56723,38047,46173,27947,3642,714057,23634,2008-2012
B25003_1_total,283025,849874,237732,50327,20631,30682,51776,34597,41640,26141,3221,651877,20352,2008-2012
B25003_2_owner_occupied,196686,452993,156580,37653,16060,21963,38817,27066,33148,21638,2333,406171,16271,2008-2012
B25003_3_renter_occupied,86339,396881,81152,12674,4571,8719,12959,7531,8492,4503,888,245706,4081,2008-2012
B25024_1_total,301250,944055,255790,54354,24715,36581,56723,38047,46173,27947,3642,714057,23634,2008-2012
"B25024_2_1,_detached",212107,527212,171940,41774,16523,23657,38738,28092,33359,24121,2492,477682,15296,2008-2012
"B25024_3_1,_attached",8046,36559,4642,713,546,302,567,356,531,725,34,23495,274,2008-2012
B25024_4_2,1294,13333,1512,1515,273,483,1432,522,726,119,90,13061,408,2008-2012
B25024_5_3_or_4,5745,36717,5304,1062,446,744,1553,793,846,318,31,27244,345,2008-2012
B25024_6_5_to_9,17559,92162,13530,1210,286,2092,900,680,563,521,138,46392,341,2008-2012
B25024_7_10_to_19,23947,91866,21290,1012,205,1184,458,627,515,340,28,54499,108,2008-2012
B25024_8_20_to_49,10917,55313,18092,571,172,518,467,246,273,280,45,27859,107,2008-2012
B25024_9_50_or_more,14371,75368,7953,619,397,624,330,139,227,382,0,28408,57,2008-2012
B25024_10_mobile_home,7115,15120,11398,5792,5683,6915,12152,6570,8957,1124,784,14791,6561,2008-2012
"B25024_11_boat,_rv,_van,_etc.",149,405,129,86,184,62,126,22,176,17,0,626,137,2008-2012
B25077_1_median_value_(dollars),204900,129100,182200,139000,148600,93700,114900,127800,153100,194000,133500,136300,121400,2008-2012
B25034_1_total,301250,944055,255790,54354,24715,36581,56723,38047,46173,27947,3642,714057,23634,2008-2012
B25034_2_built_2010_or_later,2883,3022,2877,436,156,174,250,425,201,405,0,3168,75,2008-2012
B25034_3_built_2000_to_2009,104043,131625,90471,15510,6306,6611,15215,14477,13901,12705,665,164230,5807,2008-2012
B25034_4_built_1990_to_1999,89145,107344,58209,10741,5095,6033,10338,7053,9797,5676,766,105628,5612,2008-2012
B25034_5_built_1980_to_1989,58827,179479,58061,9898,6012,6839,10139,6203,8104,4843,912,146927,4346,2008-2012
B25034_6_built_1970_to_1979,29674,186686,27155,6846,4734,6252,9721,4401,6184,2357,589,108449,3286,2008-2012
B25034_7_built_1960_to_1969,8633,139880,9367,3306,969,4884,4390,2070,2803,661,111,68477,1580,2008-2012
B25034_8_built_1950_to_1959,3682,116951,4538,2926,601,2899,2881,1423,1960,558,252,65851,1191,2008-2012
B25034_9_built_1940_to_1949,1720,43099,2313,1571,366,1327,1410,653,1209,346,139,25737,774,2008-2012
B25034_10_built_1939_or_earlier,2643,35969,2799,3120,476,1562,2379,1342,2014,396,208,25590,963,2008-2012
B25127_1_total,283025,849874,237732,50327,20631,30682,51776,34597,41640,26141,3221,651877,20352,2008-2012
B25127_2_owner_occupied,196686,452993,156580,37653,16060,21963,38817,27066,33148,21638,2333,406171,16271,2008-2012
B25127_3_built_2000_or_later,74753,60477,63264,11671,4691,4339,11045,11339,10383,10530,500,103865,4107,2008-2012
"B25127_4_1,_detached__or_attached",73210,57298,61236,10680,4074,3163,8596,10017,9018,10370,473,101087,3036,2008-2012
B25127_5_2_to_4,65,262,68,0,0,9,40,11,11,18,0,276,6,2008-2012
B25127_6_5_to_19,43,477,21,0,0,0,0,0,0,42,0,40,0,2008-2012
B25127_7_20_to_49,9,467,12,0,6,0,0,0,0,11,0,65,0,2008-2012
B25127_8_50_or_more,184,924,27,0,0,9,0,0,0,0,0,208,0,2008-2012
"B25127_9_mobile_home,_boat,_rv,_van,_etc.",1242,1049,1900,991,611,1158,2409,1311,1354,89,27,2189,1065,2008-2012
B25127_10_built_1980_to_1999,91637,125443,67441,15075,7158,7945,14470,9754,13643,8052,1148,136323,7050,2008-2012
"B25127_11_1,_detached__or_attached",87984,113656,63005,12464,5224,5243,9809,6891,10026,7343,945,129412,4253,2008-2012
B25127_12_2_to_4,345,1918,99,76,16,0,57,4,7,45,0,823,0,2008-2012
B25127_13_5_to_19,359,2248,37,0,0,0,0,0,0,118,0,586,0,2008-2012
B25127_14_20_to_49,17,707,0,0,20,0,0,0,0,0,0,259,0,2008-2012
B25127_15_50_or_more,69,1590,0,0,0,0,0,0,0,0,0,216,0,2008-2012
"B25127_16_mobile_home,_boat,_rv,_van,_etc.",2863,5324,4300,2535,1898,2702,4604,2859,3610,546,203,5027,2797,2008-2012
B25127_17_built_1960_to_1979,25642,150743,21520,5995,3353,6809,9276,3808,6071,2294,344,94656,3071,2008-2012
"B25127_18_1,_detached__or_attached",25012,142924,20764,5654,2492,6094,8195,3390,5019,2228,214,92092,2552,2008-2012
B25127_19_2_to_4,51,2073,10,0,0,0,29,0,0,14,0,604,0,2008-2012
B25127_20_5_to_19,57,1984,0,0,6,3,0,0,0,21,0,286,17,2008-2012
B25127_21_20_to_49,15,629,8,0,0,0,0,0,0,0,0,80,0,2008-2012
B25127_22_50_or_more,0,1582,9,0,0,0,0,0,0,0,0,208,0,2008-2012
"B25127_23_mobile_home,_boat,_rv,_van,_etc.",507,1551,729,341,855,712,1052,418,1052,31,130,1386,502,2008-2012
B25127_24_built_1940_to_1959,3295,97102,3042,2803,703,2110,2688,1384,1868,549,207,56953,1428,2008-2012
"B25127_25_1,_detached__or_attached",3274,95527,2984,2799,674,2047,2677,1382,1856,516,207,56622,1421,2008-2012
B25127_26_2_to_4,21,490,0,0,0,0,0,0,0,0,0,192,0,2008-2012
B25127_27_5_to_19,0,325,0,0,0,0,0,0,0,0,0,52,0,2008-2012
B25127_28_20_to_49,0,178,0,0,0,0,0,0,0,0,0,25,0,2008-2012
B25127_29_50_or_more,0,232,8,0,0,0,0,0,0,0,0,19,0,2008-2012
"B25127_30_mobile_home,_boat,_rv,_van,_etc.",0,350,50,4,29,63,11,2,12,33,0,43,7,2008-2012
B25127_31_built_1939_or_earlier,1359,19228,1313,2109,155,760,1338,781,1183,213,134,14374,615,2008-2012
"B25127_32_1,_detached__or_attached",1344,18615,1313,2109,155,756,1306,781,1183,213,134,14062,612,2008-2012
B25127_33_2_to_4,0,297,0,0,0,0,0,0,0,0,0,159,0,2008-2012
B25127_34_5_to_19,0,48,0,0,0,0,0,0,0,0,0,0,3,2008-2012
B25127_35_20_to_49,0,0,0,0,0,0,0,0,0,0,0,14,0,2008-2012
B25127_36_50_or_more,15,52,0,0,0,0,0,0,0,0,0,83,0,2008-2012
"B25127_37_mobile_home,_boat,_rv,_van,_etc.",0,216,0,0,0,4,32,0,0,0,0,56,0,2008-2012
B25127_38_renter_occupied,86339,396881,81152,12674,4571,8719,12959,7531,8492,4503,888,245706,4081,2008-2012
B25127_39_built_2000_or_later,25423,61602,23943,3335,1041,1298,3093,2104,2538,1861,70,51679,901,2008-2012
"B25127_40_1,_detached__or_attached",7078,9909,6157,1294,536,320,1186,1055,798,1320,46,14158,296,2008-2012
B25127_41_2_to_4,1330,5238,1209,463,32,193,774,413,669,0,0,4686,112,2008-2012
B25127_42_5_to_19,7940,17650,6725,725,56,311,307,312,358,173,24,17060,91,2008-2012
B25127_43_20_to_49,3112,7337,6160,237,56,105,108,12,109,87,0,7117,37,2008-2012
B25127_44_50_or_more,5576,20770,3180,296,150,137,112,37,120,243,0,7811,33,2008-2012
"B25127_45_mobile_home,_boat,_rv,_van,_etc.",387,698,512,320,211,232,606,275,484,38,0,847,332,2008-2012
B25127_46_built_1980_to_1999,47657,135623,40764,4040,2024,3308,4166,2640,2888,1639,398,95787,1501,2008-2012
"B25127_47_1,_detached__or_attached",7413,21116,6680,1580,551,793,1423,963,1160,884,66,21317,544,2008-2012
B25127_48_2_to_4,3213,13597,3050,626,293,332,823,528,478,230,20,13313,189,2008-2012
B25127_49_5_to_19,24020,57132,18761,666,254,1065,518,448,244,198,20,39114,102,2008-2012
B25127_50_20_to_49,5553,18433,7336,64,30,121,81,73,75,117,24,9760,38,2008-2012
B25127_51_50_or_more,6468,22309,2950,240,75,288,104,93,79,78,0,9966,24,2008-2012
"B25127_52_mobile_home,_boat,_rv,_van,_etc.",990,3036,1987,864,821,709,1217,535,852,132,268,2317,604,2008-2012
B25127_53_built_1960_to_1979,10541,138278,12260,3356,1232,2267,3823,2034,1844,541,319,64510,1142,2008-2012
"B25127_54_1,_detached__or_attached",4599,32820,4259,1812,507,1126,1749,1263,727,281,75,21378,433,2008-2012
B25127_55_2_to_4,1216,14263,1616,828,217,235,763,183,146,24,101,11536,242,2008-2012
B25127_56_5_to_19,2646,61026,4000,358,95,364,382,260,366,133,122,21004,129,2008-2012
B25127_57_20_to_49,773,14821,1230,103,26,159,204,110,89,29,21,3792,30,2008-2012
B25127_58_50_or_more,964,14416,684,74,42,150,76,0,28,11,0,5737,0,2008-2012
"B25127_59_mobile_home,_boat,_rv,_van,_etc.",343,932,471,181,345,233,649,218,488,63,0,1063,308,2008-2012
B25127_60_built_1940_to_1959,1842,48263,3039,1220,164,1306,1283,457,803,316,82,25818,306,2008-2012
"B25127_61_1,_detached__or_attached",1451,30045,2303,995,164,742,1120,346,656,313,82,18277,294,2008-2012
B25127_62_2_to_4,162,4015,218,133,0,97,81,49,116,0,0,2647,10,2008-2012
B25127_63_5_to_19,131,8249,256,43,0,378,31,25,28,0,0,2464,0,2008-2012
B25127_64_20_to_49,36,2863,163,22,0,29,11,37,0,0,0,1180,2,2008-2012
B25127_65_50_or_more,38,2910,54,9,0,40,15,0,0,0,0,1139,0,2008-2012
"B25127_66_mobile_home,_boat,_rv,_van,_etc.",24,181,45,18,0,20,25,0,3,3,0,111,0,2008-2012
B25127_67_built_1939_or_earlier,876,13115,1146,723,110,540,594,296,419,146,19,7912,231,2008-2012
"B25127_68_1,_detached__or_attached",565,6688,783,555,110,446,545,296,419,96,19,5642,231,2008-2012
B25127_69_2_to_4,177,1540,81,107,0,37,0,0,0,0,0,922,0,2008-2012
B25127_70_5_to_19,114,1819,278,61,0,50,0,0,0,0,0,804,0,2008-2012
B25127_71_20_to_49,10,973,0,0,0,7,26,0,0,0,0,85,0,2008-2012
B25127_72_50_or_more,10,2026,4,0,0,0,23,0,0,50,0,400,0,2008-2012
"B25127_73_mobile_home,_boat,_rv,_van,_etc.",0,69,0,0,0,0,0,0,0,0,0,59,0,2008-2012
B03002_1_total,788580,2379214,667934,149712,51161,85955,151174,103385,116820,78749,8444,1814667,59351,2008-2012
B03002_2_not_hispanic_or_latino,672580,1471015,546374,114468,45862,74155,123808,85617,104369,66167,6844,1330426,49272,2008-2012
B03002_3_white_alone,496688,788657,429832,98029,44291,64104,115663,72220,99302,58336,6680,939447,47298,2008-2012
B03002_4_black_or_african_american_alone,65028,515041,53298,12959,291,7514,3867,9727,2056,3945,107,265263,594,2008-2012
B03002_5_american_indian_and_alaska_native_alone,3589,4857,1831,589,371,535,631,383,860,276,0,6119,532,2008-2012
B03002_6_asian_alone,89378,121352,43801,929,248,963,1057,680,703,1753,10,83839,165,2008-2012
B03002_7_native_hawaiian_and_other_pacific_islander_alone,522,1072,432,15,0,40,312,188,0,390,0,2941,38,2008-2012
B03002_8_some_other_race_alone,1806,4822,1166,35,133,100,6,38,6,61,19,3196,69,2008-2012
B03002_9_two_or_more_races,15569,35214,16014,1912,528,899,2272,2381,1442,1406,28,29621,576,2008-2012
B03002_10_two_races_including_some_other_race,1138,2077,534,45,83,27,76,16,200,77,0,1350,73,2008-2012
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",14431,33137,15480,1867,445,872,2196,2365,1242,1329,28,28271,503,2008-2012
B03002_12_hispanic_or_latino,116000,908199,121560,35244,5299,11800,27366,17768,12451,12582,1600,484241,10079,2008-2012
B03002_13_white_alone,90957,578331,88088,25121,2462,5680,23918,14294,10140,9503,939,334327,8120,2008-2012
B03002_14_black_or_african_american_alone,944,7596,1705,274,0,29,51,274,0,63,0,4648,16,2008-2012
B03002_15_american_indian_and_alaska_native_alone,433,5210,775,1609,13,20,138,82,162,248,31,3193,1,2008-2012
B03002_16_asian_alone,435,988,341,26,0,0,30,0,0,88,0,821,37,2008-2012
B03002_17_native_hawaiian_and_other_pacific_islander_alone,0,309,44,0,0,0,0,0,8,14,0,257,0,2008-2012
B03002_18_some_other_race_alone,17088,293647,19640,7163,2786,5676,2688,2552,1868,2204,630,128532,1498,2008-2012
B03002_19_two_or_more_races,6143,22118,10967,1051,38,395,541,566,273,462,0,12463,407,2008-2012
