"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Fairfax County","059","White Alone",590582,51.71
51,"Fairfax County","059","African-American Alone",106546,9.33
51,"Fairfax County","059","Asian Alone",214423,18.78
51,"Fairfax County","059","Hispanic or Latino",184595,16.16
51,"Fairfax County","059","All Others",45858,4.02
