"ZCTA","NAME","LSAD","STATE","COUNTY","new_constructions","existing_constructions","new_existing_constructions_ratio","share_single_family_new_constructions","total_single_family_households_since_2000","total_single_family_households","CENSUSAREA","zcta_area","intersected_area","percent_intersected_area","brks"
"20109","Fairfax","County",51,"059",2140,10949,0.2,0.5,1061,7340,390.969,53259552.8967605,24662.1938011702,0.000463056718650567,"12036"
"20111","Fairfax","County",51,"059",2188,7706,0.28,0.57,1244,8285,390.969,43187325.9312187,104080.508166746,0.00240997806468749,"12036"
"20112","Fairfax","County",51,"059",2184,5741,0.38,1,2178,7885,390.969,102604482.941789,139.040574088693,1.35511207797397e-06,"12036"
"20120","Fairfax","County",51,"059",2067,11577,0.18,0.8,1653,11506,390.969,45250137.9581774,42799755.290802,0.945848061951983,"12036"
"20121","Fairfax","County",51,"059",902,8844,0.1,0.75,681,7273,390.969,23666921.2475722,23478121.1243254,0.992022615815895,"1942"
"20124","Fairfax","County",51,"059",427,4564,0.09,1,427,4758,390.969,56845352.6750546,56681335.6055222,0.997114679356993,"642"
"20151","Fairfax","County",51,"059",1069,5236,0.2,0.77,825,5845,390.969,40521056.7368755,40521056.7368755,1,"1942"
"20152","Fairfax","County",51,"059",6934,3003,2.31,0.98,6803,9470,390.969,65363017.1169919,127824.767967001,0.00195561303019733,"12036"
"20164","Fairfax","County",51,"059",728,11748,0.06,0.69,503,10555,390.969,19264591.4305302,2746.33168172836,0.00014255852202378,"1942"
"20165","Fairfax","County",51,"059",2100,9161,0.23,0.68,1438,9512,390.969,25850254.1350423,10095.7003214359,0.000390545495943513,"12036"
"20166","Fairfax","County",51,"059",1872,1729,1.08,0.68,1276,2386,390.969,45795654.3031704,26994.1867073984,0.000589448652238814,"1942"
"20170","Fairfax","County",51,"059",1693,11600,0.15,0.62,1042,10263,390.969,22879862.4368663,22847959.3305111,0.998605625079992,"1942"
"20171","Fairfax","County",51,"059",5036,11715,0.43,0.38,1922,11515,390.969,31471629.0600938,31471629.0600938,1,"12036"
"20190","Fairfax","County",51,"059",2531,6215,0.41,0.07,182,2898,390.969,11939441.1262882,11939441.1262882,1,"12036"
"20191","Fairfax","County",51,"059",367,11160,0.03,0.38,141,7900,390.969,21788050.2685989,21788050.2685989,1,"642"
"20194","Fairfax","County",51,"059",367,5191,0.07,0.33,122,3946,390.969,8265515.25278205,8265515.25278205,1,"642"
"20812","Fairfax","County",51,"059",6,94,0.06,1,6,99,390.969,876482.654953003,2.14576721191406e-06,2.44815707394588e-12,"156"
"20816","Fairfax","County",51,"059",306,5773,0.05,0.89,272,4750,390.969,10625517.4215522,1.83582305908203e-05,1.72774932857232e-12,"642"
"20818","Fairfax","County",51,"059",112,681,0.16,0.88,99,744,390.969,3645859.43826887,0.421180285465829,1.1552290827367e-07,"156"
"20854","Fairfax","County",51,"059",1212,15274,0.08,0.85,1032,16253,390.969,94509865.763139,72.9399082245372,7.71770308163801e-07,"1942"
"20874","Fairfax","County",51,"059",3633,18227,0.2,0.61,2207,14456,390.969,58459166.0035546,0.144705608487129,2.4753279661624e-09,"12036"
"22003","Fairfax","County",51,"059",817,18340,0.04,0.64,521,13151,390.969,32390098.9337116,32390098.9337116,1,"1942"
"22015","Fairfax","County",51,"059",312,14404,0.02,0.94,293,13593,390.969,21969364.5331241,21969364.5331241,1,"642"
"22027","Fairfax","County",51,"059",162,496,0.33,1,162,658,390.969,1656941.51776338,1656941.51776338,1,"642"
"22030","Fairfax","County",51,"059",6156,13189,0.47,0.51,3162,12475,390.969,49108581.3197197,36931977.2419747,0.752047325528107,"12036"
"22031","Fairfax","County",51,"059",2626,9535,0.28,0.35,931,6708,390.969,17814974.8609017,14558218.2713385,0.817189941889236,"12036"
"22032","Fairfax","County",51,"059",508,9290,0.05,0.81,412,9473,390.969,19413074.8728606,18592422.3361789,0.957726813394774,"642"
"22033","Fairfax","County",51,"059",2752,12428,0.22,0.57,1573,9177,390.969,19764432.7112355,19764432.7112355,1,"12036"
"22035","Fairfax","County",51,"059",0,0,0,0,0,0,390.969,449044.669057369,449044.669057369,1,"156"
"22039","Fairfax","County",51,"059",456,5428,0.08,1,456,5884,390.969,63472717.401392,63408245.6768717,0.998984260842142,"642"
"22041","Fairfax","County",51,"059",450,10205,0.04,0.78,350,2905,390.969,7576707.46040642,7572998.40212965,0.999510465687615,"642"
"22042","Fairfax","County",51,"059",1369,10815,0.13,0.34,469,7884,390.969,17260821.8679026,17118400.403788,0.991748859631102,"1942"
"22043","Fairfax","County",51,"059",660,8415,0.08,0.83,548,5635,390.969,12364798.5996916,12364795.6642041,0.999999762593184,"1942"
"22044","Fairfax","County",51,"059",36,5389,0.01,1,36,1925,390.969,5860507.15184686,5534866.0345394,0.944434652348332,"156"
"22046","Fairfax","County",51,"059",1161,5459,0.21,0.42,491,4446,390.969,7318112.41257131,2626900.09293213,0.358958696564917,"1942"
"22060","Fairfax","County",51,"059",1431,1282,1.12,0.89,1279,2086,390.969,38289250.9895487,38289250.9895487,0.999999999999999,"1942"
"22066","Fairfax","County",51,"059",830,5009,0.17,1,830,5839,390.969,70599497.7739723,69731582.0325413,0.987706488448265,"1942"
"22079","Fairfax","County",51,"059",4600,6780,0.68,0.83,3799,9245,390.969,81594676.1301242,81236614.588632,0.99561170460532,"12036"
"22101","Fairfax","County",51,"059",1537,8911,0.17,0.93,1432,9584,390.969,35439944.8821993,35258185.1799388,0.994871332253347,"1942"
