estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2013-2017,FILEID,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF,ACSSF
2013-2017,FILETYPE,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5,2017e5
2013-2017,STATE,dc,md,md,md,md,md,va,va,va,va,va,va,va,va,va,va,va,va,va,va,va,va,va,wv
2013-2017,"B25075_9_$40,000_to_$49,999",158,28,101,120,383,486,14,0,64,352,31,124,247,9,49,42,44,30,21,0,0,0,0,124
2013-2017,"B25075_10_$50,000_to_$59,999",409,50,101,75,426,726,44,10,61,265,0,216,139,8,234,19,83,17,16,0,0,25,0,143
2013-2017,"B25075_11_$60,000_to_$69,999",137,0,25,100,288,940,74,17,37,381,12,74,113,0,79,96,66,38,6,17,6,7,0,234
2013-2017,"B25075_12_$70,000_to_$79,999",262,0,57,318,244,1212,49,0,93,278,52,196,92,37,124,76,69,45,0,0,29,0,33,255
2013-2017,"B25075_13_$80,000_to_$89,999",300,51,175,111,511,1099,45,0,67,351,25,63,61,0,192,58,124,0,0,13,70,35,0,236
2013-2017,"B25075_14_$90,000_to_$99,999",317,80,97,179,778,1234,51,49,113,356,62,110,80,9,204,69,171,81,0,0,41,26,38,186
2013-2017,"B25075_15_$100,000_to_$124,999",855,210,501,1419,2325,5165,332,103,475,1256,218,536,913,21,1061,506,580,178,20,4,93,236,26,947
2013-2017,"B25075_16_$125,000_to_$149,999",848,281,999,1868,2714,5453,168,58,650,1549,171,760,1229,24,1240,636,646,329,87,0,69,189,55,1000
2013-2017,"B25075_17_$150,000_to_$174,999",1667,782,2675,2899,4731,11978,493,231,1096,2885,612,1023,2704,127,2411,940,1223,716,87,31,61,518,126,1432
2013-2017,"B25075_18_$175,000_to_$199,999",1711,1202,2221,3472,4278,12680,496,172,744,2795,503,1526,3010,128,2486,1277,985,842,24,26,119,252,195,1136
2013-2017,"B25075_19_$200,000_to_$249,999",6602,3149,6867,9242,13845,33233,1103,543,1951,9034,1762,3463,11124,202,5603,4085,1899,2592,172,83,399,1098,845,2089
2013-2017,"B25075_20_$250,000_to_$299,999",7407,3872,7165,10121,17209,32231,1701,532,1583,11812,2174,5473,14206,327,5559,5097,1791,1715,199,21,392,1276,670,2292
2013-2017,"B25075_21_$300,000_to_$399,999",16971,6258,11937,15784,43909,45402,5084,924,3247,38784,4924,18640,23870,459,7178,11275,1712,3656,655,95,1251,2579,683,2646
2013-2017,"B25075_22_$400,000_to_$499,999",14080,4691,5344,10869,38428,19457,5691,743,993,47254,3193,17943,20288,267,3016,5038,640,2828,1671,217,567,1140,424,957
2013-2017,"B25075_23_$500,000_to_$749,999",26303,3834,2436,7322,58308,9764,12230,408,650,87844,3192,31234,17260,328,1787,3372,435,8148,2210,1096,414,366,13,668
2013-2017,"B25075_24_$750,000_to_$999,999",17220,903,374,1339,27659,1445,10674,173,125,36068,790,8454,2211,209,642,453,56,4956,658,953,130,53,0,66
2013-2017,"B25075_25_$1,000,000_to_$1,499,999",11116,274,124,505,14933,319,5060,77,45,14280,315,2269,503,45,207,72,61,2175,102,474,12,0,0,99
2013-2017,"B25075_26_$1,500,000_to_$1,999,999",3862,49,54,55,4055,237,1329,22,0,4232,113,419,63,75,41,54,27,428,0,107,0,0,0,13
2013-2017,"B25075_27_$2,000,000_or_more",3336,65,129,200,3703,647,480,47,11,3172,323,445,201,63,48,39,0,315,21,20,15,31,0,19
2013-2017,B03002_1_total,672391,90824,156021,246105,1039198,905161,229534,14331,49795,1142004,68406,374558,450763,7359,130159,141159,38991,154710,23580,13843,28135,41379,16117,55673
2013-2017,B03002_2_not_hispanic_or_latino,600562,87548,147663,224482,841956,747734,193847,13646,44969,957409,63265,324132,349721,7098,118453,124644,37369,128810,19595,12369,25128,26902,10032,52701
2013-2017,B03002_3_white_alone,241901,71582,67280,184203,467734,120200,142962,12453,35424,590582,55319,216051,201113,6566,90467,89967,34156,80143,13652,9968,16882,17644,5800,46666
2013-2017,B03002_4_black_or_african_american_alone,315159,10591,66761,21635,182541,564173,19591,703,6774,106546,5113,26940,91160,280,20106,23125,1407,33557,1145,625,5985,5295,2065,3630
2013-2017,B03002_5_american_indian_and_alaska_native_alone,1140,144,878,505,1394,2056,633,51,166,1370,185,827,1094,12,328,360,62,100,15,0,11,181,17,108
2013-2017,B03002_6_asian_alone,25063,1413,4865,11144,152515,38501,23496,137,688,214423,939,63934,36232,88,3367,4321,464,9420,3782,1282,663,2156,1689,830
2013-2017,B03002_7_native_hawaiian_and_other_pacific_islander_alone,241,34,163,174,458,280,186,0,5,548,14,259,498,0,119,112,0,34,13,0,34,34,0,0
2013-2017,B03002_8_some_other_race_alone,2194,69,299,681,4969,3096,824,0,147,3382,50,2158,1357,0,434,325,0,371,44,0,0,137,111,311
2013-2017,B03002_9_two_or_more_races,14864,3715,7417,6140,32345,19428,6155,302,1765,40558,1645,13963,18267,152,3632,6434,1280,5185,944,494,1553,1455,350,1156
2013-2017,B03002_10_two_races_including_some_other_race,856,2,115,199,2177,810,439,0,24,1841,19,986,713,0,46,123,57,151,131,24,129,81,0,13
2013-2017,"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",14008,3713,7302,5941,30168,18618,5716,302,1741,38717,1626,12977,17554,152,3586,6311,1223,5034,813,470,1424,1374,350,1143
2013-2017,B03002_12_hispanic_or_latino,71829,3276,8358,21623,197242,157427,35687,685,4826,184595,5141,50426,101042,261,11706,16515,1622,25900,3985,1474,3007,14477,6085,2972
2013-2017,B03002_13_white_alone,31570,2303,5671,15752,96195,49809,21140,347,2913,123344,4129,34924,64410,155,4501,7495,1183,16268,2452,970,1245,10461,4613,2060
2013-2017,B03002_14_black_or_african_american_alone,5903,206,590,468,5402,8292,687,0,376,3839,26,1393,3057,0,537,815,28,566,0,42,341,223,137,39
2013-2017,B03002_15_american_indian_and_alaska_native_alone,617,6,16,113,1697,1210,380,0,61,1092,11,150,529,0,239,22,39,222,25,0,26,122,29,0
2013-2017,B03002_16_asian_alone,495,91,51,42,989,310,80,12,9,1015,0,489,331,0,41,115,0,183,0,0,6,20,0,0
2013-2017,B03002_17_native_hawaiian_and_other_pacific_islander_alone,48,0,0,0,19,53,8,0,0,171,0,71,71,0,0,0,0,20,0,0,0,42,5,0
2013-2017,B03002_18_some_other_race_alone,28767,472,852,3236,83058,92935,12205,208,1232,45769,557,9072,27265,28,5354,7004,212,6513,1146,285,1151,3160,1030,629
2013-2017,B03002_19_two_or_more_races,4429,198,1178,2012,9882,4818,1187,118,235,9365,418,4327,5379,78,1034,1064,160,2128,362,177,238,449,271,244
2013-2017,B03002_20_two_races_including_some_other_race,1809,168,334,989,5042,3005,606,87,133,3916,241,2003,2386,78,766,712,12,1381,266,62,119,228,106,199
2013-2017,"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",2620,30,844,1023,4840,1813,581,31,102,5449,177,2324,2993,0,268,352,148,747,96,115,119,221,165,45
2013-2017,B25063_1_total,162190,5221,12483,22727,126947,117181,56785,1392,4565,126673,5178,26862,38358,777,9797,10968,3303,39087,2550,2130,6673,4561,1554,5388
2013-2017,B25063_2_with_cash_rent,157039,4922,11949,21721,123498,114248,55769,1159,4294,123171,4558,25918,37258,689,9320,10518,2918,38310,2398,2005,6517,4512,1522,4927
2013-2017,B25063_3_less_than_$100,1623,10,41,27,144,180,186,0,0,165,0,30,0,0,8,0,0,42,0,0,0,10,0,0
2013-2017,B25063_4_$100_to_$149,934,10,87,52,383,167,15,0,0,140,9,37,31,0,0,13,0,93,0,0,99,0,0,85
2013-2017,B25063_5_$150_to_$199,1592,23,80,86,375,289,91,0,6,517,10,64,28,0,9,0,24,134,0,26,24,43,0,50
2013-2017,B25063_6_$200_to_$249,4152,62,236,135,1254,838,325,31,35,1105,18,66,111,8,70,95,8,454,0,0,101,15,0,6
2013-2017,B25063_7_$250_to_$299,2462,10,26,230,489,461,126,12,128,271,16,64,144,0,6,22,37,222,11,0,39,0,18,97
2013-2017,B25063_8_$300_to_$349,1836,20,30,188,547,374,146,35,18,527,21,90,44,0,26,0,0,155,0,25,29,0,0,67
2013-2017,B25063_9_$350_to_$399,1658,36,76,177,479,532,45,11,61,383,0,38,221,0,84,0,45,189,0,0,98,0,0,38
2013-2017,B25063_10_$400_to_$449,1632,34,60,147,503,449,79,7,57,412,9,78,60,27,38,25,9,200,7,0,24,5,0,54
2013-2017,B25063_11_$450_to_$499,1311,64,135,180,349,348,140,32,117,501,45,33,172,37,41,11,45,118,0,0,16,0,0,7
2013-2017,B25063_12_$500_to_$549,1125,40,76,182,431,681,123,14,27,471,23,210,109,7,47,135,125,160,0,0,21,30,0,91
2013-2017,B25063_13_$550_to_$599,1325,69,101,124,428,426,180,18,50,359,110,153,107,3,32,0,119,128,0,0,14,21,0,109
2013-2017,B25063_14_$600_to_$649,1680,132,283,209,552,622,228,16,67,323,61,75,78,5,71,82,51,130,0,0,49,0,23,185
2013-2017,B25063_15_$650_to_$699,1743,85,94,305,716,557,87,64,157,326,58,110,89,28,118,68,188,184,4,0,96,66,0,314
2013-2017,B25063_16_$700_to_$749,2069,82,77,304,833,539,134,37,128,432,138,191,221,26,113,122,122,103,23,0,151,44,0,297
2013-2017,B25063_17_$750_to_$799,2195,21,143,312,559,539,129,51,317,250,38,158,209,68,108,67,169,58,30,0,106,50,0,303
2013-2017,B25063_18_$800_to_$899,7066,84,394,835,1538,2284,245,11,385,1009,241,640,625,15,145,120,363,373,15,14,591,118,0,554
2013-2017,B25063_19_$900_to_$999,9006,352,584,1342,1904,5211,506,213,238,1746,435,585,837,66,274,344,385,636,41,18,812,177,0,263
2013-2017,"B25063_20_$1,000_to_$1,249",22934,456,973,4426,11859,27526,4390,221,969,5875,1144,1890,4265,245,2059,1880,510,3711,112,147,2014,773,133,723
2013-2017,"B25063_21_$1,250_to_$1,499",17451,529,1474,4528,21498,27925,7281,120,537,16977,733,3638,8089,81,2357,2460,387,7346,361,488,1066,1193,402,767
2013-2017,"B25063_22_$1,500_to_$1,999",30554,1532,4257,5496,43786,29213,16998,37,808,46144,884,9103,13279,71,2753,2908,255,14516,982,517,813,1449,684,657
2013-2017,"B25063_23_$2,000_to_$2,499",19774,802,2061,1736,20863,11428,12173,155,143,25128,460,5084,5266,2,772,1413,69,5446,472,419,238,373,220,239
2013-2017,"B25063_24_$2,500_to_$2,999",10984,283,530,433,7860,2524,6683,64,37,11013,47,2224,2138,0,90,419,0,2308,194,208,111,84,42,21
2013-2017,"B25063_25_$3,000_to_$3,499",6413,181,101,212,3642,737,3526,10,9,5759,58,741,831,0,60,182,7,1063,69,80,5,0,0,0
2013-2017,"B25063_26_$3,500_or_more",5520,5,30,55,2506,398,1933,0,0,3338,0,616,304,0,39,152,0,541,77,63,0,61,0,0
2013-2017,B25063_27_no_cash_rent,5151,299,534,1006,3449,2933,1016,233,271,3502,620,944,1100,88,477,450,385,777,152,125,156,49,32,461
2013-2017,B25071_1_median_gross_rent_as_a_percentage_of_household_income,29.2,29.8,31.1,30.1,30.6,30.7,26.4,36.0,30.4,28.2,27.3,28.1,30.8,36.1,31.7,30.4,29.1,27.8,31.2,30.2,30.7,33.9,25.3,28.7
2013-2017,B25036_1_total,277985,31462,54988,90022,369242,306694,102310,5568,16837,393380,23981,121299,139306,3131,43279,45345,14190,68663,8499,5308,10419,12540,4778,20808
2013-2017,B25036_2_owner_occupied,115795,26241,42505,67295,242295,189513,45525,4176,12272,266707,18803,94437,100948,2354,33482,34377,10887,29576,5949,3178,3746,7979,3224,15420
2013-2017,B25036_3_built_2014_or_later,659,233,618,751,1622,1154,203,18,147,965,121,3183,1299,0,532,460,109,179,41,46,42,22,29,139
2013-2017,B25036_4_built_2010_to_2013,1402,910,2036,2154,3771,3984,1158,62,381,3305,441,8822,4112,77,959,2287,149,470,74,91,349,222,25,492
2013-2017,B25036_5_built_2000_to_2009,9406,5412,9159,12768,23198,23365,5088,933,3767,25981,4506,34263,31219,389,10243,9181,2148,3299,682,381,790,562,547,4629
2013-2017,B25036_6_built_1990_to_1999,1972,6722,9204,15415,28900,29990,2745,462,2346,39141,2980,24054,17970,399,9178,8872,2024,3499,473,122,153,1391,966,2772
2013-2017,B25036_7_built_1980_to_1989,3626,5389,7582,11572,54041,27373,4969,488,1987,67555,4437,10480,19290,301,6832,6280,1912,2460,331,164,240,2883,270,2029
2013-2017,B25036_8_built_1970_to_1979,4692,4191,7053,9280,36338,25058,3192,833,1273,56328,2614,6106,15000,333,3607,4040,1517,4297,602,254,345,1518,203,2010
2013-2017,B25036_9_built_1960_to_1969,8550,1138,3522,4227,34470,32608,3573,330,1012,36518,1078,3115,7925,197,864,1494,933,3078,1536,351,350,848,231,1084
2013-2017,B25036_10_built_1950_to_1959,12572,880,1651,3090,33165,27435,7927,314,473,28203,862,1718,2608,97,565,920,761,4029,1773,667,404,245,878,569
2013-2017,B25036_11_built_1940_to_1949,14595,609,860,1301,13777,9909,9828,60,228,6016,435,526,781,81,140,333,620,4002,298,743,201,120,75,271
2013-2017,B25036_12_built_1939_or_earlier,58321,757,820,6737,13013,8637,6842,676,658,2695,1329,2170,744,480,562,510,714,4263,139,359,872,168,0,1425
2013-2017,B25036_13_renter_occupied,162190,5221,12483,22727,126947,117181,56785,1392,4565,126673,5178,26862,38358,777,9797,10968,3303,39087,2550,2130,6673,4561,1554,5388
2013-2017,B25036_14_built_2014_or_later,2992,0,148,276,2253,878,879,0,14,1556,43,464,802,0,247,113,0,706,20,108,37,0,0,39
2013-2017,B25036_15_built_2010_to_2013,7055,95,644,426,4983,2128,3103,24,56,4193,84,1585,1583,0,293,336,44,984,0,97,498,172,86,49
2013-2017,B25036_16_built_2000_to_2009,14466,881,2707,3495,16284,9941,9379,90,813,18349,550,8183,8267,56,2120,2770,176,4005,212,265,869,415,669,924
2013-2017,B25036_17_built_1990_to_1999,6229,1804,2292,4653,17333,14764,7045,267,503,22972,916,7355,7813,56,2618,3479,360,4351,393,139,827,876,352,835
2013-2017,B25036_18_built_1980_to_1989,8783,962,2223,4096,23502,16469,6590,154,767,25218,699,3320,8082,98,2327,1702,356,4014,297,192,838,1299,42,832
2013-2017,B25036_19_built_1970_to_1979,17040,584,1994,3201,23425,22689,6933,235,867,26293,919,2329,6040,96,1186,1237,655,7335,467,319,1709,929,121,1094
2013-2017,B25036_20_built_1960_to_1969,23230,184,1139,1235,18244,25348,7745,92,660,17006,413,1238,2882,106,423,510,214,8974,629,475,724,369,41,307
2013-2017,B25036_21_built_1950_to_1959,22867,242,485,1029,11590,14871,6846,77,238,7846,528,1113,1518,26,255,475,541,3947,480,380,264,110,212,206
2013-2017,B25036_22_built_1940_to_1949,18491,228,344,590,4729,5360,5211,55,300,2037,160,365,680,49,135,219,378,3004,41,102,270,209,19,121
2013-2017,B25036_23_built_1939_or_earlier,41037,241,507,3726,4604,4733,3054,398,347,1203,866,910,691,290,193,127,579,1767,11,53,637,182,12,981
