"NAME","year","FIPS","hhs_type","hhs_share","hhs_type_name"
NA,1970,54037,"hhs_1",NA,"hh w/ 1 person"
NA,2009,24009,"hhs_2",0.317918880742584,"hh w/ 2 people"
NA,2009,24017,"hhs_2",0.317698229564436,"hh w/ 2 people"
NA,2009,24021,"hhs_2",0.325676107980412,"hh w/ 2 people"
NA,2009,24031,"hhs_2",0.313761446560438,"hh w/ 2 people"
NA,2009,24033,"hhs_2",0.293397597478662,"hh w/ 2 people"
NA,2009,11001,"hhs_2",0.286782624649514,"hh w/ 2 people"
NA,2009,51013,"hhs_2",0.315360508510238,"hh w/ 2 people"
NA,2009,51043,"hhs_2",0.381264807727356,"hh w/ 2 people"
NA,2009,51047,"hhs_2",0.323508137432188,"hh w/ 2 people"
NA,2009,51059,"hhs_2",0.309942727413446,"hh w/ 2 people"
NA,2009,51061,"hhs_2",0.348557586434706,"hh w/ 2 people"
NA,2009,51107,"hhs_2",0.277255350002197,"hh w/ 2 people"
NA,2009,51153,"hhs_2",0.289656342671526,"hh w/ 2 people"
NA,2009,51157,"hhs_2",0.435630689206762,"hh w/ 2 people"
NA,2009,51177,"hhs_2",0.326247235192922,"hh w/ 2 people"
NA,2009,51179,"hhs_2",0.302069383732976,"hh w/ 2 people"
NA,2009,51187,"hhs_2",0.374101774453732,"hh w/ 2 people"
NA,2009,51510,"hhs_2",0.323353483932549,"hh w/ 2 people"
NA,2009,51600,"hhs_2",0.337365113245583,"hh w/ 2 people"
NA,2009,51610,"hhs_2",0.324213075060533,"hh w/ 2 people"
NA,2009,51630,"hhs_2",0.305290351566888,"hh w/ 2 people"
NA,2009,51683,"hhs_2",0.260929313750752,"hh w/ 2 people"
NA,2009,51685,"hhs_2",0.295298468040148,"hh w/ 2 people"
NA,2009,54037,"hhs_2",0.353342568364886,"hh w/ 2 people"
NA,2013,24009,"hhs_2",0.340749603854736,"hh w/ 2 people"
NA,2013,24017,"hhs_2",0.314320838292973,"hh w/ 2 people"
NA,2013,24021,"hhs_2",0.327333588148766,"hh w/ 2 people"
NA,2013,24031,"hhs_2",0.308487005044888,"hh w/ 2 people"
NA,2013,24033,"hhs_2",0.287960427232971,"hh w/ 2 people"
NA,2013,11001,"hhs_2",0.29687956335886,"hh w/ 2 people"
NA,2013,51013,"hhs_2",0.327799775552121,"hh w/ 2 people"
NA,2013,51043,"hhs_2",0.406810035842294,"hh w/ 2 people"
NA,2013,51047,"hhs_2",0.34285179874057,"hh w/ 2 people"
NA,2013,51059,"hhs_2",0.314638324938191,"hh w/ 2 people"
NA,2013,51061,"hhs_2",0.353826199740597,"hh w/ 2 people"
NA,2013,51107,"hhs_2",0.28112003140275,"hh w/ 2 people"
NA,2013,51153,"hhs_2",0.278106642907839,"hh w/ 2 people"
NA,2013,51157,"hhs_2",0.386384544618215,"hh w/ 2 people"
NA,2013,51177,"hhs_2",0.325637152652905,"hh w/ 2 people"
NA,2013,51179,"hhs_2",0.313267580255109,"hh w/ 2 people"
NA,2013,51187,"hhs_2",0.377980120942518,"hh w/ 2 people"
NA,2013,51510,"hhs_2",0.320748366962934,"hh w/ 2 people"
NA,2013,51600,"hhs_2",0.340791333019312,"hh w/ 2 people"
NA,2013,51610,"hhs_2",0.283665338645418,"hh w/ 2 people"
NA,2013,51630,"hhs_2",0.323550465282749,"hh w/ 2 people"
NA,2013,51683,"hhs_2",0.281312127236581,"hh w/ 2 people"
NA,2013,51685,"hhs_2",0.240586245772266,"hh w/ 2 people"
NA,2013,54037,"hhs_2",0.368595706169239,"hh w/ 2 people"
NA,2017,24009,"hhs_2",0.350899497806878,"hh w/ 2 people"
NA,2017,24017,"hhs_2",0.290408816469048,"hh w/ 2 people"
NA,2017,24021,"hhs_2",0.34334940347915,"hh w/ 2 people"
NA,2017,24031,"hhs_2",0.3041799145276,"hh w/ 2 people"
NA,2017,24033,"hhs_2",0.28237265808917,"hh w/ 2 people"
NA,2017,11001,"hhs_2",0.305315034983902,"hh w/ 2 people"
NA,2017,51013,"hhs_2",0.3306519401818,"hh w/ 2 people"
NA,2017,51043,"hhs_2",0.385775862068966,"hh w/ 2 people"
NA,2017,51047,"hhs_2",0.329512383441231,"hh w/ 2 people"
NA,2017,51059,"hhs_2",0.313894961614724,"hh w/ 2 people"
NA,2017,51061,"hhs_2",0.346899628872858,"hh w/ 2 people"
NA,2017,51107,"hhs_2",0.281280142457893,"hh w/ 2 people"
NA,2017,51153,"hhs_2",0.271517379007365,"hh w/ 2 people"
NA,2017,51157,"hhs_2",0.41041200894283,"hh w/ 2 people"
NA,2017,51177,"hhs_2",0.320894660227824,"hh w/ 2 people"
NA,2017,51179,"hhs_2",0.316021612085125,"hh w/ 2 people"
NA,2017,51187,"hhs_2",0.352713178294574,"hh w/ 2 people"
NA,2017,51510,"hhs_2",0.315934346008767,"hh w/ 2 people"
NA,2017,51600,"hhs_2",0.31956700788328,"hh w/ 2 people"
NA,2017,51610,"hhs_2",0.308590806330068,"hh w/ 2 people"
NA,2017,51630,"hhs_2",0.332373548325175,"hh w/ 2 people"
NA,2017,51683,"hhs_2",0.304625199362041,"hh w/ 2 people"
NA,2017,51685,"hhs_2",0.241105064880703,"hh w/ 2 people"
NA,2017,54037,"hhs_2",0.360438292964245,"hh w/ 2 people"
NA,2000,11001,"hhs_2",0.273631280421578,"hh w/ 2 people"
NA,1990,11001,"hhs_2",0.268742420713638,"hh w/ 2 people"
NA,1980,11001,"hhs_2",0.256562165396485,"hh w/ 2 people"
NA,1970,11001,"hhs_2",NA,"hh w/ 2 people"
NA,2000,24009,"hhs_2",0.309737297467359,"hh w/ 2 people"
NA,1990,24009,"hhs_2",0.298105859444149,"hh w/ 2 people"
NA,1980,24009,"hhs_2",0.275624301155423,"hh w/ 2 people"
NA,1970,24009,"hhs_2",NA,"hh w/ 2 people"
NA,2000,24017,"hhs_2",0.305170965806839,"hh w/ 2 people"
NA,1990,24017,"hhs_2",0.276522742454606,"hh w/ 2 people"
NA,1980,24017,"hhs_2",0.232813889278862,"hh w/ 2 people"
NA,1970,24017,"hhs_2",NA,"hh w/ 2 people"
NA,2000,24021,"hhs_2",0.325693503529915,"hh w/ 2 people"
NA,1990,24021,"hhs_2",0.315004359528413,"hh w/ 2 people"
NA,1980,24021,"hhs_2",0.287795506697262,"hh w/ 2 people"
NA,1970,24021,"hhs_2",NA,"hh w/ 2 people"
NA,2000,24031,"hhs_2",0.31281775096941,"hh w/ 2 people"
NA,1990,24031,"hhs_2",0.32379649561864,"hh w/ 2 people"
NA,1980,24031,"hhs_2",0.307728669345308,"hh w/ 2 people"
NA,1970,24031,"hhs_2",NA,"hh w/ 2 people"
NA,2000,24033,"hhs_2",0.28841095412524,"hh w/ 2 people"
NA,1990,24033,"hhs_2",0.292593009402807,"hh w/ 2 people"
NA,1980,24033,"hhs_2",0.277354874770435,"hh w/ 2 people"
NA,1970,24033,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51013,"hhs_2",0.315216134329394,"hh w/ 2 people"
NA,1990,51013,"hhs_2",0.331170233030669,"hh w/ 2 people"
NA,1980,51013,"hhs_2",0.334671797445764,"hh w/ 2 people"
NA,1970,51013,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51043,"hhs_2",0.368686868686869,"hh w/ 2 people"
NA,1990,51043,"hhs_2",0.345041816009558,"hh w/ 2 people"
NA,1980,51043,"hhs_2",0.310186513629842,"hh w/ 2 people"
NA,1970,51043,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51047,"hhs_2",0.337585383919019,"hh w/ 2 people"
NA,1990,51047,"hhs_2",0.314793872725403,"hh w/ 2 people"
NA,1980,51047,"hhs_2",0.292293481129586,"hh w/ 2 people"
NA,1970,51047,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51059,"hhs_2",0.323030981072025,"hh w/ 2 people"
NA,1990,51059,"hhs_2",0.326729090642207,"hh w/ 2 people"
NA,1980,51059,"hhs_2",0.302386093926306,"hh w/ 2 people"
NA,1970,51059,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51061,"hhs_2",0.346271808537382,"hh w/ 2 people"
NA,1990,51061,"hhs_2",0.324375151662218,"hh w/ 2 people"
NA,1980,51061,"hhs_2",0.281808083397419,"hh w/ 2 people"
NA,1970,51061,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51107,"hhs_2",0.315031458086481,"hh w/ 2 people"
NA,1990,51107,"hhs_2",0.326911145217647,"hh w/ 2 people"
NA,1980,51107,"hhs_2",0.274473192851427,"hh w/ 2 people"
NA,1970,51107,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51153,"hhs_2",0.292387652912467,"hh w/ 2 people"
NA,1990,51153,"hhs_2",0.276116322434629,"hh w/ 2 people"
NA,1980,51153,"hhs_2",0.238585282373075,"hh w/ 2 people"
NA,1970,51153,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51157,"hhs_2",0.380901287553648,"hh w/ 2 people"
NA,1990,51157,"hhs_2",0.359528487229862,"hh w/ 2 people"
NA,1980,51157,"hhs_2",0.318604651162791,"hh w/ 2 people"
NA,1970,51157,"hhs_2",NA,"hh w/ 2 people"
NA,2000,51177,"hhs_2",0.317572539108737,"hh w/ 2 people"
NA,1990,51177,"hhs_2",0.295500052692591,"hh w/ 2 people"
