"NAME","year","CBSA","hhs_type","hhs_share","hhs_type_name"
"Houston-The Woodlands-Sugar Land, TX",1990,26420,"hhs_4",0.134826776338142,"hh w/ 5+ ppl"
"Houston-The Woodlands-Sugar Land, TX",2000,26420,"hhs_4",0.146861714413193,"hh w/ 5+ ppl"
"Houston-The Woodlands-Sugar Land, TX",2009,26420,"hhs_4",0.131304406306613,"hh w/ 5+ ppl"
"Houston-The Woodlands-Sugar Land, TX",2013,26420,"hhs_4",0.135241269353228,"hh w/ 5+ ppl"
"Houston-The Woodlands-Sugar Land, TX",2017,26420,"hhs_4",0.134651457742055,"hh w/ 5+ ppl"
"Los Angeles-Long Beach-Anaheim, CA",1970,31080,"hhs_4",NA,"hh w/ 5+ ppl"
"Los Angeles-Long Beach-Anaheim, CA",1980,31080,"hhs_4",0.137384392852447,"hh w/ 5+ ppl"
"Los Angeles-Long Beach-Anaheim, CA",1990,31080,"hhs_4",0.16876343118525,"hh w/ 5+ ppl"
"Los Angeles-Long Beach-Anaheim, CA",2000,31080,"hhs_4",0.185696609373316,"hh w/ 5+ ppl"
"Los Angeles-Long Beach-Anaheim, CA",2009,31080,"hhs_4",0.153954454277627,"hh w/ 5+ ppl"
"Los Angeles-Long Beach-Anaheim, CA",2013,31080,"hhs_4",0.15480152725044,"hh w/ 5+ ppl"
"Los Angeles-Long Beach-Anaheim, CA",2017,31080,"hhs_4",0.146433685309897,"hh w/ 5+ ppl"
"Miami-Fort Lauderdale-West Palm Beach, FL",1970,33100,"hhs_4",NA,"hh w/ 5+ ppl"
"Miami-Fort Lauderdale-West Palm Beach, FL",1980,33100,"hhs_4",0.0857023808429612,"hh w/ 5+ ppl"
"Miami-Fort Lauderdale-West Palm Beach, FL",1990,33100,"hhs_4",0.0741662947389851,"hh w/ 5+ ppl"
"Miami-Fort Lauderdale-West Palm Beach, FL",2000,33100,"hhs_4",0.116039675629177,"hh w/ 5+ ppl"
"Miami-Fort Lauderdale-West Palm Beach, FL",2009,33100,"hhs_4",0.0895380639914934,"hh w/ 5+ ppl"
"Miami-Fort Lauderdale-West Palm Beach, FL",2013,33100,"hhs_4",0.0930138151451106,"hh w/ 5+ ppl"
"Miami-Fort Lauderdale-West Palm Beach, FL",2017,33100,"hhs_4",0.0913333346167989,"hh w/ 5+ ppl"
"New York-Newark-Jersey City, NY-NJ-PA",1970,35620,"hhs_4",NA,"hh w/ 5+ ppl"
"New York-Newark-Jersey City, NY-NJ-PA",1980,35620,"hhs_4",0.139441303324292,"hh w/ 5+ ppl"
"New York-Newark-Jersey City, NY-NJ-PA",1990,35620,"hhs_4",0.127235158284905,"hh w/ 5+ ppl"
"New York-Newark-Jersey City, NY-NJ-PA",2000,35620,"hhs_4",0.131411823099954,"hh w/ 5+ ppl"
"New York-Newark-Jersey City, NY-NJ-PA",2009,35620,"hhs_4",0.111458230467155,"hh w/ 5+ ppl"
"New York-Newark-Jersey City, NY-NJ-PA",2013,35620,"hhs_4",0.11425326310451,"hh w/ 5+ ppl"
"New York-Newark-Jersey City, NY-NJ-PA",2017,35620,"hhs_4",0.111129882741792,"hh w/ 5+ ppl"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1970,37980,"hhs_4",NA,"hh w/ 5+ ppl"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1980,37980,"hhs_4",0.148467399810536,"hh w/ 5+ ppl"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1990,37980,"hhs_4",0.118621162937188,"hh w/ 5+ ppl"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2000,37980,"hhs_4",0.11028473113929,"hh w/ 5+ ppl"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2009,37980,"hhs_4",0.0944160407330261,"hh w/ 5+ ppl"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013,37980,"hhs_4",0.0937443159643425,"hh w/ 5+ ppl"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2017,37980,"hhs_4",0.0890799127213086,"hh w/ 5+ ppl"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1970,47900,"hhs_4",NA,"hh w/ 5+ ppl"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1980,47900,"hhs_4",0.129720108207342,"hh w/ 5+ ppl"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",1990,47900,"hhs_4",0.107838600502672,"hh w/ 5+ ppl"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2000,47900,"hhs_4",0.113418347464437,"hh w/ 5+ ppl"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2009,47900,"hhs_4",0.101516601797417,"hh w/ 5+ ppl"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2013,47900,"hhs_4",0.107106533205885,"hh w/ 5+ ppl"
"Washington-Arlington-Alexandria, DC-VA-MD-WV",2017,47900,"hhs_4",0.108628251907574,"hh w/ 5+ ppl"
