"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Manassas Park city","685","2000 to 2009",1281,26.17
51,"Manassas Park city","685","1990 to 1999",1318,26.93
51,"Manassas Park city","685","1980 to 1989",312,6.37
51,"Manassas Park city","685","1970 to 1979",345,7.05
51,"Manassas Park city","685","2010 to 2017",140,2.86
51,"Manassas Park city","685","before 1950",106,2.17
51,"Manassas Park city","685","1950 to 1969",1393,28.46
