"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Warren County","187","$1,500 to $1,999",255,7.72
51,"Warren County","187","$2,000 to $2,499",69,2.09
51,"Warren County","187","No cash rent",385,11.66
51,"Warren County","187","Less than $1,000",1690,51.17
51,"Warren County","187","$1,000 to $1,499",897,27.16
51,"Warren County","187","$2,500 or more",7,0.21
