"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Warren County","187","$300,000 to $399,999",1712,15.73
51,"Warren County","187","$400,000 to $499,999",640,5.88
51,"Warren County","187","$500,000 to $749,999",435,4
51,"Warren County","187","less than $200,000",4266,39.18
51,"Warren County","187","$200,000 to $299,999",3690,33.89
51,"Warren County","187","$750,000 or more",144,1.32
