"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Spotsylvania County","177","2000 to 2009",13258,28.45
51,"Spotsylvania County","177","1990 to 1999",12694,27.24
51,"Spotsylvania County","177","1980 to 1989",9859,21.16
51,"Spotsylvania County","177","1970 to 1979",5179,11.12
51,"Spotsylvania County","177","2010 to 2017",2128,4.57
51,"Spotsylvania County","177","before 1950",1185,2.54
51,"Spotsylvania County","177","1950 to 1969",2291,4.92
