"STATE_FIPS","value","county_code","variable","value","value_prop"
51,"Spotsylvania County","177","$1,500 to $1,999",2753,28.1
51,"Spotsylvania County","177","$2,000 to $2,499",772,7.88
51,"Spotsylvania County","177","No cash rent",477,4.87
51,"Spotsylvania County","177","Less than $1,000",1190,12.15
51,"Spotsylvania County","177","$1,000 to $1,499",4416,45.08
51,"Spotsylvania County","177","$2,500 or more",189,1.93
